"CT School Day SAT, 2015-16"
"All Districts, ELA, English Learner Status (EL)"

"",,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",72,19,26.4,12,16.7,33,45.8,8,11.1,41,56.9,488
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",203,19,9.4,29,14.3,121,59.6,34,16.7,155,76.4,540
"Elm City College Preparatory School District","=""2890013""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N",21,"*","*",10,47.6,"*","*","*","*","*","*",479
"Fairfield School District","=""0510011""","N",706,"*","*","*","*","*","*","*","*","*","*",573
"Fairfield School District","=""0510011""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N",475,"*","*","*","*","*","*","*","*","*","*",573
"Glastonbury School District","=""0540011""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",151,9,6.0,16,10.6,83,55.0,43,28.5,126,83.4,565
"Greenwich School District","=""0570011""","N",600,"*","*","*","*","*","*","*","*","*","*",579
"Greenwich School District","=""0570011""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","N",125,21,16.8,23,18.4,63,50.4,18,14.4,81,64.8,515
"Groton School District","=""0590011""","N",234,"*","*","*","*","*","*","*","*","*","*",526
"Groton School District","=""0590011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","N",254,9,3.5,20,7.9,139,54.7,86,33.9,225,88.6,587
"Hamden School District","=""0620011""","N",365,"*","*","*","*","*","*","*","*","*","*",522
"Hamden School District","=""0620011""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",1018,402,39.5,222,21.8,"*","*","*","*","*","*",459
"Hartford School District","=""0640011""","Y",144,120,83.3,"*","*","*","*",0,0.0,"*","*",376
"Highville Charter School District","=""2860013""","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",173,26,15.0,27,15.6,110,63.6,10,5.8,120,69.4,506
"Learn","=""2450014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",83,6,7.2,6,7.2,60,72.3,11,13.3,71,85.5,547
"Ledyard School District","=""0720011""","N",199,24,12.1,38,19.1,101,50.8,36,18.1,137,68.8,527
"Litchfield School District","=""0740011""","N",74,7,9.5,10,13.5,41,55.4,16,21.6,57,77.0,544
"Madison School District","=""0760011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","N",339,"*","*","*","*","*","*","*","*","*","*",482
"Manchester School District","=""0770011""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",425,130,30.6,101,23.8,"*","*","*","*","*","*",472
"Meriden School District","=""0800011""","Y",53,43,81.1,"*","*","*","*",0,0.0,"*","*",375
"Middletown School District","=""0830011""","N",275,"*","*","*","*","*","*","*","*","*","*",496
"Middletown School District","=""0830011""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","N",136,19,14.0,23,16.9,80,58.8,14,10.3,94,69.1,515
"Naugatuck School District","=""0880011""","N",283,"*","*","*","*","*","*","*","*","*","*",475
"Naugatuck School District","=""0880011""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","N",399,182,45.6,"*","*",106,26.6,"*","*","*","*",438
"New Britain School District","=""0890011""","Y",72,"*","*","*","*",0,0.0,0,0.0,0,0.0,367
"New Canaan School District","=""0900011""","N",319,6,1.9,6,1.9,170,53.3,137,42.9,307,96.2,607
"New Fairfield School District","=""0910011""","N",227,15,6.6,21,9.3,130,57.3,61,26.9,191,84.1,564
"New Haven School District","=""0930011""","N",1033,340,32.9,246,23.8,"*","*","*","*","*","*",465
"New Haven School District","=""0930011""","Y",112,104,92.9,"*","*","*","*",0,0.0,"*","*",365
"New London School District","=""0950011""","N",138,39,28.3,"*","*",46,33.3,"*","*","*","*",474
"New London School District","=""0950011""","Y",32,"*","*","*","*",0,0.0,0,0.0,0,0.0,362
"New Milford School District","=""0960011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","N",293,"*","*","*","*","*","*","*","*","*","*",538
"Newington School District","=""0940011""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","N",403,14,3.5,32,7.9,236,58.6,121,30.0,357,88.6,577
"North Branford School District","=""0990011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",695,110,15.8,146,21.0,"*","*","*","*","*","*",508
"Norwalk School District","=""1030011""","Y",57,45,78.9,"*","*","*","*",0,0.0,"*","*",392
"Norwich Free Academy District","=""9010022""","N",526,89,16.9,"*","*","*","*","*","*","*","*",522
"Norwich Free Academy District","=""9010022""","Y",44,36,81.8,"*","*","*","*","*","*","*","*",385
"Norwich School District","=""1040011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",146,22,15.1,33,22.6,77,52.7,14,9.6,91,62.3,508
"Plainville School District","=""1100011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",92,"*","*","*","*",55,59.8,23,25.0,78,84.8,563
"Putnam School District","=""1160011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",107,13,12.1,14,13.1,57,53.3,23,21.5,80,74.8,537
"Regional School District 04","=""2040012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",113,9,8.0,19,16.8,70,61.9,15,13.3,85,75.2,536
"Regional School District 07","=""2070012""","N",187,16,8.6,16,8.6,110,58.8,45,24.1,155,82.9,557
"Regional School District 08","=""2080012""","N",243,17,7.0,17,7.0,142,58.4,67,27.6,209,86.0,565
"Regional School District 09","=""2090012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",186,12,6.5,9,4.8,120,64.5,45,24.2,165,88.7,565
"Regional School District 11","=""2110012""","N",42,"*","*",9,21.4,27,64.3,"*","*","*","*",518
"Regional School District 12","=""2120012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",307,16,5.2,37,12.1,176,57.3,78,25.4,254,82.7,564
"Regional School District 16","=""2160012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N",146,9,6.2,11,7.5,88,60.3,38,26.0,126,86.3,563
"Regional School District 18","=""2180012""","N",119,7,5.9,13,10.9,61,51.3,38,31.9,99,83.2,567
"Regional School District 19","=""2190012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",418,"*","*","*","*",185,44.3,200,47.8,385,92.1,608
"Rocky Hill School District","=""1190011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N",151,27,17.9,33,21.9,76,50.3,15,9.9,91,60.3,502
"Shelton School District","=""1260011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N",101,11,10.9,14,13.9,56,55.4,20,19.8,76,75.2,538
"Stamford Academy District","=""2820013""","N",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford School District","=""1350011""","N",984,167,17.0,218,22.2,469,47.7,130,13.2,599,60.9,508
"Stamford School District","=""1350011""","Y",114,87,76.3,20,17.5,7,6.1,0,0.0,7,6.1,388
"Stonington School District","=""1370011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","N",454,"*","*","*","*","*","*","*","*","*","*",505
"Stratford School District","=""1380011""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",180,13,7.2,19,10.6,105,58.3,43,23.9,148,82.2,556
"The Bridge Academy District","=""2690013""","N",40,14,35.0,14,35.0,12,30.0,0,0.0,12,30.0,438
"The Gilbert School District","=""9020022""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",62,"*","*",11,17.7,37,59.7,"*","*","*","*",502
"Thompson School District","=""1410011""","N",44,"*","*",11,25.0,24,54.5,"*","*","*","*",506
"Tolland School District","=""1420011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","N",187,"*","*","*","*","*","*","*","*","*","*",496
"Torrington School District","=""1430011""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","N",186,"*","*","*","*","*","*","*","*","*","*",520
"Vernon School District","=""1460011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","N",447,"*","*","*","*","*","*","*","*","*","*",527
"Wallingford School District","=""1480011""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","N",951,326,34.3,271,28.5,"*","*","*","*","*","*",456
"Waterbury School District","=""1510011""","Y",104,93,89.4,"*","*","*","*",0,0.0,"*","*",367
"Waterford School District","=""1520011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","N",728,"*","*",88,12.1,"*","*",226,31.0,"*","*",564
"West Hartford School District","=""1550011""","Y",24,14,58.3,"*","*","*","*",0,0.0,"*","*",395
"West Haven School District","=""1560011""","N",279,65,23.3,"*","*","*","*",17,6.1,"*","*",480
"West Haven School District","=""1560011""","Y",25,19,76.0,"*","*","*","*",0,0.0,"*","*",382
"Westbrook School District","=""1540011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",197,19,9.6,12,6.1,90,45.7,76,38.6,166,84.3,585
"Westport School District","=""1580011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","N",244,"*","*","*","*","*","*","*","*","*","*",525
"Wethersfield School District","=""1590011""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",328,10,3.0,13,4.0,163,49.7,142,43.3,305,93.0,604
"Windham School District","=""1630011""","N",76,26,34.2,"*","*",22,28.9,"*","*","*","*",453
"Windham School District","=""1630011""","Y",27,"*","*","*","*",0,0.0,0,0.0,0,0.0,373
"Windsor Locks School District","=""1650011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",258,21,8.1,39,15.1,153,59.3,45,17.4,198,76.7,540

