"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (2-level"

"",,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Cheshire School District","=""0250011""","Y",30,"*","*","*","*",20,66.7,"*","*","*","*",500
"Cheshire School District","=""0250011""","N",344,"*","*","*","*",199,57.8,"*","*","*","*",573
"Clinton School District","=""0270011""","Y",20,"*","*","*","*",10,50.0,"*","*","*","*",479
"Clinton School District","=""0270011""","N",105,"*","*","*","*",58,55.2,"*","*","*","*",546
"Colchester School District","=""0280011""","Y",36,"*","*",11,30.6,17,47.2,"*","*","*","*",501
"Colchester School District","=""0280011""","N",158,"*","*",18,11.4,95,60.1,"*","*","*","*",560
"Common Ground High School District","=""2680013""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",22,"*","*","*","*","*","*","*","*","*","*",519
"Connecticut Technical High School System","=""9000016""","Y",1155,346,30.0,398,34.5,401,34.7,10,0.9,411,35.6,453
"Connecticut Technical High School System","=""9000016""","N",1290,249,19.3,369,28.6,594,46.0,78,6.0,672,52.1,484
"Cooperative Educational Services","=""2430014""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",23,"*","*",7,30.4,9,39.1,"*","*","*","*",496
"Coventry School District","=""0320011""","N",105,"*","*",15,14.3,65,61.9,"*","*","*","*",547
"Cromwell School District","=""0330011""","Y",36,8,22.2,9,25.0,19,52.8,0,0.0,19,52.8,485
"Cromwell School District","=""0330011""","N",110,15,13.6,9,8.2,63,57.3,23,20.9,86,78.2,543
"Danbury School District","=""0340011""","Y",261,117,44.8,60,23.0,75,28.7,9,3.4,84,32.2,442
"Danbury School District","=""0340011""","N",381,62,16.3,74,19.4,183,48.0,62,16.3,245,64.3,515
"Darien School District","=""0350011""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",302,"*","*","*","*","*","*","*","*","*","*",621
"Derby School District","=""0370011""","Y",54,18,33.3,21,38.9,"*","*","*","*",15,27.8,445
"Derby School District","=""0370011""","N",32,12,37.5,"*","*",11,34.4,"*","*","*","*",446
"East Granby School District","=""0400011""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",52,"*","*","*","*","*","*","*","*","*","*",568
"East Haddam School District","=""0410011""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",69,"*","*","*","*","*","*","*","*","*","*",533
"East Hampton School District","=""0420011""","Y",21,"*","*",6,28.6,11,52.4,"*","*","*","*",513
"East Hampton School District","=""0420011""","N",108,"*","*",16,14.8,64,59.3,"*","*","*","*",556
"East Hartford School District","=""0430011""","Y",281,100,35.6,84,29.9,88,31.3,9,3.2,97,34.5,451
"East Hartford School District","=""0430011""","N",168,45,26.8,24,14.3,82,48.8,17,10.1,99,58.9,495
"East Haven School District","=""0440011""","Y",88,37,42.0,"*","*",28,31.8,"*","*","*","*",452
"East Haven School District","=""0440011""","N",127,"*","*",31,24.4,61,48.0,"*","*","*","*",500
"East Lyme School District","=""0450011""","Y",40,"*","*",8,20.0,22,55.0,"*","*","*","*",515
"East Lyme School District","=""0450011""","N",216,"*","*",18,8.3,122,56.5,"*","*","*","*",586
"East Windsor School District","=""0470011""","Y",30,"*","*",6,20.0,14,46.7,"*","*","*","*",481
"East Windsor School District","=""0470011""","N",35,"*","*",8,22.9,21,60.0,"*","*","*","*",517
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",26,6,23.1,"*","*",12,46.2,"*","*","*","*",471
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",46,13,28.3,"*","*",21,45.7,"*","*","*","*",497
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",187,"*","*","*","*","*","*","*","*","*","*",545
"Elm City College Preparatory School District","=""2890013""","Y",23,"*","*","*","*","*","*","*","*","*","*",475
"Elm City College Preparatory School District","=""2890013""","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",107,28,26.2,38,35.5,34,31.8,7,6.5,41,38.3,471
"Enfield School District","=""0490011""","N",239,27,11.3,47,19.7,145,60.7,20,8.4,165,69.0,513
"Explorations District","=""2720013""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Y",81,18,22.2,18,22.2,38,46.9,7,8.6,45,55.6,497
"Fairfield School District","=""0510011""","N",632,32,5.1,42,6.6,347,54.9,211,33.4,558,88.3,581
"Farmington School District","=""0520011""","Y",33,"*","*",7,21.2,17,51.5,"*","*","*","*",505
"Farmington School District","=""0520011""","N",267,"*","*",21,7.9,127,47.6,"*","*","*","*",585
"Glastonbury School District","=""0540011""","Y",63,11,17.5,12,19.0,32,50.8,8,12.7,40,63.5,504
"Glastonbury School District","=""0540011""","N",420,11,2.6,37,8.8,242,57.6,130,31.0,372,88.6,580
"Granby School District","=""0560011""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",134,"*","*","*","*","*","*","*","*","*","*",574
"Greenwich School District","=""0570011""","Y",70,"*","*",20,28.6,27,38.6,"*","*","*","*",476
"Greenwich School District","=""0570011""","N",547,"*","*",48,8.8,254,46.4,"*","*","*","*",587
"Griswold School District","=""0580011""","Y",37,"*","*",11,29.7,13,35.1,"*","*","*","*",478
"Griswold School District","=""0580011""","N",88,"*","*",12,13.6,50,56.8,"*","*","*","*",531
"Groton School District","=""0590011""","Y",76,22,28.9,"*","*",30,39.5,"*","*","*","*",467
"Groton School District","=""0590011""","N",164,"*","*",28,17.1,84,51.2,"*","*","*","*",547
"Guilford School District","=""0600011""","Y",23,"*","*","*","*",19,82.6,0,0.0,19,82.6,519
"Guilford School District","=""0600011""","N",231,"*","*","*","*",120,51.9,86,37.2,206,89.2,593
"Hamden School District","=""0620011""","Y",149,38,25.5,40,26.8,59,39.6,12,8.1,71,47.7,476
"Hamden School District","=""0620011""","N",225,18,8.0,34,15.1,120,53.3,53,23.6,173,76.9,547
"Hartford School District","=""0640011""","Y",887,449,50.6,197,22.2,223,25.1,18,2.0,241,27.2,431
"Hartford School District","=""0640011""","N",275,73,26.5,47,17.1,105,38.2,50,18.2,155,56.4,505
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",54,"*","*",10,18.5,33,61.1,"*","*","*","*",484
"Killingly School District","=""0690011""","N",119,"*","*",17,14.3,77,64.7,"*","*","*","*",516
"Learn","=""2450014""","Y",81,31,38.3,24,29.6,"*","*","*","*",26,32.1,451
"Learn","=""2450014""","N",105,9,8.6,"*","*",57,54.3,"*","*","*","*",566
"Lebanon School District","=""0710011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",77,"*","*","*","*","*","*","*","*","*","*",550
"Ledyard School District","=""0720011""","Y",46,"*","*",15,32.6,19,41.3,"*","*","*","*",477
"Ledyard School District","=""0720011""","N",153,"*","*",23,15.0,82,53.6,"*","*","*","*",542
"Litchfield School District","=""0740011""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",63,"*","*","*","*","*","*","*","*","*","*",549
"Madison School District","=""0760011""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",285,"*","*","*","*","*","*","*","*","*","*",601
"Manchester School District","=""0770011""","Y",174,74,42.5,"*","*",63,36.2,"*","*","*","*",445
"Manchester School District","=""0770011""","N",178,"*","*",36,20.2,90,50.6,"*","*","*","*",512
"Meriden School District","=""0800011""","Y",290,138,47.6,78,26.9,"*","*","*","*",74,25.5,431
"Meriden School District","=""0800011""","N",188,35,18.6,"*","*",95,50.5,"*","*","*","*",508
"Middletown School District","=""0830011""","Y",119,42,35.3,30,25.2,40,33.6,7,5.9,47,39.5,457
"Middletown School District","=""0830011""","N",166,28,16.9,31,18.7,87,52.4,20,12.0,107,64.5,516
"Milford School District","=""0840011""","Y",80,"*","*",18,22.5,43,53.8,"*","*","*","*",487
"Milford School District","=""0840011""","N",372,"*","*",56,15.1,237,63.7,"*","*","*","*",543
"Monroe School District","=""0850011""","Y",31,"*","*",7,22.6,18,58.1,"*","*","*","*",515
"Monroe School District","=""0850011""","N",239,"*","*",22,9.2,128,53.6,"*","*","*","*",568
"Montville School District","=""0860011""","Y",47,13,27.7,"*","*",20,42.6,"*","*","*","*",465
"Montville School District","=""0860011""","N",89,"*","*",11,12.4,60,67.4,"*","*","*","*",541
"Naugatuck School District","=""0880011""","Y",144,59,41.0,"*","*",45,31.3,"*","*","*","*",441
"Naugatuck School District","=""0880011""","N",147,"*","*",33,22.4,82,55.8,"*","*","*","*",504
"New Britain School District","=""0890011""","Y",330,198,60.0,76,23.0,"*","*","*","*",56,17.0,409
"New Britain School District","=""0890011""","N",141,51,36.2,"*","*",54,38.3,"*","*","*","*",468
"New Canaan School District","=""0900011""","N",319,6,1.9,6,1.9,170,53.3,137,42.9,307,96.2,607
"New Fairfield School District","=""0910011""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N",210,"*","*","*","*","*","*","*","*","*","*",565
"New Haven School District","=""0930011""","Y",648,293,45.2,160,24.7,181,27.9,14,2.2,195,30.1,436
"New Haven School District","=""0930011""","N",497,151,30.4,93,18.7,208,41.9,45,9.1,253,50.9,480
"New London School District","=""0950011""","Y",107,55,51.4,31,29.0,21,19.6,0,0.0,21,19.6,420
"New London School District","=""0950011""","N",63,12,19.0,13,20.6,25,39.7,13,20.6,38,60.3,508
"New Milford School District","=""0960011""","Y",58,12,20.7,10,17.2,28,48.3,8,13.8,36,62.1,504
"New Milford School District","=""0960011""","N",244,17,7.0,37,15.2,145,59.4,45,18.4,190,77.9,547
"Newington School District","=""0940011""","Y",53,"*","*",17,32.1,21,39.6,"*","*","*","*",483
"Newington School District","=""0940011""","N",247,"*","*",37,15.0,142,57.5,"*","*","*","*",546
"Newtown School District","=""0970011""","Y",36,"*","*",6,16.7,22,61.1,"*","*","*","*",530
"Newtown School District","=""0970011""","N",367,"*","*",26,7.1,214,58.3,"*","*","*","*",581
"North Branford School District","=""0990011""","Y",29,9,31.0,9,31.0,11,37.9,0,0.0,11,37.9,460
"North Branford School District","=""0990011""","N",125,16,12.8,21,16.8,68,54.4,20,16.0,88,70.4,522
"North Haven School District","=""1010011""","Y",22,"*","*","*","*",16,72.7,"*","*","*","*",513
"North Haven School District","=""1010011""","N",223,"*","*","*","*",128,57.4,"*","*","*","*",544
"North Stonington School District","=""1020011""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",46,"*","*","*","*","*","*","*","*","*","*",561
"Norwalk School District","=""1030011""","Y",326,114,35.0,84,25.8,119,36.5,9,2.8,128,39.3,456
"Norwalk School District","=""1030011""","N",426,41,9.6,71,16.7,248,58.2,66,15.5,314,73.7,532
"Norwich Free Academy District","=""9010022""","Y",254,99,39.0,51,20.1,85,33.5,19,7.5,104,40.9,460
"Norwich Free Academy District","=""9010022""","N",316,26,8.2,39,12.3,173,54.7,78,24.7,251,79.4,553
"Norwich School District","=""1040011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",83,"*","*","*","*","*","*","*","*","*","*",560
"Oxford School District","=""1080011""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",156,"*","*","*","*","*","*","*","*","*","*",557
"Path Academy District","=""2930013""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",65,"*","*",14,21.5,35,53.8,"*","*","*","*",483
"Plainfield School District","=""1090011""","N",81,"*","*",19,23.5,42,51.9,"*","*","*","*",528
"Plainville School District","=""1100011""","Y",48,"*","*",12,25.0,25,52.1,"*","*","*","*",479
"Plainville School District","=""1100011""","N",133,"*","*",31,23.3,67,50.4,"*","*","*","*",518
"Plymouth School District","=""1110011""","Y",34,11,32.4,9,26.5,14,41.2,0,0.0,14,41.2,458
"Plymouth School District","=""1110011""","N",77,10,13.0,17,22.1,43,55.8,7,9.1,50,64.9,512
"Portland School District","=""1130011""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",77,"*","*","*","*","*","*","*","*","*","*",579
"Putnam School District","=""1160011""","Y",32,"*","*","*","*",11,34.4,0,0.0,11,34.4,446
"Putnam School District","=""1160011""","N",23,"*","*",6,26.1,14,60.9,"*","*","*","*",526
"Regional School District 01","=""2010012""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",88,"*","*","*","*","*","*","*","*","*","*",547
"Regional School District 04","=""2040012""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",131,"*","*","*","*","*","*","*","*","*","*",575
"Regional School District 05","=""2050012""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",327,"*","*","*","*","*","*","*","*","*","*",580
"Regional School District 06","=""2060012""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",95,"*","*","*","*","*","*","*","*","*","*",544
"Regional School District 07","=""2070012""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",170,"*","*","*","*","*","*","*","*","*","*",563
"Regional School District 08","=""2080012""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",227,"*","*","*","*","*","*","*","*","*","*",570
"Regional School District 09","=""2090012""","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",250,"*","*","*","*","*","*","*","*","*","*",589
"Regional School District 10","=""2100012""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",175,"*","*","*","*","*","*","*","*","*","*",568
"Regional School District 11","=""2110012""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",34,"*","*","*","*","*","*","*","*","*","*",526
"Regional School District 12","=""2120012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",129,"*","*","*","*","*","*","*","*","*","*",563
"Regional School District 14","=""2140012""","Y",24,"*","*",6,25.0,15,62.5,"*","*","*","*",519
"Regional School District 14","=""2140012""","N",147,"*","*",17,11.6,87,59.2,"*","*","*","*",541
"Regional School District 15","=""2150012""","Y",25,"*","*",11,44.0,7,28.0,"*","*","*","*",472
"Regional School District 15","=""2150012""","N",282,"*","*",26,9.2,169,59.9,"*","*","*","*",572
"Regional School District 16","=""2160012""","Y",28,"*","*",6,21.4,15,53.6,"*","*","*","*",516
"Regional School District 16","=""2160012""","N",136,"*","*",22,16.2,83,61.0,"*","*","*","*",546
"Regional School District 17","=""2170012""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N",135,"*","*","*","*","*","*","*","*","*","*",564
"Regional School District 18","=""2180012""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Y",49,"*","*",10,20.4,26,53.1,"*","*","*","*",527
"Regional School District 19","=""2190012""","N",219,"*","*","*","*",125,57.1,59,26.9,184,84.0,567
"Ridgefield School District","=""1180011""","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",411,"*","*","*","*","*","*","*","*","*","*",608
"Rocky Hill School District","=""1190011""","Y",21,"*","*",6,28.6,8,38.1,"*","*","*","*",478
"Rocky Hill School District","=""1190011""","N",150,"*","*",25,16.7,92,61.3,"*","*","*","*",549
"Salem School District","=""1210011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",44,"*","*",13,29.5,16,36.4,"*","*","*","*",471
"Seymour School District","=""1240011""","N",107,"*","*",20,18.7,60,56.1,"*","*","*","*",515
"Shelton School District","=""1260011""","Y",69,"*","*",19,27.5,28,40.6,"*","*","*","*",482
"Shelton School District","=""1260011""","N",302,"*","*",40,13.2,186,61.6,"*","*","*","*",553
"Simsbury School District","=""1280011""","Y",27,"*","*",6,22.2,13,48.1,"*","*","*","*",495
"Simsbury School District","=""1280011""","N",334,"*","*",21,6.3,164,49.1,"*","*","*","*",596
"Somers School District","=""1290011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Y",26,"*","*","*","*",11,42.3,6,23.1,17,65.4,523
"South Windsor School District","=""1320011""","N",300,"*","*","*","*",186,62.0,66,22.0,252,84.0,560
"Southington School District","=""1310011""","Y",68,"*","*",17,25.0,33,48.5,"*","*","*","*",484
"Southington School District","=""1310011""","N",402,"*","*",58,14.4,226,56.2,"*","*","*","*",550
"Stafford School District","=""1340011""","Y",26,"*","*","*","*",12,46.2,"*","*","*","*",492
"Stafford School District","=""1340011""","N",75,"*","*","*","*",44,58.7,"*","*","*","*",554
"Stamford Academy District","=""2820013""","Y",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford School District","=""1350011""","Y",539,185,34.3,151,28.0,189,35.1,14,2.6,203,37.7,454
"Stamford School District","=""1350011""","N",559,69,12.3,87,15.6,287,51.3,116,20.8,403,72.1,536
"Stonington School District","=""1370011""","Y",33,10,30.3,"*","*",16,48.5,"*","*","*","*",478
"Stonington School District","=""1370011""","N",135,11,8.1,"*","*",84,62.2,"*","*","*","*",555
"Stratford School District","=""1380011""","Y",197,61,31.0,48,24.4,79,40.1,9,4.6,88,44.7,468
"Stratford School District","=""1380011""","N",267,28,10.5,43,16.1,159,59.6,37,13.9,196,73.4,528
"Suffield School District","=""1390011""","Y",20,"*","*","*","*",13,65.0,"*","*","*","*",505
"Suffield School District","=""1390011""","N",160,"*","*","*","*",92,57.5,"*","*","*","*",562
"The Bridge Academy District","=""2690013""","Y",33,"*","*","*","*","*","*",0,0.0,"*","*",433
"The Bridge Academy District","=""2690013""","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",28,10,35.7,"*","*",11,39.3,"*","*","*","*",486
"The Gilbert School District","=""9020022""","N",74,12,16.2,"*","*",41,55.4,"*","*","*","*",504
"Thomaston School District","=""1400011""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",53,"*","*","*","*","*","*","*","*","*","*",508
"Thompson School District","=""1410011""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N",30,"*","*","*","*","*","*","*","*","*","*",528
"Tolland School District","=""1420011""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",192,"*","*","*","*","*","*","*","*","*","*",575
"Torrington School District","=""1430011""","Y",70,29,41.4,"*","*",21,30.0,"*","*","*","*",445
"Torrington School District","=""1430011""","N",127,"*","*",28,22.0,77,60.6,"*","*","*","*",515
"Trumbull School District","=""1440011""","Y",42,10,23.8,"*","*",20,47.6,"*","*","*","*",490
"Trumbull School District","=""1440011""","N",453,"*","*",51,11.3,268,59.2,"*","*","*","*",564
"Unified School District #2","=""3470015""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",63,15,23.8,"*","*",30,47.6,"*","*","*","*",494
"Vernon School District","=""1460011""","N",129,"*","*",24,18.6,69,53.5,"*","*","*","*",528
"Wallingford School District","=""1480011""","Y",64,17,26.6,"*","*",29,45.3,"*","*","*","*",470
"Wallingford School District","=""1480011""","N",396,"*","*",52,13.1,251,63.4,"*","*","*","*",531
"Waterbury School District","=""1510011""","Y",745,322,43.2,201,27.0,197,26.4,25,3.4,222,29.8,438
"Waterbury School District","=""1510011""","N",310,97,31.3,80,25.8,113,36.5,20,6.5,133,42.9,471
"Waterford School District","=""1520011""","Y",31,"*","*",10,32.3,10,32.3,"*","*","*","*",471
"Waterford School District","=""1520011""","N",172,"*","*",24,14.0,114,66.3,"*","*","*","*",544
"Watertown School District","=""1530011""","Y",52,12,23.1,"*","*",28,53.8,"*","*","*","*",487
"Watertown School District","=""1530011""","N",147,"*","*",22,15.0,88,59.9,"*","*","*","*",527
"West Hartford School District","=""1550011""","Y",165,46,27.9,39,23.6,73,44.2,7,4.2,80,48.5,473
"West Hartford School District","=""1550011""","N",587,35,6.0,56,9.5,277,47.2,219,37.3,496,84.5,583
"West Haven School District","=""1560011""","Y",162,61,37.7,50,30.9,"*","*","*","*",51,31.5,445
"West Haven School District","=""1560011""","N",142,"*","*",30,21.1,75,52.8,"*","*","*","*",504
"Westbrook School District","=""1540011""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",63,"*","*","*","*","*","*","*","*","*","*",524
"Weston School District","=""1570011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",414,"*","*","*","*","*","*","*","*","*","*",602
"Wethersfield School District","=""1590011""","Y",40,12,30.0,9,22.5,19,47.5,0,0.0,19,47.5,463
"Wethersfield School District","=""1590011""","N",212,22,10.4,31,14.6,127,59.9,32,15.1,159,75.0,532
"Wilton School District","=""1610011""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",320,"*","*","*","*","*","*","*","*","*","*",604
"Windham School District","=""1630011""","Y",82,42,51.2,23,28.0,"*","*","*","*",17,20.7,419
"Windham School District","=""1630011""","N",21,"*","*",6,28.6,6,28.6,"*","*","*","*",484
"Windsor Locks School District","=""1650011""","Y",35,9,25.7,"*","*",16,45.7,"*","*","*","*",470
"Windsor Locks School District","=""1650011""","N",54,"*","*",16,29.6,29,53.7,"*","*","*","*",504
"Windsor School District","=""1640011""","Y",90,"*","*",34,37.8,32,35.6,"*","*","*","*",460
"Windsor School District","=""1640011""","N",172,"*","*",36,20.9,90,52.3,"*","*","*","*",524
"Wolcott School District","=""1660011""","Y",43,9,20.9,"*","*",27,62.8,"*","*","*","*",490
"Wolcott School District","=""1660011""","N",147,"*","*",23,15.6,88,59.9,"*","*","*","*",547
"Woodstock Academy District","=""9030022""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",250,"*","*","*","*","*","*","*","*","*","*",543

