"CT School Day SAT, 2015-16"
"All Districts, ELA, High Needs (F/R, EL or SWD)"

"",,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Hamden School District","=""0620011""","Y",168,45,26.8,48,28.6,63,37.5,12,7.1,75,44.6,471
"Hamden School District","=""0620011""","N",206,11,5.3,26,12.6,116,56.3,53,25.7,169,82.0,558
"Hartford School District","=""0640011""","Y",934,482,51.6,203,21.7,229,24.5,20,2.1,249,26.7,430
"Hartford School District","=""0640011""","N",228,40,17.5,41,18.0,99,43.4,48,21.1,147,64.5,526
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",64,16,25.0,"*","*",35,54.7,"*","*","*","*",469
"Killingly School District","=""0690011""","N",109,"*","*",15,13.8,75,68.8,"*","*","*","*",527
"Learn","=""2450014""","Y",88,"*","*","*","*",23,26.1,"*","*","*","*",448
"Learn","=""2450014""","N",98,"*","*","*","*",55,56.1,"*","*","*","*",577
"Lebanon School District","=""0710011""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",72,"*","*","*","*","*","*","*","*","*","*",559
"Ledyard School District","=""0720011""","Y",68,"*","*",23,33.8,26,38.2,"*","*","*","*",475
"Ledyard School District","=""0720011""","N",131,"*","*",15,11.5,75,57.3,"*","*","*","*",554
"Litchfield School District","=""0740011""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",60,"*","*","*","*","*","*","*","*","*","*",557
"Madison School District","=""0760011""","Y",41,"*","*","*","*",19,46.3,6,14.6,25,61.0,509
"Madison School District","=""0760011""","N",255,"*","*","*","*",146,57.3,105,41.2,251,98.4,612
"Manchester School District","=""0770011""","Y",191,84,44.0,"*","*",65,34.0,"*","*","*","*",442
"Manchester School District","=""0770011""","N",161,"*","*",32,19.9,88,54.7,"*","*","*","*",522
"Meriden School District","=""0800011""","Y",312,155,49.7,81,26.0,"*","*","*","*",76,24.4,428
"Meriden School District","=""0800011""","N",166,"*","*",29,17.5,93,56.0,"*","*","*","*",525
"Middletown School District","=""0830011""","Y",133,48,36.1,34,25.6,43,32.3,8,6.0,51,38.3,457
"Middletown School District","=""0830011""","N",152,22,14.5,27,17.8,84,55.3,19,12.5,103,67.8,522
"Milford School District","=""0840011""","Y",112,"*","*",30,26.8,52,46.4,"*","*","*","*",474
"Milford School District","=""0840011""","N",340,"*","*",44,12.9,228,67.1,"*","*","*","*",552
"Monroe School District","=""0850011""","Y",51,"*","*",8,15.7,24,47.1,"*","*","*","*",476
"Monroe School District","=""0850011""","N",219,"*","*",21,9.6,122,55.7,"*","*","*","*",581
"Montville School District","=""0860011""","Y",53,"*","*",13,24.5,23,43.4,"*","*","*","*",464
"Montville School District","=""0860011""","N",83,"*","*",10,12.0,57,68.7,"*","*","*","*",547
"Naugatuck School District","=""0880011""","Y",163,71,43.6,"*","*",47,28.8,"*","*","*","*",437
"Naugatuck School District","=""0880011""","N",128,"*","*",28,21.9,80,62.5,"*","*","*","*",519
"New Britain School District","=""0890011""","Y",347,214,61.7,77,22.2,"*","*","*","*",56,16.1,407
"New Britain School District","=""0890011""","N",124,35,28.2,"*","*",54,43.5,"*","*","*","*",482
"New Canaan School District","=""0900011""","Y",28,"*","*","*","*",19,67.9,"*","*","*","*",504
"New Canaan School District","=""0900011""","N",291,"*","*","*","*",151,51.9,"*","*","*","*",617
"New Fairfield School District","=""0910011""","Y",34,"*","*","*","*",15,44.1,"*","*","*","*",493
"New Fairfield School District","=""0910011""","N",193,"*","*","*","*",115,59.6,"*","*","*","*",577
"New Haven School District","=""0930011""","Y",733,356,48.6,169,23.1,193,26.3,15,2.0,208,28.4,430
"New Haven School District","=""0930011""","N",412,88,21.4,84,20.4,196,47.6,44,10.7,240,58.3,498
"New London School District","=""0950011""","Y",122,"*","*",34,27.9,23,18.9,"*","*","*","*",419
"New London School District","=""0950011""","N",48,"*","*",10,20.8,23,47.9,"*","*","*","*",538
"New Milford School District","=""0960011""","Y",80,22,27.5,19,23.8,31,38.8,8,10.0,39,48.8,481
"New Milford School District","=""0960011""","N",222,7,3.2,28,12.6,142,64.0,45,20.3,187,84.2,559
"Newington School District","=""0940011""","Y",73,"*","*",28,38.4,22,30.1,"*","*","*","*",467
"Newington School District","=""0940011""","N",227,"*","*",26,11.5,141,62.1,"*","*","*","*",557
"Newtown School District","=""0970011""","Y",53,7,13.2,9,17.0,31,58.5,6,11.3,37,69.8,512
"Newtown School District","=""0970011""","N",350,7,2.0,23,6.6,205,58.6,115,32.9,320,91.4,587
"North Branford School District","=""0990011""","Y",48,"*","*",15,31.3,"*","*",0,0.0,"*","*",436
"North Branford School District","=""0990011""","N",106,"*","*","*","*",66,62.3,20,18.9,86,81.1,544
"North Haven School District","=""1010011""","Y",40,"*","*",10,25.0,21,52.5,"*","*","*","*",494
"North Haven School District","=""1010011""","N",205,"*","*",26,12.7,123,60.0,"*","*","*","*",551
"North Stonington School District","=""1020011""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",46,"*","*","*","*","*","*","*","*","*","*",561
"Norwalk School District","=""1030011""","Y",368,139,37.8,93,25.3,127,34.5,9,2.4,136,37.0,451
"Norwalk School District","=""1030011""","N",384,16,4.2,62,16.1,240,62.5,66,17.2,306,79.7,546
"Norwich Free Academy District","=""9010022""","Y",274,109,39.8,56,20.4,89,32.5,20,7.3,109,39.8,457
"Norwich Free Academy District","=""9010022""","N",296,16,5.4,34,11.5,169,57.1,77,26.0,246,83.1,561
"Norwich School District","=""1040011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",77,"*","*","*","*","*","*","*","*","*","*",570
"Oxford School District","=""1080011""","Y",21,"*","*",7,33.3,8,38.1,"*","*","*","*",465
"Oxford School District","=""1080011""","N",146,"*","*",15,10.3,92,63.0,"*","*","*","*",565
"Path Academy District","=""2930013""","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",67,"*","*",15,22.4,35,52.2,"*","*","*","*",481
"Plainfield School District","=""1090011""","N",79,"*","*",18,22.8,42,53.2,"*","*","*","*",531
"Plainville School District","=""1100011""","Y",64,"*","*",19,29.7,27,42.2,"*","*","*","*",461
"Plainville School District","=""1100011""","N",117,"*","*",24,20.5,65,55.6,"*","*","*","*",533
"Plymouth School District","=""1110011""","Y",38,15,39.5,9,23.7,14,36.8,0,0.0,14,36.8,450
"Plymouth School District","=""1110011""","N",73,6,8.2,17,23.3,43,58.9,7,9.6,50,68.5,519
"Portland School District","=""1130011""","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",74,"*","*","*","*","*","*","*","*","*","*",585
"Putnam School District","=""1160011""","Y",33,"*","*","*","*",11,33.3,0,0.0,11,33.3,447
"Putnam School District","=""1160011""","N",22,"*","*","*","*",14,63.6,"*","*","*","*",528
"Regional School District 01","=""2010012""","Y",28,"*","*","*","*",12,42.9,"*","*","*","*",464
"Regional School District 01","=""2010012""","N",79,"*","*","*","*",45,57.0,"*","*","*","*",563
"Regional School District 04","=""2040012""","Y",22,"*","*","*","*",9,40.9,0,0.0,9,40.9,462
"Regional School District 04","=""2040012""","N",122,"*","*","*","*",57,46.7,48,39.3,105,86.1,587
"Regional School District 05","=""2050012""","Y",49,14,28.6,10,20.4,19,38.8,6,12.2,25,51.0,487
"Regional School District 05","=""2050012""","N",295,10,3.4,23,7.8,160,54.2,102,34.6,262,88.8,592
"Regional School District 06","=""2060012""","Y",27,"*","*",6,22.2,9,33.3,"*","*","*","*",492
"Regional School District 06","=""2060012""","N",86,"*","*",13,15.1,61,70.9,"*","*","*","*",550
"Regional School District 07","=""2070012""","Y",27,10,37.0,"*","*",11,40.7,"*","*","*","*",474
"Regional School District 07","=""2070012""","N",160,6,3.8,"*","*",99,61.9,"*","*","*","*",571
"Regional School District 08","=""2080012""","Y",39,"*","*",7,17.9,14,35.9,"*","*","*","*",465
"Regional School District 08","=""2080012""","N",204,"*","*",10,4.9,128,62.7,"*","*","*","*",584
"Regional School District 09","=""2090012""","Y",31,"*","*",11,35.5,11,35.5,"*","*","*","*",516
"Regional School District 09","=""2090012""","N",232,"*","*","*","*",141,60.8,80,34.5,221,95.3,596
"Regional School District 10","=""2100012""","Y",26,"*","*","*","*",15,57.7,"*","*","*","*",495
"Regional School District 10","=""2100012""","N",160,"*","*","*","*",105,65.6,"*","*","*","*",577
"Regional School District 11","=""2110012""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",31,"*","*","*","*","*","*","*","*","*","*",535
"Regional School District 12","=""2120012""","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",38,0,0.0,"*","*","*","*","*","*","*","*",593
"Regional School District 13","=""2130012""","Y",21,"*","*","*","*",8,38.1,"*","*","*","*",452
"Regional School District 13","=""2130012""","N",119,"*","*","*","*",74,62.2,"*","*","*","*",577
"Regional School District 14","=""2140012""","Y",34,"*","*",9,26.5,16,47.1,"*","*","*","*",494
"Regional School District 14","=""2140012""","N",137,"*","*",14,10.2,86,62.8,"*","*","*","*",549
"Regional School District 15","=""2150012""","Y",49,"*","*",16,32.7,18,36.7,"*","*","*","*",466
"Regional School District 15","=""2150012""","N",258,"*","*",21,8.1,158,61.2,"*","*","*","*",583
"Regional School District 16","=""2160012""","Y",44,"*","*",14,31.8,20,45.5,"*","*","*","*",502
"Regional School District 16","=""2160012""","N",120,"*","*",14,11.7,78,65.0,"*","*","*","*",555
"Regional School District 17","=""2170012""","Y",26,"*","*","*","*",9,34.6,"*","*","*","*",475
"Regional School District 17","=""2170012""","N",120,"*","*","*","*",79,65.8,"*","*","*","*",582
"Regional School District 18","=""2180012""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",104,"*","*","*","*","*","*","*","*","*","*",582
"Regional School District 19","=""2190012""","Y",70,"*","*",18,25.7,31,44.3,"*","*","*","*",505
"Regional School District 19","=""2190012""","N",198,"*","*","*","*",120,60.6,58,29.3,178,89.9,579
"Ridgefield School District","=""1180011""","Y",26,"*","*",6,23.1,10,38.5,"*","*","*","*",509
"Ridgefield School District","=""1180011""","N",392,0,0.0,"*","*",175,44.6,"*","*","*","*",614
"Rocky Hill School District","=""1190011""","Y",36,"*","*",12,33.3,13,36.1,"*","*","*","*",464
"Rocky Hill School District","=""1190011""","N",135,"*","*",19,14.1,87,64.4,"*","*","*","*",560
"Salem School District","=""1210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",50,17,34.0,"*","*",18,36.0,"*","*","*","*",463
"Seymour School District","=""1240011""","N",101,"*","*",20,19.8,58,57.4,"*","*","*","*",522
"Shelton School District","=""1260011""","Y",87,"*","*",26,29.9,31,35.6,"*","*","*","*",470
"Shelton School District","=""1260011""","N",284,"*","*",33,11.6,183,64.4,"*","*","*","*",561
"Simsbury School District","=""1280011""","Y",64,"*","*",13,20.3,29,45.3,"*","*","*","*",511
"Simsbury School District","=""1280011""","N",297,"*","*","*","*",148,49.8,131,44.1,279,93.9,605
"Somers School District","=""1290011""","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",93,"*","*","*","*","*","*","*","*","*","*",556
"South Windsor School District","=""1320011""","Y",59,"*","*",15,25.4,23,39.0,"*","*","*","*",481
"South Windsor School District","=""1320011""","N",267,"*","*","*","*",174,65.2,66,24.7,240,89.9,574
"Southington School District","=""1310011""","Y",102,"*","*",29,28.4,39,38.2,"*","*","*","*",464
"Southington School District","=""1310011""","N",368,"*","*",46,12.5,220,59.8,"*","*","*","*",562
"Stafford School District","=""1340011""","Y",30,"*","*","*","*",12,40.0,"*","*","*","*",481
"Stafford School District","=""1340011""","N",71,"*","*","*","*",44,62.0,"*","*","*","*",562
"Stamford Academy District","=""2820013""","Y",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford School District","=""1350011""","Y",595,219,36.8,160,26.9,199,33.4,17,2.9,216,36.3,451
"Stamford School District","=""1350011""","N",503,35,7.0,78,15.5,277,55.1,113,22.5,390,77.5,550
"Stonington School District","=""1370011""","Y",45,"*","*","*","*",19,42.2,"*","*","*","*",464
"Stonington School District","=""1370011""","N",123,"*","*","*","*",81,65.9,"*","*","*","*",568
"Stratford School District","=""1380011""","Y",212,68,32.1,52,24.5,83,39.2,9,4.2,92,43.4,466
"Stratford School District","=""1380011""","N",252,21,8.3,39,15.5,155,61.5,37,14.7,192,76.2,533
"Suffield School District","=""1390011""","Y",35,"*","*",7,20.0,15,42.9,"*","*","*","*",484
"Suffield School District","=""1390011""","N",145,"*","*",12,8.3,90,62.1,"*","*","*","*",573
"The Bridge Academy District","=""2690013""","Y",34,"*","*","*","*","*","*",0,0.0,"*","*",431
"The Bridge Academy District","=""2690013""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",34,13,38.2,"*","*",13,38.2,"*","*","*","*",481
"The Gilbert School District","=""9020022""","N",68,9,13.2,"*","*",39,57.4,"*","*","*","*",507
"Thomaston School District","=""1400011""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",46,"*","*","*","*","*","*","*","*","*","*",522
"Thompson School District","=""1410011""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N",30,"*","*","*","*","*","*","*","*","*","*",528
"Tolland School District","=""1420011""","Y",25,8,32.0,7,28.0,10,40.0,0,0.0,10,40.0,455
"Tolland School District","=""1420011""","N",176,0,0.0,13,7.4,106,60.2,57,32.4,163,92.6,586
"Torrington School District","=""1430011""","Y",81,34,42.0,23,28.4,"*","*","*","*",24,29.6,441
"Torrington School District","=""1430011""","N",116,"*","*",23,19.8,76,65.5,"*","*","*","*",525
"Trumbull School District","=""1440011""","Y",80,20,25.0,20,25.0,33,41.3,7,8.8,40,50.0,485
"Trumbull School District","=""1440011""","N",415,7,1.7,40,9.6,255,61.4,113,27.2,368,88.7,571
"Unified School District #2","=""3470015""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",76,21,27.6,"*","*",33,43.4,"*","*","*","*",481
"Vernon School District","=""1460011""","N",116,"*","*",20,17.2,66,56.9,"*","*","*","*",541
"Wallingford School District","=""1480011""","Y",97,37,38.1,"*","*",35,36.1,"*","*","*","*",450
"Wallingford School District","=""1480011""","N",363,"*","*",46,12.7,245,67.5,"*","*","*","*",542
"Waterbury School District","=""1510011""","Y",800,365,45.6,209,26.1,201,25.1,25,3.1,226,28.3,434
"Waterbury School District","=""1510011""","N",255,54,21.2,72,28.2,109,42.7,20,7.8,129,50.6,490
"Waterford School District","=""1520011""","Y",48,"*","*",15,31.3,19,39.6,"*","*","*","*",469
"Waterford School District","=""1520011""","N",155,"*","*",19,12.3,105,67.7,"*","*","*","*",552
"Watertown School District","=""1530011""","Y",61,19,31.1,"*","*",28,45.9,"*","*","*","*",479
"Watertown School District","=""1530011""","N",138,"*","*",21,15.2,88,63.8,"*","*","*","*",533
"West Hartford School District","=""1550011""","Y",215,66,30.7,55,25.6,84,39.1,10,4.7,94,43.7,466
"West Hartford School District","=""1550011""","N",537,15,2.8,40,7.4,266,49.5,216,40.2,482,89.8,596
"West Haven School District","=""1560011""","Y",173,67,38.7,52,30.1,"*","*","*","*",54,31.2,442
"West Haven School District","=""1560011""","N",131,"*","*",28,21.4,72,55.0,"*","*","*","*",513
"Westbrook School District","=""1540011""","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",58,"*","*","*","*","*","*","*","*","*","*",532
"Weston School District","=""1570011""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",182,"*","*","*","*","*","*","*","*","*","*",592
"Westport School District","=""1580011""","Y",57,12,21.1,7,12.3,30,52.6,8,14.0,38,66.7,508
"Westport School District","=""1580011""","N",376,11,2.9,10,2.7,170,45.2,185,49.2,355,94.4,611
"Wethersfield School District","=""1590011""","Y",63,25,39.7,14,22.2,24,38.1,0,0.0,24,38.1,452
"Wethersfield School District","=""1590011""","N",189,9,4.8,26,13.8,122,64.6,32,16.9,154,81.5,545
"Wilton School District","=""1610011""","Y",42,"*","*",7,16.7,24,57.1,"*","*","*","*",536
"Wilton School District","=""1610011""","N",286,"*","*","*","*",139,48.6,136,47.6,275,96.2,614
"Windham School District","=""1630011""","Y",88,"*","*","*","*","*","*","*","*","*","*",420
"Windham School District","=""1630011""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Y",36,"*","*",9,25.0,16,44.4,"*","*","*","*",469
"Windsor Locks School District","=""1650011""","N",53,"*","*",15,28.3,29,54.7,"*","*","*","*",506
"Windsor School District","=""1640011""","Y",110,"*","*",38,34.5,34,30.9,"*","*","*","*",457
"Windsor School District","=""1640011""","N",152,"*","*",32,21.1,88,57.9,"*","*","*","*",535
"Wolcott School District","=""1660011""","Y",52,"*","*",9,17.3,28,53.8,"*","*","*","*",478
"Wolcott School District","=""1660011""","N",138,"*","*",20,14.5,87,63.0,"*","*","*","*",556
"Woodstock Academy District","=""9030022""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",242,"*","*","*","*","*","*","*","*","*","*",547

