"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Special Education Status (SWD)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Canton School District","=""0230011""","ELA","N",103,"*","*","*","*","*","*","*","*","*","*",586
"Canton School District","=""0230011""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Math","N",103,"*","*","*","*","*","*","*","*","*","*",563
"Canton School District","=""0230011""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELA","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Math","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","ELA","N",430,"*","*",103,24.0,177,41.2,"*","*","*","*",517
"Capitol Region Education Council","=""2410014""","ELA","Y",57,30,52.6,14,24.6,"*","*","*","*",13,22.8,420
"Capitol Region Education Council","=""2410014""","Math","N",430,115,26.7,203,47.2,"*","*","*","*","*","*",480
"Capitol Region Education Council","=""2410014""","Math","Y",57,42,73.7,"*","*","*","*",0,0.0,"*","*",384
"Cheshire School District","=""0250011""","ELA","N",343,7,2.0,28,8.2,208,60.6,100,29.2,308,89.8,577
"Cheshire School District","=""0250011""","ELA","Y",31,12,38.7,8,25.8,11,35.5,0,0.0,11,35.5,454
"Cheshire School District","=""0250011""","Math","N",343,"*","*",90,26.2,"*","*",82,23.9,"*","*",574
"Cheshire School District","=""0250011""","Math","Y",31,"*","*",17,54.8,"*","*",0,0.0,"*","*",429
"Clinton School District","=""0270011""","ELA","N",116,"*","*","*","*","*","*","*","*","*","*",546
"Clinton School District","=""0270011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Math","N",116,"*","*","*","*","*","*","*","*","*","*",483
"Clinton School District","=""0270011""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","ELA","N",175,"*","*","*","*","*","*","*","*","*","*",563
"Colchester School District","=""0280011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Math","N",175,"*","*","*","*","*","*","*","*","*","*",526
"Colchester School District","=""0280011""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELA","N",33,"*","*","*","*","*","*","*","*","*","*",461
"Common Ground High School District","=""2680013""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Math","N",33,"*","*","*","*","*","*","*","*","*","*",434
"Common Ground High School District","=""2680013""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELA","N",2273,"*","*",722,31.8,977,43.0,"*","*","*","*",474
"Connecticut Technical High School System","=""9000016""","ELA","Y",172,105,61.0,45,26.2,"*","*","*","*",22,12.8,411
"Connecticut Technical High School System","=""9000016""","Math","N",2272,726,32.0,1204,53.0,"*","*","*","*",342,15.1,450
"Connecticut Technical High School System","=""9000016""","Math","Y",172,114,66.3,51,29.7,"*","*","*","*",7,4.1,398
"Cooperative Educational Services","=""2430014""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","N",118,"*","*","*","*","*","*","*","*","*","*",549
"Coventry School District","=""0320011""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Math","N",118,"*","*","*","*","*","*","*","*","*","*",527
"Coventry School District","=""0320011""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELA","N",127,"*","*","*","*","*","*","*","*","*","*",547
"Cromwell School District","=""0330011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Math","N",127,"*","*","*","*","*","*","*","*","*","*",529
"Cromwell School District","=""0330011""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","ELA","N",578,129,22.3,125,21.6,"*","*","*","*","*","*",497
"Danbury School District","=""0340011""","ELA","Y",64,50,78.1,"*","*","*","*",0,0.0,"*","*",381
"Danbury School District","=""0340011""","Math","N",578,175,30.3,245,42.4,125,21.6,33,5.7,158,27.3,472
"Danbury School District","=""0340011""","Math","Y",63,50,79.4,13,20.6,0,0.0,0,0.0,0,0.0,372
"Darien School District","=""0350011""","ELA","N",274,"*","*","*","*",104,38.0,"*","*","*","*",632
"Darien School District","=""0350011""","ELA","Y",38,"*","*","*","*",26,68.4,"*","*","*","*",524
"Darien School District","=""0350011""","Math","N",274,"*","*",23,8.4,109,39.8,"*","*","*","*",643
"Darien School District","=""0350011""","Math","Y",38,"*","*",20,52.6,9,23.7,"*","*","*","*",501
"Derby School District","=""0370011""","ELA","N",79,"*","*","*","*","*","*","*","*","*","*",454
"Derby School District","=""0370011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Math","N",79,"*","*","*","*","*","*",0,0.0,"*","*",438
"Derby School District","=""0370011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","ELA","N",55,"*","*","*","*","*","*","*","*","*","*",571
"East Granby School District","=""0400011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Math","N",55,"*","*","*","*","*","*","*","*","*","*",531
"East Granby School District","=""0400011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","ELA","N",71,"*","*","*","*","*","*","*","*","*","*",543
"East Haddam School District","=""0410011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Math","N",71,"*","*","*","*","*","*","*","*","*","*",490
"East Haddam School District","=""0410011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELA","N",119,"*","*","*","*","*","*","*","*","*","*",561
"East Hampton School District","=""0420011""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Math","N",119,"*","*","*","*","*","*","*","*","*","*",520
"East Hampton School District","=""0420011""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","ELA","N",404,109,27.0,102,25.2,"*","*","*","*","*","*",477
"East Hartford School District","=""0430011""","ELA","Y",45,36,80.0,"*","*","*","*",0,0.0,"*","*",380
"East Hartford School District","=""0430011""","Math","N",404,119,29.5,195,48.3,"*","*","*","*","*","*",465
"East Hartford School District","=""0430011""","Math","Y",43,34,79.1,"*","*","*","*",0,0.0,"*","*",367
"East Haven School District","=""0440011""","ELA","N",179,33,18.4,43,24.0,"*","*","*","*","*","*",496
"East Haven School District","=""0440011""","ELA","Y",36,24,66.7,"*","*","*","*",0,0.0,"*","*",404
"East Haven School District","=""0440011""","Math","N",179,52,29.1,"*","*","*","*",7,3.9,"*","*",466
"East Haven School District","=""0440011""","Math","Y",36,30,83.3,"*","*","*","*",0,0.0,"*","*",370
"East Lyme School District","=""0450011""","ELA","N",232,"*","*","*","*",134,57.8,"*","*","*","*",582
"East Lyme School District","=""0450011""","ELA","Y",24,"*","*","*","*",10,41.7,"*","*","*","*",507
"East Lyme School District","=""0450011""","Math","N",232,"*","*",68,29.3,98,42.2,"*","*","*","*",565
"East Lyme School District","=""0450011""","Math","Y",24,"*","*",11,45.8,0,0.0,"*","*","*","*",429
"East Windsor School District","=""0470011""","ELA","N",55,"*","*","*","*","*","*","*","*","*","*",516
"East Windsor School District","=""0470011""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Math","N",55,"*","*","*","*","*","*","*","*","*","*",489
"East Windsor School District","=""0470011""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","N",54,"*","*","*","*","*","*","*","*","*","*",510
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","N",54,"*","*","*","*","*","*",0,0.0,"*","*",445
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","N",186,"*","*","*","*","*","*","*","*","*","*",551
"Ellington School District","=""0480011""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Math","N",186,"*","*","*","*","*","*","*","*","*","*",539
"Ellington School District","=""0480011""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","ELA","N",305,31,10.2,72,23.6,"*","*","*","*","*","*",513
"Enfield School District","=""0490011""","ELA","Y",41,24,58.5,"*","*","*","*",0,0.0,"*","*",402
"Enfield School District","=""0490011""","Math","N",305,47,15.4,145,47.5,"*","*","*","*","*","*",500
"Enfield School District","=""0490011""","Math","Y",41,28,68.3,"*","*","*","*",0,0.0,"*","*",392
"Explorations District","=""2720013""","ELA","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","ELA","N",643,25,3.9,42,6.5,366,56.9,210,32.7,576,89.6,582
"Fairfield School District","=""0510011""","ELA","Y",70,25,35.7,18,25.7,19,27.1,8,11.4,27,38.6,474
"Fairfield School District","=""0510011""","Math","N",643,"*","*",179,27.8,315,49.0,"*","*","*","*",569
"Fairfield School District","=""0510011""","Math","Y",70,31,44.3,27,38.6,"*","*","*","*",12,17.1,446
"Farmington School District","=""0520011""","ELA","N",268,"*","*",19,7.1,133,49.6,"*","*","*","*",590
"Farmington School District","=""0520011""","ELA","Y",32,10,31.3,"*","*",11,34.4,"*","*","*","*",460
"Farmington School District","=""0520011""","Math","N",268,"*","*",75,28.0,"*","*",84,31.3,"*","*",583
"Farmington School District","=""0520011""","Math","Y",32,"*","*",16,50.0,"*","*",0,0.0,"*","*",442
"Glastonbury School District","=""0540011""","ELA","N",444,"*","*",37,8.3,259,58.3,"*","*","*","*",580
"Glastonbury School District","=""0540011""","ELA","Y",39,"*","*",12,30.8,15,38.5,"*","*","*","*",461
"Glastonbury School District","=""0540011""","Math","N",444,14,3.2,102,23.0,197,44.4,131,29.5,328,73.9,593
"Glastonbury School District","=""0540011""","Math","Y",39,17,43.6,15,38.5,7,17.9,0,0.0,7,17.9,439
"Granby School District","=""0560011""","ELA","N",135,"*","*","*","*","*","*","*","*","*","*",578
"Granby School District","=""0560011""","ELA","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Math","N",135,"*","*","*","*","*","*","*","*","*","*",567
"Granby School District","=""0560011""","Math","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELA","N",546,"*","*",47,8.6,260,47.6,"*","*","*","*",590
"Greenwich School District","=""0570011""","ELA","Y",71,25,35.2,"*","*",21,29.6,"*","*","*","*",456
"Greenwich School District","=""0570011""","Math","N",546,"*","*",134,24.5,181,33.2,"*","*","*","*",594
"Greenwich School District","=""0570011""","Math","Y",71,31,43.7,30,42.3,"*","*","*","*",10,14.1,432
"Griswold School District","=""0580011""","ELA","N",114,"*","*","*","*","*","*","*","*","*","*",529
"Griswold School District","=""0580011""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Math","N",114,"*","*","*","*","*","*","*","*","*","*",497
"Griswold School District","=""0580011""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","ELA","N",216,"*","*",41,19.0,"*","*",42,19.4,"*","*",533
"Groton School District","=""0590011""","ELA","Y",24,11,45.8,"*","*","*","*",0,0.0,"*","*",422
"Groton School District","=""0590011""","Math","N",216,32,14.8,"*","*","*","*","*","*","*","*",511
"Groton School District","=""0590011""","Math","Y",24,19,79.2,"*","*","*","*","*","*","*","*",385
"Guilford School District","=""0600011""","ELA","N",230,"*","*","*","*",128,55.7,"*","*","*","*",595
"Guilford School District","=""0600011""","ELA","Y",24,"*","*","*","*",11,45.8,"*","*","*","*",511
"Guilford School District","=""0600011""","Math","N",229,9,3.9,64,27.9,"*","*","*","*","*","*",572
"Guilford School District","=""0600011""","Math","Y",24,10,41.7,9,37.5,"*","*","*","*","*","*",450
"Hamden School District","=""0620011""","ELA","N",336,"*","*",60,17.9,"*","*",65,19.3,"*","*",532
"Hamden School District","=""0620011""","ELA","Y",38,20,52.6,"*","*","*","*",0,0.0,"*","*",402
"Hamden School District","=""0620011""","Math","N",336,57,17.0,156,46.4,94,28.0,29,8.6,123,36.6,503
"Hamden School District","=""0620011""","Math","Y",38,31,81.6,7,18.4,0,0.0,0,0.0,0,0.0,367
"Hartford School District","=""0640011""","ELA","N",1018,408,40.1,"*","*",316,31.0,"*","*","*","*",457
"Hartford School District","=""0640011""","ELA","Y",144,114,79.2,15,10.4,"*","*","*","*",15,10.4,392
"Hartford School District","=""0640011""","Math","N",1017,466,45.8,382,37.6,"*","*","*","*","*","*",437
"Hartford School District","=""0640011""","Math","Y",144,113,78.5,28,19.4,"*","*","*","*","*","*",374
"Highville Charter School District","=""2860013""","ELA","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","N",158,"*","*","*","*","*","*","*","*","*","*",518
"Killingly School District","=""0690011""","ELA","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Math","N",158,"*","*","*","*","*","*","*","*","*","*",473
"Killingly School District","=""0690011""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","ELA","N",169,"*","*","*","*","*","*","*","*","*","*",525
"Learn","=""2450014""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Math","N",168,"*","*","*","*","*","*","*","*","*","*",492
"Learn","=""2450014""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELA","N",76,"*","*","*","*","*","*","*","*","*","*",559
"Lebanon School District","=""0710011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Math","N",76,"*","*","*","*","*","*","*","*","*","*",554
"Lebanon School District","=""0710011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELA","N",167,"*","*",27,16.2,93,55.7,"*","*","*","*",541
"Ledyard School District","=""0720011""","ELA","Y",32,12,37.5,11,34.4,"*","*","*","*",9,28.1,452
"Ledyard School District","=""0720011""","Math","N",167,"*","*",71,42.5,"*","*",25,15.0,"*","*",532
"Ledyard School District","=""0720011""","Math","Y",32,16,50.0,"*","*","*","*",0,0.0,"*","*",429
"Litchfield School District","=""0740011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","ELA","N",264,"*","*",6,2.3,151,57.2,"*","*","*","*",609
"Madison School District","=""0760011""","ELA","Y",32,"*","*",7,21.9,14,43.8,"*","*","*","*",500
"Madison School District","=""0760011""","Math","N",264,"*","*",62,23.5,"*","*","*","*","*","*",593
"Madison School District","=""0760011""","Math","Y",32,"*","*",12,37.5,"*","*","*","*","*","*",458
"Manchester School District","=""0770011""","ELA","N",309,73,23.6,"*","*",146,47.2,"*","*","*","*",489
"Manchester School District","=""0770011""","ELA","Y",43,28,65.1,"*","*",7,16.3,"*","*","*","*",407
"Manchester School District","=""0770011""","Math","N",309,91,29.4,148,47.9,"*","*","*","*","*","*",464
"Manchester School District","=""0770011""","Math","Y",43,34,79.1,"*","*","*","*",0,0.0,"*","*",381
"Meriden School District","=""0800011""","ELA","N",413,121,29.3,99,24.0,"*","*","*","*","*","*",475
"Meriden School District","=""0800011""","ELA","Y",65,52,80.0,"*","*","*","*",0,0.0,"*","*",378
"Meriden School District","=""0800011""","Math","N",413,189,45.8,159,38.5,"*","*","*","*",65,15.7,435
"Meriden School District","=""0800011""","Math","Y",64,57,89.1,7,10.9,0,0.0,0,0.0,0,0.0,344
"Middletown School District","=""0830011""","ELA","N",259,56,21.6,55,21.2,"*","*","*","*",148,57.1,499
"Middletown School District","=""0830011""","ELA","Y",26,14,53.8,6,23.1,"*","*","*","*",6,23.1,419
"Middletown School District","=""0830011""","Math","N",258,72,27.9,114,44.2,"*","*","*","*","*","*",472
"Middletown School District","=""0830011""","Math","Y",25,16,64.0,"*","*","*","*",0,0.0,"*","*",396
"Milford School District","=""0840011""","ELA","N",410,20,4.9,60,14.6,269,65.6,61,14.9,330,80.5,543
"Milford School District","=""0840011""","ELA","Y",42,17,40.5,14,33.3,11,26.2,0,0.0,11,26.2,434
"Milford School District","=""0840011""","Math","N",410,41,10.0,207,50.5,"*","*","*","*","*","*",512
"Milford School District","=""0840011""","Math","Y",41,25,61.0,"*","*","*","*",0,0.0,"*","*",404
"Monroe School District","=""0850011""","ELA","N",248,"*","*","*","*",140,56.5,74,29.8,214,86.3,574
"Monroe School District","=""0850011""","ELA","Y",22,14,63.6,"*","*","*","*",0,0.0,"*","*",417
"Monroe School District","=""0850011""","Math","N",248,"*","*",71,28.6,"*","*",44,17.7,"*","*",564
"Monroe School District","=""0850011""","Math","Y",21,13,61.9,"*","*","*","*",0,0.0,"*","*",404
"Montville School District","=""0860011""","ELA","N",120,"*","*","*","*","*","*","*","*","*","*",531
"Montville School District","=""0860011""","ELA","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Math","N",120,"*","*","*","*","*","*","*","*","*","*",512
"Montville School District","=""0860011""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","ELA","N",240,47,19.6,58,24.2,"*","*","*","*","*","*",489
"Naugatuck School District","=""0880011""","ELA","Y",51,35,68.6,"*","*","*","*",0,0.0,"*","*",395
"Naugatuck School District","=""0880011""","Math","N",238,73,30.7,108,45.4,"*","*","*","*",57,23.9,464
"Naugatuck School District","=""0880011""","Math","Y",50,40,80.0,10,20.0,0,0.0,0,0.0,0,0.0,368
"New Britain School District","=""0890011""","ELA","N",428,209,48.8,"*","*","*","*",14,3.3,"*","*",434
"New Britain School District","=""0890011""","ELA","Y",43,40,93.0,"*","*","*","*",0,0.0,"*","*",360
"New Britain School District","=""0890011""","Math","N",428,217,50.7,"*","*",39,9.1,"*","*","*","*",427
"New Britain School District","=""0890011""","Math","Y",43,"*","*","*","*",0,0.0,0,0.0,0,0.0,353
"New Canaan School District","=""0900011""","ELA","N",291,"*","*","*","*",151,51.9,"*","*","*","*",617
"New Canaan School District","=""0900011""","ELA","Y",28,"*","*","*","*",19,67.9,"*","*","*","*",504
"New Canaan School District","=""0900011""","Math","N",291,"*","*",33,11.3,141,48.5,"*","*","*","*",620
"New Canaan School District","=""0900011""","Math","Y",28,"*","*",10,35.7,10,35.7,"*","*","*","*",504
"New Fairfield School District","=""0910011""","ELA","N",208,"*","*","*","*","*","*","*","*","*","*",576
"New Fairfield School District","=""0910011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","N",208,"*","*","*","*","*","*","*","*","*","*",534
"New Fairfield School District","=""0910011""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","ELA","N",1022,355,34.7,"*","*",375,36.7,"*","*","*","*",463
"New Haven School District","=""0930011""","ELA","Y",123,89,72.4,19,15.4,"*","*","*","*",15,12.2,388
"New Haven School District","=""0930011""","Math","N",1022,413,40.4,458,44.8,"*","*","*","*","*","*",440
"New Haven School District","=""0930011""","Math","Y",123,104,84.6,17,13.8,"*","*","*","*","*","*",364
"New London School District","=""0950011""","ELA","N",139,46,33.1,"*","*","*","*","*","*","*","*",465
"New London School District","=""0950011""","ELA","Y",31,21,67.7,"*","*","*","*","*","*","*","*",397
"New London School District","=""0950011""","Math","N",139,52,37.4,"*","*",28,20.1,"*","*","*","*",459
