"Five-Year Graduation Rates, 2010-11"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Coventry School District","=""0320011""","Non-Special Education",133,127,95.5
"Coventry School District","=""0320011""","Special Education",20,13,65.0
"Cromwell School District","=""0330011""","Non-Special Education",147,"*","*"
"Cromwell School District","=""0330011""","Special Education",23,"*","*"
"Danbury School District","=""0340011""","Non-Special Education",682,565,82.8
"Danbury School District","=""0340011""","Special Education",75,52,69.3
"Darien School District","=""0350011""","Non-Special Education",291,"*","*"
"Darien School District","=""0350011""","Special Education",36,"*","*"
"Derby School District","=""0370011""","Non-Special Education",115,"*","*"
"Derby School District","=""0370011""","Special Education",8,"*","*"
"East Granby School District","=""0400011""","Non-Special Education",69,"*","*"
"East Granby School District","=""0400011""","Special Education",7,"*","*"
"East Haddam School District","=""0410011""","Non-Special Education","*","*","*"
"East Haddam School District","=""0410011""","Special Education","*","*","*"
"East Hampton School District","=""0420011""","Non-Special Education",125,118,94.4
"East Hampton School District","=""0420011""","Special Education",14,9,"*"
"East Hartford School District","=""0430011""","Non-Special Education",519,448,86.3
"East Hartford School District","=""0430011""","Special Education",82,57,69.5
"East Haven School District","=""0440011""","Non-Special Education",272,241,88.6
"East Haven School District","=""0440011""","Special Education",28,17,60.7
"East Lyme School District","=""0450011""","Non-Special Education",289,"*","*"
"East Lyme School District","=""0450011""","Special Education",36,"*","*"
"East Windsor School District","=""0470011""","Non-Special Education",79,69,87.3
"East Windsor School District","=""0470011""","Special Education",11,11,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",57,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",6,"*","*"
"Ellington School District","=""0480011""","Non-Special Education",166,157,94.6
"Ellington School District","=""0480011""","Special Education",17,17,"*"
"Enfield School District","=""0490011""","Non-Special Education",466,412,88.4
"Enfield School District","=""0490011""","Special Education",53,35,66.0
"Explorations District","=""2720013""","Non-Special Education",21,"*","*"
"Explorations District","=""2720013""","Special Education",9,"*","*"
"Fairfield School District","=""0510011""","Non-Special Education",598,584,97.7
"Fairfield School District","=""0510011""","Special Education",57,45,78.9
"Farmington School District","=""0520011""","Non-Special Education",306,294,96.1
"Farmington School District","=""0520011""","Special Education",30,27,90.0
"Glastonbury School District","=""0540011""","Non-Special Education",480,"*","*"
"Glastonbury School District","=""0540011""","Special Education",70,"*","*"
"Granby School District","=""0560011""","Non-Special Education",181,"*","*"
"Granby School District","=""0560011""","Special Education",13,"*","*"
"Greenwich School District","=""0570011""","Non-Special Education",568,559,98.4
"Greenwich School District","=""0570011""","Special Education",65,56,86.2
"Griswold School District","=""0580011""","Non-Special Education",178,"*","*"
"Griswold School District","=""0580011""","Special Education",23,"*","*"
"Groton School District","=""0590011""","Non-Special Education",300,255,85.0
"Groton School District","=""0590011""","Special Education",34,18,52.9
"Guilford School District","=""0600011""","Non-Special Education",245,236,96.3
"Guilford School District","=""0600011""","Special Education",26,24,92.3
"Hamden School District","=""0620011""","Non-Special Education",508,453,89.2
"Hamden School District","=""0620011""","Special Education",76,56,73.7
"Hartford School District","=""0640011""","Non-Special Education",1326,957,72.2
"Hartford School District","=""0640011""","Special Education",273,142,52.0
"Killingly School District","=""0690011""","Non-Special Education",168,130,77.4
"Killingly School District","=""0690011""","Special Education",28,14,50.0
"Lebanon School District","=""0710011""","Non-Special Education",143,135,94.4
"Lebanon School District","=""0710011""","Special Education",17,14,"*"
"Ledyard School District","=""0720011""","Non-Special Education",207,193,93.2
"Ledyard School District","=""0720011""","Special Education",25,19,76.0
"Lisbon School District","=""0730011""","Special Education","*","*","*"
"Litchfield School District","=""0740011""","Non-Special Education",88,"*","*"
"Litchfield School District","=""0740011""","Special Education",7,"*","*"
"Madison School District","=""0760011""","Non-Special Education",287,"*","*"
"Madison School District","=""0760011""","Special Education",30,"*","*"
"Manchester School District","=""0770011""","Non-Special Education",454,357,78.6
"Manchester School District","=""0770011""","Special Education",78,47,60.3
"Meriden School District","=""0800011""","Non-Special Education",528,410,77.7
"Meriden School District","=""0800011""","Special Education",91,54,59.3
"Middletown School District","=""0830011""","Non-Special Education",294,245,83.3
"Middletown School District","=""0830011""","Special Education",54,33,61.1
"Milford School District","=""0840011""","Non-Special Education",419,390,93.1
"Milford School District","=""0840011""","Special Education",74,59,79.7
"Monroe School District","=""0850011""","Non-Special Education",341,"*","*"
"Monroe School District","=""0850011""","Special Education",26,"*","*"
"Montville School District","=""0860011""","Non-Special Education",180,159,88.3
"Montville School District","=""0860011""","Special Education",24,18,75.0
"Naugatuck School District","=""0880011""","Non-Special Education",322,279,86.6
"Naugatuck School District","=""0880011""","Special Education",47,34,72.3
"New Britain School District","=""0890011""","Non-Special Education",635,389,61.3
"New Britain School District","=""0890011""","Special Education",117,56,47.9
"New Canaan School District","=""0900011""","Non-Special Education",280,"*","*"
"New Canaan School District","=""0900011""","Special Education",31,"*","*"
"New Fairfield School District","=""0910011""","Non-Special Education",216,205,94.9
"New Fairfield School District","=""0910011""","Special Education",24,21,87.5
"New Haven School District","=""0930011""","Non-Special Education",1284,902,70.2
"New Haven School District","=""0930011""","Special Education",152,87,57.2
"New London School District","=""0950011""","Non-Special Education",217,162,74.7
"New London School District","=""0950011""","Special Education",49,19,38.8
"New Milford School District","=""0960011""","Non-Special Education",347,321,92.5
"New Milford School District","=""0960011""","Special Education",55,34,61.8
"Newington School District","=""0940011""","Non-Special Education",373,344,92.2
"Newington School District","=""0940011""","Special Education",39,23,59.0
"Newtown School District","=""0970011""","Non-Special Education",396,383,96.7
"Newtown School District","=""0970011""","Special Education",48,44,91.7
"North Branford School District","=""0990011""","Non-Special Education",166,"*","*"
"North Branford School District","=""0990011""","Special Education",31,"*","*"
"North Haven School District","=""1010011""","Non-Special Education",278,249,89.6
"North Haven School District","=""1010011""","Special Education",29,21,72.4
"North Stonington School District","=""1020011""","Non-Special Education",61,55,90.2
"North Stonington School District","=""1020011""","Special Education",6,6,"*"
"Norwalk School District","=""1030011""","Non-Special Education",776,682,87.9
"Norwalk School District","=""1030011""","Special Education",116,95,81.9
"Norwich Free Academy District","=""9010022""","Non-Special Education",534,459,86.0
"Norwich Free Academy District","=""9010022""","Special Education",94,61,64.9
"Norwich School District","=""1040011""","Non-Special Education",27,"*","*"
"Norwich School District","=""1040011""","Special Education",9,"*","*"
"Old Saybrook School District","=""1060011""","Non-Special Education",112,"*","*"
"Old Saybrook School District","=""1060011""","Special Education",10,"*","*"
"Oxford School District","=""1080011""","Non-Special Education",144,"*","*"
"Oxford School District","=""1080011""","Special Education",11,"*","*"
"Plainfield School District","=""1090011""","Non-Special Education",192,175,91.1
"Plainfield School District","=""1090011""","Special Education",38,30,78.9
"Plainville School District","=""1100011""","Non-Special Education",204,187,91.7
"Plainville School District","=""1100011""","Special Education",29,24,82.8
"Plymouth School District","=""1110011""","Non-Special Education",129,"*","*"
"Plymouth School District","=""1110011""","Special Education",10,"*","*"
"Portland School District","=""1130011""","Non-Special Education",88,75,85.2
"Portland School District","=""1130011""","Special Education",9,7,"*"
"Putnam School District","=""1160011""","Non-Special Education",56,"*","*"
"Putnam School District","=""1160011""","Special Education",17,"*","*"
"Regional School District 01","=""2010012""","Non-Special Education",122,106,86.9
"Regional School District 01","=""2010012""","Special Education",16,13,"*"
"Regional School District 04","=""2040012""","Non-Special Education",148,136,91.9
"Regional School District 04","=""2040012""","Special Education",23,17,73.9
"Regional School District 05","=""2050012""","Non-Special Education",369,348,94.3
"Regional School District 05","=""2050012""","Special Education",41,37,90.2
"Regional School District 06","=""2060012""","Non-Special Education",89,"*","*"
"Regional School District 06","=""2060012""","Special Education",15,"*","*"
"Regional School District 07","=""2070012""","Non-Special Education",183,180,98.4
"Regional School District 07","=""2070012""","Special Education",26,20,76.9
"Regional School District 08","=""2080012""","Non-Special Education",239,215,90.0
"Regional School District 08","=""2080012""","Special Education",29,21,72.4
"Regional School District 09","=""2090012""","Non-Special Education",184,"*","*"
"Regional School District 09","=""2090012""","Special Education",37,"*","*"
"Regional School District 10","=""2100012""","Non-Special Education",160,160,100.0
"Regional School District 10","=""2100012""","Special Education",15,10,"*"
"Regional School District 11","=""2110012""","Non-Special Education","*","*","*"
"Regional School District 11","=""2110012""","Special Education","*","*","*"
"Regional School District 12","=""2120012""","Non-Special Education",81,"*","*"
"Regional School District 12","=""2120012""","Special Education",12,"*","*"
"Regional School District 13","=""2130012""","Non-Special Education",125,119,95.2
"Regional School District 13","=""2130012""","Special Education",16,13,"*"
"Regional School District 14","=""2140012""","Non-Special Education",201,"*","*"
"Regional School District 14","=""2140012""","Special Education",17,"*","*"
"Regional School District 15","=""2150012""","Non-Special Education",349,332,95.1
"Regional School District 15","=""2150012""","Special Education",40,33,82.5
"Regional School District 16","=""2160012""","Non-Special Education",182,166,91.2
"Regional School District 16","=""2160012""","Special Education",15,10,"*"
"Regional School District 17","=""2170012""","Non-Special Education",158,"*","*"
"Regional School District 17","=""2170012""","Special Education",22,"*","*"
"Regional School District 18","=""2180012""","Non-Special Education",121,"*","*"
"Regional School District 18","=""2180012""","Special Education",14,"*","*"
"Regional School District 19","=""2190012""","Non-Special Education",247,220,89.1
"Regional School District 19","=""2190012""","Special Education",37,25,67.6
"Ridgefield School District","=""1180011""","Non-Special Education",386,378,97.9
"Ridgefield School District","=""1180011""","Special Education",48,42,87.5
"Rocky Hill School District","=""1190011""","Non-Special Education",169,156,92.3
"Rocky Hill School District","=""1190011""","Special Education",7,7,"*"
"Seymour School District","=""1240011""","Non-Special Education",178,"*","*"
"Seymour School District","=""1240011""","Special Education",11,"*","*"
"Shelton School District","=""1260011""","Non-Special Education",368,348,94.6
"Shelton School District","=""1260011""","Special Education",31,17,54.8
"Simsbury School District","=""1280011""","Non-Special Education",328,320,97.6
"Simsbury School District","=""1280011""","Special Education",30,25,83.3
"Somers School District","=""1290011""","Non-Special Education",131,127,96.9
"Somers School District","=""1290011""","Special Education",13,11,"*"
"South Windsor School District","=""1320011""","Non-Special Education",378,356,94.2
"South Windsor School District","=""1320011""","Special Education",47,38,80.9
"Southington School District","=""1310011""","Non-Special Education",481,462,96.0
"Southington School District","=""1310011""","Special Education",62,49,79.0
"Stafford School District","=""1340011""","Non-Special Education",122,"*","*"
"Stafford School District","=""1340011""","Special Education",14,"*","*"
"Stamford Academy District","=""2820013""","Non-Special Education",42,"*","*"
"Stamford Academy District","=""2820013""","Special Education",10,"*","*"
"Stamford School District","=""1350011""","Non-Special Education",1069,959,89.7
"Stamford School District","=""1350011""","Special Education",120,95,79.2
"Stonington School District","=""1370011""","Non-Special Education",184,"*","*"
"Stonington School District","=""1370011""","Special Education",28,"*","*"
"Stratford School District","=""1380011""","Non-Special Education",517,477,92.3
"Stratford School District","=""1380011""","Special Education",62,42,67.7
"Suffield School District","=""1390011""","Non-Special Education",202,"*","*"
"Suffield School District","=""1390011""","Special Education",13,"*","*"
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",63,"*","*"
"The Gilbert School District","=""9020022""","Special Education",10,"*","*"
"Thomaston School District","=""1400011""","Non-Special Education",79,"*","*"
"Thomaston School District","=""1400011""","Special Education",25,"*","*"
"Thompson School District","=""1410011""","Non-Special Education",89,"*","*"
"Thompson School District","=""1410011""","Special Education",6,"*","*"
"Tolland School District","=""1420011""","Non-Special Education",208,"*","*"
"Tolland School District","=""1420011""","Special Education",16,"*","*"
"Torrington School District","=""1430011""","Non-Special Education",253,210,83.0
"Torrington School District","=""1430011""","Special Education",33,20,60.6
"Trumbull School District","=""1440011""","Non-Special Education",466,"*","*"
"Trumbull School District","=""1440011""","Special Education",36,"*","*"
"Unified School District #1","=""3360015""","Non-Special Education",459,"*","*"
"Unified School District #1","=""3360015""","Special Education",171,"*","*"
"Unified School District #2","=""3470015""","Non-Special Education",16,7,"*"
"Unified School District #2","=""3470015""","Special Education",22,9,40.9
"Vernon School District","=""1460011""","Non-Special Education",260,223,85.8
"Vernon School District","=""1460011""","Special Education",31,22,71.0
"Wallingford School District","=""1480011""","Non-Special Education",495,451,91.1
"Wallingford School District","=""1480011""","Special Education",66,50,75.8
"Waterbury School District","=""1510011""","Non-Special Education",1132,792,70.0
"Waterbury School District","=""1510011""","Special Education",171,101,59.1
"Waterford School District","=""1520011""","Non-Special Education",254,"*","*"
"Waterford School District","=""1520011""","Special Education",17,"*","*"
"Watertown School District","=""1530011""","Non-Special Education",215,203,94.4
"Watertown School District","=""1530011""","Special Education",31,19,61.3
"West Hartford School District","=""1550011""","Non-Special Education",728,692,95.1
"West Hartford School District","=""1550011""","Special Education",101,80,79.2
"West Haven School District","=""1560011""","Non-Special Education",419,303,72.3
"West Haven School District","=""1560011""","Special Education",39,24,61.5
"Westbrook School District","=""1540011""","Non-Special Education",68,"*","*"
"Westbrook School District","=""1540011""","Special Education",7,"*","*"
"Weston School District","=""1570011""","Non-Special Education",182,"*","*"
"Weston School District","=""1570011""","Special Education",13,"*","*"
"Westport School District","=""1580011""","Non-Special Education",419,"*","*"
"Westport School District","=""1580011""","Special Education",56,"*","*"
"Wethersfield School District","=""1590011""","Non-Special Education",281,267,95.0
"Wethersfield School District","=""1590011""","Special Education",24,16,66.7
"Wilton School District","=""1610011""","Non-Special Education",279,279,100.0
"Wilton School District","=""1610011""","Special Education",27,24,88.9
"Windham School District","=""1630011""","Non-Special Education",213,147,69.0
"Windham School District","=""1630011""","Special Education",47,31,66.0
"Windsor Locks School District","=""1650011""","Non-Special Education",120,109,90.8
"Windsor Locks School District","=""1650011""","Special Education",13,8,"*"
"Windsor School District","=""1640011""","Non-Special Education",308,274,89.0
"Windsor School District","=""1640011""","Special Education",44,32,72.7
"Wolcott School District","=""1660011""","Non-Special Education",207,197,95.2
"Wolcott School District","=""1660011""","Special Education",19,17,"*"
"Woodstock Academy District","=""9030022""","Non-Special Education",275,"*","*"
"Woodstock Academy District","=""9030022""","Special Education",24,"*","*"

