"Five-Year Graduation Rates, 2011-12"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"Stamford Academy District","=""2820013""",44,0,0.0,16,36.4
"Stamford School District","=""1350011""",1176,11,0.9,111,9.4
"Stonington School District","=""1370011""",181,"*","*","*","*"
"Stratford School District","=""1380011""",581,10,1.7,52,9.0
"Suffield School District","=""1390011""",206,"*","*","*","*"
"The Bridge Academy District","=""2690013""",41,0,0.0,8,19.5
"The Gilbert School District","=""9020022""",89,0,0.0,"*","*"
"Thomaston School District","=""1400011""",93,"*","*","*","*"
"Thompson School District","=""1410011""",101,0,0.0,11,10.9
"Tolland School District","=""1420011""",231,0,0.0,"*","*"
"Torrington School District","=""1430011""",302,"*","*","*","*"
"Trumbull School District","=""1440011""",542,"*","*","*","*"
"Unified School District #1","=""3360015""",731,0,0.0,705,96.4
"Unified School District #2","=""3470015""",34,"*","*",20,58.8
"Vernon School District","=""1460011""",262,"*","*","*","*"
"Wallingford School District","=""1480011""",537,7,1.3,31,5.8
"Waterbury School District","=""1510011""",1264,14,1.1,404,32.0
"Waterford School District","=""1520011""",242,"*","*","*","*"
"Watertown School District","=""1530011""",234,"*","*","*","*"
"West Hartford School District","=""1550011""",752,"*","*","*","*"
"West Haven School District","=""1560011""",387,"*","*","*","*"
"Westbrook School District","=""1540011""",82,0,0.0,"*","*"
"Weston School District","=""1570011""",191,0,0.0,"*","*"
"Westport School District","=""1580011""",428,"*","*","*","*"
"Wethersfield School District","=""1590011""",291,"*","*","*","*"
"Wilton School District","=""1610011""",313,"*","*","*","*"
"Windham School District","=""1630011""",183,"*","*","*","*"
"Windsor Locks School District","=""1650011""",148,"*","*","*","*"
"Windsor School District","=""1640011""",319,"*","*","*","*"
"Wolcott School District","=""1660011""",219,"*","*","*","*"
"Woodstock Academy District","=""9030022""",286,0,0.0,12,4.2

