"Five-Year Graduation Rates, Trend"
"All Districts, All Students"

"New Milford School District",10.2,"*",8.5,6.0,1.5,"*",2.3,1.8
"Newington School District",7.8,5.7,6.7,3.0,3.2,2.4,1.6,2.5
"Newtown School District","*","*","*","*","*","*","*","*"
"North Branford School District","*","*","*","*","*","*","*","*"
"North Haven School District","*",4.1,7.1,6.9,"*",2.1,1.9,2.5
"North Stonington School District","*","*","*","*","*","*","*","*"
"Norwalk School District",11.7,"*",12.2,7.7,1.2,"*",0.8,6.1
"Norwich Free Academy District",14.8,"*",10.6,"*",1.9,"*",5.2,"*"
"Norwich School District",61.1,61.4,"N/A","N/A","*","*","N/A","N/A"
"Old Saybrook School District","*","*","*","*","*","*","*","*"
"Oxford School District","*","*","*","*","*","*","*","*"
"Plainfield School District","*","*",7.5,"*","*","*",5.0,"*"
"Plainville School District","*","*",6.3,"*","*","*",3.4,"*"
"Plymouth School District","*","*","*",5.8,"*","*","*",5.8
"Portland School District","*","*","*","*","*","*","*","*"
"Putnam School District","*","*","*","*","*","*","*","*"
"Regional School District 01","*","*","*","*","*","*","*","*"
"Regional School District 04","*","*","*","*","*","*","*","*"
"Regional School District 05","*","*","*","*","*","*","*","*"
"Regional School District 06","*","*","*","*","*","*","*","*"
"Regional School District 07","*","*","*","*","*","*","*","*"
"Regional School District 08","*","*",3.9,2.4,"*","*",2.5,2.0
"Regional School District 09","*","*","*","*","*","*","*","*"
"Regional School District 10","*","*","*","*","*","*","*","*"
"Regional School District 11","*","*","*","*","*","*","*","*"
"Regional School District 12","*","*","*","*","*","*","*","*"
"Regional School District 13","*","*","*","*","*","*","*","*"
"Regional School District 14","*","*","*","*","*","*","*","*"
"Regional School District 15","*","*","*","*","*","*","*","*"
"Regional School District 16",7.6,"*","*","*",3.0,"*","*","*"
"Regional School District 17","*","*","*","*","*","*","*","*"
"Regional School District 18","*","*","*","*","*","*","*","*"
"Regional School District 19",9.9,"*",4.5,"*",3.9,"*",2.9,"*"
"Ridgefield School District","*","*","*","*","*","*","*","*"
"Rocky Hill School District","*","*","*","*","*","*","*","*"
"Seymour School District","*","*",7.8,"*","*","*",3.9,"*"
"Shelton School District",6.3,"*",6.3,4.9,2.3,"*",1.5,1.9
"Simsbury School District","*","*","*",2.5,"*","*","*",3.2
"Somers School District","*","*","*","*","*","*","*","*"
"South Windsor School District","*","*","*",2.0,"*","*","*",2.0
"Southington School District",4.4,3.6,"*",2.2,1.5,1.4,"*",2.0
"Stafford School District","*","*","*","*","*","*","*","*"
"Stamford Academy District",26.9,"*",33.3,34.5,15.4,"*",22.2,25.5
"Stamford School District",9.7,9.4,7.3,5.5,1.7,0.9,1.1,1.7
"Stonington School District","*","*","*","*","*","*","*","*"
"Stratford School District",8.1,9.0,6.1,3.9,2.2,1.7,2.3,1.4
"Suffield School District","*","*","*","*","*","*","*","*"
"The Bridge Academy District","*","*","*","*","*","*","*","*"
"The Gilbert School District","*","*","*","*","*","*","*","*"
"Thomaston School District","*","*","*","*","*","*","*","*"
"Thompson School District","*","*","*","*","*","*","*","*"
"Tolland School District","*","*","*","*","*","*","*","*"
"Torrington School District","*","*",8.0,"*","*","*",2.5,"*"
"Trumbull School District","*","*","*",1.4,"*","*","*",2.0
"Unified School District #1",91.6,96.4,80.1,73.0,4.8,"*",17.7,"*"
"Unified School District #2",39.5,58.8,66.7,47.7,18.4,"*","*","*"
"Vernon School District","*","*","*",11.2,"*","*","*",2.7
"Wallingford School District",8.6,5.8,5.6,5.6,2.1,1.3,1.7,1.6
"Waterbury School District",30.4,32.0,29.8,26.9,1.1,1.1,1.5,1.9
"Waterford School District","*","*",4.1,"*","*","*",3.7,"*"
"Watertown School District","*","*",8.1,"*","*","*",2.9,"*"
"West Hartford School District",5.2,"*",4.2,2.4,1.7,"*",0.8,2.0
"West Haven School District",27.3,"*",25.4,18.8,1.3,"*",3.4,3.3
"Westbrook School District","*","*","*","*","*","*","*","*"
"Weston School District","*","*","*","*","*","*","*","*"
"Westport School District",1.3,"*","*","*",1.5,"*","*","*"
"Wethersfield School District","*","*",5.6,"*","*","*",2.6,"*"
"Wilton School District","*","*","*","*","*","*","*","*"
"Windham School District",28.1,"*","*","*",3.5,"*","*","*"
"Windsor Locks School District",6.8,"*","*","*",5.3,"*","*","*"
"Windsor School District",10.5,"*","*",3.7,2.6,"*","*",2.7
"Wolcott School District","*","*","*","*","*","*","*","*"
"Woodstock Academy District","*","*","*","*","*","*","*","*"

