"Five-Year Graduation Rates, 2010-11"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Non-Graduates",,,
"Bristol School District","Not Eligible For Lunch",519,11,2.1,54,10.4
"Brookfield School District","Eligible For Free Lunch","*","*","*","*","*"
"Brookfield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Brookfield School District","Not Eligible For Lunch",258,"*","*",8,3.1
"Canton School District","Eligible For Free Lunch","*","*","*","*","*"
"Canton School District","Not Eligible For Lunch","*","*","*","*","*"
"Capitol Region Education Council","Eligible For Free Lunch",110,"*","*","*","*"
"Capitol Region Education Council","Eligible For Reduced Lunch",12,"*","*","*","*"
"Capitol Region Education Council","Not Eligible For Lunch",179,"*","*",19,10.6
"Cheshire School District","Eligible For Free Lunch",9,"*","*","*","*"
"Cheshire School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"Cheshire School District","Not Eligible For Lunch",357,"*","*",7,2.0
"Clinton School District","Eligible For Free Lunch",6,"*","*","*","*"
"Clinton School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"Clinton School District","Not Eligible For Lunch",130,"*","*","*","*"
"Colchester School District","Eligible For Free Lunch","*","*","*","*","*"
"Colchester School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Colchester School District","Not Eligible For Lunch",232,"*","*",6,2.6
"Common Ground High School District","Eligible For Free Lunch",19,"*","*","*","*"
"Common Ground High School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Common Ground High School District","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","Eligible For Free Lunch",234,"*","*","*","*"
"Connecticut Technical High School System","Eligible For Reduced Lunch",15,"*","*","*","*"
"Connecticut Technical High School System","Not Eligible For Lunch",2083,"*","*",103,4.9
"Coventry School District","Eligible For Free Lunch",10,"*","*","*","*"
"Coventry School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Coventry School District","Not Eligible For Lunch",137,"*","*",8,5.8
"Cromwell School District","Eligible For Free Lunch",10,"*","*","*","*"
"Cromwell School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Cromwell School District","Not Eligible For Lunch",154,"*","*","*","*"
"Danbury School District","Eligible For Free Lunch",182,"*","*",51,28.0
"Danbury School District","Eligible For Reduced Lunch",50,"*","*",8,16.0
"Danbury School District","Not Eligible For Lunch",525,10,1.9,64,12.2
"Darien School District","Eligible For Free Lunch","*","*","*","*","*"
"Darien School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Darien School District","Not Eligible For Lunch",323,"*","*",7,2.2
"Derby School District","Eligible For Free Lunch",39,"*","*","*","*"
"Derby School District","Eligible For Reduced Lunch",12,"*","*","*","*"
"Derby School District","Not Eligible For Lunch",72,"*","*",10,13.9
"East Granby School District","Not Eligible For Lunch",76,"*","*","*","*"
"East Haddam School District","Eligible For Free Lunch","*","*","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*","*","*"
"East Haddam School District","Not Eligible For Lunch",88,"*","*",6,6.8
"East Hampton School District","Eligible For Free Lunch","*","*","*","*","*"
"East Hampton School District","Eligible For Reduced Lunch","*","*","*","*","*"
"East Hampton School District","Not Eligible For Lunch",130,"*","*",7,5.4
"East Hartford School District","Eligible For Free Lunch",250,"*","*",50,20.0
"East Hartford School District","Eligible For Reduced Lunch",72,"*","*","*","*"
"East Hartford School District","Not Eligible For Lunch",279,"*","*","*","*"
"East Haven School District","Eligible For Free Lunch",46,"*","*","*","*"
"East Haven School District","Eligible For Reduced Lunch",22,"*","*","*","*"
"East Haven School District","Not Eligible For Lunch",232,"*","*",20,8.6
"East Lyme School District","Eligible For Free Lunch","*","*","*","*","*"
"East Lyme School District","Eligible For Reduced Lunch","*","*","*","*","*"
"East Lyme School District","Not Eligible For Lunch",314,"*","*",6,1.9
"East Windsor School District","Eligible For Free Lunch","*","*","*","*","*"
"East Windsor School District","Eligible For Reduced Lunch","*","*","*","*","*"
"East Windsor School District","Not Eligible For Lunch",62,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",45,"*","*",12,26.7
"Ellington School District","Eligible For Free Lunch","*","*","*","*","*"
"Ellington School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Ellington School District","Not Eligible For Lunch",175,"*","*",7,4.0
"Enfield School District","Eligible For Free Lunch",64,"*","*","*","*"
"Enfield School District","Eligible For Reduced Lunch",29,"*","*","*","*"
"Enfield School District","Not Eligible For Lunch",426,7,1.6,38,8.9
"Explorations District","Eligible For Free Lunch","*","*","*","*","*"
"Explorations District","Eligible For Reduced Lunch","*","*","*","*","*"
"Explorations District","Not Eligible For Lunch",22,"*","*",7,31.8
"Fairfield School District","Eligible For Free Lunch",32,"*","*","*","*"
"Fairfield School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"Fairfield School District","Not Eligible For Lunch",612,7,1.1,15,2.5
"Farmington School District","Eligible For Free Lunch",16,"*","*","*","*"
"Farmington School District","Eligible For Reduced Lunch",10,"*","*","*","*"
"Farmington School District","Not Eligible For Lunch",310,"*","*",7,2.3
"Glastonbury School District","Eligible For Free Lunch",17,"*","*","*","*"
"Glastonbury School District","Eligible For Reduced Lunch",10,"*","*","*","*"
"Glastonbury School District","Not Eligible For Lunch",523,"*","*","*","*"
"Granby School District","Eligible For Free Lunch","*","*","*","*","*"
"Granby School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Granby School District","Not Eligible For Lunch",188,"*","*","*","*"
"Greenwich School District","Eligible For Free Lunch",40,"*","*","*","*"
"Greenwich School District","Eligible For Reduced Lunch",24,"*","*","*","*"
"Greenwich School District","Not Eligible For Lunch",569,"*","*",8,1.4
"Griswold School District","Eligible For Free Lunch",28,"*","*","*","*"
"Griswold School District","Eligible For Reduced Lunch",8,"*","*","*","*"
"Griswold School District","Not Eligible For Lunch",165,"*","*",18,10.9
"Groton School District","Eligible For Free Lunch",69,"*","*",23,33.3
"Groton School District","Eligible For Reduced Lunch",34,"*","*",11,32.4
"Groton School District","Not Eligible For Lunch",231,"*","*",22,9.5
"Guilford School District","Eligible For Free Lunch","*","*","*","*","*"
"Guilford School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Guilford School District","Not Eligible For Lunch",255,"*","*",7,2.7
"Hamden School District","Eligible For Free Lunch",123,"*","*","*","*"
"Hamden School District","Eligible For Reduced Lunch",17,"*","*","*","*"
"Hamden School District","Not Eligible For Lunch",444,6,1.4,34,7.7
"Hartford School District","Eligible For Free Lunch",1391,34,2.4,431,31.0
"Hartford School District","Eligible For Reduced Lunch",40,"*","*",8,20.0
"Hartford School District","Not Eligible For Lunch",168,"*","*",25,14.9
"Killingly School District","Eligible For Free Lunch",42,"*","*","*","*"
"Killingly School District","Eligible For Reduced Lunch",15,"*","*","*","*"
"Killingly School District","Not Eligible For Lunch",139,"*","*",22,15.8
"Lebanon School District","Eligible For Free Lunch",13,"*","*","*","*"
"Lebanon School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Lebanon School District","Not Eligible For Lunch",141,"*","*",6,4.3
"Ledyard School District","Eligible For Free Lunch",20,"*","*","*","*"
"Ledyard School District","Eligible For Reduced Lunch",15,"*","*","*","*"
"Ledyard School District","Not Eligible For Lunch",197,"*","*",12,6.1
"Lisbon School District","Not Eligible For Lunch","*","*","*","*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Litchfield School District","Not Eligible For Lunch",88,"*","*","*","*"
"Madison School District","Eligible For Free Lunch",9,"*","*","*","*"
"Madison School District","Not Eligible For Lunch",308,"*","*","*","*"
"Manchester School District","Eligible For Free Lunch",158,"*","*",59,37.3
"Manchester School District","Eligible For Reduced Lunch",37,"*","*",10,27.0
"Manchester School District","Not Eligible For Lunch",337,8,2.4,45,13.4
"Meriden School District","Eligible For Free Lunch",326,"*","*",107,32.8
"Meriden School District","Eligible For Reduced Lunch",13,"*","*","*","*"
"Meriden School District","Not Eligible For Lunch",280,8,2.9,"*","*"
"Middletown School District","Eligible For Free Lunch",85,"*","*",24,28.2
"Middletown School District","Eligible For Reduced Lunch",24,"*","*","*","*"
"Middletown School District","Not Eligible For Lunch",239,9,3.8,"*","*"
"Milford School District","Eligible For Free Lunch",54,"*","*","*","*"
"Milford School District","Eligible For Reduced Lunch",21,"*","*","*","*"
"Milford School District","Not Eligible For Lunch",418,12,2.9,16,3.8
"Monroe School District","Eligible For Free Lunch","*","*","*","*","*"
"Monroe School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Monroe School District","Not Eligible For Lunch",354,"*","*","*","*"
"Montville School District","Eligible For Free Lunch",28,"*","*","*","*"
"Montville School District","Eligible For Reduced Lunch",8,"*","*","*","*"
"Montville School District","Not Eligible For Lunch",168,"*","*",19,11.3
"Naugatuck School District","Eligible For Free Lunch",88,"*","*",20,22.7
"Naugatuck School District","Eligible For Reduced Lunch",32,"*","*",6,18.8
"Naugatuck School District","Not Eligible For Lunch",249,"*","*",24,9.6
"New Britain School District","Eligible For Free Lunch",431,18,4.2,188,43.6
"New Britain School District","Eligible For Reduced Lunch",72,"*","*",22,30.6
"New Britain School District","Not Eligible For Lunch",249,"*","*",74,29.7
"New Canaan School District","Eligible For Reduced Lunch","*","*","*","*","*"
"New Canaan School District","Not Eligible For Lunch","*","*","*","*","*"
"New Fairfield School District","Eligible For Free Lunch","*","*","*","*","*"
"New Fairfield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"New Fairfield School District","Not Eligible For Lunch",230,"*","*",9,3.9
"New Haven School District","Eligible For Free Lunch",939,25,2.7,308,32.8
"New Haven School District","Eligible For Reduced Lunch",73,"*","*",11,15.1
"New Haven School District","Not Eligible For Lunch",424,"*","*",92,21.7
"New London School District","Eligible For Free Lunch",142,10,7.0,42,29.6
"New London School District","Eligible For Reduced Lunch",31,"*","*",7,22.6
"New London School District","Not Eligible For Lunch",93,"*","*",21,22.6
"New Milford School District","Eligible For Free Lunch",25,"*","*","*","*"
"New Milford School District","Eligible For Reduced Lunch",13,"*","*","*","*"
"New Milford School District","Not Eligible For Lunch",364,"*","*",31,8.5
"Newington School District","Eligible For Free Lunch",47,"*","*","*","*"
"Newington School District","Eligible For Reduced Lunch",19,"*","*","*","*"
"Newington School District","Not Eligible For Lunch",346,9,2.6,22,6.4
"Newtown School District","Eligible For Free Lunch","*","*","*","*","*"
"Newtown School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Newtown School District","Not Eligible For Lunch",432,"*","*",15,3.5
"North Branford School District","Eligible For Free Lunch",13,"*","*","*","*"
"North Branford School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"North Branford School District","Not Eligible For Lunch",178,"*","*","*","*"
"North Haven School District","Eligible For Free Lunch",30,"*","*","*","*"
"North Haven School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"North Haven School District","Not Eligible For Lunch",268,"*","*",28,10.4
"North Stonington School District","Eligible For Free Lunch",6,"*","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"North Stonington School District","Not Eligible For Lunch",55,"*","*","*","*"
"Norwalk School District","Eligible For Free Lunch",212,"*","*","*","*"
"Norwalk School District","Eligible For Reduced Lunch",52,"*","*","*","*"
"Norwalk School District","Not Eligible For Lunch",628,6,1.0,57,9.1
"Norwich Free Academy District","Eligible For Free Lunch",119,"*","*","*","*"
"Norwich Free Academy District","Eligible For Reduced Lunch",40,"*","*","*","*"
"Norwich Free Academy District","Not Eligible For Lunch",469,9,1.9,58,12.4
"Norwich School District","Eligible For Free Lunch",17,"*","*",11,64.7
"Norwich School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Norwich School District","Not Eligible For Lunch","*","*","*","*","*"
"Old Saybrook School District","Eligible For Free Lunch","*","*","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",116,"*","*","*","*"
"Oxford School District","Eligible For Free Lunch","*","*","*","*","*"
"Oxford School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Oxford School District","Not Eligible For Lunch",149,"*","*","*","*"
"Plainfield School District","Eligible For Free Lunch",31,"*","*","*","*"
"Plainfield School District","Eligible For Reduced Lunch",16,"*","*","*","*"
"Plainfield School District","Not Eligible For Lunch",183,"*","*",11,6.0
"Plainville School District","Eligible For Free Lunch",15,"*","*","*","*"
"Plainville School District","Eligible For Reduced Lunch",13,"*","*","*","*"
"Plainville School District","Not Eligible For Lunch",205,"*","*",15,7.3
"Plymouth School District","Eligible For Free Lunch",9,"*","*","*","*"
"Plymouth School District","Eligible For Reduced Lunch",7,"*","*","*","*"
"Plymouth School District","Not Eligible For Lunch",123,"*","*","*","*"
"Portland School District","Eligible For Free Lunch",12,"*","*","*","*"
"Portland School District","Not Eligible For Lunch",85,"*","*","*","*"
"Putnam School District","Eligible For Free Lunch",22,"*","*","*","*"
"Putnam School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Putnam School District","Not Eligible For Lunch",45,"*","*","*","*"
"Regional School District 01","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 01","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 01","Not Eligible For Lunch",121,"*","*",14,11.6
"Regional School District 04","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 04","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 04","Not Eligible For Lunch",157,"*","*",10,6.4
"Regional School District 05","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 05","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 05","Not Eligible For Lunch",395,"*","*",18,4.6
"Regional School District 06","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 06","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 06","Not Eligible For Lunch",93,"*","*",10,10.8
"Regional School District 07","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 07","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 07","Not Eligible For Lunch",192,"*","*","*","*"
"Regional School District 08","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 08","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 08","Not Eligible For Lunch",256,"*","*",22,8.6
"Regional School District 09","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 09","Not Eligible For Lunch","*","*","*","*","*"
"Regional School District 10","Eligible For Free Lunch",7,"*","*","*","*"
"Regional School District 10","Not Eligible For Lunch",168,"*","*","*","*"
"Regional School District 11","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 11","Not Eligible For Lunch",29,"*","*","*","*"
"Regional School District 12","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 12","Not Eligible For Lunch",90,"*","*",12,13.3
"Regional School District 13","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 13","Not Eligible For Lunch","*","*","*","*","*"
"Regional School District 14","Eligible For Free Lunch",12,"*","*","*","*"
"Regional School District 14","Eligible For Reduced Lunch",7,"*","*","*","*"
"Regional School District 14","Not Eligible For Lunch",199,"*","*","*","*"
"Regional School District 15","Eligible For Free Lunch",11,"*","*","*","*"
"Regional School District 15","Eligible For Reduced Lunch",9,"*","*","*","*"
"Regional School District 15","Not Eligible For Lunch",369,"*","*",13,3.5
"Regional School District 16","Eligible For Free Lunch",17,"*","*","*","*"
"Regional School District 16","Eligible For Reduced Lunch",7,"*","*","*","*"
"Regional School District 16","Not Eligible For Lunch",173,"*","*",12,6.9
"Regional School District 17","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 17","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 17","Not Eligible For Lunch",174,"*","*",8,4.6
"Regional School District 18","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 18","Not Eligible For Lunch",131,"*","*","*","*"
"Regional School District 19","Eligible For Free Lunch",19,"*","*","*","*"
"Regional School District 19","Eligible For Reduced Lunch",6,"*","*","*","*"
"Regional School District 19","Not Eligible For Lunch",259,8,3.1,23,8.9
"Ridgefield School District","Eligible For Free Lunch","*","*","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",423,"*","*",8,1.9
"Rocky Hill School District","Eligible For Free Lunch","*","*","*","*","*"
"Rocky Hill School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Rocky Hill School District","Not Eligible For Lunch",167,"*","*",12,7.2
"Seymour School District","Eligible For Free Lunch",28,"*","*","*","*"
"Seymour School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"Seymour School District","Not Eligible For Lunch",152,"*","*",12,7.9
"Shelton School District","Eligible For Free Lunch",41,"*","*","*","*"
"Shelton School District","Eligible For Reduced Lunch",20,"*","*","*","*"
"Shelton School District","Not Eligible For Lunch",338,7,2.1,16,4.7
"Simsbury School District","Eligible For Free Lunch",13,"*","*","*","*"
"Simsbury School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Simsbury School District","Not Eligible For Lunch",339,"*","*",8,2.4
"Somers School District","Eligible For Free Lunch","*","*","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Somers School District","Not Eligible For Lunch",138,"*","*","*","*"
"South Windsor School District","Eligible For Free Lunch",16,"*","*","*","*"
"South Windsor School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"South Windsor School District","Not Eligible For Lunch",398,"*","*",21,5.3
"Southington School District","Eligible For Free Lunch",26,"*","*","*","*"
"Southington School District","Eligible For Reduced Lunch",14,"*","*","*","*"
"Southington School District","Not Eligible For Lunch",503,7,1.4,19,3.8
"Stafford School District","Eligible For Free Lunch",13,"*","*","*","*"
"Stafford School District","Eligible For Reduced Lunch",10,"*","*","*","*"
"Stafford School District","Not Eligible For Lunch",113,"*","*",14,12.4
"Stamford Academy District","Eligible For Free Lunch",37,7,18.9,10,27.0
"Stamford Academy District","Eligible For Reduced Lunch","*","*","*","*","*"
"Stamford Academy District","Not Eligible For Lunch","*","*","*","*","*"
"Stamford School District","Eligible For Free Lunch",361,11,3.0,51,14.1
"Stamford School District","Eligible For Reduced Lunch",110,"*","*",9,8.2
"Stamford School District","Not Eligible For Lunch",718,"*","*",55,7.7
"Stonington School District","Eligible For Free Lunch","*","*","*","*","*"
"Stonington School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Stonington School District","Not Eligible For Lunch",190,"*","*","*","*"
"Stratford School District","Eligible For Free Lunch",118,"*","*","*","*"
"Stratford School District","Eligible For Reduced Lunch",56,"*","*","*","*"
"Stratford School District","Not Eligible For Lunch",405,8,2.0,27,6.7
"Suffield School District","Eligible For Free Lunch","*","*","*","*","*"
"Suffield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Suffield School District","Not Eligible For Lunch",204,"*","*","*","*"
"The Bridge Academy District","Eligible For Free Lunch",18,"*","*","*","*"
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",13,"*","*","*","*"
"The Gilbert School District","Eligible For Reduced Lunch",8,"*","*","*","*"
"The Gilbert School District","Not Eligible For Lunch",52,"*","*","*","*"
"Thomaston School District","Eligible For Free Lunch",7,"*","*","*","*"
"Thomaston School District","Eligible For Reduced Lunch",7,"*","*","*","*"
"Thomaston School District","Not Eligible For Lunch",90,"*","*","*","*"
"Thompson School District","Eligible For Free Lunch","*","*","*",6,40.0
"Thompson School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Thompson School District","Not Eligible For Lunch",79,"*","*","*","*"
"Tolland School District","Eligible For Free Lunch","*","*","*","*","*"
"Tolland School District","Not Eligible For Lunch","*","*","*","*","*"
"Torrington School District","Eligible For Free Lunch",58,"*","*",21,36.2
"Torrington School District","Eligible For Reduced Lunch",17,"*","*",6,35.3
"Torrington School District","Not Eligible For Lunch",211,"*","*",24,11.4
"Trumbull School District","Eligible For Free Lunch",12,"*","*","*","*"
"Trumbull School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"Trumbull School District","Not Eligible For Lunch",481,"*","*","*","*"
"Unified School District #1","Eligible For Free Lunch",497,28,5.6,452,90.9
"Unified School District #1","Eligible For Reduced Lunch",22,"*","*",20,90.9
"Unified School District #1","Not Eligible For Lunch",111,"*","*",105,94.6
"Unified School District #2","Eligible For Free Lunch",28,"*","*",9,32.1
"Unified School District #2","Eligible For Reduced Lunch","*","*","*","*","*"
"Unified School District #2","Not Eligible For Lunch","*","*","*","*","*"
"Vernon School District","Eligible For Free Lunch",54,"*","*","*","*"
"Vernon School District","Eligible For Reduced Lunch",14,"*","*","*","*"
"Vernon School District","Not Eligible For Lunch",223,"*","*",23,10.3
"Wallingford School District","Eligible For Free Lunch",26,"*","*","*","*"
"Wallingford School District","Eligible For Reduced Lunch",16,"*","*","*","*"
"Wallingford School District","Not Eligible For Lunch",519,11,2.1,39,7.5
"Waterbury School District","Eligible For Free Lunch",748,8,1.1,274,36.6
"Waterbury School District","Eligible For Reduced Lunch",140,"*","*",23,16.4
"Waterbury School District","Not Eligible For Lunch",415,"*","*",99,23.9
"Waterford School District","Eligible For Free Lunch","*","*","*","*","*"
"Waterford School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Waterford School District","Not Eligible For Lunch",254,"*","*",15,5.9
"Watertown School District","Eligible For Free Lunch",20,"*","*","*","*"
"Watertown School District","Eligible For Reduced Lunch",8,"*","*","*","*"
"Watertown School District","Not Eligible For Lunch",218,"*","*",15,6.9
"West Hartford School District","Eligible For Free Lunch",102,"*","*","*","*"
"West Hartford School District","Eligible For Reduced Lunch",29,"*","*","*","*"
"West Hartford School District","Not Eligible For Lunch",698,11,1.6,19,2.7
"West Haven School District","Eligible For Free Lunch",161,"*","*",63,39.1
"West Haven School District","Eligible For Reduced Lunch",40,"*","*",10,25.0
"West Haven School District","Not Eligible For Lunch",257,"*","*",52,20.2
"Westbrook School District","Eligible For Free Lunch","*","*","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Westbrook School District","Not Eligible For Lunch",71,"*","*","*","*"
"Weston School District","Eligible For Free Lunch","*","*","*","*","*"
"Weston School District","Not Eligible For Lunch","*","*","*","*","*"
"Westport School District","Eligible For Free Lunch","*","*","*","*","*"
"Westport School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Westport School District","Not Eligible For Lunch",465,7,1.5,"*","*"
"Wethersfield School District","Eligible For Free Lunch",28,"*","*","*","*"
"Wethersfield School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"Wethersfield School District","Not Eligible For Lunch",266,"*","*",13,4.9
"Wilton School District","Eligible For Free Lunch","*","*","*","*","*"
"Wilton School District","Not Eligible For Lunch","*","*","*","*","*"
"Windham School District","Eligible For Free Lunch",130,"*","*",58,44.6
"Windham School District","Eligible For Reduced Lunch",13,"*","*","*","*"
"Windham School District","Not Eligible For Lunch",117,"*","*","*","*"
"Windsor Locks School District","Eligible For Free Lunch",18,"*","*",6,33.3
"Windsor Locks School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Windsor Locks School District","Not Eligible For Lunch",109,6,5.5,"*","*"
"Windsor School District","Eligible For Free Lunch",66,"*","*","*","*"
"Windsor School District","Eligible For Reduced Lunch",31,"*","*","*","*"
"Windsor School District","Not Eligible For Lunch",255,6,2.4,21,8.2
"Wolcott School District","Eligible For Free Lunch",21,"*","*","*","*"
"Wolcott School District","Eligible For Reduced Lunch",17,"*","*","*","*"
"Wolcott School District","Not Eligible For Lunch",188,"*","*",6,3.2
"Woodstock Academy District","Eligible For Free Lunch","*","*","*","*","*"
"Woodstock Academy District","Eligible For Reduced Lunch","*","*","*","*","*"
"Woodstock Academy District","Not Eligible For Lunch",287,"*","*",15,5.2

