"Five-Year Graduation Rates, 2010-11"
"All Districts, Special Education Status"

"",,,"Non-Graduates",,,
"Groton School District","Non-Special Education",300,"*","*",45,15.0
"Groton School District","Special Education",34,"*","*",11,32.4
"Guilford School District","Non-Special Education",245,"*","*","*","*"
"Guilford School District","Special Education",26,"*","*","*","*"
"Hamden School District","Non-Special Education",508,"*","*",54,10.6
"Hamden School District","Special Education",76,"*","*",10,13.2
"Hartford School District","Non-Special Education",1326,16,1.2,353,26.6
"Hartford School District","Special Education",273,18,6.6,111,40.7
"Killingly School District","Non-Special Education",168,"*","*",36,21.4
"Killingly School District","Special Education",28,"*","*",11,39.3
"Lebanon School District","Non-Special Education",143,"*","*","*","*"
"Lebanon School District","Special Education",17,"*","*","*","*"
"Ledyard School District","Non-Special Education",207,"*","*","*","*"
"Ledyard School District","Special Education",25,"*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*"
"Litchfield School District","Non-Special Education",88,"*","*","*","*"
"Litchfield School District","Special Education",7,"*","*","*","*"
"Madison School District","Non-Special Education",287,"*","*","*","*"
"Madison School District","Special Education",30,"*","*","*","*"
"Manchester School District","Non-Special Education",454,"*","*",93,20.5
"Manchester School District","Special Education",78,"*","*",21,26.9
"Meriden School District","Non-Special Education",528,"*","*",117,22.2
"Meriden School District","Special Education",91,"*","*",25,27.5
"Middletown School District","Non-Special Education",294,"*","*",33,11.2
"Middletown School District","Special Education",54,"*","*",18,33.3
"Milford School District","Non-Special Education",419,7,1.7,"*","*"
"Milford School District","Special Education",74,10,13.5,"*","*"
"Monroe School District","Non-Special Education",341,"*","*","*","*"
"Monroe School District","Special Education",26,"*","*","*","*"
"Montville School District","Non-Special Education",180,"*","*","*","*"
"Montville School District","Special Education",24,"*","*","*","*"
"Naugatuck School District","Non-Special Education",322,"*","*",41,12.7
"Naugatuck School District","Special Education",47,"*","*",9,19.1
"New Britain School District","Non-Special Education",635,7,1.1,239,37.6
"New Britain School District","Special Education",117,16,13.7,45,38.5
"New Canaan School District","Non-Special Education",280,"*","*","*","*"
"New Canaan School District","Special Education",31,"*","*","*","*"
"New Fairfield School District","Non-Special Education",216,"*","*","*","*"
"New Fairfield School District","Special Education",24,"*","*","*","*"
"New Haven School District","Non-Special Education",1284,15,1.2,367,28.6
"New Haven School District","Special Education",152,21,13.8,44,28.9
"New London School District","Non-Special Education",217,"*","*",50,23.0
"New London School District","Special Education",49,"*","*",20,40.8
"New Milford School District","Non-Special Education",347,"*","*",25,7.2
"New Milford School District","Special Education",55,"*","*",16,29.1
"Newington School District","Non-Special Education",373,"*","*",26,7.0
"Newington School District","Special Education",39,"*","*",6,15.4
"Newtown School District","Non-Special Education",396,"*","*","*","*"
"Newtown School District","Special Education",48,"*","*","*","*"
"North Branford School District","Non-Special Education",166,"*","*","*","*"
"North Branford School District","Special Education",31,"*","*","*","*"
"North Haven School District","Non-Special Education",278,"*","*","*","*"
"North Haven School District","Special Education",29,"*","*","*","*"
"North Stonington School District","Non-Special Education",61,"*","*","*","*"
"North Stonington School District","Special Education",6,"*","*","*","*"
"Norwalk School District","Non-Special Education",776,"*","*",88,11.3
"Norwalk School District","Special Education",116,"*","*",16,13.8
"Norwich Free Academy District","Non-Special Education",534,"*","*",74,13.9
"Norwich Free Academy District","Special Education",94,"*","*",19,20.2
"Norwich School District","Non-Special Education",27,"*","*","*","*"
"Norwich School District","Special Education",9,"*","*","*","*"
"Old Saybrook School District","Non-Special Education",112,"*","*","*","*"
"Old Saybrook School District","Special Education",10,"*","*","*","*"
"Oxford School District","Non-Special Education",144,"*","*","*","*"
"Oxford School District","Special Education",11,"*","*","*","*"
"Plainfield School District","Non-Special Education",192,"*","*","*","*"
"Plainfield School District","Special Education",38,"*","*","*","*"
"Plainville School District","Non-Special Education",204,"*","*","*","*"
"Plainville School District","Special Education",29,"*","*","*","*"
"Plymouth School District","Non-Special Education",129,"*","*","*","*"
"Plymouth School District","Special Education",10,"*","*","*","*"
"Portland School District","Non-Special Education",88,"*","*","*","*"
"Portland School District","Special Education",9,"*","*","*","*"
"Putnam School District","Non-Special Education",56,"*","*","*","*"
"Putnam School District","Special Education",17,"*","*","*","*"
"Regional School District 01","Non-Special Education",122,"*","*","*","*"
"Regional School District 01","Special Education",16,"*","*","*","*"
"Regional School District 04","Non-Special Education",148,"*","*","*","*"
"Regional School District 04","Special Education",23,"*","*","*","*"
"Regional School District 05","Non-Special Education",369,"*","*","*","*"
"Regional School District 05","Special Education",41,"*","*","*","*"
"Regional School District 06","Non-Special Education",89,"*","*","*","*"
"Regional School District 06","Special Education",15,"*","*","*","*"
"Regional School District 07","Non-Special Education",183,"*","*","*","*"
"Regional School District 07","Special Education",26,"*","*","*","*"
"Regional School District 08","Non-Special Education",239,"*","*","*","*"
"Regional School District 08","Special Education",29,"*","*","*","*"
"Regional School District 09","Non-Special Education",184,"*","*","*","*"
"Regional School District 09","Special Education",37,"*","*","*","*"
"Regional School District 10","Non-Special Education",160,"*","*","*","*"
"Regional School District 10","Special Education",15,"*","*","*","*"
"Regional School District 11","Non-Special Education","*","*","*","*","*"
"Regional School District 11","Special Education","*","*","*","*","*"
"Regional School District 12","Non-Special Education",81,"*","*","*","*"
"Regional School District 12","Special Education",12,"*","*","*","*"
"Regional School District 13","Non-Special Education",125,"*","*","*","*"
"Regional School District 13","Special Education",16,"*","*","*","*"
"Regional School District 14","Non-Special Education",201,"*","*","*","*"
"Regional School District 14","Special Education",17,"*","*","*","*"
"Regional School District 15","Non-Special Education",349,"*","*","*","*"
"Regional School District 15","Special Education",40,"*","*","*","*"
"Regional School District 16","Non-Special Education",182,"*","*","*","*"
"Regional School District 16","Special Education",15,"*","*","*","*"
"Regional School District 17","Non-Special Education",158,"*","*","*","*"
"Regional School District 17","Special Education",22,"*","*","*","*"
"Regional School District 18","Non-Special Education",121,"*","*","*","*"
"Regional School District 18","Special Education",14,"*","*","*","*"
"Regional School District 19","Non-Special Education",247,"*","*","*","*"
"Regional School District 19","Special Education",37,"*","*","*","*"
"Ridgefield School District","Non-Special Education",386,"*","*","*","*"
"Ridgefield School District","Special Education",48,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",169,"*","*","*","*"
"Rocky Hill School District","Special Education",7,"*","*","*","*"
"Seymour School District","Non-Special Education",178,"*","*","*","*"
"Seymour School District","Special Education",11,"*","*","*","*"
"Shelton School District","Non-Special Education",368,"*","*",18,4.9
"Shelton School District","Special Education",31,"*","*",7,22.6
"Simsbury School District","Non-Special Education",328,"*","*","*","*"
"Simsbury School District","Special Education",30,"*","*","*","*"
"Somers School District","Non-Special Education",131,"*","*","*","*"
"Somers School District","Special Education",13,"*","*","*","*"
"South Windsor School District","Non-Special Education",378,"*","*",21,5.6
"South Windsor School District","Special Education",47,"*","*",7,14.9
"Southington School District","Non-Special Education",481,"*","*","*","*"
"Southington School District","Special Education",62,"*","*","*","*"
"Stafford School District","Non-Special Education",122,"*","*","*","*"
"Stafford School District","Special Education",14,"*","*","*","*"
"Stamford Academy District","Non-Special Education",42,"*","*",8,19.0
"Stamford Academy District","Special Education",10,"*","*",6,60.0
"Stamford School District","Non-Special Education",1069,9,0.8,101,9.4
"Stamford School District","Special Education",120,11,9.2,14,11.7
"Stonington School District","Non-Special Education",184,"*","*","*","*"
"Stonington School District","Special Education",28,"*","*","*","*"
"Stratford School District","Non-Special Education",517,"*","*",38,7.4
"Stratford School District","Special Education",62,"*","*",9,14.5
"Suffield School District","Non-Special Education",202,"*","*","*","*"
"Suffield School District","Special Education",13,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*"
"The Gilbert School District","Non-Special Education",63,"*","*","*","*"
"The Gilbert School District","Special Education",10,"*","*","*","*"
"Thomaston School District","Non-Special Education",79,"*","*","*","*"
"Thomaston School District","Special Education",25,"*","*","*","*"
"Thompson School District","Non-Special Education",89,"*","*","*","*"
"Thompson School District","Special Education",6,"*","*","*","*"
"Tolland School District","Non-Special Education",208,"*","*","*","*"
"Tolland School District","Special Education",16,"*","*","*","*"
"Torrington School District","Non-Special Education",253,"*","*",39,15.4
"Torrington School District","Special Education",33,"*","*",12,36.4
"Trumbull School District","Non-Special Education",466,"*","*","*","*"
"Trumbull School District","Special Education",36,"*","*","*","*"
"Unified School District #1","Non-Special Education",459,17,3.7,434,94.6
"Unified School District #1","Special Education",171,13,7.6,143,83.6
"Unified School District #2","Non-Special Education",16,"*","*",9,56.3
"Unified School District #2","Special Education",22,"*","*",6,27.3
"Vernon School District","Non-Special Education",260,"*","*",36,13.8
"Vernon School District","Special Education",31,"*","*",6,19.4
"Wallingford School District","Non-Special Education",495,"*","*",41,8.3
"Wallingford School District","Special Education",66,"*","*",7,10.6
"Waterbury School District","Non-Special Education",1132,"*","*",339,29.9
"Waterbury School District","Special Education",171,"*","*",57,33.3
"Waterford School District","Non-Special Education",254,"*","*","*","*"
"Waterford School District","Special Education",17,"*","*","*","*"
"Watertown School District","Non-Special Education",215,"*","*",10,4.7
"Watertown School District","Special Education",31,"*","*",9,29.0
"West Hartford School District","Non-Special Education",728,"*","*",34,4.7
"West Hartford School District","Special Education",101,"*","*",9,8.9
"West Haven School District","Non-Special Education",419,"*","*",115,27.4
"West Haven School District","Special Education",39,"*","*",10,25.6
"Westbrook School District","Non-Special Education",68,"*","*","*","*"
"Westbrook School District","Special Education",7,"*","*","*","*"
"Weston School District","Non-Special Education",182,"*","*","*","*"
"Weston School District","Special Education",13,"*","*","*","*"
"Westport School District","Non-Special Education",419,"*","*","*","*"
"Westport School District","Special Education",56,"*","*","*","*"
"Wethersfield School District","Non-Special Education",281,"*","*","*","*"
"Wethersfield School District","Special Education",24,"*","*","*","*"
"Wilton School District","Non-Special Education",279,"*","*","*","*"
"Wilton School District","Special Education",27,"*","*","*","*"
"Windham School District","Non-Special Education",213,"*","*",59,27.7
"Windham School District","Special Education",47,"*","*",14,29.8
"Windsor Locks School District","Non-Special Education",120,"*","*","*","*"
"Windsor Locks School District","Special Education",13,"*","*","*","*"
"Windsor School District","Non-Special Education",308,"*","*","*","*"
"Windsor School District","Special Education",44,"*","*","*","*"
"Wolcott School District","Non-Special Education",207,"*","*","*","*"
"Wolcott School District","Special Education",19,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",275,"*","*","*","*"
"Woodstock Academy District","Special Education",24,"*","*","*","*"

