"Five-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Non-Graduates",,,
"East Haddam School District","Eligible For Reduced Lunch","*","*","*","*","*"
"East Haddam School District","Not Eligible For Lunch",87,"*","*","*","*"
"East Hampton School District","Eligible For Free Lunch",8,"*","*","*","*"
"East Hampton School District","Eligible For Reduced Lunch",14,"*","*","*","*"
"East Hampton School District","Not Eligible For Lunch",142,"*","*","*","*"
"East Hartford School District","Eligible For Free Lunch",297,7,2.4,63,21.2
"East Hartford School District","Eligible For Reduced Lunch",108,"*","*",11,10.2
"East Hartford School District","Not Eligible For Lunch",174,"*","*",14,8.0
"East Haven School District","Eligible For Free Lunch",77,"*","*",24,31.2
"East Haven School District","Eligible For Reduced Lunch",35,"*","*",7,20.0
"East Haven School District","Not Eligible For Lunch",113,"*","*",19,16.8
"East Lyme School District","Eligible For Free Lunch",19,"*","*","*","*"
"East Lyme School District","Eligible For Reduced Lunch",18,"*","*","*","*"
"East Lyme School District","Not Eligible For Lunch",265,"*","*",9,3.4
"East Windsor School District","Eligible For Free Lunch",22,"*","*","*","*"
"East Windsor School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"East Windsor School District","Not Eligible For Lunch",55,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch",18,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch",12,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",55,"*","*",7,12.7
"Ellington School District","Eligible For Free Lunch",12,"*","*","*","*"
"Ellington School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Ellington School District","Not Eligible For Lunch",182,"*","*",7,3.8
"Elm City College Preparatory School District","Eligible For Free Lunch",11,"*","*","*","*"
"Elm City College Preparatory School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Elm City College Preparatory School District","Not Eligible For Lunch","*","*","*","*","*"
"Enfield School District","Eligible For Free Lunch",110,"*","*",28,25.5
"Enfield School District","Eligible For Reduced Lunch",41,"*","*",6,14.6
"Enfield School District","Not Eligible For Lunch",362,"*","*",22,6.1
"Explorations District","Eligible For Free Lunch","*","*","*",8,72.7
"Explorations District","Eligible For Reduced Lunch","*","*","*","*","*"
"Explorations District","Not Eligible For Lunch",15,"*","*","*","*"
"Fairfield School District","Eligible For Free Lunch",58,"*","*","*","*"
"Fairfield School District","Eligible For Reduced Lunch",25,"*","*","*","*"
"Fairfield School District","Not Eligible For Lunch",609,"*","*",11,1.8
"Farmington School District","Eligible For Free Lunch",22,"*","*","*","*"
"Farmington School District","Eligible For Reduced Lunch",14,"*","*","*","*"
"Farmington School District","Not Eligible For Lunch",269,"*","*","*","*"
"Glastonbury School District","Eligible For Free Lunch",30,"*","*","*","*"
"Glastonbury School District","Eligible For Reduced Lunch",17,"*","*","*","*"
"Glastonbury School District","Not Eligible For Lunch",466,"*","*",7,1.5
"Granby School District","Eligible For Free Lunch","*","*","*","*","*"
"Granby School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Granby School District","Not Eligible For Lunch",178,"*","*","*","*"
"Greenwich School District","Eligible For Free Lunch",63,"*","*","*","*"
"Greenwich School District","Eligible For Reduced Lunch",31,"*","*","*","*"
"Greenwich School District","Not Eligible For Lunch",548,"*","*",19,3.5
"Griswold School District","Eligible For Free Lunch",42,"*","*","*","*"
"Griswold School District","Eligible For Reduced Lunch",21,"*","*","*","*"
"Griswold School District","Not Eligible For Lunch",123,"*","*",9,7.3
"Groton School District","Eligible For Free Lunch",111,"*","*",26,23.4
"Groton School District","Eligible For Reduced Lunch",31,"*","*",8,25.8
"Groton School District","Not Eligible For Lunch",205,"*","*",20,9.8
"Guilford School District","Eligible For Free Lunch",16,"*","*","*","*"
"Guilford School District","Eligible For Reduced Lunch",13,"*","*","*","*"
"Guilford School District","Not Eligible For Lunch",257,"*","*","*","*"
"Hamden School District","Eligible For Free Lunch",161,"*","*",27,16.8
"Hamden School District","Eligible For Reduced Lunch",58,"*","*","*","*"
"Hamden School District","Not Eligible For Lunch",297,7,2.4,"*","*"
"Hartford School District","Eligible For Free Lunch",1185,22,1.9,324,27.3
"Hartford School District","Eligible For Reduced Lunch",96,"*","*",6,6.3
"Hartford School District","Not Eligible For Lunch",114,"*","*",10,8.8
"Killingly School District","Eligible For Free Lunch",59,"*","*",18,30.5
"Killingly School District","Eligible For Reduced Lunch",25,"*","*","*","*"
"Killingly School District","Not Eligible For Lunch",101,"*","*","*","*"
"Lebanon School District","Eligible For Free Lunch",9,"*","*","*","*"
"Lebanon School District","Eligible For Reduced Lunch",7,"*","*","*","*"
"Lebanon School District","Not Eligible For Lunch",113,"*","*",8,7.1
"Ledyard School District","Eligible For Free Lunch",22,"*","*","*","*"
"Ledyard School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Ledyard School District","Not Eligible For Lunch",182,"*","*",7,3.8
"Lisbon School District","Eligible For Free Lunch","*","*","*","*","*"
"Lisbon School District","Not Eligible For Lunch","*","*","*","*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Litchfield School District","Not Eligible For Lunch",89,"*","*","*","*"
"Madison School District","Eligible For Free Lunch","*","*","*","*","*"
"Madison School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Madison School District","Not Eligible For Lunch",323,"*","*","*","*"
"Manchester School District","Eligible For Free Lunch",211,"*","*",62,29.4
"Manchester School District","Eligible For Reduced Lunch",70,"*","*",14,20.0
"Manchester School District","Not Eligible For Lunch",231,"*","*",24,10.4
"Meriden School District","Eligible For Free Lunch",352,10,2.8,113,32.1
"Meriden School District","Eligible For Reduced Lunch",58,"*","*",10,17.2
"Meriden School District","Not Eligible For Lunch",213,"*","*",25,11.7
"Middletown School District","Eligible For Free Lunch",120,"*","*",25,20.8
"Middletown School District","Eligible For Reduced Lunch",35,"*","*",6,17.1
"Middletown School District","Not Eligible For Lunch",186,"*","*",17,9.1
"Milford School District","Eligible For Free Lunch",89,"*","*",16,18.0
"Milford School District","Eligible For Reduced Lunch",56,"*","*",7,12.5
"Milford School District","Not Eligible For Lunch",366,"*","*",13,3.6
"Monroe School District","Eligible For Free Lunch",20,"*","*","*","*"
"Monroe School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"Monroe School District","Not Eligible For Lunch",308,"*","*","*","*"
"Montville School District","Eligible For Free Lunch",42,"*","*",12,28.6
"Montville School District","Eligible For Reduced Lunch",27,"*","*",6,22.2
"Montville School District","Not Eligible For Lunch",152,"*","*",9,5.9
"Naugatuck School District","Eligible For Free Lunch",108,"*","*",25,23.1
"Naugatuck School District","Eligible For Reduced Lunch",46,"*","*",9,19.6
"Naugatuck School District","Not Eligible For Lunch",215,"*","*",13,6.0
"New Britain School District","Eligible For Free Lunch",413,7,1.7,156,37.8
"New Britain School District","Eligible For Reduced Lunch",93,"*","*",19,20.4
"New Britain School District","Not Eligible For Lunch",162,"*","*",26,16.0
"New Canaan School District","Eligible For Reduced Lunch","*","*","*","*","*"
"New Canaan School District","Not Eligible For Lunch","*","*","*","*","*"
"New Fairfield School District","Eligible For Free Lunch",16,"*","*","*","*"
"New Fairfield School District","Eligible For Reduced Lunch",17,"*","*","*","*"
"New Fairfield School District","Not Eligible For Lunch",199,"*","*","*","*"
"New Haven School District","Eligible For Free Lunch",905,13,1.4,241,26.6
"New Haven School District","Eligible For Reduced Lunch",216,"*","*",26,12.0
"New Haven School District","Not Eligible For Lunch",208,"*","*",43,20.7
"New London School District","Eligible For Free Lunch",197,"*","*",56,28.4
"New London School District","Eligible For Reduced Lunch",24,"*","*","*","*"
"New London School District","Not Eligible For Lunch",19,"*","*","*","*"
"New Milford School District","Eligible For Free Lunch",38,"*","*","*","*"
"New Milford School District","Eligible For Reduced Lunch",22,"*","*","*","*"
"New Milford School District","Not Eligible For Lunch",331,"*","*",17,5.1
"Newington School District","Eligible For Free Lunch",35,"*","*","*","*"
"Newington School District","Eligible For Reduced Lunch",29,"*","*","*","*"
"Newington School District","Not Eligible For Lunch",271,6,2.2,12,4.4
"Newtown School District","Eligible For Free Lunch",15,"*","*","*","*"
"Newtown School District","Eligible For Reduced Lunch",8,"*","*","*","*"
"Newtown School District","Not Eligible For Lunch",381,"*","*",11,2.9
"North Branford School District","Eligible For Free Lunch",11,"*","*","*","*"
"North Branford School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"North Branford School District","Not Eligible For Lunch",142,"*","*",7,4.9
"North Haven School District","Eligible For Free Lunch",27,"*","*","*","*"
"North Haven School District","Eligible For Reduced Lunch",15,"*","*","*","*"
"North Haven School District","Not Eligible For Lunch",249,6,2.4,"*","*"
"North Stonington School District","Eligible For Free Lunch","*","*","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch","*","*","*","*","*"
"North Stonington School District","Not Eligible For Lunch",45,"*","*","*","*"
"Norwalk School District","Eligible For Free Lunch",282,"*","*",53,18.8
"Norwalk School District","Eligible For Reduced Lunch",95,"*","*",16,16.8
"Norwalk School District","Not Eligible For Lunch",495,"*","*",34,6.9
"Norwich Free Academy District","Eligible For Free Lunch",127,"*","*","*","*"
"Norwich Free Academy District","Eligible For Reduced Lunch",32,"*","*","*","*"
"Norwich Free Academy District","Not Eligible For Lunch",477,"*","*",41,8.6
"Norwich School District","Eligible For Free Lunch",34,"*","*",26,76.5
"Norwich School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Norwich School District","Not Eligible For Lunch","*","*","*","*","*"
"Old Saybrook School District","Eligible For Free Lunch","*","*","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",130,"*","*","*","*"
"Oxford School District","Eligible For Free Lunch",9,"*","*","*","*"
"Oxford School District","Eligible For Reduced Lunch",7,"*","*","*","*"
"Oxford School District","Not Eligible For Lunch",130,"*","*",6,4.6
"Plainfield School District","Eligible For Free Lunch",49,"*","*",10,20.4
"Plainfield School District","Eligible For Reduced Lunch",23,"*","*","*","*"
"Plainfield School District","Not Eligible For Lunch",129,"*","*","*","*"
"Plainville School District","Eligible For Free Lunch",36,"*","*","*","*"
"Plainville School District","Eligible For Reduced Lunch",26,"*","*","*","*"
"Plainville School District","Not Eligible For Lunch",143,"*","*","*","*"
"Plymouth School District","Eligible For Free Lunch",29,"*","*",6,20.7
"Plymouth School District","Eligible For Reduced Lunch",15,"*","*","*","*"
"Plymouth School District","Not Eligible For Lunch",95,"*","*","*","*"
"Portland School District","Eligible For Free Lunch","*","*","*","*","*"
"Portland School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Portland School District","Not Eligible For Lunch",69,"*","*","*","*"
"Putnam School District","Eligible For Free Lunch",26,"*","*","*","*"
"Putnam School District","Eligible For Reduced Lunch",13,"*","*","*","*"
"Putnam School District","Not Eligible For Lunch",30,"*","*","*","*"
"Regional School District 01","Eligible For Free Lunch",9,"*","*","*","*"
"Regional School District 01","Eligible For Reduced Lunch",16,"*","*","*","*"
"Regional School District 01","Not Eligible For Lunch",115,"*","*",6,5.2
"Regional School District 04","Eligible For Free Lunch",9,"*","*","*","*"
"Regional School District 04","Eligible For Reduced Lunch",8,"*","*","*","*"
"Regional School District 04","Not Eligible For Lunch",142,"*","*",7,4.9
"Regional School District 05","Eligible For Free Lunch",12,"*","*","*","*"
"Regional School District 05","Eligible For Reduced Lunch",11,"*","*","*","*"
"Regional School District 05","Not Eligible For Lunch",411,"*","*",9,2.2
"Regional School District 06","Eligible For Free Lunch",6,"*","*","*","*"
"Regional School District 06","Eligible For Reduced Lunch",6,"*","*","*","*"
"Regional School District 06","Not Eligible For Lunch",75,"*","*","*","*"
"Regional School District 07","Eligible For Free Lunch",15,"*","*","*","*"
"Regional School District 07","Eligible For Reduced Lunch",6,"*","*","*","*"
"Regional School District 07","Not Eligible For Lunch",182,"*","*","*","*"
"Regional School District 08","Eligible For Free Lunch",11,"*","*","*","*"
"Regional School District 08","Eligible For Reduced Lunch",10,"*","*","*","*"
"Regional School District 08","Not Eligible For Lunch",275,"*","*",11,4.0
"Regional School District 09","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 09","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 09","Not Eligible For Lunch",228,"*","*","*","*"
"Regional School District 10","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 10","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 10","Not Eligible For Lunch",217,"*","*","*","*"
"Regional School District 11","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 11","Not Eligible For Lunch",26,"*","*","*","*"
"Regional School District 12","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 12","Not Eligible For Lunch",63,"*","*",8,12.7
"Regional School District 13","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 13","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 13","Not Eligible For Lunch",136,"*","*","*","*"
"Regional School District 14","Eligible For Free Lunch",7,"*","*","*","*"
"Regional School District 14","Eligible For Reduced Lunch",6,"*","*","*","*"
"Regional School District 14","Not Eligible For Lunch",183,"*","*","*","*"
"Regional School District 15","Eligible For Free Lunch",11,"*","*","*","*"
"Regional School District 15","Eligible For Reduced Lunch",8,"*","*","*","*"
"Regional School District 15","Not Eligible For Lunch",308,"*","*",9,2.9
"Regional School District 16","Eligible For Free Lunch",18,"*","*","*","*"
"Regional School District 16","Eligible For Reduced Lunch",16,"*","*","*","*"
"Regional School District 16","Not Eligible For Lunch",161,"*","*","*","*"
"Regional School District 17","Eligible For Free Lunch",11,"*","*","*","*"
"Regional School District 17","Eligible For Reduced Lunch",8,"*","*","*","*"
"Regional School District 17","Not Eligible For Lunch",170,"*","*",6,3.5
"Regional School District 18","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 18","Not Eligible For Lunch",94,"*","*","*","*"
"Regional School District 19","Eligible For Free Lunch",28,"*","*","*","*"
"Regional School District 19","Eligible For Reduced Lunch",15,"*","*","*","*"
"Regional School District 19","Not Eligible For Lunch",259,"*","*",15,5.8
"Ridgefield School District","Eligible For Free Lunch","*","*","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",423,"*","*","*","*"
"Rocky Hill School District","Eligible For Free Lunch",17,"*","*","*","*"
"Rocky Hill School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"Rocky Hill School District","Not Eligible For Lunch",183,"*","*",6,3.3
"Seymour School District","Eligible For Free Lunch",29,"*","*","*","*"
"Seymour School District","Eligible For Reduced Lunch",12,"*","*","*","*"
"Seymour School District","Not Eligible For Lunch",112,"*","*",6,5.4
"Shelton School District","Eligible For Free Lunch",52,"*","*","*","*"
"Shelton School District","Eligible For Reduced Lunch",27,"*","*","*","*"
"Shelton School District","Not Eligible For Lunch",348,"*","*",11,3.2
"Simsbury School District","Eligible For Free Lunch",24,"*","*","*","*"
"Simsbury School District","Eligible For Reduced Lunch",8,"*","*","*","*"
"Simsbury School District","Not Eligible For Lunch",375,"*","*","*","*"
"Somers School District","Eligible For Free Lunch","*","*","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Somers School District","Not Eligible For Lunch",131,"*","*","*","*"
"South Windsor School District","Eligible For Free Lunch",24,"*","*","*","*"
"South Windsor School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"South Windsor School District","Not Eligible For Lunch",349,"*","*","*","*"
"Southington School District","Eligible For Free Lunch",57,"*","*","*","*"
"Southington School District","Eligible For Reduced Lunch",26,"*","*","*","*"
"Southington School District","Not Eligible For Lunch",412,6,1.5,8,1.9
"Stafford School District","Eligible For Free Lunch",21,"*","*","*","*"
"Stafford School District","Eligible For Reduced Lunch",24,"*","*","*","*"
"Stafford School District","Not Eligible For Lunch",95,"*","*",8,8.4
"Stamford Academy District","Eligible For Free Lunch",30,"*","*",12,40.0
"Stamford Academy District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Stamford Academy District","Not Eligible For Lunch",8,"*","*","*","*"
"Stamford School District","Eligible For Free Lunch",457,"*","*",67,14.7
"Stamford School District","Eligible For Reduced Lunch",155,"*","*",10,6.5
"Stamford School District","Not Eligible For Lunch",564,6,1.1,34,6.0
"Stonington School District","Eligible For Free Lunch",17,"*","*","*","*"
"Stonington School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"Stonington School District","Not Eligible For Lunch",153,"*","*","*","*"
"Stratford School District","Eligible For Free Lunch",166,"*","*",26,15.7
"Stratford School District","Eligible For Reduced Lunch",79,"*","*",10,12.7
"Stratford School District","Not Eligible For Lunch",336,6,1.8,16,4.8
"Suffield School District","Eligible For Free Lunch",13,"*","*","*","*"
"Suffield School District","Eligible For Reduced Lunch",9,"*","*","*","*"
"Suffield School District","Not Eligible For Lunch",184,"*","*",8,4.3
"The Bridge Academy District","Eligible For Free Lunch",29,"*","*",6,20.7
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",23,"*","*","*","*"
"The Gilbert School District","Eligible For Reduced Lunch",12,"*","*","*","*"
"The Gilbert School District","Not Eligible For Lunch",54,"*","*","*","*"
"Thomaston School District","Eligible For Free Lunch",13,"*","*","*","*"
"Thomaston School District","Eligible For Reduced Lunch",10,"*","*","*","*"
"Thomaston School District","Not Eligible For Lunch",70,"*","*","*","*"
"Thompson School District","Eligible For Free Lunch",21,"*","*","*","*"
"Thompson School District","Eligible For Reduced Lunch",11,"*","*","*","*"
"Thompson School District","Not Eligible For Lunch",69,"*","*","*","*"
"Tolland School District","Eligible For Free Lunch","*","*","*","*","*"
"Tolland School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Tolland School District","Not Eligible For Lunch",218,"*","*","*","*"
"Torrington School District","Eligible For Free Lunch",93,"*","*",28,30.1
"Torrington School District","Eligible For Reduced Lunch",34,"*","*",8,23.5
"Torrington School District","Not Eligible For Lunch",175,"*","*",12,6.9
"Trumbull School District","Eligible For Free Lunch",27,"*","*","*","*"
"Trumbull School District","Eligible For Reduced Lunch",21,"*","*","*","*"
"Trumbull School District","Not Eligible For Lunch",494,"*","*",8,1.6
"Unified School District #1","Eligible For Free Lunch",615,"*","*",596,96.9
"Unified School District #1","Eligible For Reduced Lunch",36,"*","*",33,91.7
"Unified School District #1","Not Eligible For Lunch",80,"*","*",76,95.0
"Unified School District #2","Eligible For Free Lunch",26,"*","*","*","*"
"Unified School District #2","Not Eligible For Lunch",8,"*","*","*","*"
"Vernon School District","Eligible For Free Lunch",74,"*","*",17,23.0
"Vernon School District","Eligible For Reduced Lunch",17,"*","*","*","*"
"Vernon School District","Not Eligible For Lunch",171,"*","*","*","*"
"Wallingford School District","Eligible For Free Lunch",60,"*","*","*","*"
"Wallingford School District","Eligible For Reduced Lunch",18,"*","*","*","*"
"Wallingford School District","Not Eligible For Lunch",459,7,1.5,17,3.7
"Waterbury School District","Eligible For Free Lunch",890,9,1.0,325,36.5
"Waterbury School District","Eligible For Reduced Lunch",163,"*","*",30,18.4
"Waterbury School District","Not Eligible For Lunch",211,"*","*",49,23.2
"Waterford School District","Eligible For Free Lunch",26,"*","*","*","*"
"Waterford School District","Eligible For Reduced Lunch",16,"*","*","*","*"
"Waterford School District","Not Eligible For Lunch",200,"*","*",8,4.0
"Watertown School District","Eligible For Free Lunch",31,"*","*",7,22.6
"Watertown School District","Eligible For Reduced Lunch",26,"*","*","*","*"
"Watertown School District","Not Eligible For Lunch",177,"*","*","*","*"
"West Hartford School District","Eligible For Free Lunch",135,"*","*",18,13.3
"West Hartford School District","Eligible For Reduced Lunch",37,"*","*","*","*"
"West Hartford School District","Not Eligible For Lunch",580,"*","*","*","*"
"West Haven School District","Eligible For Free Lunch",175,"*","*",56,32.0
"West Haven School District","Eligible For Reduced Lunch",66,"*","*",14,21.2
"West Haven School District","Not Eligible For Lunch",146,"*","*",23,15.8
"Westbrook School District","Eligible For Free Lunch","*","*","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Westbrook School District","Not Eligible For Lunch",70,"*","*","*","*"
"Weston School District","Eligible For Free Lunch","*","*","*","*","*"
"Weston School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Weston School District","Not Eligible For Lunch",182,"*","*","*","*"
"Westport School District","Eligible For Free Lunch",11,"*","*","*","*"
"Westport School District","Eligible For Reduced Lunch",6,"*","*","*","*"
"Westport School District","Not Eligible For Lunch",411,"*","*","*","*"
"Wethersfield School District","Eligible For Free Lunch",27,"*","*","*","*"
"Wethersfield School District","Eligible For Reduced Lunch",27,"*","*","*","*"
"Wethersfield School District","Not Eligible For Lunch",237,"*","*",10,4.2
"Wilton School District","Eligible For Free Lunch","*","*","*","*","*"
"Wilton School District","Not Eligible For Lunch","*","*","*","*","*"
"Windham School District","Eligible For Free Lunch",101,"*","*",33,32.7
"Windham School District","Eligible For Reduced Lunch",30,"*","*","*","*"
"Windham School District","Not Eligible For Lunch",52,"*","*","*","*"
"Windsor Locks School District","Eligible For Free Lunch",30,"*","*","*","*"
"Windsor Locks School District","Eligible For Reduced Lunch",21,"*","*","*","*"
"Windsor Locks School District","Not Eligible For Lunch",97,"*","*","*","*"
"Windsor School District","Eligible For Free Lunch",67,"*","*",14,20.9
"Windsor School District","Eligible For Reduced Lunch",37,"*","*","*","*"
"Windsor School District","Not Eligible For Lunch",215,"*","*","*","*"
"Wolcott School District","Eligible For Free Lunch",28,"*","*","*","*"
"Wolcott School District","Eligible For Reduced Lunch",32,"*","*","*","*"
"Wolcott School District","Not Eligible For Lunch",159,"*","*","*","*"
"Woodstock Academy District","Eligible For Free Lunch",6,"*","*","*","*"
"Woodstock Academy District","Eligible For Reduced Lunch",30,"*","*","*","*"
"Woodstock Academy District","Not Eligible For Lunch",250,"*","*","*","*"

