"Five-Year Graduation Rates, Trend"
"All Districts, Special Education Status"

"Common Ground High School District","Non-Special Education",90.0,"*","*","*"
"Common Ground High School District","Special Education",75.0,"*","*","*"
"Connecticut Technical High School System","Non-Special Education",94.2,96.5,96.9,96.6
"Connecticut Technical High School System","Special Education",95.1,98.2,98.1,96.1
"Coventry School District","Non-Special Education",95.5,93.5,93.3,99.1
"Coventry School District","Special Education",65.0,84.6,73.7,90.9
"Cromwell School District","Non-Special Education",98.6,98.5,96.0,"*"
"Cromwell School District","Special Education",69.6,57.1,82.4,"*"
"Danbury School District","Non-Special Education",82.8,86.3,85.8,86.1
"Danbury School District","Special Education",69.3,70.4,61.3,67.1
"Darien School District","Non-Special Education",97.3,97.8,98.9,99.3
"Darien School District","Special Education",94.4,93.0,87.2,87.9
"Department of Mental Health and Addiction Services","Non-Special Education","N/A","N/A","*","N/A"
"Department of Mental Health and Addiction Services","Special Education","N/A","N/A","*","*"
"Derby School District","Non-Special Education",80.9,83.0,"*",88.5
"Derby School District","Special Education",75.0,50.0,"*",73.3
"East Granby School District","Non-Special Education",98.6,98.0,98.4,"*"
"East Granby School District","Special Education",85.7,88.9,66.7,"*"
"East Haddam School District","Non-Special Education","*",93.5,97.6,97.7
"East Haddam School District","Special Education","*",90.9,92.9,77.8
"East Hampton School District","Non-Special Education",94.4,97.4,99.2,98.2
"East Hampton School District","Special Education",64.3,60.0,66.7,85.7
"East Hartford School District","Non-Special Education",86.3,85.9,87.0,85.9
"East Hartford School District","Special Education",69.5,69.4,64.3,73.8
"East Haven School District","Non-Special Education",88.6,81.1,79.6,85.7
"East Haven School District","Special Education",60.7,51.4,50.0,67.6
"East Lyme School District","Non-Special Education",97.6,96.8,98.9,97.9
"East Lyme School District","Special Education",97.2,80.4,75.0,73.0
"East Windsor School District","Non-Special Education",87.3,90.9,89.5,93.5
"East Windsor School District","Special Education",100.0,81.8,73.7,94.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education","*",84.6,88.1,78.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education","*",75.0,66.7,76.9
"Ellington School District","Non-Special Education",94.6,96.1,95.0,97.1
"Ellington School District","Special Education",100.0,63.6,89.5,86.4
"Elm City College Preparatory School District","Non-Special Education","N/A","*",76.9,"*"
"Elm City College Preparatory School District","Special Education","N/A","*","N/A","*"
"Enfield School District","Non-Special Education",88.4,92.0,92.9,91.2
"Enfield School District","Special Education",66.0,63.2,75.4,71.0
"Explorations District","Non-Special Education",71.4,"*","*",76.5
"Explorations District","Special Education",66.7,"*","*",88.9
"Fairfield School District","Non-Special Education",97.7,97.3,96.8,97.7
"Fairfield School District","Special Education",78.9,90.4,74.4,77.5
"Farmington School District","Non-Special Education",96.1,97.8,99.3,100.0
"Farmington School District","Special Education",90.0,77.4,75.0,82.5
"Glastonbury School District","Non-Special Education",99.0,99.6,99.4,99.6
"Glastonbury School District","Special Education",87.1,79.7,82.8,76.5
"Granby School District","Non-Special Education",97.8,98.8,98.9,97.8
"Granby School District","Special Education",100.0,95.2,69.2,85.7
"Greenwich School District","Non-Special Education",98.4,96.9,97.6,98.3
"Greenwich School District","Special Education",86.2,86.0,89.7,92.9
"Griswold School District","Non-Special Education",88.2,89.8,92.6,91.5
"Griswold School District","Special Education",39.1,75.9,73.7,69.0
"Groton School District","Non-Special Education",85.0,84.6,87.1,87.6
"Groton School District","Special Education",52.9,65.9,59.6,71.4
"Guilford School District","Non-Special Education",96.3,100.0,96.7,97.6
"Guilford School District","Special Education",92.3,88.6,81.6,74.2
"Hamden School District","Non-Special Education",89.2,91.7,90.4,95.9
"Hamden School District","Special Education",73.7,75.9,84.4,64.1
"Hartford School District","Non-Special Education",72.2,78.6,80.2,81.1
"Hartford School District","Special Education",52.0,55.5,57.0,60.6
"Killingly School District","Non-Special Education",77.4,84.7,82.7,86.4
"Killingly School District","Special Education",50.0,78.6,50.0,72.7
"Learn","Non-Special Education","N/A","N/A",91.4,95.7
"Learn","Special Education","N/A","N/A",100.0,80.0
"Lebanon School District","Non-Special Education",94.4,93.0,93.6,96.8
"Lebanon School District","Special Education",82.4,73.3,100.0,70.0
"Ledyard School District","Non-Special Education",93.2,94.5,92.6,98.0
"Ledyard School District","Special Education",76.0,85.2,75.9,83.7
"Lisbon School District","Non-Special Education","N/A","*","*","*"
"Lisbon School District","Special Education","*","*","*","*"
"Litchfield School District","Non-Special Education","*","*",98.7,"*"
"Litchfield School District","Special Education","*","*",90.0,"*"
"Madison School District","Non-Special Education",98.6,99.3,100.0,99.3
"Madison School District","Special Education",83.3,89.4,97.4,89.2
"Manchester School District","Non-Special Education",78.6,82.4,85.1,89.7
"Manchester School District","Special Education",60.3,65.3,62.0,64.5
"Meriden School District","Non-Special Education",77.7,78.8,78.4,86.6
"Meriden School District","Special Education",59.3,51.4,51.0,49.5
"Middletown School District","Non-Special Education",83.3,87.0,87.6,91.4
"Middletown School District","Special Education",61.1,66.7,69.4,60.0
"Milford School District","Non-Special Education",93.1,94.3,93.0,96.1
"Milford School District","Special Education",79.7,74.7,73.2,87.3
"Monroe School District","Non-Special Education",99.7,99.7,98.9,98.9
"Monroe School District","Special Education",69.2,88.2,93.9,91.2
"Montville School District","Non-Special Education",88.3,91.9,91.3,91.9
"Montville School District","Special Education",75.0,62.9,67.9,85.0
"Naugatuck School District","Non-Special Education",86.6,88.1,85.0,84.5
"Naugatuck School District","Special Education",72.3,76.0,66.0,83.3
"New Britain School District","Non-Special Education",61.3,71.5,70.2,75.5
"New Britain School District","Special Education",47.9,49.1,48.1,55.6
"New Canaan School District","Non-Special Education",98.9,100.0,99.0,100.0
"New Canaan School District","Special Education",90.3,95.7,90.9,91.4
"New Fairfield School District","Non-Special Education",94.9,99.5,97.0,98.1
"New Fairfield School District","Special Education",87.5,87.0,92.0,88.9
"New Haven School District","Non-Special Education",70.2,76.9,77.6,82.1
"New Haven School District","Special Education",57.2,63.2,63.0,60.6
"New London School District","Non-Special Education",74.7,73.4,71.7,80.4
"New London School District","Special Education",38.8,53.6,43.6,62.9
"New Milford School District","Non-Special Education",92.5,95.2,93.5,95.1
"New Milford School District","Special Education",61.8,77.6,61.5,63.9
"Newington School District","Non-Special Education",92.2,94.6,95.0,96.7
"Newington School District","Special Education",59.0,72.5,63.2,74.3
"Newtown School District","Non-Special Education",96.7,97.3,97.9,100.0
"Newtown School District","Special Education",91.7,84.2,79.1,79.5
"North Branford School District","Non-Special Education",97.0,94.5,97.3,91.7
"North Branford School District","Special Education",77.4,56.3,90.5,93.1
"North Haven School District","Non-Special Education",89.6,96.9,93.1,93.7
"North Haven School District","Special Education",72.4,66.7,76.3,61.3
"North Stonington School District","Non-Special Education",90.2,"*","*",95.9
"North Stonington School District","Special Education",100.0,"*","*",100.0
"Norwalk School District","Non-Special Education",87.9,88.8,87.8,87.2
"Norwalk School District","Special Education",81.9,80.0,80.5,78.8
"Norwich Free Academy District","Non-Special Education",86.0,88.3,88.5,90.6
"Norwich Free Academy District","Special Education",64.9,84.4,59.6,73.8
"Norwich School District","Non-Special Education","*",20.7,"N/A","N/A"
"Norwich School District","Special Education","*",41.5,"N/A","N/A"
"Old Saybrook School District","Non-Special Education","*",98.4,95.3,95.9
"Old Saybrook School District","Special Education","*",94.4,90.0,64.3
"Oxford School District","Non-Special Education",97.9,92.7,98.6,98.2
"Oxford School District","Special Education",72.7,77.8,77.8,66.7
"Plainfield School District","Non-Special Education",91.1,94.3,92.3,92.6
"Plainfield School District","Special Education",78.9,69.8,63.6,54.5
"Plainville School District","Non-Special Education",91.7,97.2,92.7,94.1
"Plainville School District","Special Education",82.8,72.4,76.7,72.0
"Plymouth School District","Non-Special Education",96.9,92.6,88.0,94.0
"Plymouth School District","Special Education",90.0,52.9,81.8,59.1
"Portland School District","Non-Special Education",85.2,94.0,87.2,96.0
"Portland School District","Special Education",77.8,85.7,85.7,83.3
"Putnam School District","Non-Special Education",94.6,91.5,90.9,94.2
"Putnam School District","Special Education",58.8,70.0,75.0,73.3
"Regional School District 01","Non-Special Education",86.9,96.5,92.8,93.2
"Regional School District 01","Special Education",81.3,88.5,91.7,94.4
"Regional School District 04","Non-Special Education",91.9,93.4,97.9,98.3
"Regional School District 04","Special Education",73.9,91.3,80.0,94.7
"Regional School District 05","Non-Special Education",94.3,97.7,97.2,98.6
"Regional School District 05","Special Education",90.2,95.6,88.4,87.5
"Regional School District 06","Non-Special Education",89.9,94.7,96.4,94.8
"Regional School District 06","Special Education",86.7,100.0,92.3,88.2
"Regional School District 07","Non-Special Education",98.4,98.8,98.2,97.3
"Regional School District 07","Special Education",76.9,69.4,88.0,62.1
"Regional School District 08","Non-Special Education",90.0,96.9,94.7,97.2
"Regional School District 08","Special Education",72.4,76.3,86.8,87.0
"Regional School District 09","Non-Special Education",99.5,99.5,98.1,98.2
"Regional School District 09","Special Education",86.5,80.0,82.8,94.1
"Regional School District 10","Non-Special Education",100.0,98.5,97.1,97.8
"Regional School District 10","Special Education",66.7,91.7,79.2,83.3
"Regional School District 11","Non-Special Education","*",96.8,90.3,"*"
"Regional School District 11","Special Education","*",100.0,76.9,"*"
"Regional School District 12","Non-Special Education",86.4,86.2,93.1,100.0
"Regional School District 12","Special Education",91.7,88.9,72.2,77.8
"Regional School District 13","Non-Special Education",95.2,98.3,98.4,98.2
"Regional School District 13","Special Education",81.3,91.3,63.3,76.9
"Regional School District 14","Non-Special Education",97.5,98.9,96.6,98.9
"Regional School District 14","Special Education",88.2,90.5,75.0,87.0
"Regional School District 15","Non-Special Education",95.1,96.8,98.5,98.9
"Regional School District 15","Special Education",82.5,90.9,89.8,91.3
"Regional School District 16","Non-Special Education",91.2,96.6,93.1,98.1
"Regional School District 16","Special Education",66.7,85.7,69.2,82.6
"Regional School District 17","Non-Special Education",94.9,95.7,99.3,100.0
"Regional School District 17","Special Education",90.9,88.0,86.2,93.1
"Regional School District 18","Non-Special Education",99.2,98.9,98.0,99.0
"Regional School District 18","Special Education",78.6,92.3,85.7,85.7
"Regional School District 19","Non-Special Education",89.1,93.4,97.0,97.6
"Regional School District 19","Special Education",67.6,82.0,68.8,86.4
"Ridgefield School District","Non-Special Education",97.9,99.5,99.5,99.0
"Ridgefield School District","Special Education",87.5,98.1,81.0,87.8
"Rocky Hill School District","Non-Special Education",92.3,95.7,94.8,94.0
"Rocky Hill School District","Special Education",100.0,77.3,83.3,92.9
"Seymour School District","Non-Special Education",88.2,92.7,89.6,91.8
"Seymour School District","Special Education",63.6,75.0,76.5,71.4
"Shelton School District","Non-Special Education",94.6,95.7,94.8,96.1
"Shelton School District","Special Education",54.8,67.7,53.8,62.5
"Simsbury School District","Non-Special Education",97.6,99.2,99.1,98.3
"Simsbury School District","Special Education",83.3,89.6,89.8,71.7
"Somers School District","Non-Special Education",96.9,98.5,98.5,99.1
"Somers School District","Special Education",84.6,80.0,86.7,86.7
"South Windsor School District","Non-Special Education",94.2,98.2,97.1,99.0
"South Windsor School District","Special Education",80.9,88.9,88.9,79.6
"Southington School District","Non-Special Education",96.0,97.0,96.0,98.6
"Southington School District","Special Education",79.0,82.4,87.5,78.9
"Stafford School District","Non-Special Education",87.7,89.6,92.3,96.8
"Stafford School District","Special Education",71.4,93.3,66.7,81.3
"Stamford Academy District","Non-Special Education","*",58.1,"*","*"
"Stamford Academy District","Special Education","*",76.9,"*","*"
"Stamford School District","Non-Special Education",89.7,90.3,92.1,94.0
"Stamford School District","Special Education",79.2,84.8,87.8,84.9
"Stonington School District","Non-Special Education",97.3,96.3,98.3,98.1
"Stonington School District","Special Education",75.0,80.0,84.6,56.3
"Stratford School District","Non-Special Education",92.3,92.0,95.5,96.2
"Stratford School District","Special Education",67.7,63.0,64.8,80.3
"Suffield School District","Non-Special Education",97.0,94.6,95.9,97.9
"Suffield School District","Special Education",92.3,72.7,82.6,80.8
"The Bridge Academy District","Non-Special Education","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*"
"The Gilbert School District","Non-Special Education","*","*",83.3,93.7
"The Gilbert School District","Special Education","*","*",87.5,70.0
"Thomaston School District","Non-Special Education",96.2,93.2,96.9,96.7
"Thomaston School District","Special Education",84.0,89.5,84.6,75.0
"Thompson School District","Non-Special Education","*",93.3,92.0,93.3
"Thompson School District","Special Education","*",58.3,100.0,80.0
"Tolland School District","Non-Special Education",94.7,98.1,95.9,94.6
"Tolland School District","Special Education",87.5,95.7,77.3,75.0
"Torrington School District","Non-Special Education",83.0,85.2,90.0,90.8
"Torrington School District","Special Education",60.6,73.9,87.0,77.8
"Trumbull School District","Non-Special Education",99.4,99.0,98.8,98.6
"Trumbull School District","Special Education",91.7,88.1,91.4,78.2
"Unified School District #1","Non-Special Education","*",1.9,"*","*"
"Unified School District #1","Special Education","*",5.6,"*","*"
"Unified School District #2","Non-Special Education",43.8,"*","*",40.9
"Unified School District #2","Special Education",40.9,"*","*",54.5
"Vernon School District","Non-Special Education",85.8,88.6,88.7,89.8
"Vernon School District","Special Education",71.0,61.5,64.7,62.5
"Wallingford School District","Non-Special Education",91.1,95.9,95.5,95.0
"Wallingford School District","Special Education",75.8,72.5,74.6,79.7
"Waterbury School District","Non-Special Education",70.0,69.2,71.7,73.9
"Waterbury School District","Special Education",59.1,52.6,53.6,58.5
"Waterford School District","Non-Special Education",93.3,95.2,97.1,95.0
"Waterford School District","Special Education",82.4,75.0,61.8,76.2
"Watertown School District","Non-Special Education",94.4,94.2,92.8,97.0
"Watertown School District","Special Education",61.3,78.6,62.9,72.0
"West Hartford School District","Non-Special Education",95.1,96.7,96.1,98.3
"West Hartford School District","Special Education",79.2,87.1,85.1,75.8
"West Haven School District","Non-Special Education",72.3,77.0,72.8,81.0
"West Haven School District","Special Education",61.5,60.4,55.0,52.2
"Westbrook School District","Non-Special Education","*",94.7,97.2,"*"
"Westbrook School District","Special Education","*",100.0,85.7,"*"
"Weston School District","Non-Special Education",100.0,100.0,100.0,99.4
"Weston School District","Special Education",84.6,95.2,90.9,77.8
"Westport School District","Non-Special Education",99.0,99.2,100.0,99.5
"Westport School District","Special Education",83.9,91.9,92.9,95.3
"Wethersfield School District","Non-Special Education",95.0,94.7,95.5,96.4
"Wethersfield School District","Special Education",66.7,65.4,57.7,77.8
"Wilton School District","Non-Special Education",100.0,100.0,98.9,99.6
"Wilton School District","Special Education",88.9,90.6,84.6,90.2
"Windham School District","Non-Special Education",69.0,79.9,84.2,84.7
"Windham School District","Special Education",66.0,65.3,72.2,62.5
"Windsor Locks School District","Non-Special Education",90.8,94.1,94.4,96.8
"Windsor Locks School District","Special Education",61.5,76.9,68.8,66.7
"Windsor School District","Non-Special Education",89.0,91.8,92.6,95.2
"Windsor School District","Special Education",72.7,72.5,76.1,81.8
"Wolcott School District","Non-Special Education",95.2,95.9,96.4,97.3
"Wolcott School District","Special Education",89.5,88.5,80.0,82.4
"Woodstock Academy District","Non-Special Education",95.3,95.9,97.7,98.0
"Woodstock Academy District","Special Education",91.7,94.1,70.6,95.0

