"Five-Year Graduation Rates, 2012-13"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"Regional School District 06","ELL","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*"
"Regional School District 07","Non-ELL",193,"*","*","*","*"
"Regional School District 08","Non-ELL",284,7,2.5,11,3.9
"Regional School District 09","ELL","*","*","*","*","*"
"Regional School District 09","Non-ELL","*","*","*","*","*"
"Regional School District 10","ELL","*","*","*","*","*"
"Regional School District 10","Non-ELL","*","*","*","*","*"
"Regional School District 11","Non-ELL",44,"*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*"
"Regional School District 13","ELL","*","*","*","*","*"
"Regional School District 13","Non-ELL","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*"
"Regional School District 17","ELL","*","*","*","*","*"
"Regional School District 17","Non-ELL","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*"
"Ridgefield School District","ELL","*","*","*","*","*"
"Ridgefield School District","Non-ELL","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*"
"Shelton School District","ELL",8,"*","*","*","*"
"Shelton School District","Non-ELL",386,"*","*","*","*"
"Simsbury School District","Non-ELL",400,"*","*","*","*"
"Somers School District","ELL","*","*","*","*","*"
"Somers School District","Non-ELL","*","*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*"
"South Windsor School District","Non-ELL",380,"*","*","*","*"
"Southington School District","ELL",7,"*","*","*","*"
"Southington School District","Non-ELL",481,"*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*"
"Stamford School District","ELL",137,"*","*",26,19.0
"Stamford School District","Non-ELL",1074,"*","*",62,5.8
"Stonington School District","ELL","*","*","*","*","*"
"Stonington School District","Non-ELL","*","*","*","*","*"
"Stratford School District","ELL",13,"*","*","*","*"
"Stratford School District","Non-ELL",547,"*","*","*","*"
"Suffield School District","Non-ELL",219,"*","*","*","*"
"The Bridge Academy District","Non-ELL",36,"*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*"
"Thompson School District","Non-ELL",85,"*","*","*","*"
"Tolland School District","Non-ELL",244,"*","*","*","*"
"Torrington School District","ELL",18,"*","*","*","*"
"Torrington School District","Non-ELL",257,"*","*","*","*"
"Trumbull School District","ELL",12,"*","*","*","*"
"Trumbull School District","Non-ELL",538,"*","*","*","*"
"Unified School District #1","ELL",30,"*","*",25,83.3
"Unified School District #1","Non-ELL",417,"*","*",333,79.9
"Unified School District #2","ELL",7,"*","*","*","*"
"Unified School District #2","Non-ELL",38,"*","*","*","*"
"Vernon School District","ELL",8,"*","*","*","*"
"Vernon School District","Non-ELL",230,"*","*","*","*"
"Wallingford School District","ELL",15,"*","*","*","*"
"Wallingford School District","Non-ELL",520,"*","*","*","*"
"Waterbury School District","ELL",163,"*","*",64,39.3
"Waterbury School District","Non-ELL",1134,"*","*",323,28.5
"Waterford School District","ELL","*","*","*","*","*"
"Waterford School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"West Hartford School District","ELL",44,"*","*","*","*"
"West Hartford School District","Non-ELL",788,"*","*","*","*"
"West Haven School District","ELL",27,"*","*",11,40.7
"West Haven School District","Non-ELL",410,"*","*",100,24.4
"Westbrook School District","Non-ELL",78,"*","*","*","*"
"Weston School District","Non-ELL",208,"*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Wethersfield School District","ELL",11,"*","*","*","*"
"Wethersfield School District","Non-ELL",258,"*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Windham School District","ELL",39,"*","*",11,28.2
"Windham School District","Non-ELL",155,"*","*",20,12.9
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*"
"Windsor School District","Non-ELL",339,"*","*","*","*"
"Wolcott School District","Non-ELL",221,"*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"

