"Five-Year Graduation Rates, 2012-13"
"All Districts, High Needs Status"

"",,,,"Graduates",
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",38,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",33,"*","*"
"Ellington School District","=""0480011""","High Needs",39,"*","*"
"Ellington School District","=""0480011""","Non-High Needs",159,"*","*"
"Elm City College Preparatory School District","=""2890013""","High Needs","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-High Needs","*","*","*"
"Enfield School District","=""0490011""","High Needs",170,136,80.0
"Enfield School District","=""0490011""","Non-High Needs",273,264,96.7
"Explorations District","=""2720013""","High Needs",17,"*","*"
"Explorations District","=""2720013""","Non-High Needs",13,"*","*"
"Fairfield School District","=""0510011""","High Needs",179,151,84.4
"Fairfield School District","=""0510011""","Non-High Needs",526,514,97.7
"Farmington School District","=""0520011""","High Needs",64,53,82.8
"Farmington School District","=""0520011""","Non-High Needs",262,262,100.0
"Glastonbury School District","=""0540011""","High Needs",92,"*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",459,"*","*"
"Granby School District","=""0560011""","High Needs",30,26,86.7
"Granby School District","=""0560011""","Non-High Needs",168,166,98.8
"Greenwich School District","=""0570011""","High Needs",190,171,90.0
"Greenwich School District","=""0570011""","Non-High Needs",501,496,99.0
"Griswold School District","=""0580011""","High Needs",73,61,83.6
"Griswold School District","=""0580011""","Non-High Needs",95,91,95.8
"Groton School District","=""0590011""","High Needs",148,108,73.0
"Groton School District","=""0590011""","Non-High Needs",179,164,91.6
"Guilford School District","=""0600011""","High Needs",58,49,84.5
"Guilford School District","=""0600011""","Non-High Needs",222,216,97.3
"Hamden School District","=""0620011""","High Needs",227,191,84.1
"Hamden School District","=""0620011""","Non-High Needs",223,212,95.1
"Hartford School District","=""0640011""","High Needs",1294,957,74.0
"Hartford School District","=""0640011""","Non-High Needs",148,141,95.3
"Killingly School District","=""0690011""","High Needs",129,87,67.4
"Killingly School District","=""0690011""","Non-High Needs",96,88,91.7
"Learn","=""2450014""","High Needs",30,"*","*"
"Learn","=""2450014""","Non-High Needs",12,"*","*"
"Lebanon School District","=""0710011""","High Needs",33,"*","*"
"Lebanon School District","=""0710011""","Non-High Needs",85,"*","*"
"Ledyard School District","=""0720011""","High Needs",75,"*","*"
"Ledyard School District","=""0720011""","Non-High Needs",156,"*","*"
"Lisbon School District","=""0730011""","High Needs","*","*","*"
"Lisbon School District","=""0730011""","Non-High Needs","*","*","*"
"Litchfield School District","=""0740011""","High Needs",20,18,90.0
"Litchfield School District","=""0740011""","Non-High Needs",69,69,100.0
"Madison School District","=""0760011""","High Needs",48,"*","*"
"Madison School District","=""0760011""","Non-High Needs",268,"*","*"
"Manchester School District","=""0770011""","High Needs",283,210,74.2
"Manchester School District","=""0770011""","Non-High Needs",190,176,92.6
"Meriden School District","=""0800011""","High Needs",450,299,66.4
"Meriden School District","=""0800011""","Non-High Needs",176,165,93.8
"Middletown School District","=""0830011""","High Needs",212,167,78.8
"Middletown School District","=""0830011""","Non-High Needs",164,151,92.1
"Milford School District","=""0840011""","High Needs",213,163,76.5
"Milford School District","=""0840011""","Non-High Needs",310,304,98.1
"Monroe School District","=""0850011""","High Needs",70,"*","*"
"Monroe School District","=""0850011""","Non-High Needs",239,"*","*"
"Montville School District","=""0860011""","High Needs",84,"*","*"
"Montville School District","=""0860011""","Non-High Needs",104,"*","*"
"Naugatuck School District","=""0880011""","High Needs",177,134,75.7
"Naugatuck School District","=""0880011""","Non-High Needs",156,139,89.1
"New Britain School District","=""0890011""","High Needs",556,352,63.3
"New Britain School District","=""0890011""","Non-High Needs",95,81,85.3
"New Canaan School District","=""0900011""","High Needs",48,44,91.7
"New Canaan School District","=""0900011""","Non-High Needs",291,288,99.0
"New Fairfield School District","=""0910011""","High Needs",57,51,89.5
"New Fairfield School District","=""0910011""","Non-High Needs",201,198,98.5
"New Haven School District","=""0930011""","High Needs",1177,889,75.5
"New Haven School District","=""0930011""","Non-High Needs",132,105,79.5
"New London School District","=""0950011""","High Needs","*","*","*"
"New London School District","=""0950011""","Non-High Needs","*","*","*"
"New Milford School District","=""0960011""","High Needs",108,81,75.0
"New Milford School District","=""0960011""","Non-High Needs",281,266,94.7
"Newington School District","=""0940011""","High Needs",127,103,81.1
"Newington School District","=""0940011""","Non-High Needs",248,241,97.2
"Newtown School District","=""0970011""","High Needs",75,65,86.7
"Newtown School District","=""0970011""","Non-High Needs",396,388,98.0
"North Branford School District","=""0990011""","High Needs",50,44,88.0
"North Branford School District","=""0990011""","Non-High Needs",120,120,100.0
"North Haven School District","=""1010011""","High Needs",99,78,78.8
"North Haven School District","=""1010011""","Non-High Needs",213,206,96.7
"North Stonington School District","=""1020011""","High Needs",13,"*","*"
"North Stonington School District","=""1020011""","Non-High Needs",35,"*","*"
"Norwalk School District","=""1030011""","High Needs",415,332,80.0
"Norwalk School District","=""1030011""","Non-High Needs",366,348,95.1
"Norwich Free Academy District","=""9010022""","High Needs",288,211,73.3
"Norwich Free Academy District","=""9010022""","Non-High Needs",306,289,94.4
"Old Saybrook School District","=""1060011""","High Needs",32,"*","*"
"Old Saybrook School District","=""1060011""","Non-High Needs",107,"*","*"
"Oxford School District","=""1080011""","High Needs",24,"*","*"
"Oxford School District","=""1080011""","Non-High Needs",131,"*","*"
"Plainfield School District","=""1090011""","High Needs",98,77,78.6
"Plainfield School District","=""1090011""","Non-High Needs",103,99,96.1
"Plainville School District","=""1100011""","High Needs",81,67,82.7
"Plainville School District","=""1100011""","Non-High Needs",126,120,95.2
"Plymouth School District","=""1110011""","High Needs",48,38,79.2
"Plymouth School District","=""1110011""","Non-High Needs",80,74,92.5
"Portland School District","=""1130011""","High Needs",23,"*","*"
"Portland School District","=""1130011""","Non-High Needs",70,"*","*"
"Putnam School District","=""1160011""","High Needs",62,"*","*"
"Putnam School District","=""1160011""","Non-High Needs",35,"*","*"
"Regional School District 01","=""2010012""","High Needs",41,"*","*"
"Regional School District 01","=""2010012""","Non-High Needs",68,"*","*"
"Regional School District 04","=""2040012""","High Needs",40,"*","*"
"Regional School District 04","=""2040012""","Non-High Needs",122,"*","*"
"Regional School District 05","=""2050012""","High Needs",62,55,88.7
"Regional School District 05","=""2050012""","Non-High Needs",334,326,97.6
"Regional School District 06","=""2060012""","High Needs",21,"*","*"
"Regional School District 06","=""2060012""","Non-High Needs",76,"*","*"
"Regional School District 07","=""2070012""","High Needs",39,"*","*"
"Regional School District 07","=""2070012""","Non-High Needs",154,"*","*"
"Regional School District 08","=""2080012""","High Needs",60,52,86.7
"Regional School District 08","=""2080012""","Non-High Needs",224,214,95.5
"Regional School District 09","=""2090012""","High Needs",39,34,87.2
"Regional School District 09","=""2090012""","Non-High Needs",199,195,98.0
"Regional School District 10","=""2100012""","High Needs",41,"*","*"
"Regional School District 10","=""2100012""","Non-High Needs",157,"*","*"
"Regional School District 11","=""2110012""","High Needs",20,"*","*"
"Regional School District 11","=""2110012""","Non-High Needs",24,"*","*"
"Regional School District 12","=""2120012""","High Needs",25,"*","*"
"Regional School District 12","=""2120012""","Non-High Needs",65,"*","*"
"Regional School District 13","=""2130012""","High Needs",35,"*","*"
"Regional School District 13","=""2130012""","Non-High Needs",122,"*","*"
"Regional School District 14","=""2140012""","High Needs",48,40,83.3
"Regional School District 14","=""2140012""","Non-High Needs",154,149,96.8
"Regional School District 15","=""2150012""","High Needs",64,58,90.6
"Regional School District 15","=""2150012""","Non-High Needs",255,252,98.8
"Regional School District 16","=""2160012""","High Needs",51,"*","*"
"Regional School District 16","=""2160012""","Non-High Needs",135,"*","*"
"Regional School District 17","=""2170012""","High Needs",38,"*","*"
"Regional School District 17","=""2170012""","Non-High Needs",126,"*","*"
"Regional School District 18","=""2180012""","High Needs",23,19,82.6
"Regional School District 18","=""2180012""","Non-High Needs",90,90,100.0
"Regional School District 19","=""2190012""","High Needs",98,81,82.7
"Regional School District 19","=""2190012""","Non-High Needs",216,210,97.2
"Ridgefield School District","=""1180011""","High Needs",58,50,86.2
"Ridgefield School District","=""1180011""","Non-High Needs",356,354,99.4
"Rocky Hill School District","=""1190011""","High Needs",44,35,79.5
"Rocky Hill School District","=""1190011""","Non-High Needs",133,130,97.7
"Seymour School District","=""1240011""","High Needs",70,"*","*"
"Seymour School District","=""1240011""","Non-High Needs",110,"*","*"
"Shelton School District","=""1260011""","High Needs",122,"*","*"
"Shelton School District","=""1260011""","Non-High Needs",272,"*","*"
"Simsbury School District","=""1280011""","High Needs",77,"*","*"
"Simsbury School District","=""1280011""","Non-High Needs",323,"*","*"
"Somers School District","=""1290011""","High Needs",26,"*","*"
"Somers School District","=""1290011""","Non-High Needs",121,"*","*"
"South Windsor School District","=""1320011""","High Needs",81,71,87.7
"South Windsor School District","=""1320011""","Non-High Needs",305,300,98.4
"Southington School District","=""1310011""","High Needs",117,99,84.6
"Southington School District","=""1310011""","Non-High Needs",371,364,98.1
"Stafford School District","=""1340011""","High Needs",47,"*","*"
"Stafford School District","=""1340011""","Non-High Needs",82,"*","*"
"Stamford Academy District","=""2820013""","High Needs","*","*","*"
"Stamford Academy District","=""2820013""","Non-High Needs","*","*","*"
"Stamford School District","=""1350011""","High Needs",707,615,87.0
"Stamford School District","=""1350011""","Non-High Needs",504,495,98.2
"Stonington School District","=""1370011""","High Needs",52,"*","*"
"Stonington School District","=""1370011""","Non-High Needs",149,"*","*"
"Stratford School District","=""1380011""","High Needs",281,242,86.1
"Stratford School District","=""1380011""","Non-High Needs",279,271,97.1
"Suffield School District","=""1390011""","High Needs",52,"*","*"
"Suffield School District","=""1390011""","Non-High Needs",167,"*","*"
"The Bridge Academy District","=""2690013""","High Needs","*","*","*"
"The Bridge Academy District","=""2690013""","Non-High Needs","*","*","*"
"The Gilbert School District","=""9020022""","High Needs",38,"*","*"
"The Gilbert School District","=""9020022""","Non-High Needs",48,"*","*"
"Thomaston School District","=""1400011""","High Needs",33,"*","*"
"Thomaston School District","=""1400011""","Non-High Needs",45,"*","*"
"Thompson School District","=""1410011""","High Needs",34,28,82.4
"Thompson School District","=""1410011""","Non-High Needs",51,51,100.0
"Tolland School District","=""1420011""","High Needs",39,30,76.9
"Tolland School District","=""1420011""","Non-High Needs",205,200,97.6
"Torrington School District","=""1430011""","High Needs",147,123,83.7
"Torrington School District","=""1430011""","Non-High Needs",128,123,96.1
"Trumbull School District","=""1440011""","High Needs",109,"*","*"
"Trumbull School District","=""1440011""","Non-High Needs",441,"*","*"
"Unified School District #1","=""3360015""","High Needs",436,"*","*"
"Unified School District #1","=""3360015""","Non-High Needs",11,"*","*"
"Unified School District #2","=""3470015""","High Needs","*","*","*"
"Unified School District #2","=""3470015""","Non-High Needs","*","*","*"
"Vernon School District","=""1460011""","High Needs",113,85,75.2
"Vernon School District","=""1460011""","Non-High Needs",125,118,94.4
"Wallingford School District","=""1480011""","High Needs",153,129,84.3
"Wallingford School District","=""1480011""","Non-High Needs",382,367,96.1
"Waterbury School District","=""1510011""","High Needs",1148,762,66.4
"Waterbury School District","=""1510011""","Non-High Needs",149,128,85.9
"Waterford School District","=""1520011""","High Needs",73,"*","*"
"Waterford School District","=""1520011""","Non-High Needs",169,"*","*"
"Watertown School District","=""1530011""","High Needs",88,64,72.7
"Watertown School District","=""1530011""","Non-High Needs",184,178,96.7
"West Hartford School District","=""1550011""","High Needs",289,255,88.2
"West Hartford School District","=""1550011""","Non-High Needs",543,535,98.5
"West Haven School District","=""1560011""","High Needs",328,213,64.9
"West Haven School District","=""1560011""","Non-High Needs",109,98,89.9
"Westbrook School District","=""1540011""","High Needs",15,"*","*"
"Westbrook School District","=""1540011""","Non-High Needs",63,"*","*"
"Weston School District","=""1570011""","High Needs",27,"*","*"
"Weston School District","=""1570011""","Non-High Needs",181,"*","*"
"Westport School District","=""1580011""","High Needs",62,"*","*"
"Westport School District","=""1580011""","Non-High Needs",403,"*","*"
"Wethersfield School District","=""1590011""","High Needs",70,"*","*"
"Wethersfield School District","=""1590011""","Non-High Needs",199,"*","*"
"Wilton School District","=""1610011""","High Needs",67,59,88.1
"Wilton School District","=""1610011""","Non-High Needs",259,256,98.8
"Windham School District","=""1630011""","High Needs",138,"*","*"
"Windham School District","=""1630011""","Non-High Needs",56,"*","*"
"Windsor Locks School District","=""1650011""","High Needs",63,"*","*"
"Windsor Locks School District","=""1650011""","Non-High Needs",77,"*","*"
"Windsor School District","=""1640011""","High Needs",160,136,85.0
"Windsor School District","=""1640011""","Non-High Needs",185,176,95.1
"Wolcott School District","=""1660011""","High Needs",63,53,84.1
"Wolcott School District","=""1660011""","Non-High Needs",158,156,98.7
"Woodstock Academy District","=""9030022""","High Needs",38,"*","*"
"Woodstock Academy District","=""9030022""","Non-High Needs",244,"*","*"

