"Five-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,"Graduates",
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",29,24,82.8
"Ellington School District","Female",98,97,99.0
"Ellington School District","Male",85,77,90.6
"Enfield School District","Female",247,219,88.7
"Enfield School District","Male",272,228,83.8
"Explorations District","Female",16,12,75.0
"Explorations District","Male",14,9,64.3
"Fairfield School District","Female",340,332,97.6
"Fairfield School District","Male",315,297,94.3
"Farmington School District","Female",167,160,95.8
"Farmington School District","Male",169,161,95.3
"Glastonbury School District","Female",285,277,97.2
"Glastonbury School District","Male",265,259,97.7
"Granby School District","Female",89,88,98.9
"Granby School District","Male",105,102,97.1
"Greenwich School District","Female",284,277,97.5
"Greenwich School District","Male",349,338,96.8
"Griswold School District","Female",107,92,86.0
"Griswold School District","Male",94,74,78.7
"Groton School District","Female",179,147,82.1
"Groton School District","Male",155,126,81.3
"Guilford School District","Female",144,138,95.8
"Guilford School District","Male",127,122,96.1
"Hamden School District","Female",289,250,86.5
"Hamden School District","Male",295,259,87.8
"Hartford School District","Female",791,559,70.7
"Hartford School District","Male",808,540,66.8
"Killingly School District","Female",109,86,78.9
"Killingly School District","Male",87,58,66.7
"Lebanon School District","Female",80,76,95.0
"Lebanon School District","Male",80,73,91.3
"Ledyard School District","Female",118,109,92.4
"Ledyard School District","Male",114,103,90.4
"Lisbon School District","Female","*","*","*"
"Litchfield School District","Female",51,48,94.1
"Litchfield School District","Male",44,42,95.5
"Madison School District","Female",159,155,97.5
"Madison School District","Male",158,153,96.8
"Manchester School District","Female",274,212,77.4
"Manchester School District","Male",258,192,74.4
"Meriden School District","Female",329,256,77.8
"Meriden School District","Male",290,208,71.7
"Middletown School District","Female",181,153,84.5
"Middletown School District","Male",167,125,74.9
"Milford School District","Female",265,241,90.9
"Milford School District","Male",228,208,91.2
"Monroe School District","Female",198,195,98.5
"Monroe School District","Male",169,163,96.4
"Montville School District","Female",92,79,85.9
"Montville School District","Male",112,98,87.5
"Naugatuck School District","Female",183,155,84.7
"Naugatuck School District","Male",186,158,84.9
"New Britain School District","Female",385,228,59.2
"New Britain School District","Male",367,217,59.1
"New Canaan School District","Female",151,149,98.7
"New Canaan School District","Male",160,156,97.5
"New Fairfield School District","Female",120,116,96.7
"New Fairfield School District","Male",120,110,91.7
"New Haven School District","Female",748,532,71.1
"New Haven School District","Male",688,457,66.4
"New London School District","Female",118,77,65.3
"New London School District","Male",148,104,70.3
"New Milford School District","Female",187,171,91.4
"New Milford School District","Male",215,184,85.6
"Newington School District","Female",205,188,91.7
"Newington School District","Male",207,179,86.5
"Newtown School District","Female",244,234,95.9
"Newtown School District","Male",200,193,96.5
"North Branford School District","Female",95,92,96.8
"North Branford School District","Male",102,93,91.2
"North Haven School District","Female",166,152,91.6
"North Haven School District","Male",141,118,83.7
"North Stonington School District","Female",31,28,90.3
"North Stonington School District","Male",36,33,91.7
"Norwalk School District","Female",439,387,88.2
"Norwalk School District","Male",453,390,86.1
"Norwich Free Academy District","Female",313,263,84.0
"Norwich Free Academy District","Male",315,257,81.6
"Norwich School District","Female",13,"*","*"
"Norwich School District","Male",23,"*","*"
"Old Saybrook School District","Female",60,59,98.3
"Old Saybrook School District","Male",62,56,90.3
"Oxford School District","Female",76,74,97.4
"Oxford School District","Male",79,75,94.9
"Plainfield School District","Female",127,113,89.0
"Plainfield School District","Male",103,92,89.3
"Plainville School District","Female",118,108,91.5
"Plainville School District","Male",115,103,89.6
"Plymouth School District","Female",58,56,96.6
"Plymouth School District","Male",81,78,96.3
"Portland School District","Female",46,39,84.8
"Portland School District","Male",51,43,84.3
"Putnam School District","Female",35,31,88.6
"Putnam School District","Male",38,32,84.2
"Regional School District 01","Female",67,61,91.0
"Regional School District 01","Male",71,58,81.7
"Regional School District 04","Female",74,65,87.8
"Regional School District 04","Male",97,88,90.7
"Regional School District 05","Female",185,179,96.8
"Regional School District 05","Male",225,206,91.6
"Regional School District 06","Female",60,53,88.3
"Regional School District 06","Male",44,40,90.9
"Regional School District 07","Female",113,107,94.7
"Regional School District 07","Male",96,93,96.9
"Regional School District 08","Female",129,120,93.0
"Regional School District 08","Male",139,116,83.5
"Regional School District 09","Female",107,106,99.1
"Regional School District 09","Male",114,109,95.6
"Regional School District 10","Female",86,84,97.7
"Regional School District 10","Male",89,86,96.6
"Regional School District 11","Female",25,18,72.0
"Regional School District 11","Male",14,10,71.4
"Regional School District 12","Female",41,37,90.2
"Regional School District 12","Male",52,44,84.6
"Regional School District 13","Female",70,65,92.9
"Regional School District 13","Male",71,67,94.4
"Regional School District 14","Female",108,107,99.1
"Regional School District 14","Male",110,104,94.5
"Regional School District 15","Female",194,183,94.3
"Regional School District 15","Male",195,182,93.3
"Regional School District 16","Female",99,91,91.9
"Regional School District 16","Male",98,85,86.7
"Regional School District 17","Female",77,73,94.8
"Regional School District 17","Male",103,97,94.2
"Regional School District 18","Female",77,75,97.4
"Regional School District 18","Male",58,56,96.6
"Regional School District 19","Female",133,118,88.7
"Regional School District 19","Male",151,127,84.1
"Ridgefield School District","Female",224,219,97.8
"Ridgefield School District","Male",210,201,95.7
"Rocky Hill School District","Female",95,89,93.7
"Rocky Hill School District","Male",81,74,91.4
"Seymour School District","Female",91,82,90.1
"Seymour School District","Male",98,82,83.7
"Shelton School District","Female",204,185,90.7
"Shelton School District","Male",195,180,92.3
"Simsbury School District","Female",163,158,96.9
"Simsbury School District","Male",195,187,95.9
"Somers School District","Female",71,67,94.4
"Somers School District","Male",73,71,97.3
"South Windsor School District","Female",187,180,96.3
"South Windsor School District","Male",238,214,89.9
"Southington School District","Female",280,266,95.0
"Southington School District","Male",263,245,93.2
"Stafford School District","Female",68,62,91.2
"Stafford School District","Male",68,55,80.9
"Stamford Academy District","Female",22,15,68.2
"Stamford Academy District","Male",30,15,50.0
"Stamford School District","Female",579,526,90.8
"Stamford School District","Male",610,528,86.6
"Stonington School District","Female",105,98,93.3
"Stonington School District","Male",107,102,95.3
"Stratford School District","Female",308,285,92.5
"Stratford School District","Male",271,234,86.3
"Suffield School District","Female",122,121,99.2
"Suffield School District","Male",93,87,93.5
"The Bridge Academy District","Female",9,9,100.0
"The Bridge Academy District","Male",19,18,94.7
"The Gilbert School District","Female",43,38,88.4
"The Gilbert School District","Male",30,22,73.3
"Thomaston School District","Female",50,46,92.0
"Thomaston School District","Male",54,51,94.4
"Thompson School District","Female",51,48,94.1
"Thompson School District","Male",44,37,84.1
"Tolland School District","Female",110,105,95.5
"Tolland School District","Male",114,106,93.0
"Torrington School District","Female",129,109,84.5
"Torrington School District","Male",157,121,77.1
"Trumbull School District","Female",279,274,98.2
"Trumbull School District","Male",223,222,99.6
"Unified School District #1","Female",65,"*","*"
"Unified School District #1","Male",565,"*","*"
"Unified School District #2","Female",8,"*","*"
"Unified School District #2","Male",30,"*","*"
"Vernon School District","Female",156,130,83.3
"Vernon School District","Male",135,115,85.2
"Wallingford School District","Female",278,254,91.4
"Wallingford School District","Male",283,247,87.3
"Waterbury School District","Female",663,477,71.9
"Waterbury School District","Male",640,416,65.0
"Waterford School District","Female",142,133,93.7
"Waterford School District","Male",129,118,91.5
"Watertown School District","Female",123,118,95.9
"Watertown School District","Male",123,104,84.6
"West Hartford School District","Female",410,382,93.2
"West Hartford School District","Male",419,390,93.1
"West Haven School District","Female",224,166,74.1
"West Haven School District","Male",234,161,68.8
"Westbrook School District","Female",30,29,96.7
"Westbrook School District","Male",45,42,93.3
"Weston School District","Female",111,109,98.2
"Weston School District","Male",84,84,100.0
"Westport School District","Female",217,211,97.2
"Westport School District","Male",258,251,97.3
"Wethersfield School District","Female",153,143,93.5
"Wethersfield School District","Male",152,140,92.1
"Wilton School District","Female",144,144,100.0
"Wilton School District","Male",162,159,98.1
"Windham School District","Female",122,85,69.7
"Windham School District","Male",138,93,67.4
"Windsor Locks School District","Female",62,57,91.9
"Windsor Locks School District","Male",71,60,84.5
"Windsor School District","Female",160,144,90.0
"Windsor School District","Male",192,162,84.4
"Wolcott School District","Female",114,106,93.0
"Wolcott School District","Male",112,108,96.4
"Woodstock Academy District","Female",155,148,95.5
"Woodstock Academy District","Male",144,136,94.4

