"Five-Year Graduation Rates, 2013-14"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",40,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",29,"*","*","*","*"
"Ellington School District","=""0480011""","Female",93,0,0.0,"*","*"
"Ellington School District","=""0480011""","Male",101,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Female",10,0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Male",13,0,"*","*","*"
"Enfield School District","=""0490011""","Female",192,"*","*","*","*"
"Enfield School District","=""0490011""","Male",234,"*","*","*","*"
"Explorations District","=""2720013""","Female",9,0,"*","*","*"
"Explorations District","=""2720013""","Male",17,0,"*","*","*"
"Fairfield School District","=""0510011""","Female",371,"*","*","*","*"
"Fairfield School District","=""0510011""","Male",356,"*","*","*","*"
"Farmington School District","=""0520011""","Female",154,"*","*","*","*"
"Farmington School District","=""0520011""","Male",186,"*","*",0,0.0
"Glastonbury School District","=""0540011""","Female",309,"*","*","*","*"
"Glastonbury School District","=""0540011""","Male",275,"*","*","*","*"
"Granby School District","=""0560011""","Female",101,"*","*","*","*"
"Granby School District","=""0560011""","Male",100,"*","*","*","*"
"Greenwich School District","=""0570011""","Female",333,"*","*","*","*"
"Greenwich School District","=""0570011""","Male",334,"*","*","*","*"
"Griswold School District","=""0580011""","Female",86,0,0.0,"*","*"
"Griswold School District","=""0580011""","Male",84,"*","*","*","*"
"Groton School District","=""0590011""","Female",153,"*","*","*","*"
"Groton School District","=""0590011""","Male",164,"*","*","*","*"
"Guilford School District","=""0600011""","Female",143,"*","*",0,0.0
"Guilford School District","=""0600011""","Male",141,"*","*","*","*"
"Hamden School District","=""0620011""","Female",212,"*","*","*","*"
"Hamden School District","=""0620011""","Male",245,"*","*","*","*"
"Hartford School District","=""0640011""","Female",660,20,3.0,109,16.5
"Hartford School District","=""0640011""","Male",690,44,6.4,129,18.7
"Killingly School District","=""0690011""","Female",110,"*","*","*","*"
"Killingly School District","=""0690011""","Male",107,"*","*","*","*"
"Learn","=""2450014""","Female",91,"*","*","*","*"
"Learn","=""2450014""","Male",62,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Female",63,"*","*",0,0.0
"Lebanon School District","=""0710011""","Male",42,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Female",121,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Male",123,"*","*","*","*"
"Lisbon School District","=""0730011""","Female","*","*","*","*","*"
"Lisbon School District","=""0730011""","Male","*","*","*","*","*"
"Litchfield School District","=""0740011""","Female",34,"*","*",0,0.0
"Litchfield School District","=""0740011""","Male",34,0,0.0,"*","*"
"Madison School District","=""0760011""","Female",166,0,0.0,"*","*"
"Madison School District","=""0760011""","Male",154,"*","*","*","*"
"Manchester School District","=""0770011""","Female",224,9,4.0,20,8.9
"Manchester School District","=""0770011""","Male",230,7,3.0,30,13.0
"Meriden School District","=""0800011""","Female",284,"*","*","*","*"
"Meriden School District","=""0800011""","Male",322,"*","*","*","*"
"Middletown School District","=""0830011""","Female",168,"*","*","*","*"
"Middletown School District","=""0830011""","Male",161,"*","*","*","*"
"Milford School District","=""0840011""","Female",251,0,0.0,8,3.2
"Milford School District","=""0840011""","Male",253,7,2.8,11,4.3
"Monroe School District","=""0850011""","Female",153,"*","*","*","*"
"Monroe School District","=""0850011""","Male",146,"*","*",0,0.0
"Montville School District","=""0860011""","Female",104,0,0.0,"*","*"
"Montville School District","=""0860011""","Male",88,"*","*","*","*"
"Naugatuck School District","=""0880011""","Female",168,0,0.0,18,10.7
"Naugatuck School District","=""0880011""","Male",164,8,4.9,26,15.9
"New Britain School District","=""0890011""","Female",325,14,4.3,68,20.9
"New Britain School District","=""0890011""","Male",319,17,5.3,75,23.5
"New Canaan School District","=""0900011""","Female",171,"*","*",0,0.0
"New Canaan School District","=""0900011""","Male",141,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Female",113,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Male",127,"*","*","*","*"
"New Haven School District","=""0930011""","Female",688,16,2.3,105,15.3
"New Haven School District","=""0930011""","Male",607,26,4.3,119,19.6
"New London School District","=""0950011""","Female",98,"*","*","*","*"
"New London School District","=""0950011""","Male",126,"*","*","*","*"
"New Milford School District","=""0960011""","Female",203,"*","*","*","*"
"New Milford School District","=""0960011""","Male",178,"*","*","*","*"
"Newington School District","=""0940011""","Female",189,"*","*","*","*"
"Newington School District","=""0940011""","Male",177,"*","*","*","*"
"Newtown School District","=""0970011""","Female",206,"*","*","*","*"
"Newtown School District","=""0970011""","Male",217,"*","*","*","*"
"North Branford School District","=""0990011""","Female",64,"*","*","*","*"
"North Branford School District","=""0990011""","Male",85,"*","*","*","*"
"North Haven School District","=""1010011""","Female",156,"*","*","*","*"
"North Haven School District","=""1010011""","Male",161,"*","*","*","*"
"North Stonington School District","=""1020011""","Female",24,0,0.0,0,0.0
"North Stonington School District","=""1020011""","Male",32,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Female",409,24,5.9,26,6.4
"Norwalk School District","=""1030011""","Male",409,26,6.4,37,9.0
"Norwich Free Academy District","=""9010022""","Female",339,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Male",266,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Female",65,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Male",72,"*","*","*","*"
"Oxford School District","=""1080011""","Female",88,0,0.0,"*","*"
"Oxford School District","=""1080011""","Male",86,"*","*","*","*"
"Plainfield School District","=""1090011""","Female",91,"*","*","*","*"
"Plainfield School District","=""1090011""","Male",80,"*","*","*","*"
"Plainville School District","=""1100011""","Female",93,"*","*","*","*"
"Plainville School District","=""1100011""","Male",84,"*","*","*","*"
"Plymouth School District","=""1110011""","Female",60,"*","*","*","*"
"Plymouth School District","=""1110011""","Male",78,"*","*","*","*"
"Portland School District","=""1130011""","Female",51,0,0.0,"*","*"
"Portland School District","=""1130011""","Male",62,"*","*","*","*"
"Putnam School District","=""1160011""","Female",29,0,0.0,"*","*"
"Putnam School District","=""1160011""","Male",38,"*","*","*","*"
"Regional School District 01","=""2010012""","Female",61,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Male",60,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Female",73,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Male",63,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Female",191,"*","*","*","*"
"Regional School District 05","=""2050012""","Male",228,"*","*","*","*"
"Regional School District 06","=""2060012""","Female",45,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Male",49,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Female",115,"*","*","*","*"
"Regional School District 07","=""2070012""","Male",100,"*","*","*","*"
"Regional School District 08","=""2080012""","Female",145,"*","*","*","*"
"Regional School District 08","=""2080012""","Male",151,"*","*","*","*"
"Regional School District 09","=""2090012""","Female",140,"*","*","*","*"
"Regional School District 09","=""2090012""","Male",112,0,0.0,"*","*"
"Regional School District 10","=""2100012""","Female",113,"*","*","*","*"
"Regional School District 10","=""2100012""","Male",103,"*","*","*","*"
"Regional School District 11","=""2110012""","Female",22,0,0.0,"*","*"
"Regional School District 11","=""2110012""","Male",18,0,"*",0,"*"
"Regional School District 12","=""2120012""","Female",39,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Male",42,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Female",72,"*","*",0,0.0
"Regional School District 13","=""2130012""","Male",64,"*","*","*","*"
"Regional School District 14","=""2140012""","Female",123,0,0.0,0,0.0
"Regional School District 14","=""2140012""","Male",87,"*","*","*","*"
"Regional School District 15","=""2150012""","Female",149,"*","*","*","*"
"Regional School District 15","=""2150012""","Male",180,"*","*","*","*"
"Regional School District 16","=""2160012""","Female",97,"*","*","*","*"
"Regional School District 16","=""2160012""","Male",84,"*","*","*","*"
"Regional School District 17","=""2170012""","Female",71,0,0.0,0,0.0
"Regional School District 17","=""2170012""","Male",82,"*","*",0,0.0
"Regional School District 18","=""2180012""","Female",54,"*","*","*","*"
"Regional School District 18","=""2180012""","Male",53,0,0.0,0,0.0
"Regional School District 19","=""2190012""","Female",156,"*","*","*","*"
"Regional School District 19","=""2190012""","Male",135,"*","*","*","*"
"Ridgefield School District","=""1180011""","Female",228,0,0.0,"*","*"
"Ridgefield School District","=""1180011""","Male",230,0,0.0,"*","*"
"Rocky Hill School District","=""1190011""","Female",97,0,0.0,"*","*"
"Rocky Hill School District","=""1190011""","Male",84,0,0.0,"*","*"
"Seymour School District","=""1240011""","Female",71,"*","*","*","*"
"Seymour School District","=""1240011""","Male",65,"*","*","*","*"
"Shelton School District","=""1260011""","Female",191,"*","*","*","*"
"Shelton School District","=""1260011""","Male",178,"*","*","*","*"
"Simsbury School District","=""1280011""","Female",192,"*","*","*","*"
"Simsbury School District","=""1280011""","Male",214,"*","*","*","*"
"Somers School District","=""1290011""","Female",74,0,0.0,"*","*"
"Somers School District","=""1290011""","Male",56,0,0.0,"*","*"
"South Windsor School District","=""1320011""","Female",169,"*","*","*","*"
"South Windsor School District","=""1320011""","Male",177,"*","*","*","*"
"Southington School District","=""1310011""","Female",263,"*","*","*","*"
"Southington School District","=""1310011""","Male",248,"*","*","*","*"
"Stafford School District","=""1340011""","Female",65,0,0.0,"*","*"
"Stafford School District","=""1340011""","Male",76,"*","*","*","*"
"Stamford Academy District","=""2820013""","Female",30,6,20.0,12,40.0
"Stamford Academy District","=""2820013""","Male",25,8,32.0,7,28.0
"Stamford School District","=""1350011""","Female",572,6,1.0,27,4.7
"Stamford School District","=""1350011""","Male",620,14,2.3,38,6.1
"Stonington School District","=""1370011""","Female",92,"*","*",0,0.0
"Stonington School District","=""1370011""","Male",85,"*","*","*","*"
"Stratford School District","=""1380011""","Female",299,"*","*","*","*"
"Stratford School District","=""1380011""","Male",344,"*","*","*","*"
"Suffield School District","=""1390011""","Female",116,"*","*","*","*"
"Suffield School District","=""1390011""","Male",98,"*","*","*","*"
"The Bridge Academy District","=""2690013""","Female",24,0,0.0,"*","*"
"The Bridge Academy District","=""2690013""","Male",10,0,"*","*","*"
"The Gilbert School District","=""9020022""","Female",43,0,0.0,"*","*"
"The Gilbert School District","=""9020022""","Male",46,"*","*","*","*"
"Thomaston School District","=""1400011""","Female",39,"*","*",0,0.0
"Thomaston School District","=""1400011""","Male",33,0,0.0,"*","*"
"Thompson School District","=""1410011""","Female",42,0,0.0,"*","*"
"Thompson School District","=""1410011""","Male",43,"*","*","*","*"
"Tolland School District","=""1420011""","Female",113,"*","*","*","*"
"Tolland School District","=""1420011""","Male",115,"*","*","*","*"
"Torrington School District","=""1430011""","Female",125,"*","*","*","*"
"Torrington School District","=""1430011""","Male",140,"*","*","*","*"
"Trumbull School District","=""1440011""","Female",286,"*","*","*","*"
"Trumbull School District","=""1440011""","Male",269,"*","*","*","*"
"Unified School District #1","=""3360015""","Female",30,"*","*",23,76.7
"Unified School District #1","=""3360015""","Male",393,"*","*",286,72.8
"Unified School District #2","=""3470015""","Female",10,"*","*","*","*"
"Unified School District #2","=""3470015""","Male",34,"*","*","*","*"
"Vernon School District","=""1460011""","Female",140,"*","*","*","*"
"Vernon School District","=""1460011""","Male",155,"*","*","*","*"
"Wallingford School District","=""1480011""","Female",261,"*","*","*","*"
"Wallingford School District","=""1480011""","Male",224,"*","*","*","*"
"Waterbury School District","=""1510011""","Female",630,10,1.6,152,24.1
"Waterbury School District","=""1510011""","Male",713,15,2.1,209,29.3
"Waterford School District","=""1520011""","Female",89,"*","*","*","*"
"Waterford School District","=""1520011""","Male",113,0,0.0,"*","*"
"Watertown School District","=""1530011""","Female",124,"*","*","*","*"
"Watertown School District","=""1530011""","Male",104,"*","*","*","*"
"West Hartford School District","=""1550011""","Female",349,"*","*","*","*"
"West Hartford School District","=""1550011""","Male",391,"*","*","*","*"
"West Haven School District","=""1560011""","Female",204,"*","*","*","*"
"West Haven School District","=""1560011""","Male",216,"*","*","*","*"
"Westbrook School District","=""1540011""","Female",37,0,0.0,0,0.0
"Westbrook School District","=""1540011""","Male",35,"*","*","*","*"
"Weston School District","=""1570011""","Female",89,"*","*","*","*"
"Weston School District","=""1570011""","Male",91,"*","*",0,0.0
"Westport School District","=""1580011""","Female",210,0,0.0,0,0.0
"Westport School District","=""1580011""","Male",240,"*","*","*","*"
"Wethersfield School District","=""1590011""","Female",136,"*","*","*","*"
"Wethersfield School District","=""1590011""","Male",168,"*","*","*","*"
"Wilton School District","=""1610011""","Female",146,0,0.0,0,0.0
"Wilton School District","=""1610011""","Male",155,"*","*","*","*"
"Windham School District","=""1630011""","Female",83,"*","*","*","*"
"Windham School District","=""1630011""","Male",85,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Female",66,"*","*",0,0.0
"Windsor Locks School District","=""1650011""","Male",71,"*","*","*","*"
"Windsor School District","=""1640011""","Female",138,"*","*","*","*"
"Windsor School District","=""1640011""","Male",158,"*","*","*","*"
"Wolcott School District","=""1660011""","Female",120,"*","*","*","*"
"Wolcott School District","=""1660011""","Male",122,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Female",127,0,0.0,"*","*"
"Woodstock Academy District","=""9030022""","Male",148,0,0.0,"*","*"

