"Five-Year Graduation Rates, 2011-12"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Granby School District","=""0560011""","Special Education",21,"*","*"
"Greenwich School District","=""0570011""","Non-Special Education",549,532,96.9
"Greenwich School District","=""0570011""","Special Education",93,80,86.0
"Griswold School District","=""0580011""","Non-Special Education",157,141,89.8
"Griswold School District","=""0580011""","Special Education",29,22,75.9
"Groton School District","=""0590011""","Non-Special Education",306,259,84.6
"Groton School District","=""0590011""","Special Education",41,27,65.9
"Guilford School District","=""0600011""","Non-Special Education",251,251,100.0
"Guilford School District","=""0600011""","Special Education",35,31,88.6
"Hamden School District","=""0620011""","Non-Special Education",433,397,91.7
"Hamden School District","=""0620011""","Special Education",83,63,75.9
"Hartford School District","=""0640011""","Non-Special Education",1121,881,78.6
"Hartford School District","=""0640011""","Special Education",274,152,55.5
"Killingly School District","=""0690011""","Non-Special Education",157,133,84.7
"Killingly School District","=""0690011""","Special Education",28,22,78.6
"Lebanon School District","=""0710011""","Non-Special Education",114,106,93.0
"Lebanon School District","=""0710011""","Special Education",15,11,"*"
"Ledyard School District","=""0720011""","Non-Special Education",183,173,94.5
"Ledyard School District","=""0720011""","Special Education",27,23,85.2
"Lisbon School District","=""0730011""","Non-Special Education","*","*","*"
"Lisbon School District","=""0730011""","Special Education","*","*","*"
"Litchfield School District","=""0740011""","Non-Special Education","*","*","*"
"Litchfield School District","=""0740011""","Special Education","*","*","*"
"Madison School District","=""0760011""","Non-Special Education",288,"*","*"
"Madison School District","=""0760011""","Special Education",47,"*","*"
"Manchester School District","=""0770011""","Non-Special Education",414,341,82.4
"Manchester School District","=""0770011""","Special Education",98,64,65.3
"Meriden School District","=""0800011""","Non-Special Education",518,408,78.8
"Meriden School District","=""0800011""","Special Education",105,54,51.4
"Middletown School District","=""0830011""","Non-Special Education",284,247,87.0
"Middletown School District","=""0830011""","Special Education",57,38,66.7
"Milford School District","=""0840011""","Non-Special Education",424,400,94.3
"Milford School District","=""0840011""","Special Education",87,65,74.7
"Monroe School District","=""0850011""","Non-Special Education",322,"*","*"
"Monroe School District","=""0850011""","Special Education",17,"*","*"
"Montville School District","=""0860011""","Non-Special Education",186,171,91.9
"Montville School District","=""0860011""","Special Education",35,22,62.9
"Naugatuck School District","=""0880011""","Non-Special Education",319,281,88.1
"Naugatuck School District","=""0880011""","Special Education",50,38,76.0
"New Britain School District","=""0890011""","Non-Special Education",558,399,71.5
"New Britain School District","=""0890011""","Special Education",110,54,49.1
"New Canaan School District","=""0900011""","Non-Special Education",284,"*","*"
"New Canaan School District","=""0900011""","Special Education",46,"*","*"
"New Fairfield School District","=""0910011""","Non-Special Education",209,"*","*"
"New Fairfield School District","=""0910011""","Special Education",23,"*","*"
"New Haven School District","=""0930011""","Non-Special Education",1166,897,76.9
"New Haven School District","=""0930011""","Special Education",163,103,63.2
"New London School District","=""0950011""","Non-Special Education",184,135,73.4
"New London School District","=""0950011""","Special Education",56,30,53.6
"New Milford School District","=""0960011""","Non-Special Education",333,317,95.2
"New Milford School District","=""0960011""","Special Education",58,45,77.6
"Newington School District","=""0940011""","Non-Special Education",295,279,94.6
"Newington School District","=""0940011""","Special Education",40,29,72.5
"Newtown School District","=""0970011""","Non-Special Education",366,356,97.3
"Newtown School District","=""0970011""","Special Education",38,32,84.2
"North Branford School District","=""0990011""","Non-Special Education",146,138,94.5
"North Branford School District","=""0990011""","Special Education",16,9,"*"
"North Haven School District","=""1010011""","Non-Special Education",261,253,96.9
"North Haven School District","=""1010011""","Special Education",30,20,66.7
"North Stonington School District","=""1020011""","Non-Special Education",48,"*","*"
"North Stonington School District","=""1020011""","Special Education",6,"*","*"
"Norwalk School District","=""1030011""","Non-Special Education",767,681,88.8
"Norwalk School District","=""1030011""","Special Education",105,84,80.0
"Norwich Free Academy District","=""9010022""","Non-Special Education",546,482,88.3
"Norwich Free Academy District","=""9010022""","Special Education",90,76,84.4
"Norwich School District","=""1040011""","Non-Special Education",29,6,20.7
"Norwich School District","=""1040011""","Special Education",41,17,41.5
"Old Saybrook School District","=""1060011""","Non-Special Education",126,"*","*"
"Old Saybrook School District","=""1060011""","Special Education",18,"*","*"
"Oxford School District","=""1080011""","Non-Special Education",137,"*","*"
"Oxford School District","=""1080011""","Special Education",9,"*","*"
"Plainfield School District","=""1090011""","Non-Special Education",158,149,94.3
"Plainfield School District","=""1090011""","Special Education",43,30,69.8
"Plainville School District","=""1100011""","Non-Special Education",176,"*","*"
"Plainville School District","=""1100011""","Special Education",29,"*","*"
"Plymouth School District","=""1110011""","Non-Special Education",122,113,92.6
"Plymouth School District","=""1110011""","Special Education",17,9,"*"
"Portland School District","=""1130011""","Non-Special Education",83,"*","*"
"Portland School District","=""1130011""","Special Education",7,"*","*"
"Putnam School District","=""1160011""","Non-Special Education",59,"*","*"
"Putnam School District","=""1160011""","Special Education",10,"*","*"
"Regional School District 01","=""2010012""","Non-Special Education",114,"*","*"
"Regional School District 01","=""2010012""","Special Education",26,"*","*"
"Regional School District 04","=""2040012""","Non-Special Education",136,127,93.4
"Regional School District 04","=""2040012""","Special Education",23,21,91.3
"Regional School District 05","=""2050012""","Non-Special Education",389,"*","*"
"Regional School District 05","=""2050012""","Special Education",45,"*","*"
"Regional School District 06","=""2060012""","Non-Special Education",76,"*","*"
"Regional School District 06","=""2060012""","Special Education",11,"*","*"
"Regional School District 07","=""2070012""","Non-Special Education",167,"*","*"
"Regional School District 07","=""2070012""","Special Education",36,"*","*"
"Regional School District 08","=""2080012""","Non-Special Education",258,250,96.9
"Regional School District 08","=""2080012""","Special Education",38,29,76.3
"Regional School District 09","=""2090012""","Non-Special Education",214,"*","*"
"Regional School District 09","=""2090012""","Special Education",25,"*","*"
"Regional School District 10","=""2100012""","Non-Special Education",205,"*","*"
"Regional School District 10","=""2100012""","Special Education",24,"*","*"
"Regional School District 11","=""2110012""","Non-Special Education",31,"*","*"
"Regional School District 11","=""2110012""","Special Education",12,"*","*"
"Regional School District 12","=""2120012""","Non-Special Education",65,"*","*"
"Regional School District 12","=""2120012""","Special Education",9,"*","*"
"Regional School District 13","=""2130012""","Non-Special Education",119,"*","*"
"Regional School District 13","=""2130012""","Special Education",23,"*","*"
"Regional School District 14","=""2140012""","Non-Special Education",175,"*","*"
"Regional School District 14","=""2140012""","Special Education",21,"*","*"
"Regional School District 15","=""2150012""","Non-Special Education",283,274,96.8
"Regional School District 15","=""2150012""","Special Education",44,40,90.9
"Regional School District 16","=""2160012""","Non-Special Education",174,"*","*"
"Regional School District 16","=""2160012""","Special Education",21,"*","*"
"Regional School District 17","=""2170012""","Non-Special Education",164,"*","*"
"Regional School District 17","=""2170012""","Special Education",25,"*","*"
"Regional School District 18","=""2180012""","Non-Special Education",91,"*","*"
"Regional School District 18","=""2180012""","Special Education",13,"*","*"
"Regional School District 19","=""2190012""","Non-Special Education",241,225,93.4
"Regional School District 19","=""2190012""","Special Education",61,50,82.0
"Ridgefield School District","=""1180011""","Non-Special Education",391,"*","*"
"Ridgefield School District","=""1180011""","Special Education",52,"*","*"
"Rocky Hill School District","=""1190011""","Non-Special Education",187,179,95.7
"Rocky Hill School District","=""1190011""","Special Education",22,17,77.3
"Seymour School District","=""1240011""","Non-Special Education",137,127,92.7
"Seymour School District","=""1240011""","Special Education",16,12,"*"
"Shelton School District","=""1260011""","Non-Special Education",396,379,95.7
"Shelton School District","=""1260011""","Special Education",31,21,67.7
"Simsbury School District","=""1280011""","Non-Special Education",359,"*","*"
"Simsbury School District","=""1280011""","Special Education",48,"*","*"
"Somers School District","=""1290011""","Non-Special Education",131,"*","*"
"Somers School District","=""1290011""","Special Education",10,"*","*"
"South Windsor School District","=""1320011""","Non-Special Education",330,324,98.2
"South Windsor School District","=""1320011""","Special Education",54,48,88.9
"Southington School District","=""1310011""","Non-Special Education",427,414,97.0
"Southington School District","=""1310011""","Special Education",68,56,82.4
"Stafford School District","=""1340011""","Non-Special Education",125,"*","*"
"Stafford School District","=""1340011""","Special Education",15,"*","*"
"Stamford Academy District","=""2820013""","Non-Special Education",31,"*","*"
"Stamford Academy District","=""2820013""","Special Education",13,"*","*"
"Stamford School District","=""1350011""","Non-Special Education",1038,937,90.3
"Stamford School District","=""1350011""","Special Education",138,117,84.8
"Stonington School District","=""1370011""","Non-Special Education",161,155,96.3
"Stonington School District","=""1370011""","Special Education",20,16,80.0
"Stratford School District","=""1380011""","Non-Special Education",527,485,92.0
"Stratford School District","=""1380011""","Special Education",54,34,63.0
"Suffield School District","=""1390011""","Non-Special Education",184,174,94.6
"Suffield School District","=""1390011""","Special Education",22,16,72.7
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education","*","*","*"
"The Gilbert School District","=""9020022""","Special Education","*","*","*"
"Thomaston School District","=""1400011""","Non-Special Education",74,"*","*"
"Thomaston School District","=""1400011""","Special Education",19,"*","*"
"Thompson School District","=""1410011""","Non-Special Education",89,"*","*"
"Thompson School District","=""1410011""","Special Education",12,"*","*"
"Tolland School District","=""1420011""","Non-Special Education",208,"*","*"
"Tolland School District","=""1420011""","Special Education",23,"*","*"
"Torrington School District","=""1430011""","Non-Special Education",256,218,85.2
"Torrington School District","=""1430011""","Special Education",46,34,73.9
"Trumbull School District","=""1440011""","Non-Special Education",500,"*","*"
"Trumbull School District","=""1440011""","Special Education",42,"*","*"
"Unified School District #1","=""3360015""","Non-Special Education",479,9,1.9
"Unified School District #1","=""3360015""","Special Education",252,14,5.6
"Unified School District #2","=""3470015""","Non-Special Education",12,"*","*"
"Unified School District #2","=""3470015""","Special Education",22,"*","*"
"Vernon School District","=""1460011""","Non-Special Education",236,209,88.6
"Vernon School District","=""1460011""","Special Education",26,16,61.5
"Wallingford School District","=""1480011""","Non-Special Education",468,449,95.9
"Wallingford School District","=""1480011""","Special Education",69,50,72.5
"Waterbury School District","=""1510011""","Non-Special Education",1091,755,69.2
"Waterbury School District","=""1510011""","Special Education",173,91,52.6
"Waterford School District","=""1520011""","Non-Special Education",210,200,95.2
"Waterford School District","=""1520011""","Special Education",32,24,75.0
"Watertown School District","=""1530011""","Non-Special Education",206,194,94.2
"Watertown School District","=""1530011""","Special Education",28,22,78.6
"West Hartford School District","=""1550011""","Non-Special Education",659,637,96.7
"West Hartford School District","=""1550011""","Special Education",93,81,87.1
"West Haven School District","=""1560011""","Non-Special Education",339,261,77.0
"West Haven School District","=""1560011""","Special Education",48,29,60.4
"Westbrook School District","=""1540011""","Non-Special Education",76,"*","*"
"Westbrook School District","=""1540011""","Special Education",6,"*","*"
"Weston School District","=""1570011""","Non-Special Education",170,"*","*"
"Weston School District","=""1570011""","Special Education",21,"*","*"
"Westport School District","=""1580011""","Non-Special Education",366,"*","*"
"Westport School District","=""1580011""","Special Education",62,"*","*"
"Wethersfield School District","=""1590011""","Non-Special Education",265,251,94.7
"Wethersfield School District","=""1590011""","Special Education",26,17,65.4
"Wilton School District","=""1610011""","Non-Special Education",281,281,100.0
"Wilton School District","=""1610011""","Special Education",32,29,90.6
"Windham School District","=""1630011""","Non-Special Education",134,107,79.9
"Windham School District","=""1630011""","Special Education",49,32,65.3
"Windsor Locks School District","=""1650011""","Non-Special Education",135,127,94.1
"Windsor Locks School District","=""1650011""","Special Education",13,10,"*"
"Windsor School District","=""1640011""","Non-Special Education",279,256,91.8
"Windsor School District","=""1640011""","Special Education",40,29,72.5
"Wolcott School District","=""1660011""","Non-Special Education",193,185,95.9
"Wolcott School District","=""1660011""","Special Education",26,23,88.5
"Woodstock Academy District","=""9030022""","Non-Special Education",269,"*","*"
"Woodstock Academy District","=""9030022""","Special Education",17,"*","*"

