"Five-Year Graduation Rates, 2011-12"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"East Lyme School District","=""0450011""","Non-ELL",302,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL",88,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL",19,0,"*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Non-ELL",29,0,0.0,12,41.4
"Fairfield School District","=""0510011""","Non-ELL",679,"*","*","*","*"
"Fairfield School District","=""0510011""","ELL",13,0,"*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*","*","*"
"Farmington School District","=""0520011""","ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*","*","*"
"Granby School District","=""0560011""","Non-ELL",188,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Non-ELL",612,"*","*","*","*"
"Greenwich School District","=""0570011""","ELL",30,0,0.0,"*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*","*","*","*"
"Griswold School District","=""0580011""","ELL","*","*","*","*","*"
"Groton School District","=""0590011""","Non-ELL",336,7,2.1,"*","*"
"Groton School District","=""0590011""","ELL",11,0,"*","*","*"
"Guilford School District","=""0600011""","Non-ELL",286,"*","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",503,9,1.8,"*","*"
"Hamden School District","=""0620011""","ELL",13,0,"*","*","*"
"Hartford School District","=""0640011""","Non-ELL",1196,"*","*","*","*"
"Hartford School District","=""0640011""","ELL",199,"*","*","*","*"
"Killingly School District","=""0690011""","Non-ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL",129,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*","*","*"
"Lisbon School District","=""0730011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL",103,"*","*","*","*"
"Madison School District","=""0760011""","Non-ELL","*","*","*","*","*"
"Madison School District","=""0760011""","ELL","*","*","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",496,7,1.4,100,20.2
"Manchester School District","=""0770011""","ELL",16,0,"*",0,"*"
"Meriden School District","=""0800011""","Non-ELL",552,"*","*","*","*"
"Meriden School District","=""0800011""","ELL",71,"*","*","*","*"
"Middletown School District","=""0830011""","Non-ELL","*","*","*","*","*"
"Middletown School District","=""0830011""","ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Non-ELL",503,10,2.0,36,7.2
"Milford School District","=""0840011""","ELL",8,0,"*",0,"*"
"Monroe School District","=""0850011""","Non-ELL",339,0,0.0,"*","*"
"Montville School District","=""0860011""","Non-ELL",211,"*","*","*","*"
"Montville School District","=""0860011""","ELL",10,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Non-ELL",362,"*","*","*","*"
"Naugatuck School District","=""0880011""","ELL",7,0,"*",0,"*"
"New Britain School District","=""0890011""","Non-ELL",550,"*","*","*","*"
"New Britain School District","=""0890011""","ELL",118,"*","*","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*","*","*","*"
"New Canaan School District","=""0900011""","ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Non-ELL",1186,"*","*","*","*"
"New Haven School District","=""0930011""","ELL",143,"*","*","*","*"
"New London School District","=""0950011""","Non-ELL",187,"*","*","*","*"
"New London School District","=""0950011""","ELL",53,"*","*","*","*"
"New Milford School District","=""0960011""","Non-ELL","*","*","*","*","*"
"New Milford School District","=""0960011""","ELL","*","*","*","*","*"
"Newington School District","=""0940011""","Non-ELL",326,8,2.5,"*","*"
"Newington School District","=""0940011""","ELL",9,0,"*","*","*"
"Newtown School District","=""0970011""","Non-ELL","*","*","*","*","*"
"Newtown School District","=""0970011""","ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","Non-ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","Non-ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","ELL","*","*","*","*","*"
"North Stonington School District","=""1020011""","Non-ELL",54,"*","*","*","*"
"Norwalk School District","=""1030011""","Non-ELL",792,"*","*","*","*"
"Norwalk School District","=""1030011""","ELL",80,0,0.0,"*","*"
"Norwich Free Academy District","=""9010022""","Non-ELL",603,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","ELL",33,0,0.0,"*","*"
"Norwich School District","=""1040011""","Non-ELL",70,0,0.0,43,61.4
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Non-ELL",146,0,0.0,12,8.2
"Plainfield School District","=""1090011""","Non-ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","Non-ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL",139,"*","*","*","*"
"Portland School District","=""1130011""","Non-ELL","*","*","*","*","*"
"Portland School District","=""1130011""","ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","Non-ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","ELL","*","*","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL",140,0,0.0,7,5.0
"Regional School District 04","=""2040012""","Non-ELL","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","Non-ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELL","*","*","*","*","*"
"Regional School District 08","=""2080012""","Non-ELL","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","Non-ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELL","*","*","*","*","*"
"Regional School District 10","=""2100012""","Non-ELL",229,"*","*","*","*"
"Regional School District 11","=""2110012""","Non-ELL",43,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Non-ELL","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELL","*","*","*","*","*"
"Regional School District 13","=""2130012""","Non-ELL",142,"*","*","*","*"
"Regional School District 14","=""2140012""","Non-ELL","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","Non-ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","Non-ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","ELL","*","*","*","*","*"
"Regional School District 17","=""2170012""","Non-ELL",189,0,0.0,10,5.3
"Regional School District 18","=""2180012""","Non-ELL",104,0,0.0,"*","*"
"Regional School District 19","=""2190012""","Non-ELL","*","*","*","*","*"
"Regional School District 19","=""2190012""","ELL","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Non-ELL",443,0,0.0,"*","*"
"Rocky Hill School District","=""1190011""","Non-ELL","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","ELL","*","*","*","*","*"
"Seymour School District","=""1240011""","Non-ELL","*","*","*","*","*"
"Seymour School District","=""1240011""","ELL","*","*","*","*","*"
"Shelton School District","=""1260011""","Non-ELL",421,"*","*","*","*"
"Shelton School District","=""1260011""","ELL",6,0,"*","*","*"
"Simsbury School District","=""1280011""","Non-ELL","*","*","*","*","*"
"Simsbury School District","=""1280011""","ELL","*","*","*","*","*"
"Somers School District","=""1290011""","Non-ELL","*","*","*","*","*"
"Somers School District","=""1290011""","ELL","*","*","*","*","*"
"South Windsor School District","=""1320011""","Non-ELL",378,"*","*","*","*"
"South Windsor School District","=""1320011""","ELL",6,0,"*",0,"*"
"Southington School District","=""1310011""","Non-ELL",488,7,1.4,18,3.7
"Southington School District","=""1310011""","ELL",7,0,"*",0,"*"
"Stafford School District","=""1340011""","Non-ELL",140,0,0.0,14,10.0
"Stamford Academy District","=""2820013""","Non-ELL","*","*","*","*","*"
"Stamford Academy District","=""2820013""","ELL","*","*","*","*","*"
"Stamford School District","=""1350011""","Non-ELL",1023,"*","*","*","*"
"Stamford School District","=""1350011""","ELL",153,"*","*","*","*"
"Stonington School District","=""1370011""","Non-ELL",181,"*","*","*","*"
"Stratford School District","=""1380011""","Non-ELL",559,10,1.8,"*","*"
"Stratford School District","=""1380011""","ELL",22,0,0.0,"*","*"
"Suffield School District","=""1390011""","Non-ELL",206,"*","*","*","*"
"The Bridge Academy District","=""2690013""","Non-ELL",41,0,0.0,8,19.5
"The Gilbert School District","=""9020022""","Non-ELL","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELL","*","*","*","*","*"
"Thomaston School District","=""1400011""","Non-ELL","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELL","*","*","*","*","*"
"Thompson School District","=""1410011""","Non-ELL",101,0,0.0,11,10.9
"Tolland School District","=""1420011""","Non-ELL",231,0,0.0,"*","*"
"Torrington School District","=""1430011""","Non-ELL",288,"*","*","*","*"
"Torrington School District","=""1430011""","ELL",14,0,"*","*","*"
"Trumbull School District","=""1440011""","Non-ELL",533,"*","*","*","*"
"Trumbull School District","=""1440011""","ELL",9,0,"*","*","*"
"Unified School District #1","=""3360015""","Non-ELL",698,0,0.0,"*","*"
"Unified School District #1","=""3360015""","ELL",33,0,0.0,"*","*"
"Unified School District #2","=""3470015""","Non-ELL",34,"*","*",20,58.8
"Vernon School District","=""1460011""","Non-ELL",251,"*","*","*","*"
"Vernon School District","=""1460011""","ELL",11,0,"*","*","*"
"Wallingford School District","=""1480011""","Non-ELL",519,7,1.3,"*","*"
"Wallingford School District","=""1480011""","ELL",18,0,"*","*","*"
"Waterbury School District","=""1510011""","Non-ELL",1103,14,1.3,339,30.7
"Waterbury School District","=""1510011""","ELL",161,0,0.0,65,40.4
"Waterford School District","=""1520011""","Non-ELL","*","*","*","*","*"
"Waterford School District","=""1520011""","ELL","*","*","*","*","*"
"Watertown School District","=""1530011""","Non-ELL","*","*","*","*","*"
"Watertown School District","=""1530011""","ELL","*","*","*","*","*"
"West Hartford School District","=""1550011""","Non-ELL",717,"*","*","*","*"
"West Hartford School District","=""1550011""","ELL",35,0,0.0,"*","*"
"West Haven School District","=""1560011""","Non-ELL",362,"*","*","*","*"
"West Haven School District","=""1560011""","ELL",25,0,0.0,"*","*"
"Westbrook School District","=""1540011""","Non-ELL",82,0,0.0,"*","*"
"Weston School District","=""1570011""","Non-ELL",191,0,0.0,"*","*"
"Westport School District","=""1580011""","Non-ELL","*","*","*","*","*"
"Westport School District","=""1580011""","ELL","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Non-ELL",280,"*","*","*","*"
"Wethersfield School District","=""1590011""","ELL",11,0,"*","*","*"
"Wilton School District","=""1610011""","Non-ELL","*","*","*","*","*"
"Wilton School District","=""1610011""","ELL","*","*","*","*","*"
"Windham School District","=""1630011""","Non-ELL",138,"*","*","*","*"
"Windham School District","=""1630011""","ELL",45,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Non-ELL","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","ELL","*","*","*","*","*"
"Windsor School District","=""1640011""","Non-ELL",313,"*","*","*","*"
"Windsor School District","=""1640011""","ELL",6,0,"*","*","*"
"Wolcott School District","=""1660011""","Non-ELL",219,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","ELL","*","*","*","*","*"

