"Five-Year Graduation Rates, 2012-13"
"All Districts, Gender"

"",,,,"Graduates",
"Killingly School District","=""0690011""","Male",114,80,70.2
"Learn","=""2450014""","Female",23,"*","*"
"Learn","=""2450014""","Male",19,"*","*"
"Lebanon School District","=""0710011""","Female",72,"*","*"
"Lebanon School District","=""0710011""","Male",46,"*","*"
"Ledyard School District","=""0720011""","Female",115,106,92.2
"Ledyard School District","=""0720011""","Male",116,103,88.8
"Lisbon School District","=""0730011""","Female","*","*","*"
"Lisbon School District","=""0730011""","Male","*","*","*"
"Litchfield School District","=""0740011""","Female",46,"*","*"
"Litchfield School District","=""0740011""","Male",43,"*","*"
"Madison School District","=""0760011""","Female",158,"*","*"
"Madison School District","=""0760011""","Male",158,"*","*"
"Manchester School District","=""0770011""","Female",223,182,81.6
"Manchester School District","=""0770011""","Male",250,204,81.6
"Meriden School District","=""0800011""","Female",322,247,76.7
"Meriden School District","=""0800011""","Male",304,217,71.4
"Middletown School District","=""0830011""","Female",168,148,88.1
"Middletown School District","=""0830011""","Male",208,170,81.7
"Milford School District","=""0840011""","Female",260,237,91.2
"Milford School District","=""0840011""","Male",263,230,87.5
"Monroe School District","=""0850011""","Female",162,"*","*"
"Monroe School District","=""0850011""","Male",147,"*","*"
"Montville School District","=""0860011""","Female",79,"*","*"
"Montville School District","=""0860011""","Male",109,"*","*"
"Naugatuck School District","=""0880011""","Female",160,133,83.1
"Naugatuck School District","=""0880011""","Male",173,140,80.9
"New Britain School District","=""0890011""","Female",322,223,69.3
"New Britain School District","=""0890011""","Male",329,210,63.8
"New Canaan School District","=""0900011""","Female",177,173,97.7
"New Canaan School District","=""0900011""","Male",162,159,98.1
"New Fairfield School District","=""0910011""","Female",133,"*","*"
"New Fairfield School District","=""0910011""","Male",125,"*","*"
"New Haven School District","=""0930011""","Female",710,571,80.4
"New Haven School District","=""0930011""","Male",599,423,70.6
"New London School District","=""0950011""","Female",122,85,69.7
"New London School District","=""0950011""","Male",136,89,65.4
"New Milford School District","=""0960011""","Female",194,176,90.7
"New Milford School District","=""0960011""","Male",195,171,87.7
"Newington School District","=""0940011""","Female",190,179,94.2
"Newington School District","=""0940011""","Male",185,165,89.2
"Newtown School District","=""0970011""","Female",228,218,95.6
"Newtown School District","=""0970011""","Male",243,235,96.7
"North Branford School District","=""0990011""","Female",92,89,96.7
"North Branford School District","=""0990011""","Male",78,75,96.2
"North Haven School District","=""1010011""","Female",151,142,94.0
"North Haven School District","=""1010011""","Male",161,142,88.2
"North Stonington School District","=""1020011""","Female",30,"*","*"
"North Stonington School District","=""1020011""","Male",18,"*","*"
"Norwalk School District","=""1030011""","Female",401,354,88.3
"Norwalk School District","=""1030011""","Male",380,326,85.8
"Norwich Free Academy District","=""9010022""","Female",321,279,86.9
"Norwich Free Academy District","=""9010022""","Male",273,221,81.0
"Old Saybrook School District","=""1060011""","Female",65,"*","*"
"Old Saybrook School District","=""1060011""","Male",74,"*","*"
"Oxford School District","=""1080011""","Female",80,80,100.0
"Oxford School District","=""1080011""","Male",75,71,94.7
"Plainfield School District","=""1090011""","Female",98,89,90.8
"Plainfield School District","=""1090011""","Male",103,87,84.5
"Plainville School District","=""1100011""","Female",109,101,92.7
"Plainville School District","=""1100011""","Male",98,86,87.8
"Plymouth School District","=""1110011""","Female",63,56,88.9
"Plymouth School District","=""1110011""","Male",65,56,86.2
"Portland School District","=""1130011""","Female",42,"*","*"
"Portland School District","=""1130011""","Male",51,"*","*"
"Putnam School District","=""1160011""","Female",45,40,88.9
"Putnam School District","=""1160011""","Male",52,45,86.5
"Regional School District 01","=""2010012""","Female",55,"*","*"
"Regional School District 01","=""2010012""","Male",54,"*","*"
"Regional School District 04","=""2040012""","Female",88,"*","*"
"Regional School District 04","=""2040012""","Male",74,"*","*"
"Regional School District 05","=""2050012""","Female",188,182,96.8
"Regional School District 05","=""2050012""","Male",208,199,95.7
"Regional School District 06","=""2060012""","Female",53,"*","*"
"Regional School District 06","=""2060012""","Male",44,"*","*"
"Regional School District 07","=""2070012""","Female",95,95,100.0
"Regional School District 07","=""2070012""","Male",98,92,93.9
"Regional School District 08","=""2080012""","Female",126,122,96.8
"Regional School District 08","=""2080012""","Male",158,144,91.1
"Regional School District 09","=""2090012""","Female",123,119,96.7
"Regional School District 09","=""2090012""","Male",115,110,95.7
"Regional School District 10","=""2100012""","Female",97,90,92.8
"Regional School District 10","=""2100012""","Male",101,98,97.0
"Regional School District 11","=""2110012""","Female",18,16,"*"
"Regional School District 11","=""2110012""","Male",26,22,84.6
"Regional School District 12","=""2120012""","Female",36,"*","*"
"Regional School District 12","=""2120012""","Male",54,"*","*"
"Regional School District 13","=""2130012""","Female",81,76,93.8
"Regional School District 13","=""2130012""","Male",76,68,89.5
"Regional School District 14","=""2140012""","Female",110,103,93.6
"Regional School District 14","=""2140012""","Male",92,86,93.5
"Regional School District 15","=""2150012""","Female",145,"*","*"
"Regional School District 15","=""2150012""","Male",174,"*","*"
"Regional School District 16","=""2160012""","Female",81,"*","*"
"Regional School District 16","=""2160012""","Male",105,"*","*"
"Regional School District 17","=""2170012""","Female",84,"*","*"
"Regional School District 17","=""2170012""","Male",80,"*","*"
"Regional School District 18","=""2180012""","Female",58,"*","*"
"Regional School District 18","=""2180012""","Male",55,"*","*"
"Regional School District 19","=""2190012""","Female",170,157,92.4
"Regional School District 19","=""2190012""","Male",144,134,93.1
"Ridgefield School District","=""1180011""","Female",202,"*","*"
"Ridgefield School District","=""1180011""","Male",212,"*","*"
"Rocky Hill School District","=""1190011""","Female",82,80,97.6
"Rocky Hill School District","=""1190011""","Male",95,85,89.5
"Seymour School District","=""1240011""","Female",87,79,90.8
"Seymour School District","=""1240011""","Male",93,80,86.0
"Shelton School District","=""1260011""","Female",190,175,92.1
"Shelton School District","=""1260011""","Male",204,188,92.2
"Simsbury School District","=""1280011""","Female",190,"*","*"
"Simsbury School District","=""1280011""","Male",210,"*","*"
"Somers School District","=""1290011""","Female",68,68,100.0
"Somers School District","=""1290011""","Male",79,75,94.9
"South Windsor School District","=""1320011""","Female",181,173,95.6
"South Windsor School District","=""1320011""","Male",205,198,96.6
"Southington School District","=""1310011""","Female",249,239,96.0
"Southington School District","=""1310011""","Male",239,224,93.7
"Stafford School District","=""1340011""","Female",69,"*","*"
"Stafford School District","=""1340011""","Male",60,"*","*"
"Stamford Academy District","=""2820013""","Female",15,8,"*"
"Stamford Academy District","=""2820013""","Male",21,8,38.1
"Stamford School District","=""1350011""","Female",583,533,91.4
"Stamford School District","=""1350011""","Male",628,577,91.9
"Stonington School District","=""1370011""","Female",88,"*","*"
"Stonington School District","=""1370011""","Male",113,"*","*"
"Stratford School District","=""1380011""","Female",270,258,95.6
"Stratford School District","=""1380011""","Male",290,255,87.9
"Suffield School District","=""1390011""","Female",125,120,96.0
"Suffield School District","=""1390011""","Male",94,87,92.6
"The Bridge Academy District","=""2690013""","Female",17,"*","*"
"The Bridge Academy District","=""2690013""","Male",19,"*","*"
"The Gilbert School District","=""9020022""","Female",44,37,84.1
"The Gilbert School District","=""9020022""","Male",42,35,83.3
"Thomaston School District","=""1400011""","Female",40,"*","*"
"Thomaston School District","=""1400011""","Male",38,"*","*"
"Thompson School District","=""1410011""","Female",42,"*","*"
"Thompson School District","=""1410011""","Male",43,"*","*"
"Tolland School District","=""1420011""","Female",116,"*","*"
"Tolland School District","=""1420011""","Male",128,"*","*"
"Torrington School District","=""1430011""","Female",135,126,93.3
"Torrington School District","=""1430011""","Male",140,120,85.7
"Trumbull School District","=""1440011""","Female",279,273,97.8
"Trumbull School District","=""1440011""","Male",271,268,98.9
"Unified School District #1","=""3360015""","Female",22,0,0.0
"Unified School District #1","=""3360015""","Male",425,10,2.4
"Unified School District #2","=""3470015""","Female",6,"*","*"
"Unified School District #2","=""3470015""","Male",39,"*","*"
"Vernon School District","=""1460011""","Female",125,112,89.6
"Vernon School District","=""1460011""","Male",113,91,80.5
"Wallingford School District","=""1480011""","Female",302,284,94.0
"Wallingford School District","=""1480011""","Male",233,212,91.0
"Waterbury School District","=""1510011""","Female",635,460,72.4
"Waterbury School District","=""1510011""","Male",662,430,65.0
"Waterford School District","=""1520011""","Female",111,101,91.0
"Waterford School District","=""1520011""","Male",131,122,93.1
"Watertown School District","=""1530011""","Female",139,130,93.5
"Watertown School District","=""1530011""","Male",133,112,84.2
"West Hartford School District","=""1550011""","Female",421,406,96.4
"West Hartford School District","=""1550011""","Male",411,384,93.4
"West Haven School District","=""1560011""","Female",203,161,79.3
"West Haven School District","=""1560011""","Male",234,150,64.1
"Westbrook School District","=""1540011""","Female",37,"*","*"
"Westbrook School District","=""1540011""","Male",41,"*","*"
"Weston School District","=""1570011""","Female",103,"*","*"
"Weston School District","=""1570011""","Male",105,"*","*"
"Westport School District","=""1580011""","Female",220,"*","*"
"Westport School District","=""1580011""","Male",245,"*","*"
"Wethersfield School District","=""1590011""","Female",128,121,94.5
"Wethersfield School District","=""1590011""","Male",141,126,89.4
"Wilton School District","=""1610011""","Female",163,"*","*"
"Wilton School District","=""1610011""","Male",163,"*","*"
"Windham School District","=""1630011""","Female",90,76,84.4
"Windham School District","=""1630011""","Male",104,83,79.8
"Windsor Locks School District","=""1650011""","Female",78,73,93.6
"Windsor Locks School District","=""1650011""","Male",62,55,88.7
"Windsor School District","=""1640011""","Female",169,156,92.3
"Windsor School District","=""1640011""","Male",176,156,88.6
"Wolcott School District","=""1660011""","Female",111,105,94.6
"Wolcott School District","=""1660011""","Male",110,104,94.5
"Woodstock Academy District","=""9030022""","Female",157,152,96.8
"Woodstock Academy District","=""9030022""","Male",125,119,95.2

