"Five-Year Graduation Rates, 2010-11"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"Ledyard School District","=""0720011""",232,"*","*","*","*"
"Lisbon School District","=""0730011""","*","*","*","*","*"
"Litchfield School District","=""0740011""",95,"*","*","*","*"
"Madison School District","=""0760011""",317,"*","*","*","*"
"Manchester School District","=""0770011""",532,14,2.6,114,21.4
"Meriden School District","=""0800011""",619,13,2.1,142,22.9
"Middletown School District","=""0830011""",348,19,5.5,51,14.7
"Milford School District","=""0840011""",493,17,3.4,27,5.5
"Monroe School District","=""0850011""",367,"*","*","*","*"
"Montville School District","=""0860011""",204,"*","*","*","*"
"Naugatuck School District","=""0880011""",369,6,1.6,50,13.6
"New Britain School District","=""0890011""",752,23,3.1,284,37.8
"New Canaan School District","=""0900011""",311,"*","*","*","*"
"New Fairfield School District","=""0910011""",240,"*","*","*","*"
"New Haven School District","=""0930011""",1436,36,2.5,411,28.6
"New London School District","=""0950011""",266,15,5.6,70,26.3
"New Milford School District","=""0960011""",402,6,1.5,41,10.2
"Newington School District","=""0940011""",412,13,3.2,32,7.8
"Newtown School District","=""0970011""",444,"*","*","*","*"
"North Branford School District","=""0990011""",197,"*","*","*","*"
"North Haven School District","=""1010011""",307,"*","*","*","*"
"North Stonington School District","=""1020011""",67,0,0.0,6,9.0
"Norwalk School District","=""1030011""",892,11,1.2,104,11.7
"Norwich Free Academy District","=""9010022""",628,12,1.9,93,14.8
"Norwich School District","=""1040011""",36,"*","*",22,61.1
"Old Saybrook School District","=""1060011""",122,"*","*","*","*"
"Oxford School District","=""1080011""",155,"*","*","*","*"
"Plainfield School District","=""1090011""",230,"*","*","*","*"
"Plainville School District","=""1100011""",233,"*","*","*","*"
"Plymouth School District","=""1110011""",139,0,0.0,"*","*"
"Portland School District","=""1130011""",97,"*","*","*","*"
"Putnam School District","=""1160011""",73,"*","*","*","*"
"Regional School District 01","=""2010012""",138,"*","*","*","*"
"Regional School District 04","=""2040012""",171,"*","*","*","*"
"Regional School District 05","=""2050012""",410,"*","*","*","*"
"Regional School District 06","=""2060012""",104,0,0.0,11,10.6
"Regional School District 07","=""2070012""",209,"*","*","*","*"
"Regional School District 08","=""2080012""",268,"*","*","*","*"
"Regional School District 09","=""2090012""",221,"*","*","*","*"
"Regional School District 10","=""2100012""",175,"*","*","*","*"
"Regional School District 11","=""2110012""",39,"*","*","*","*"
"Regional School District 12","=""2120012""",93,0,0.0,12,12.9
"Regional School District 13","=""2130012""",141,"*","*","*","*"
"Regional School District 14","=""2140012""",218,"*","*","*","*"
"Regional School District 15","=""2150012""",389,"*","*","*","*"
"Regional School District 16","=""2160012""",197,6,3.0,15,7.6
"Regional School District 17","=""2170012""",180,0,0.0,10,5.6
"Regional School District 18","=""2180012""",135,"*","*","*","*"
"Regional School District 19","=""2190012""",284,11,3.9,28,9.9
"Ridgefield School District","=""1180011""",434,"*","*","*","*"
"Rocky Hill School District","=""1190011""",176,0,0.0,13,7.4
"Seymour School District","=""1240011""",189,0,0.0,25,13.2
"Shelton School District","=""1260011""",399,9,2.3,25,6.3
"Simsbury School District","=""1280011""",358,"*","*","*","*"
"Somers School District","=""1290011""",144,"*","*","*","*"
"South Windsor School District","=""1320011""",425,"*","*","*","*"
"Southington School District","=""1310011""",543,8,1.5,24,4.4
"Stafford School District","=""1340011""",136,0,0.0,19,14.0
"Stamford Academy District","=""2820013""",52,8,15.4,14,26.9
"Stamford School District","=""1350011""",1189,20,1.7,115,9.7
"Stonington School District","=""1370011""",212,"*","*","*","*"
"Stratford School District","=""1380011""",579,13,2.2,47,8.1
"Suffield School District","=""1390011""",215,"*","*","*","*"
"The Bridge Academy District","=""2690013""",28,0,0.0,"*","*"
"The Gilbert School District","=""9020022""",73,"*","*","*","*"
"Thomaston School District","=""1400011""",104,"*","*","*","*"
"Thompson School District","=""1410011""",95,0,0.0,10,10.5
"Tolland School District","=""1420011""",224,"*","*","*","*"
"Torrington School District","=""1430011""",286,"*","*","*","*"
"Trumbull School District","=""1440011""",502,"*","*","*","*"
"Unified School District #1","=""3360015""",630,30,4.8,577,91.6
"Unified School District #2","=""3470015""",38,7,18.4,15,39.5
"Vernon School District","=""1460011""",291,"*","*","*","*"
"Wallingford School District","=""1480011""",561,12,2.1,48,8.6
"Waterbury School District","=""1510011""",1303,14,1.1,396,30.4
"Waterford School District","=""1520011""",271,"*","*","*","*"
"Watertown School District","=""1530011""",246,"*","*","*","*"
"West Hartford School District","=""1550011""",829,14,1.7,43,5.2
"West Haven School District","=""1560011""",458,6,1.3,125,27.3
"Westbrook School District","=""1540011""",75,"*","*","*","*"
"Weston School District","=""1570011""",195,"*","*",0,0.0
"Westport School District","=""1580011""",475,7,1.5,6,1.3
"Wethersfield School District","=""1590011""",305,"*","*","*","*"
"Wilton School District","=""1610011""",306,"*","*","*","*"
"Windham School District","=""1630011""",260,9,3.5,73,28.1
"Windsor Locks School District","=""1650011""",133,7,5.3,9,6.8
"Windsor School District","=""1640011""",352,9,2.6,37,10.5
"Wolcott School District","=""1660011""",226,"*","*","*","*"
"Woodstock Academy District","=""9030022""",299,0,0.0,15,5.0

