"Five-Year Graduation Rates, Trend"
"All Districts, Gender"

"Coventry School District","Female",93.0,94.2,91.7,100.0
"Coventry School District","Male",89.6,90.1,89.4,95.2
"Cromwell School District","Female",95.7,95.9,93.5,93.2
"Cromwell School District","Male",93.4,89.6,95.4,88.7
"Danbury School District","Female",84.9,87.2,85.2,85.6
"Danbury School District","Male",78.3,81.8,81.3,82.7
"Darien School District","Female",98.1,97.5,97.5,98.8
"Darien School District","Male",95.8,96.6,97.5,95.9
"Department of Mental Health and Addiction Services","Female","N/A","N/A","*","*"
"Department of Mental Health and Addiction Services","Male","N/A","N/A","*","*"
"Derby School District","Female",87.5,80.8,72.1,88.7
"Derby School District","Male",74.6,78.3,88.6,83.7
"East Granby School District","Female",97.4,96.8,96.9,100.0
"East Granby School District","Male",97.3,96.6,92.3,90.0
"East Haddam School District","Female",95.7,94.8,96.0,96.2
"East Haddam School District","Male",90.0,91.1,98.0,92.5
"East Hampton School District","Female",93.9,98.7,98.5,96.9
"East Hampton School District","Male",89.0,92.0,93.8,98.2
"East Hartford School District","Female",87.2,85.2,86.4,85.3
"East Hartford School District","Male",80.7,81.0,80.9,82.5
"East Haven School District","Female",89.5,82.2,84.2,87.8
"East Haven School District","Male",82.4,70.1,68.9,79.6
"East Lyme School District","Female",98.2,96.2,96.9,95.6
"East Lyme School District","Male",96.9,91.6,93.3,93.6
"East Windsor School District","Female",90.7,89.1,89.8,94.5
"East Windsor School District","Male",87.2,90.5,82.6,92.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female",73.5,83.0,87.2,72.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",82.8,81.6,81.3,86.2
"Ellington School District","Female",99.0,93.8,94.3,96.8
"Ellington School District","Male",90.6,91.3,94.6,95.0
"Elm City College Preparatory School District","Female","N/A",90.0,"*",90.0
"Elm City College Preparatory School District","Male","N/A",77.8,"*",92.3
"Enfield School District","Female",88.7,90.9,90.9,90.1
"Enfield School District","Male",83.8,83.4,89.7,86.8
"Explorations District","Female",75.0,"*",58.8,88.9
"Explorations District","Male",64.3,"*",84.6,76.5
"Fairfield School District","Female",97.6,96.9,95.9,97.6
"Fairfield School District","Male",94.3,95.8,92.8,93.3
"Farmington School District","Female",95.8,97.4,97.5,96.8
"Farmington School District","Male",95.3,94.1,95.7,98.9
"Glastonbury School District","Female",97.2,99.2,97.1,96.4
"Glastonbury School District","Male",97.7,95.5,97.8,97.5
"Granby School District","Female",98.9,97.9,98.0,97.0
"Granby School District","Male",97.1,98.9,96.0,96.0
"Greenwich School District","Female",97.5,97.1,96.6,97.3
"Greenwich School District","Male",96.8,93.6,96.4,97.9
"Griswold School District","Female",86.0,89.5,91.3,93.0
"Griswold School District","Male",78.7,86.0,89.5,82.1
"Groton School District","Female",82.1,79.4,85.7,90.2
"Groton School District","Male",81.3,85.3,80.5,81.1
"Guilford School District","Female",95.8,98.7,96.4,99.3
"Guilford School District","Male",96.1,98.5,92.9,90.8
"Hamden School District","Female",86.5,89.9,91.3,94.8
"Hamden School District","Male",87.8,88.4,87.8,88.6
"Hartford School District","Female",70.7,76.4,79.2,80.5
"Hartford School District","Male",66.8,71.7,73.0,74.9
"Killingly School District","Female",78.9,87.8,85.6,90.0
"Killingly School District","Male",66.7,80.0,70.2,78.5
"Learn","Female","N/A","N/A",91.3,92.3
"Learn","Male","N/A","N/A",94.7,96.8
"Lebanon School District","Female",95.0,94.0,94.4,96.8
"Lebanon School District","Male",91.3,87.1,93.5,90.5
"Ledyard School District","Female",92.4,93.9,92.2,97.5
"Ledyard School District","Male",90.4,92.7,88.8,93.5
"Lisbon School District","Female","*","*","*","*"
"Lisbon School District","Male","N/A","*","*","*"
"Litchfield School District","Female",94.1,98.0,97.8,97.1
"Litchfield School District","Male",95.5,98.1,97.7,91.2
"Madison School District","Female",97.5,98.3,100.0,98.8
"Madison School District","Male",96.8,97.5,99.4,97.4
"Manchester School District","Female",77.4,82.5,81.6,87.1
"Manchester School District","Male",74.4,75.8,81.6,83.9
"Meriden School District","Female",77.8,75.6,76.7,83.5
"Meriden School District","Male",71.7,72.5,71.4,78.0
"Middletown School District","Female",84.5,83.3,88.1,91.1
"Middletown School District","Male",74.9,83.9,81.7,82.0
"Milford School District","Female",90.9,93.3,91.2,96.8
"Milford School District","Male",91.2,88.8,87.5,92.9
"Monroe School District","Female",98.5,98.7,98.8,97.4
"Monroe School District","Male",96.4,99.5,98.0,98.6
"Montville School District","Female",85.9,89.7,93.7,91.3
"Montville School District","Male",87.5,85.1,83.5,90.9
"Naugatuck School District","Female",84.7,90.6,83.1,89.3
"Naugatuck School District","Male",84.9,82.4,80.9,79.3
"New Britain School District","Female",59.2,69.9,69.3,74.8
"New Britain School District","Male",59.1,65.8,63.8,71.2
"New Canaan School District","Female",98.7,100.0,97.7,98.8
"New Canaan School District","Male",97.5,98.7,98.1,99.3
"New Fairfield School District","Female",96.7,97.7,99.2,98.2
"New Fairfield School District","Male",91.7,99.0,93.6,96.1
"New Haven School District","Female",71.1,79.0,80.4,82.4
"New Haven School District","Male",66.4,70.5,70.6,76.1
"New London School District","Female",65.3,70.5,69.7,82.7
"New London School District","Male",70.3,67.4,65.4,73.8
"New Milford School District","Female",91.4,95.0,90.7,95.1
"New Milford School District","Male",85.6,90.5,87.7,88.8
"Newington School District","Female",91.7,96.8,94.2,95.8
"Newington School District","Male",86.5,87.7,89.2,93.2
"Newtown School District","Female",95.9,96.5,95.6,98.5
"Newtown School District","Male",96.5,95.6,96.7,97.2
"North Branford School District","Female",96.8,90.9,96.7,93.8
"North Branford School District","Male",91.2,90.5,96.2,90.6
"North Haven School District","Female",91.6,94.6,94.0,91.7
"North Haven School District","Male",83.7,93.1,88.2,89.4
"North Stonington School District","Female",90.3,100.0,96.7,100.0
"North Stonington School District","Male",91.7,82.9,94.4,93.8
"Norwalk School District","Female",88.2,90.9,88.3,87.8
"Norwalk School District","Male",86.1,84.3,85.8,84.6
"Norwich Free Academy District","Female",84.0,89.7,86.9,90.9
"Norwich Free Academy District","Male",81.6,85.3,81.0,86.1
"Norwich School District","Female","*",35.3,"N/A","N/A"
"Norwich School District","Male","*",30.6,"N/A","N/A"
"Old Saybrook School District","Female",98.3,98.7,98.5,92.3
"Old Saybrook School District","Male",90.3,97.0,91.9,93.1
"Oxford School District","Female",97.4,92.8,100.0,97.7
"Oxford School District","Male",94.9,90.9,94.7,95.3
"Plainfield School District","Female",89.0,90.3,90.8,90.1
"Plainfield School District","Male",89.3,88.0,84.5,85.0
"Plainville School District","Female",91.5,90.6,92.7,90.3
"Plainville School District","Male",89.6,97.0,87.8,91.7
"Plymouth School District","Female",96.6,84.1,88.9,85.0
"Plymouth School District","Male",96.3,91.4,86.2,91.0
"Portland School District","Female",84.8,92.5,90.5,96.1
"Portland School District","Male",84.3,94.0,84.3,93.5
"Putnam School District","Female",88.6,90.3,88.9,93.1
"Putnam School District","Male",84.2,86.8,86.5,86.8
"Regional School District 01","Female",91.0,98.4,90.9,96.7
"Regional School District 01","Male",81.7,92.3,94.4,90.0
"Regional School District 04","Female",87.8,96.3,97.7,97.3
"Regional School District 04","Male",90.7,89.7,93.2,98.4
"Regional School District 05","Female",96.8,98.1,96.8,97.4
"Regional School District 05","Male",91.6,96.8,95.7,96.9
"Regional School District 06","Female",88.3,96.4,96.2,93.3
"Regional School District 06","Male",90.9,93.8,95.5,93.9
"Regional School District 07","Female",94.7,93.0,100.0,93.9
"Regional School District 07","Male",96.9,94.4,93.9,91.0
"Regional School District 08","Female",93.0,97.9,96.8,95.9
"Regional School District 08","Male",83.5,91.0,91.1,95.4
"Regional School District 09","Female",99.1,98.4,96.7,96.4
"Regional School District 09","Male",95.6,96.5,95.7,99.1
"Regional School District 10","Female",97.7,97.3,92.8,97.3
"Regional School District 10","Male",96.6,98.3,97.0,94.2
"Regional School District 11","Female",72.0,93.8,88.9,95.5
"Regional School District 11","Male",71.4,100.0,84.6,100.0
"Regional School District 12","Female",90.2,90.6,91.7,97.4
"Regional School District 12","Male",84.6,83.3,87.0,92.9
"Regional School District 13","Female",92.9,97.3,93.8,98.6
"Regional School District 13","Male",94.4,97.1,89.5,89.1
"Regional School District 14","Female",99.1,99.0,93.6,100.0
"Regional School District 14","Male",94.5,96.7,93.5,94.3
"Regional School District 15","Female",94.3,99.4,97.9,98.0
"Regional School District 15","Male",93.3,92.6,96.6,97.8
"Regional School District 16","Female",91.9,94.8,95.1,96.9
"Regional School District 16","Male",86.7,96.0,88.6,95.2
"Regional School District 17","Female",94.8,95.6,97.6,100.0
"Regional School District 17","Male",94.2,93.9,96.3,97.6
"Regional School District 18","Female",97.4,95.5,96.6,96.3
"Regional School District 18","Male",96.6,100.0,96.4,100.0
"Regional School District 19","Female",88.7,93.8,92.4,95.5
"Regional School District 19","Male",84.1,87.9,93.1,96.3
"Ridgefield School District","Female",97.8,99.5,96.5,98.2
"Ridgefield School District","Male",95.7,99.1,98.6,97.8
"Rocky Hill School District","Female",93.7,95.9,97.6,97.9
"Rocky Hill School District","Male",91.4,91.9,89.5,89.3
"Seymour School District","Female",90.1,93.5,90.8,90.1
"Seymour School District","Male",83.7,88.2,86.0,89.2
"Shelton School District","Female",90.7,94.0,92.1,94.8
"Shelton School District","Male",92.3,93.3,92.2,91.6
"Simsbury School District","Female",96.9,98.4,98.9,95.3
"Simsbury School District","Male",95.9,97.7,97.1,93.5
"Somers School District","Female",94.4,98.6,100.0,98.6
"Somers School District","Male",97.3,95.7,94.9,96.4
"South Windsor School District","Female",96.3,98.3,95.6,96.4
"South Windsor School District","Male",89.9,95.8,96.6,95.5
"Southington School District","Female",95.0,95.7,96.0,96.6
"Southington School District","Male",93.2,94.1,93.7,95.2
"Stafford School District","Female",91.2,93.0,94.2,98.5
"Stafford School District","Male",80.9,87.0,85.0,92.1
"Stamford Academy District","Female",68.2,73.7,53.3,40.0
"Stamford Academy District","Male",50.0,56.0,38.1,40.0
"Stamford School District","Female",90.8,91.3,91.4,94.2
"Stamford School District","Male",86.6,88.0,91.9,91.6
"Stonington School District","Female",93.3,96.5,95.5,97.8
"Stonington School District","Male",95.3,92.7,97.3,90.6
"Stratford School District","Female",92.5,92.4,95.6,96.7
"Stratford School District","Male",86.3,86.0,87.9,93.0
"Suffield School District","Female",99.2,90.0,96.0,98.3
"Suffield School District","Male",93.5,94.3,92.6,92.9
"The Bridge Academy District","Female",100.0,89.5,100.0,95.8
"The Bridge Academy District","Male",94.7,72.7,89.5,90.0
"The Gilbert School District","Female",88.4,95.7,84.1,90.7
"The Gilbert School District","Male",73.3,92.9,83.3,91.3
"Thomaston School District","Female",92.0,93.9,97.5,89.7
"Thomaston School District","Male",94.4,90.9,92.1,97.0
"Thompson School District","Female",94.1,92.0,92.9,97.6
"Thompson School District","Male",84.1,86.3,93.0,86.0
"Tolland School District","Female",95.5,97.3,95.7,94.7
"Tolland School District","Male",93.0,98.3,93.0,90.4
"Torrington School District","Female",84.5,83.0,93.3,90.4
"Torrington School District","Male",77.1,83.9,85.7,87.9
"Trumbull School District","Female",98.2,98.3,97.8,98.3
"Trumbull School District","Male",99.6,98.0,98.9,94.8
"Unified School District #1","Female","*","*","*","*"
"Unified School District #1","Male","*","*","*","*"
"Unified School District #2","Female","*","*","*","*"
"Unified School District #2","Male","*","*","*","*"
"Vernon School District","Female",83.3,87.5,89.6,89.3
"Vernon School District","Male",85.2,84.1,80.5,83.2
"Wallingford School District","Female",91.4,96.3,94.0,93.9
"Wallingford School District","Male",87.3,89.5,91.0,91.5
"Waterbury School District","Female",71.9,68.9,72.4,74.3
"Waterbury School District","Male",65.0,64.9,65.0,68.6
"Waterford School District","Female",93.7,90.2,91.0,97.8
"Waterford School District","Male",91.5,95.0,93.1,89.4
"Watertown School District","Female",95.9,94.3,93.5,95.2
"Watertown School District","Male",84.6,90.2,84.2,93.3
"West Hartford School District","Female",93.2,97.1,96.4,96.0
"West Hartford School District","Male",93.1,93.9,93.4,95.1
"West Haven School District","Female",74.1,78.8,79.3,81.9
"West Haven School District","Male",68.8,70.9,64.1,74.1
"Westbrook School District","Female",96.7,95.3,97.3,100.0
"Westbrook School District","Male",93.3,94.9,95.1,91.4
"Weston School District","Female",98.2,100.0,100.0,96.6
"Weston School District","Male",100.0,98.8,98.1,97.8
"Westport School District","Female",97.2,98.3,99.1,100.0
"Westport School District","Male",97.3,97.9,99.2,97.9
"Wethersfield School District","Female",93.5,93.2,94.5,92.6
"Wethersfield School District","Male",92.1,90.9,89.4,96.4
"Wilton School District","Female",100.0,100.0,96.3,100.0
"Wilton School District","Male",98.1,98.1,96.9,96.8
"Windham School District","Female",69.7,77.1,84.4,84.3
"Windham School District","Male",67.4,75.0,79.8,78.8
"Windsor Locks School District","Female",91.9,92.9,93.6,98.5
"Windsor Locks School District","Male",84.5,92.3,88.7,90.1
"Windsor School District","Female",90.0,90.3,92.3,95.7
"Windsor School District","Male",84.4,88.4,88.6,91.1
"Wolcott School District","Female",93.0,95.6,94.6,97.5
"Wolcott School District","Male",96.4,94.3,94.5,95.1
"Woodstock Academy District","Female",95.5,95.9,96.8,98.4
"Woodstock Academy District","Male",94.4,95.7,95.2,97.3

