"Five-Year Graduation Rates, 2012-13"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"Elm City College Preparatory School District","=""2890013""",13,"*","*","*","*"
"Enfield School District","=""0490011""",443,7,1.6,36,8.1
"Explorations District","=""2720013""",30,0,0.0,9,30.0
"Fairfield School District","=""0510011""",705,20,2.8,20,2.8
"Farmington School District","=""0520011""",326,"*","*","*","*"
"Glastonbury School District","=""0540011""",551,6,1.1,6,1.1
"Granby School District","=""0560011""",198,"*","*","*","*"
"Greenwich School District","=""0570011""",691,13,1.9,11,1.6
"Griswold School District","=""0580011""",168,"*","*","*","*"
"Groton School District","=""0590011""",327,13,4.0,42,12.8
"Guilford School District","=""0600011""",280,"*","*","*","*"
"Hamden School District","=""0620011""",450,14,3.1,33,7.3
"Hartford School District","=""0640011""",1442,36,2.5,307,21.3
"Killingly School District","=""0690011""",225,12,5.3,38,16.9
"Learn","=""2450014""",42,0,0.0,"*","*"
"Lebanon School District","=""0710011""",118,"*","*","*","*"
"Ledyard School District","=""0720011""",231,9,3.9,13,5.6
"Lisbon School District","=""0730011""",6,0,"*","*","*"
"Litchfield School District","=""0740011""",89,"*","*","*","*"
"Madison School District","=""0760011""",316,0,0.0,"*","*"
"Manchester School District","=""0770011""",473,13,2.7,74,15.6
"Meriden School District","=""0800011""",626,25,4.0,137,21.9
"Middletown School District","=""0830011""",376,9,2.4,49,13.0
"Milford School District","=""0840011""",523,31,5.9,25,4.8
"Monroe School District","=""0850011""",309,"*","*","*","*"
"Montville School District","=""0860011""",188,8,4.3,15,8.0
"Naugatuck School District","=""0880011""",333,14,4.2,46,13.8
"New Britain School District","=""0890011""",651,32,4.9,186,28.6
"New Canaan School District","=""0900011""",339,"*","*","*","*"
"New Fairfield School District","=""0910011""",258,"*","*","*","*"
"New Haven School District","=""0930011""",1309,34,2.6,281,21.5
"New London School District","=""0950011""",258,11,4.3,72,27.9
"New Milford School District","=""0960011""",389,9,2.3,33,8.5
"Newington School District","=""0940011""",375,6,1.6,25,6.7
"Newtown School District","=""0970011""",471,"*","*","*","*"
"North Branford School District","=""0990011""",170,"*","*","*","*"
"North Haven School District","=""1010011""",312,6,1.9,22,7.1
"North Stonington School District","=""1020011""",48,0,0.0,"*","*"
"Norwalk School District","=""1030011""",781,6,0.8,95,12.2
"Norwich Free Academy District","=""9010022""",594,31,5.2,63,10.6
"Old Saybrook School District","=""1060011""",139,"*","*","*","*"
"Oxford School District","=""1080011""",155,"*","*","*","*"
"Plainfield School District","=""1090011""",201,10,5.0,15,7.5
"Plainville School District","=""1100011""",207,7,3.4,13,6.3
"Plymouth School District","=""1110011""",128,"*","*","*","*"
"Portland School District","=""1130011""",93,"*","*","*","*"
"Putnam School District","=""1160011""",97,"*","*","*","*"
"Regional School District 01","=""2010012""",109,0,0.0,8,7.3
"Regional School District 04","=""2040012""",162,"*","*","*","*"
"Regional School District 05","=""2050012""",396,"*","*","*","*"
"Regional School District 06","=""2060012""",97,0,0.0,"*","*"
"Regional School District 07","=""2070012""",193,"*","*","*","*"
"Regional School District 08","=""2080012""",284,7,2.5,11,3.9
"Regional School District 09","=""2090012""",238,"*","*","*","*"
"Regional School District 10","=""2100012""",198,"*","*","*","*"
"Regional School District 11","=""2110012""",44,"*","*","*","*"
"Regional School District 12","=""2120012""",90,"*","*","*","*"
"Regional School District 13","=""2130012""",157,"*","*","*","*"
"Regional School District 14","=""2140012""",202,"*","*","*","*"
"Regional School District 15","=""2150012""",319,"*","*","*","*"
"Regional School District 16","=""2160012""",186,"*","*","*","*"
"Regional School District 17","=""2170012""",164,"*","*","*","*"
"Regional School District 18","=""2180012""",113,"*","*","*","*"
"Regional School District 19","=""2190012""",314,9,2.9,14,4.5
"Ridgefield School District","=""1180011""",414,"*","*","*","*"
"Rocky Hill School District","=""1190011""",177,"*","*","*","*"
"Seymour School District","=""1240011""",180,7,3.9,14,7.8
"Shelton School District","=""1260011""",394,6,1.5,25,6.3
"Simsbury School District","=""1280011""",400,"*","*","*","*"
"Somers School District","=""1290011""",147,"*","*","*","*"
"South Windsor School District","=""1320011""",386,"*","*","*","*"
"Southington School District","=""1310011""",488,"*","*","*","*"
"Stafford School District","=""1340011""",129,"*","*","*","*"
"Stamford Academy District","=""2820013""",36,8,22.2,12,33.3
"Stamford School District","=""1350011""",1211,13,1.1,88,7.3
"Stonington School District","=""1370011""",201,"*","*","*","*"
"Stratford School District","=""1380011""",560,13,2.3,34,6.1
"Suffield School District","=""1390011""",219,"*","*","*","*"
"The Bridge Academy District","=""2690013""",36,0,0.0,"*","*"
"The Gilbert School District","=""9020022""",86,0,0.0,14,16.3
"Thomaston School District","=""1400011""",78,"*","*","*","*"
"Thompson School District","=""1410011""",85,0,0.0,6,7.1
"Tolland School District","=""1420011""",244,"*","*","*","*"
"Torrington School District","=""1430011""",275,7,2.5,22,8.0
"Trumbull School District","=""1440011""",550,"*","*","*","*"
"Unified School District #1","=""3360015""",447,79,17.7,358,80.1
"Unified School District #2","=""3470015""",45,"*","*",30,66.7
"Vernon School District","=""1460011""",238,"*","*","*","*"
"Wallingford School District","=""1480011""",535,9,1.7,30,5.6
"Waterbury School District","=""1510011""",1297,20,1.5,387,29.8
"Waterford School District","=""1520011""",242,9,3.7,10,4.1
"Watertown School District","=""1530011""",272,8,2.9,22,8.1
"West Hartford School District","=""1550011""",832,7,0.8,35,4.2
"West Haven School District","=""1560011""",437,15,3.4,111,25.4
"Westbrook School District","=""1540011""",78,0,0.0,"*","*"
"Weston School District","=""1570011""",208,"*","*",0,0.0
"Westport School District","=""1580011""",465,"*","*",0,0.0
"Wethersfield School District","=""1590011""",269,7,2.6,15,5.6
"Wilton School District","=""1610011""",326,"*","*","*","*"
"Windham School District","=""1630011""",194,"*","*","*","*"
"Windsor Locks School District","=""1650011""",140,"*","*","*","*"
"Windsor School District","=""1640011""",345,"*","*","*","*"
"Wolcott School District","=""1660011""",221,"*","*","*","*"
"Woodstock Academy District","=""9030022""",282,"*","*","*","*"

