"Five-Year Graduation Rates, 2011-12"
"All Districts, Gender"

"",,,"Non-Graduates",,,
"Lebanon School District","Female",67,"*","*","*","*"
"Lebanon School District","Male",62,"*","*","*","*"
"Ledyard School District","Female",114,"*","*","*","*"
"Ledyard School District","Male",96,"*","*","*","*"
"Lisbon School District","Female","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*"
"Litchfield School District","Female",51,"*","*","*","*"
"Litchfield School District","Male",52,"*","*","*","*"
"Madison School District","Female",174,"*","*","*","*"
"Madison School District","Male",161,"*","*","*","*"
"Manchester School District","Female",252,"*","*",41,16.3
"Manchester School District","Male",260,"*","*",59,22.7
"Meriden School District","Female",332,"*","*",78,23.5
"Meriden School District","Male",291,"*","*",70,24.1
"Middletown School District","Female",180,"*","*",27,15.0
"Middletown School District","Male",161,"*","*",21,13.0
"Milford School District","Female",253,"*","*",14,5.5
"Milford School District","Male",258,"*","*",22,8.5
"Monroe School District","Female",156,"*","*","*","*"
"Monroe School District","Male",183,"*","*","*","*"
"Montville School District","Female",107,"*","*",10,9.3
"Montville School District","Male",114,"*","*",17,14.9
"Naugatuck School District","Female",181,"*","*",15,8.3
"Naugatuck School District","Male",188,"*","*",32,17.0
"New Britain School District","Female",332,"*","*",97,29.2
"New Britain School District","Male",336,"*","*",104,31.0
"New Canaan School District","Female",176,"*","*","*","*"
"New Canaan School District","Male",154,"*","*","*","*"
"New Fairfield School District","Female",130,"*","*","*","*"
"New Fairfield School District","Male",102,"*","*","*","*"
"New Haven School District","Female",742,11,1.5,145,19.5
"New Haven School District","Male",587,8,1.4,165,28.1
"New London School District","Female",105,"*","*",28,26.7
"New London School District","Male",135,"*","*",41,30.4
"New Milford School District","Female",181,"*","*",9,5.0
"New Milford School District","Male",210,"*","*",16,7.6
"Newington School District","Female",156,"*","*","*","*"
"Newington School District","Male",179,"*","*","*","*"
"Newtown School District","Female",198,"*","*","*","*"
"Newtown School District","Male",206,"*","*","*","*"
"North Branford School District","Female",88,"*","*","*","*"
"North Branford School District","Male",74,"*","*","*","*"
"North Haven School District","Female",147,"*","*",6,4.1
"North Haven School District","Male",144,"*","*",6,4.2
"North Stonington School District","Female",19,"*","*","*","*"
"North Stonington School District","Male",35,"*","*","*","*"
"Norwalk School District","Female",451,"*","*",38,8.4
"Norwalk School District","Male",421,"*","*",65,15.4
"Norwich Free Academy District","Female",350,"*","*",34,9.7
"Norwich Free Academy District","Male",286,"*","*",41,14.3
"Norwich School District","Female",34,"*","*",22,64.7
"Norwich School District","Male",36,"*","*",21,58.3
"Old Saybrook School District","Female",78,"*","*","*","*"
"Old Saybrook School District","Male",66,"*","*","*","*"
"Oxford School District","Female",69,"*","*","*","*"
"Oxford School District","Male",77,"*","*","*","*"
"Plainfield School District","Female",93,"*","*",7,7.5
"Plainfield School District","Male",108,"*","*",12,11.1
"Plainville School District","Female",106,"*","*","*","*"
"Plainville School District","Male",99,"*","*","*","*"
"Plymouth School District","Female",69,"*","*","*","*"
"Plymouth School District","Male",70,"*","*","*","*"
"Portland School District","Female",40,"*","*","*","*"
"Portland School District","Male",50,"*","*","*","*"
"Putnam School District","Female",31,"*","*","*","*"
"Putnam School District","Male",38,"*","*","*","*"
"Regional School District 01","Female",62,"*","*","*","*"
"Regional School District 01","Male",78,"*","*","*","*"
"Regional School District 04","Female",81,"*","*","*","*"
"Regional School District 04","Male",78,"*","*","*","*"
"Regional School District 05","Female",214,"*","*","*","*"
"Regional School District 05","Male",220,"*","*","*","*"
"Regional School District 06","Female",55,"*","*","*","*"
"Regional School District 06","Male",32,"*","*","*","*"
"Regional School District 07","Female",114,"*","*","*","*"
"Regional School District 07","Male",89,"*","*","*","*"
"Regional School District 08","Female",140,"*","*","*","*"
"Regional School District 08","Male",156,"*","*","*","*"
"Regional School District 09","Female",126,"*","*","*","*"
"Regional School District 09","Male",113,"*","*","*","*"
"Regional School District 10","Female",110,"*","*","*","*"
"Regional School District 10","Male",119,"*","*","*","*"
"Regional School District 11","Female",16,"*","*","*","*"
"Regional School District 11","Male",27,"*","*","*","*"
"Regional School District 12","Female",32,"*","*","*","*"
"Regional School District 12","Male",42,"*","*","*","*"
"Regional School District 13","Female",73,"*","*","*","*"
"Regional School District 13","Male",69,"*","*","*","*"
"Regional School District 14","Female",105,"*","*","*","*"
"Regional School District 14","Male",91,"*","*","*","*"
"Regional School District 15","Female",164,"*","*","*","*"
"Regional School District 15","Male",163,"*","*","*","*"
"Regional School District 16","Female",96,"*","*","*","*"
"Regional School District 16","Male",99,"*","*","*","*"
"Regional School District 17","Female",91,"*","*","*","*"
"Regional School District 17","Male",98,"*","*","*","*"
"Regional School District 18","Female",44,"*","*","*","*"
"Regional School District 18","Male",60,"*","*","*","*"
"Regional School District 19","Female",161,"*","*",10,6.2
"Regional School District 19","Male",141,"*","*",14,9.9
"Ridgefield School District","Female",209,"*","*","*","*"
"Ridgefield School District","Male",234,"*","*","*","*"
"Rocky Hill School District","Female",98,"*","*","*","*"
"Rocky Hill School District","Male",111,"*","*","*","*"
"Seymour School District","Female",77,"*","*","*","*"
"Seymour School District","Male",76,"*","*","*","*"
"Shelton School District","Female",217,"*","*",12,5.5
"Shelton School District","Male",210,"*","*",12,5.7
"Simsbury School District","Female",186,"*","*","*","*"
"Simsbury School District","Male",221,"*","*","*","*"
"Somers School District","Female",72,"*","*","*","*"
"Somers School District","Male",69,"*","*","*","*"
"South Windsor School District","Female",172,"*","*","*","*"
"South Windsor School District","Male",212,"*","*","*","*"
"Southington School District","Female",258,"*","*",9,3.5
"Southington School District","Male",237,"*","*",9,3.8
"Stafford School District","Female",71,"*","*","*","*"
"Stafford School District","Male",69,"*","*","*","*"
"Stamford Academy District","Female",19,"*","*","*","*"
"Stamford Academy District","Male",25,"*","*","*","*"
"Stamford School District","Female",576,"*","*",46,8.0
"Stamford School District","Male",600,"*","*",65,10.8
"Stonington School District","Female",85,"*","*","*","*"
"Stonington School District","Male",96,"*","*","*","*"
"Stratford School District","Female",302,"*","*",21,7.0
"Stratford School District","Male",279,"*","*",31,11.1
"Suffield School District","Female",100,"*","*","*","*"
"Suffield School District","Male",106,"*","*","*","*"
"The Bridge Academy District","Female",19,"*","*","*","*"
"The Bridge Academy District","Male",22,"*","*","*","*"
"The Gilbert School District","Female",47,"*","*","*","*"
"The Gilbert School District","Male",42,"*","*","*","*"
"Thomaston School District","Female",49,"*","*","*","*"
"Thomaston School District","Male",44,"*","*","*","*"
"Thompson School District","Female",50,"*","*","*","*"
"Thompson School District","Male",51,"*","*","*","*"
"Tolland School District","Female",111,"*","*","*","*"
"Tolland School District","Male",120,"*","*","*","*"
"Torrington School District","Female",147,"*","*",24,16.3
"Torrington School District","Male",155,"*","*",24,15.5
"Trumbull School District","Female",294,"*","*","*","*"
"Trumbull School District","Male",248,"*","*","*","*"
"Unified School District #1","Female",63,"*","*",62,98.4
"Unified School District #1","Male",668,"*","*",643,96.3
"Unified School District #2","Female",6,"*","*","*","*"
"Unified School District #2","Male",28,"*","*","*","*"
"Vernon School District","Female",136,"*","*",16,11.8
"Vernon School District","Male",126,"*","*",19,15.1
"Wallingford School District","Female",271,"*","*",9,3.3
"Wallingford School District","Male",266,"*","*",22,8.3
"Waterbury School District","Female",643,"*","*",197,30.6
"Waterbury School District","Male",621,"*","*",207,33.3
"Waterford School District","Female",122,"*","*",9,7.4
"Waterford School District","Male",120,"*","*",6,5.0
"Watertown School District","Female",122,"*","*",7,5.7
"Watertown School District","Male",112,"*","*",7,6.3
"West Hartford School District","Female",377,"*","*",9,2.4
"West Hartford School District","Male",375,"*","*",21,5.6
"West Haven School District","Female",198,"*","*",40,20.2
"West Haven School District","Male",189,"*","*",53,28.0
"Westbrook School District","Female",43,"*","*","*","*"
"Westbrook School District","Male",39,"*","*","*","*"
"Weston School District","Female",105,"*","*","*","*"
"Weston School District","Male",86,"*","*","*","*"
"Westport School District","Female",234,"*","*","*","*"
"Westport School District","Male",194,"*","*","*","*"
"Wethersfield School District","Female",148,"*","*",7,4.7
"Wethersfield School District","Male",143,"*","*",11,7.7
"Wilton School District","Female",155,"*","*","*","*"
"Wilton School District","Male",158,"*","*","*","*"
"Windham School District","Female",83,"*","*",16,19.3
"Windham School District","Male",100,"*","*",25,25.0
"Windsor Locks School District","Female",70,"*","*","*","*"
"Windsor Locks School District","Male",78,"*","*","*","*"
"Windsor School District","Female",155,"*","*",13,8.4
"Windsor School District","Male",164,"*","*",16,9.8
"Wolcott School District","Female",113,"*","*","*","*"
"Wolcott School District","Male",106,"*","*","*","*"
"Woodstock Academy District","Female",148,"*","*",6,4.1
"Woodstock Academy District","Male",138,"*","*",6,4.3

