"Five-Year Graduation Rates, 2012-13"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Granby School District","=""0560011""","Non-Special Education",185,183,98.9
"Granby School District","=""0560011""","Special Education",13,9,"*"
"Greenwich School District","=""0570011""","Non-Special Education",594,580,97.6
"Greenwich School District","=""0570011""","Special Education",97,87,89.7
"Griswold School District","=""0580011""","Non-Special Education",149,138,92.6
"Griswold School District","=""0580011""","Special Education",19,14,"*"
"Groton School District","=""0590011""","Non-Special Education",280,244,87.1
"Groton School District","=""0590011""","Special Education",47,28,59.6
"Guilford School District","=""0600011""","Non-Special Education",242,234,96.7
"Guilford School District","=""0600011""","Special Education",38,31,81.6
"Hamden School District","=""0620011""","Non-Special Education",386,349,90.4
"Hamden School District","=""0620011""","Special Education",64,54,84.4
"Hartford School District","=""0640011""","Non-Special Education",1191,955,80.2
"Hartford School District","=""0640011""","Special Education",251,143,57.0
"Killingly School District","=""0690011""","Non-Special Education",191,158,82.7
"Killingly School District","=""0690011""","Special Education",34,17,50.0
"Learn","=""2450014""","Non-Special Education",35,"*","*"
"Learn","=""2450014""","Special Education",7,"*","*"
"Lebanon School District","=""0710011""","Non-Special Education",109,102,93.6
"Lebanon School District","=""0710011""","Special Education",9,9,"*"
"Ledyard School District","=""0720011""","Non-Special Education",202,187,92.6
"Ledyard School District","=""0720011""","Special Education",29,22,75.9
"Lisbon School District","=""0730011""","Non-Special Education","*","*","*"
"Lisbon School District","=""0730011""","Special Education","*","*","*"
"Litchfield School District","=""0740011""","Non-Special Education",79,"*","*"
"Litchfield School District","=""0740011""","Special Education",10,"*","*"
"Madison School District","=""0760011""","Non-Special Education",277,"*","*"
"Madison School District","=""0760011""","Special Education",39,"*","*"
"Manchester School District","=""0770011""","Non-Special Education",402,342,85.1
"Manchester School District","=""0770011""","Special Education",71,44,62.0
"Meriden School District","=""0800011""","Non-Special Education",528,414,78.4
"Meriden School District","=""0800011""","Special Education",98,50,51.0
"Middletown School District","=""0830011""","Non-Special Education",314,275,87.6
"Middletown School District","=""0830011""","Special Education",62,43,69.4
"Milford School District","=""0840011""","Non-Special Education",426,396,93.0
"Milford School District","=""0840011""","Special Education",97,71,73.2
"Monroe School District","=""0850011""","Non-Special Education",276,"*","*"
"Monroe School District","=""0850011""","Special Education",33,"*","*"
"Montville School District","=""0860011""","Non-Special Education",160,146,91.3
"Montville School District","=""0860011""","Special Education",28,19,67.9
"Naugatuck School District","=""0880011""","Non-Special Education",280,238,85.0
"Naugatuck School District","=""0880011""","Special Education",53,35,66.0
"New Britain School District","=""0890011""","Non-Special Education",543,381,70.2
"New Britain School District","=""0890011""","Special Education",108,52,48.1
"New Canaan School District","=""0900011""","Non-Special Education",295,292,99.0
"New Canaan School District","=""0900011""","Special Education",44,40,90.9
"New Fairfield School District","=""0910011""","Non-Special Education",233,"*","*"
"New Fairfield School District","=""0910011""","Special Education",25,"*","*"
"New Haven School District","=""0930011""","Non-Special Education",1163,902,77.6
"New Haven School District","=""0930011""","Special Education",146,92,63.0
"New London School District","=""0950011""","Non-Special Education",219,157,71.7
"New London School District","=""0950011""","Special Education",39,17,43.6
"New Milford School District","=""0960011""","Non-Special Education",337,315,93.5
"New Milford School District","=""0960011""","Special Education",52,32,61.5
"Newington School District","=""0940011""","Non-Special Education",337,320,95.0
"Newington School District","=""0940011""","Special Education",38,24,63.2
"Newtown School District","=""0970011""","Non-Special Education",428,419,97.9
"Newtown School District","=""0970011""","Special Education",43,34,79.1
"North Branford School District","=""0990011""","Non-Special Education",149,145,97.3
"North Branford School District","=""0990011""","Special Education",21,19,90.5
"North Haven School District","=""1010011""","Non-Special Education",274,255,93.1
"North Haven School District","=""1010011""","Special Education",38,29,76.3
"North Stonington School District","=""1020011""","Non-Special Education","*","*","*"
"North Stonington School District","=""1020011""","Special Education","*","*","*"
"Norwalk School District","=""1030011""","Non-Special Education",699,614,87.8
"Norwalk School District","=""1030011""","Special Education",82,66,80.5
"Norwich Free Academy District","=""9010022""","Non-Special Education",505,447,88.5
"Norwich Free Academy District","=""9010022""","Special Education",89,53,59.6
"Old Saybrook School District","=""1060011""","Non-Special Education",129,"*","*"
"Old Saybrook School District","=""1060011""","Special Education",10,"*","*"
"Oxford School District","=""1080011""","Non-Special Education",146,"*","*"
"Oxford School District","=""1080011""","Special Education",9,"*","*"
"Plainfield School District","=""1090011""","Non-Special Education",168,155,92.3
"Plainfield School District","=""1090011""","Special Education",33,21,63.6
"Plainville School District","=""1100011""","Non-Special Education",177,164,92.7
"Plainville School District","=""1100011""","Special Education",30,23,76.7
"Plymouth School District","=""1110011""","Non-Special Education",117,"*","*"
"Plymouth School District","=""1110011""","Special Education",11,"*","*"
"Portland School District","=""1130011""","Non-Special Education",86,"*","*"
"Portland School District","=""1130011""","Special Education",7,"*","*"
"Putnam School District","=""1160011""","Non-Special Education",77,70,90.9
"Putnam School District","=""1160011""","Special Education",20,15,75.0
"Regional School District 01","=""2010012""","Non-Special Education",97,"*","*"
"Regional School District 01","=""2010012""","Special Education",12,"*","*"
"Regional School District 04","=""2040012""","Non-Special Education",142,"*","*"
"Regional School District 04","=""2040012""","Special Education",20,"*","*"
"Regional School District 05","=""2050012""","Non-Special Education",353,343,97.2
"Regional School District 05","=""2050012""","Special Education",43,38,88.4
"Regional School District 06","=""2060012""","Non-Special Education",84,"*","*"
"Regional School District 06","=""2060012""","Special Education",13,"*","*"
"Regional School District 07","=""2070012""","Non-Special Education",168,"*","*"
"Regional School District 07","=""2070012""","Special Education",25,"*","*"
"Regional School District 08","=""2080012""","Non-Special Education",246,233,94.7
"Regional School District 08","=""2080012""","Special Education",38,33,86.8
"Regional School District 09","=""2090012""","Non-Special Education",209,205,98.1
"Regional School District 09","=""2090012""","Special Education",29,24,82.8
"Regional School District 10","=""2100012""","Non-Special Education",174,"*","*"
"Regional School District 10","=""2100012""","Special Education",24,"*","*"
"Regional School District 11","=""2110012""","Non-Special Education",31,"*","*"
"Regional School District 11","=""2110012""","Special Education",13,"*","*"
"Regional School District 12","=""2120012""","Non-Special Education",72,"*","*"
"Regional School District 12","=""2120012""","Special Education",18,"*","*"
"Regional School District 13","=""2130012""","Non-Special Education",127,"*","*"
"Regional School District 13","=""2130012""","Special Education",30,"*","*"
"Regional School District 14","=""2140012""","Non-Special Education",174,168,96.6
"Regional School District 14","=""2140012""","Special Education",28,21,75.0
"Regional School District 15","=""2150012""","Non-Special Education",270,266,98.5
"Regional School District 15","=""2150012""","Special Education",49,44,89.8
"Regional School District 16","=""2160012""","Non-Special Education",173,"*","*"
"Regional School District 16","=""2160012""","Special Education",13,"*","*"
"Regional School District 17","=""2170012""","Non-Special Education",135,"*","*"
"Regional School District 17","=""2170012""","Special Education",29,"*","*"
"Regional School District 18","=""2180012""","Non-Special Education",99,"*","*"
"Regional School District 18","=""2180012""","Special Education",14,"*","*"
"Regional School District 19","=""2190012""","Non-Special Education",266,258,97.0
"Regional School District 19","=""2190012""","Special Education",48,33,68.8
"Ridgefield School District","=""1180011""","Non-Special Education",372,370,99.5
"Ridgefield School District","=""1180011""","Special Education",42,34,81.0
"Rocky Hill School District","=""1190011""","Non-Special Education",153,145,94.8
"Rocky Hill School District","=""1190011""","Special Education",24,20,83.3
"Seymour School District","=""1240011""","Non-Special Education",163,146,89.6
"Seymour School District","=""1240011""","Special Education",17,13,"*"
"Shelton School District","=""1260011""","Non-Special Education",368,349,94.8
"Shelton School District","=""1260011""","Special Education",26,14,53.8
"Simsbury School District","=""1280011""","Non-Special Education",351,"*","*"
"Simsbury School District","=""1280011""","Special Education",49,"*","*"
"Somers School District","=""1290011""","Non-Special Education",132,"*","*"
"Somers School District","=""1290011""","Special Education",15,"*","*"
"South Windsor School District","=""1320011""","Non-Special Education",341,331,97.1
"South Windsor School District","=""1320011""","Special Education",45,40,88.9
"Southington School District","=""1310011""","Non-Special Education",424,407,96.0
"Southington School District","=""1310011""","Special Education",64,56,87.5
"Stafford School District","=""1340011""","Non-Special Education",117,108,92.3
"Stafford School District","=""1340011""","Special Education",12,8,"*"
"Stamford Academy District","=""2820013""","Non-Special Education","*","*","*"
"Stamford Academy District","=""2820013""","Special Education","*","*","*"
"Stamford School District","=""1350011""","Non-Special Education",1096,1009,92.1
"Stamford School District","=""1350011""","Special Education",115,101,87.8
"Stonington School District","=""1370011""","Non-Special Education",175,"*","*"
"Stonington School District","=""1370011""","Special Education",26,"*","*"
"Stratford School District","=""1380011""","Non-Special Education",489,467,95.5
"Stratford School District","=""1380011""","Special Education",71,46,64.8
"Suffield School District","=""1390011""","Non-Special Education",196,188,95.9
"Suffield School District","=""1390011""","Special Education",23,19,82.6
"The Bridge Academy District","=""2690013""","Non-Special Education",30,"*","*"
"The Bridge Academy District","=""2690013""","Special Education",6,"*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",78,"*","*"
"The Gilbert School District","=""9020022""","Special Education",8,"*","*"
"Thomaston School District","=""1400011""","Non-Special Education",65,"*","*"
"Thomaston School District","=""1400011""","Special Education",13,"*","*"
"Thompson School District","=""1410011""","Non-Special Education",75,69,92.0
"Thompson School District","=""1410011""","Special Education",10,10,"*"
"Tolland School District","=""1420011""","Non-Special Education",222,"*","*"
"Tolland School District","=""1420011""","Special Education",22,"*","*"
"Torrington School District","=""1430011""","Non-Special Education",229,206,90.0
"Torrington School District","=""1430011""","Special Education",46,40,87.0
"Trumbull School District","=""1440011""","Non-Special Education",515,509,98.8
"Trumbull School District","=""1440011""","Special Education",35,32,91.4
"Unified School District #1","=""3360015""","Non-Special Education",303,"*","*"
"Unified School District #1","=""3360015""","Special Education",144,"*","*"
"Unified School District #2","=""3470015""","Non-Special Education",23,"*","*"
"Unified School District #2","=""3470015""","Special Education",22,"*","*"
"Vernon School District","=""1460011""","Non-Special Education",204,181,88.7
"Vernon School District","=""1460011""","Special Education",34,22,64.7
"Wallingford School District","=""1480011""","Non-Special Education",464,443,95.5
"Wallingford School District","=""1480011""","Special Education",71,53,74.6
"Waterbury School District","=""1510011""","Non-Special Education",1077,772,71.7
"Waterbury School District","=""1510011""","Special Education",220,118,53.6
"Waterford School District","=""1520011""","Non-Special Education",208,202,97.1
"Waterford School District","=""1520011""","Special Education",34,21,61.8
"Watertown School District","=""1530011""","Non-Special Education",237,220,92.8
"Watertown School District","=""1530011""","Special Education",35,22,62.9
"West Hartford School District","=""1550011""","Non-Special Education",745,716,96.1
"West Hartford School District","=""1550011""","Special Education",87,74,85.1
"West Haven School District","=""1560011""","Non-Special Education",397,289,72.8
"West Haven School District","=""1560011""","Special Education",40,22,55.0
"Westbrook School District","=""1540011""","Non-Special Education",71,"*","*"
"Westbrook School District","=""1540011""","Special Education",7,"*","*"
"Weston School District","=""1570011""","Non-Special Education",186,"*","*"
"Weston School District","=""1570011""","Special Education",22,"*","*"
"Westport School District","=""1580011""","Non-Special Education",409,"*","*"
"Westport School District","=""1580011""","Special Education",56,"*","*"
"Wethersfield School District","=""1590011""","Non-Special Education",243,232,95.5
"Wethersfield School District","=""1590011""","Special Education",26,15,57.7
"Wilton School District","=""1610011""","Non-Special Education",274,271,98.9
"Wilton School District","=""1610011""","Special Education",52,44,84.6
"Windham School District","=""1630011""","Non-Special Education",158,133,84.2
"Windham School District","=""1630011""","Special Education",36,26,72.2
"Windsor Locks School District","=""1650011""","Non-Special Education",124,117,94.4
"Windsor Locks School District","=""1650011""","Special Education",16,11,"*"
"Windsor School District","=""1640011""","Non-Special Education",299,277,92.6
"Windsor School District","=""1640011""","Special Education",46,35,76.1
"Wolcott School District","=""1660011""","Non-Special Education",196,189,96.4
"Wolcott School District","=""1660011""","Special Education",25,20,80.0
"Woodstock Academy District","=""9030022""","Non-Special Education",265,259,97.7
"Woodstock Academy District","=""9030022""","Special Education",17,12,"*"

