"Five-Year Graduation Rates, 2013-14"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"Glastonbury School District","=""0540011""",584,12,2.1,6,1.0
"Granby School District","=""0560011""",201,"*","*","*","*"
"Greenwich School District","=""0570011""",667,6,0.9,10,1.5
"Griswold School District","=""0580011""",170,"*","*","*","*"
"Groton School District","=""0590011""",317,6,1.9,40,12.6
"Guilford School District","=""0600011""",284,"*","*","*","*"
"Hamden School District","=""0620011""",457,17,3.7,22,4.8
"Hartford School District","=""0640011""",1350,64,4.7,238,17.6
"Killingly School District","=""0690011""",217,"*","*","*","*"
"Learn","=""2450014""",153,"*","*","*","*"
"Lebanon School District","=""0710011""",105,"*","*","*","*"
"Ledyard School District","=""0720011""",244,"*","*","*","*"
"Lisbon School District","=""0730011""","*","*","*","*","*"
"Litchfield School District","=""0740011""",68,"*","*","*","*"
"Madison School District","=""0760011""",320,"*","*","*","*"
"Manchester School District","=""0770011""",454,16,3.5,50,11.0
"Meriden School District","=""0800011""",606,13,2.1,105,17.3
"Middletown School District","=""0830011""",329,16,4.9,28,8.5
"Milford School District","=""0840011""",504,7,1.4,19,3.8
"Monroe School District","=""0850011""",299,"*","*","*","*"
"Montville School District","=""0860011""",192,"*","*","*","*"
"Naugatuck School District","=""0880011""",332,8,2.4,44,13.3
"New Britain School District","=""0890011""",644,31,4.8,143,22.2
"New Canaan School District","=""0900011""",312,"*","*",0,0.0
"New Fairfield School District","=""0910011""",240,"*","*","*","*"
"New Haven School District","=""0930011""",1295,42,3.2,224,17.3
"New London School District","=""0950011""",224,7,3.1,43,19.2
"New Milford School District","=""0960011""",381,7,1.8,23,6.0
"Newington School District","=""0940011""",366,9,2.5,11,3.0
"Newtown School District","=""0970011""",423,"*","*","*","*"
"North Branford School District","=""0990011""",149,"*","*","*","*"
"North Haven School District","=""1010011""",317,8,2.5,22,6.9
"North Stonington School District","=""1020011""",56,0,0.0,"*","*"
"Norwalk School District","=""1030011""",818,50,6.1,63,7.7
"Norwich Free Academy District","=""9010022""",605,"*","*","*","*"
"Old Saybrook School District","=""1060011""",137,"*","*","*","*"
"Oxford School District","=""1080011""",174,"*","*","*","*"
"Plainfield School District","=""1090011""",171,"*","*","*","*"
"Plainville School District","=""1100011""",177,"*","*","*","*"
"Plymouth School District","=""1110011""",138,8,5.8,8,5.8
"Portland School District","=""1130011""",113,"*","*","*","*"
"Putnam School District","=""1160011""",67,"*","*","*","*"
"Regional School District 01","=""2010012""",121,0,0.0,8,6.6
"Regional School District 04","=""2040012""",136,0,0.0,"*","*"
"Regional School District 05","=""2050012""",419,"*","*","*","*"
"Regional School District 06","=""2060012""",94,0,0.0,6,6.4
"Regional School District 07","=""2070012""",215,"*","*","*","*"
"Regional School District 08","=""2080012""",296,6,2.0,7,2.4
"Regional School District 09","=""2090012""",252,"*","*","*","*"
"Regional School District 10","=""2100012""",216,"*","*","*","*"
"Regional School District 11","=""2110012""",40,0,0.0,"*","*"
"Regional School District 12","=""2120012""",81,0,0.0,"*","*"
"Regional School District 13","=""2130012""",136,"*","*","*","*"
"Regional School District 14","=""2140012""",210,"*","*","*","*"
"Regional School District 15","=""2150012""",329,"*","*","*","*"
"Regional School District 16","=""2160012""",181,"*","*","*","*"
"Regional School District 17","=""2170012""",153,"*","*",0,0.0
"Regional School District 18","=""2180012""",107,"*","*","*","*"
"Regional School District 19","=""2190012""",291,"*","*","*","*"
"Ridgefield School District","=""1180011""",458,0,0.0,9,2.0
"Rocky Hill School District","=""1190011""",181,0,0.0,11,6.1
"Seymour School District","=""1240011""",136,"*","*","*","*"
"Shelton School District","=""1260011""",369,7,1.9,18,4.9
"Simsbury School District","=""1280011""",406,13,3.2,10,2.5
"Somers School District","=""1290011""",130,0,0.0,"*","*"
"South Windsor School District","=""1320011""",346,7,2.0,7,2.0
"Southington School District","=""1310011""",511,10,2.0,11,2.2
"Stafford School District","=""1340011""",141,"*","*","*","*"
"Stamford Academy District","=""2820013""",55,14,25.5,19,34.5
"Stamford School District","=""1350011""",1192,20,1.7,65,5.5
"Stonington School District","=""1370011""",177,"*","*","*","*"
"Stratford School District","=""1380011""",643,9,1.4,25,3.9
"Suffield School District","=""1390011""",214,"*","*","*","*"
"The Bridge Academy District","=""2690013""",34,0,0.0,"*","*"
"The Gilbert School District","=""9020022""",89,"*","*","*","*"
"Thomaston School District","=""1400011""",72,"*","*","*","*"
"Thompson School District","=""1410011""",85,"*","*","*","*"
"Tolland School District","=""1420011""",228,"*","*","*","*"
"Torrington School District","=""1430011""",265,"*","*","*","*"
"Trumbull School District","=""1440011""",555,11,2.0,8,1.4
"Unified School District #1","=""3360015""",423,"*","*",309,73.0
"Unified School District #2","=""3470015""",44,"*","*",21,47.7
"Vernon School District","=""1460011""",295,8,2.7,33,11.2
"Wallingford School District","=""1480011""",485,8,1.6,27,5.6
"Waterbury School District","=""1510011""",1343,25,1.9,361,26.9
"Waterford School District","=""1520011""",202,"*","*","*","*"
"Watertown School District","=""1530011""",228,"*","*","*","*"
"West Hartford School District","=""1550011""",740,15,2.0,18,2.4
"West Haven School District","=""1560011""",420,14,3.3,79,18.8
"Westbrook School District","=""1540011""",72,"*","*","*","*"
"Weston School District","=""1570011""",180,"*","*","*","*"
"Westport School District","=""1580011""",450,"*","*","*","*"
"Wethersfield School District","=""1590011""",304,"*","*","*","*"
"Wilton School District","=""1610011""",301,"*","*","*","*"
"Windham School District","=""1630011""",168,"*","*","*","*"
"Windsor Locks School District","=""1650011""",137,"*","*","*","*"
"Windsor School District","=""1640011""",296,8,2.7,11,3.7
"Wolcott School District","=""1660011""",242,"*","*","*","*"
"Woodstock Academy District","=""9030022""",275,0,0.0,6,2.2

