"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","F",105,105,100.0,105,"*","*","*","*",23,21.9,59,56.2,18,17.1,77,73.3,267
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","M",109,109,100.0,109,"*","*","*","*",18,16.5,57,52.3,22,20.2,79,72.5,266
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","F",41,41,100.0,41,10,24.4,"*","*",8,19.5,15,36.6,"*","*","*","*",239
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","M",55,55,100.0,55,11,20.0,"*","*",15,27.3,18,32.7,"*","*","*","*",239
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","F",26,26,100.0,26,"*","*",0,0.0,"*","*","*","*","*","*","*","*",254
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",23,23,100.0,23,"*","*","*","*","*","*",13,56.5,"*","*","*","*",266
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","M",26,26,100.0,26,"*","*","*","*","*","*",11,42.3,"*","*","*","*",263
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","M",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",128,127,99.2,127,"*","*","*","*",21,16.5,72,56.7,23,18.1,95,74.8,267
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","M",112,111,99.1,111,"*","*","*","*",13,11.7,57,51.4,20,18.0,77,69.4,262
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",47,46,97.9,46,9,19.6,"*","*",15,32.6,13,28.3,"*","*","*","*",232
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","M",44,44,100.0,44,11,25.0,11,25.0,"*","*",11,25.0,"*","*","*","*",229
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",23,23,100.0,23,13,56.5,"*","*","*","*","*","*",0,0.0,"*","*",202
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","M",27,27,100.0,27,15,55.6,"*","*","*","*","*","*",0,0.0,"*","*",201
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","M",31,31,100.0,31,"*","*","*","*","*","*","*","*",0,0.0,"*","*",222
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",71,71,100.0,71,31,43.7,9,12.7,13,18.3,18,25.4,0,0.0,18,25.4,214
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","M",86,83,96.5,83,32,38.6,18,21.7,18,21.7,15,18.1,0,0.0,15,18.1,213
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",70,70,100.0,70,39,55.7,11,15.7,"*","*","*","*","*","*","*","*",202
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","M",64,64,100.0,64,49,76.6,9,14.1,"*","*","*","*","*","*","*","*",185
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",25,25,100.0,25,11,44.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,203
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","M",24,24,100.0,24,11,45.8,"*","*",6,25.0,"*","*",0,0.0,"*","*",211
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","M",29,29,100.0,29,"*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,178
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",45,45,100.0,45,22,48.9,9,20.0,9,20.0,"*","*","*","*","*","*",205
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","M",56,56,100.0,56,28,50.0,13,23.2,8,14.3,"*","*","*","*","*","*",203
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",24,23,95.8,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",209
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","M",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",37,37,100.0,37,14,37.8,10,27.0,"*","*","*","*",0,0.0,"*","*",215
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","M",41,41,100.0,41,13,31.7,8,19.5,"*","*",10,24.4,"*","*","*","*",221
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",25,25,100.0,25,0,0.0,"*","*","*","*",17,68.0,"*","*","*","*",266
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","M",25,25,100.0,25,7,28.0,"*","*","*","*",8,32.0,"*","*","*","*",230
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",23,20,87.0,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",211
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","M",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",20,20,100.0,20,"*","*","*","*","*","*",7,35.0,"*","*","*","*",244
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","M",25,25,100.0,25,"*","*","*","*","*","*",15,60.0,"*","*","*","*",252
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",36,36,100.0,36,20,55.6,"*","*",6,16.7,"*","*",0,0.0,"*","*",202
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","M",44,42,95.5,42,23,54.8,7,16.7,"*","*","*","*",0,0.0,"*","*",201
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",61,58,95.1,58,47,81.0,"*","*","*","*","*","*",0,0.0,"*","*",184
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","M",57,56,98.2,56,44,78.6,"*","*","*","*","*","*",0,0.0,"*","*",181
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",261
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",44,42,95.5,42,25,59.5,7,16.7,"*","*","*","*",0,0.0,"*","*",200
"Bridgeport School District","=""0150011""","Read School","=""0152511""","M",46,45,97.8,45,25,55.6,9,20.0,"*","*","*","*",0,0.0,"*","*",203
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","M",29,29,100.0,29,"*","*","*","*","*","*","*","*",0,0.0,"*","*",195
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",30,30,100.0,30,13,43.3,"*","*","*","*","*","*",0,0.0,"*","*",210
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","M",28,28,100.0,28,9,32.1,"*","*","*","*","*","*",0,0.0,"*","*",207
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",39,39,100.0,39,6,15.4,"*","*",13,33.3,7,17.9,"*","*","*","*",238
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","M",33,33,100.0,33,"*","*","*","*",7,21.2,15,45.5,0,0.0,15,45.5,237
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",100,97,97.0,97,"*","*","*","*",15,15.5,43,44.3,22,22.7,65,67.0,264
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","M",121,120,99.2,120,"*","*","*","*",26,21.7,53,44.2,22,18.3,75,62.5,260
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",46,45,97.8,45,7,15.6,"*","*",11,24.4,20,44.4,"*","*","*","*",241
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","M",47,47,100.0,47,6,12.8,"*","*",7,14.9,31,66.0,"*","*","*","*",249
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","F",70,70,100.0,70,"*","*","*","*",12,17.1,38,54.3,11,15.7,49,70.0,261
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","M",59,59,100.0,59,"*","*","*","*",10,16.9,28,47.5,14,23.7,42,71.2,265
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","F",52,51,98.1,51,6,11.8,"*","*",15,29.4,22,43.1,"*","*","*","*",251
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","M",53,52,98.1,52,6,11.5,"*","*",7,13.5,28,53.8,"*","*","*","*",261
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","F",95,94,98.9,94,"*","*","*","*",8,8.5,44,46.8,35,37.2,79,84.0,282
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","M",106,105,99.1,105,"*","*","*","*",8,7.6,49,46.7,34,32.4,83,79.0,273
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","F",53,51,96.2,51,"*","*","*","*","*","*",33,64.7,11,21.6,44,86.3,276
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","M",54,54,100.0,54,"*","*","*","*","*","*",30,55.6,13,24.1,43,79.6,271
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","F",33,33,100.0,33,"*","*","*","*","*","*",23,69.7,0,0.0,23,69.7,256
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","M",30,30,100.0,30,"*","*","*","*","*","*",21,70.0,"*","*","*","*",254
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","F",76,76,100.0,76,"*","*","*","*",9,11.8,46,60.5,16,21.1,62,81.6,272
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","M",64,64,100.0,64,"*","*","*","*",8,12.5,36,56.3,16,25.0,52,81.3,275
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","M",21,21,100.0,21,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","F",28,28,100.0,28,"*","*","*","*",7,25.0,11,39.3,"*","*","*","*",254
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","M",81,81,100.0,81,"*","*","*","*",11,13.6,30,37.0,"*","*","*","*",268
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","F",72,72,100.0,72,"*","*","*","*",12,16.7,27,37.5,"*","*","*","*",241
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","M",33,32,97.0,32,"*","*","*","*",7,21.9,13,40.6,"*","*","*","*",244
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","F",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","F",60,59,98.3,59,"*","*","*","*",12,20.3,23,39.0,7,11.9,30,50.8,248
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","M",46,46,100.0,46,"*","*","*","*",9,19.6,18,39.1,6,13.0,24,52.2,249
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","M",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","F",72,72,100.0,72,11,15.3,8,11.1,12,16.7,27,37.5,14,19.4,41,56.9,255
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","M",126,125,99.2,125,13,10.4,11,8.8,10,8.0,59,47.2,32,25.6,91,72.8,267
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","F",188,187,99.5,187,"*","*","*","*",26,13.9,97,51.9,53,28.3,150,80.2,276
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","M",166,165,99.4,165,"*","*","*","*",11,6.7,91,55.2,46,27.9,137,83.0,278
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","F",83,83,100.0,83,"*","*","*","*",15,18.1,38,45.8,21,25.3,59,71.1,269
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","M",77,76,98.7,76,"*","*","*","*",8,10.5,40,52.6,19,25.0,59,77.6,272
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","F",105,105,100.0,105,0,0.0,"*","*","*","*",61,58.1,26,24.8,87,82.9,276
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","M",84,84,100.0,84,"*","*","*","*",11,13.1,40,47.6,25,29.8,65,77.4,277
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","F",27,27,100.0,27,"*","*","*","*","*","*",14,51.9,"*","*","*","*",257
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","M",32,32,100.0,32,0,0.0,"*","*","*","*",20,62.5,"*","*","*","*",262
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","M",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","M","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","F",72,70,97.2,70,"*","*","*","*","*","*",45,64.3,17,24.3,62,88.6,276
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","M",66,66,100.0,66,0,0.0,"*","*","*","*",41,62.1,13,19.7,54,81.8,273
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","F",71,71,100.0,71,"*","*","*","*",12,16.9,37,52.1,16,22.5,53,74.6,270
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","M",71,71,100.0,71,"*","*","*","*",17,23.9,34,47.9,10,14.1,44,62.0,259
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","F",188,186,98.9,186,29,15.6,20,10.8,50,26.9,79,42.5,8,4.3,87,46.8,239
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","M",164,164,100.0,164,30,18.3,17,10.4,42,25.6,69,42.1,6,3.7,75,45.7,238
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","F",188,188,100.0,188,48,25.5,28,14.9,47,25.0,58,30.9,7,3.7,65,34.6,228
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","M",164,161,98.2,161,46,28.6,27,16.8,26,16.1,54,33.5,8,5.0,62,38.5,228
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","F",35,35,100.0,35,"*","*","*","*",7,20.0,18,51.4,7,20.0,25,71.4,265
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","M",65,65,100.0,65,"*","*","*","*",11,16.9,35,53.8,10,15.4,45,69.2,262
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","F",180,179,99.4,179,0,0.0,"*","*","*","*",83,46.4,80,44.7,163,91.1,292
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","M",193,190,98.4,190,"*","*","*","*",9,4.7,78,41.1,96,50.5,174,91.6,295
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","F",47,46,97.9,46,11,23.9,7,15.2,"*","*",19,41.3,"*","*","*","*",235
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","M",49,49,100.0,49,12,24.5,15,30.6,10,20.4,"*","*","*","*",12,24.5,226
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","F",39,39,100.0,39,0,0.0,"*","*","*","*",21,53.8,"*","*","*","*",275
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","M",23,23,100.0,23,"*","*","*","*","*","*",11,47.8,"*","*","*","*",249
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","F",49,47,95.9,47,"*","*","*","*",9,19.1,29,61.7,"*","*","*","*",259
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","M",53,52,98.1,52,"*","*","*","*",10,19.2,33,63.5,"*","*","*","*",263
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","F",67,66,98.5,66,"*","*","*","*",10,15.2,32,48.5,18,27.3,50,75.8,275
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","M",81,80,98.8,80,"*","*","*","*",13,16.3,40,50.0,19,23.8,59,73.8,268
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","F",253,249,98.4,249,81,32.5,41,16.5,48,19.3,63,25.3,16,6.4,79,31.7,228
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","M",223,222,99.6,222,79,35.6,32,14.4,36,16.2,60,27.0,15,6.8,75,33.8,227
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","M",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","F",24,24,100.0,24,"*","*","*","*","*","*",12,50.0,"*","*","*","*",252
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","M",20,20,100.0,20,"*","*",0,0.0,"*","*",11,55.0,"*","*","*","*",254
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","F",84,82,97.6,82,19,23.2,"*","*",18,22.0,30,36.6,"*","*","*","*",235
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","M",118,117,99.2,117,33,28.2,"*","*",26,22.2,33,28.2,"*","*","*","*",226
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","F",116,114,98.3,114,"*","*","*","*",20,17.5,66,57.9,23,20.2,89,78.1,274
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","M",100,99,99.0,99,"*","*","*","*",12,12.1,55,55.6,20,20.2,75,75.8,265
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","F",31,30,96.8,30,"*","*",0,0.0,"*","*",17,56.7,6,20.0,23,76.7,268
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","M",43,43,100.0,43,"*","*","*","*","*","*",19,44.2,9,20.9,28,65.1,267
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","M",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","F",41,39,95.1,39,0,0.0,"*","*","*","*",26,66.7,6,15.4,32,82.1,274
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","M",65,64,98.5,64,"*","*","*","*",6,9.4,38,59.4,17,26.6,55,85.9,276
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","F",97,97,100.0,97,"*","*","*","*",12,12.4,54,55.7,22,22.7,76,78.4,273
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","M",115,115,100.0,115,"*","*","*","*",16,13.9,61,53.0,22,19.1,83,72.2,264
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",35,35,100.0,35,6,17.1,"*","*",13,37.1,"*","*","*","*","*","*",227
