"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, English Learner Status (EL)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","N",59,58,98.3,58,35,60.3,"*","*","*","*","*","*",0,0.0,"*","*",183
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",30,30,100.0,30,24,80.0,"*","*","*","*","*","*",0,0.0,"*","*",164
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","N",67,66,98.5,66,"*","*","*","*","*","*","*","*",0,0.0,"*","*",220
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","N",42,42,100.0,42,"*","*","*","*",14,33.3,18,42.9,"*","*","*","*",253
"Bridgeport School District","=""0150011""","Read School","=""0152511""","N",72,71,98.6,71,"*","*","*","*","*","*","*","*","*","*","*","*",206
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","N",50,50,100.0,50,"*","*","*","*","*","*","*","*",0,0.0,"*","*",188
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",108,107,99.1,107,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",108,107,99.1,107,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",102,102,100.0,102,"*","*","*","*",17,16.7,47,46.1,30,29.4,77,75.5,277
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",52,52,100.0,52,"*","*","*","*",9,17.3,26,50.0,9,17.3,35,67.3,260
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","N",22,22,100.0,22,"*","*","*","*",7,31.8,12,54.5,"*","*","*","*",254
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","N",52,52,100.0,52,"*","*",0,0.0,"*","*",32,61.5,16,30.8,48,92.3,285
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","N",130,130,100.0,130,"*","*","*","*",17,13.1,59,45.4,48,36.9,107,82.3,286
"Cheshire School District","=""0250011""","Norton School","=""0250511""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","N",35,35,100.0,35,0,0.0,0,0.0,8,22.9,15,42.9,12,34.3,27,77.1,283
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","N",57,57,100.0,57,"*","*","*","*",10,17.5,27,47.4,15,26.3,42,73.7,270
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",41,41,100.0,41,"*","*","*","*",8,19.5,17,41.5,9,22.0,26,63.4,260
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","N",115,114,99.1,114,0,0.0,6,5.3,17,14.9,52,45.6,39,34.2,91,79.8,282
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","N",38,38,100.0,38,"*","*",7,18.4,"*","*","*","*",0,0.0,"*","*",235
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Y",26,26,100.0,26,"*","*",9,34.6,"*","*","*","*",0,0.0,"*","*",186
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","N",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","N",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*","*","*",254
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","N",171,170,99.4,170,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*",225
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","N",56,56,100.0,56,"*","*","*","*","*","*","*","*",8,14.3,"*","*",257
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Y",31,31,100.0,31,"*","*","*","*","*","*","*","*",0,0.0,"*","*",193
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","N",51,50,98.0,50,0,0.0,"*","*","*","*","*","*","*","*","*","*",256
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","N",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Danbury School District","=""0340011""","South Street School","=""0341011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",250
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","N",54,53,98.1,53,0,0.0,"*","*","*","*","*","*","*","*","*","*",272
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","N",94,93,98.9,93,0,0.0,"*","*","*","*",35,37.6,47,50.5,82,88.2,295
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","N",67,67,100.0,67,"*","*","*","*",12,17.9,24,35.8,28,41.8,52,77.6,287
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","N",69,69,100.0,69,"*","*","*","*",8,11.6,37,53.6,21,30.4,58,84.1,281
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","N",63,63,100.0,63,0,0.0,"*","*","*","*",30,47.6,19,30.2,49,77.8,276
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","N",60,60,100.0,60,0,0.0,"*","*","*","*",27,45.0,27,45.0,54,90.0,291
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","N",68,68,100.0,68,"*","*","*","*","*","*",33,48.5,27,39.7,60,88.2,287
"East Hampton School District","=""0420011""","Center School","=""0420311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","N",32,32,100.0,32,"*","*","*","*","*","*","*","*",0,0.0,"*","*",213
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",228
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*","*","*",220
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","N",85,85,100.0,85,"*","*","*","*","*","*","*","*","*","*","*","*",237
