"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Avon School District","=""0040011""","Avon High School","=""0046111""","Y",40,39,97.5,39,"*","*","*","*",16,41.0,7,17.9,"*","*","*","*",239
"Avon School District","=""0040011""","Avon High School","=""0046111""","N",246,245,99.6,244,"*","*","*","*",42,17.2,64,26.2,"*","*","*","*",298
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Y",52,50,96.2,50,"*","*","*","*",17,34.0,8,16.0,6,12.0,14,28.0,237
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","N",162,161,99.4,161,0,0.0,"*","*",50,31.1,"*","*",64,39.8,"*","*",282
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Y",49,48,98.0,48,"*","*","*","*",16,33.3,11,22.9,10,20.8,21,43.8,254
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","N",146,145,99.3,145,"*","*","*","*",36,24.8,36,24.8,66,45.5,102,70.3,288
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Y",58,57,98.3,56,"*","*",15,26.8,18,32.1,6,10.7,"*","*","*","*",223
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","N",54,54,100.0,54,"*","*",11,20.4,16,29.6,17,31.5,"*","*","*","*",245
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",60,60,100.0,60,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",281
"Branford School District","=""0140011""","Branford High School","=""0146111""","Y",70,68,97.1,68,"*","*","*","*",29,42.6,12,17.6,10,14.7,22,32.4,246
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",134,131,97.8,131,"*","*","*","*",40,30.5,36,27.5,50,38.2,86,65.6,281
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Y",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",36,36,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*",200
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Y",133,127,95.5,126,10,7.9,17,13.5,38,30.2,26,20.6,35,27.8,61,48.4,263
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Y",248,225,90.7,217,134,61.8,52,24.0,26,12.0,"*","*","*","*","*","*",186
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y",129,128,99.2,121,24,19.8,26,21.5,54,44.6,10,8.3,7,5.8,17,14.0,224
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Y",97,95,97.9,90,45,50.0,27,30.0,16,17.8,"*","*","*","*","*","*",194
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","Y",15,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",427,382,89.5,376,121,32.2,81,21.5,102,27.1,46,12.2,26,6.9,72,19.1,219
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",260,169,65.0,141,78,55.3,30,21.3,26,18.4,"*","*","*","*",7,5.0,192
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y",130,130,100.0,130,14,10.8,29,22.3,48,36.9,23,17.7,16,12.3,39,30.0,240
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",114,112,98.2,112,"*","*",22,19.6,48,42.9,10,8.9,"*","*","*","*",225
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",139,137,98.6,137,"*","*","*","*",59,43.1,39,28.5,29,21.2,68,49.6,265
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",119,112,94.1,112,"*","*",22,19.6,37,33.0,17,15.2,"*","*","*","*",237
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",168,165,98.2,165,"*","*","*","*",50,30.3,49,29.7,58,35.2,107,64.8,282
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",36,35,97.2,35,0,0.0,"*","*",18,51.4,8,22.9,"*","*","*","*",261
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",185,183,98.9,183,0,0.0,"*","*","*","*",54,29.5,79,43.2,133,72.7,290
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",30,27,90.0,27,"*","*","*","*",6,22.2,8,29.6,8,29.6,16,59.3,264
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",96,95,99.0,95,0,0.0,0,0.0,8,8.4,31,32.6,56,58.9,87,91.6,307
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y",21,20,95.2,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",201
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",60,56,93.3,54,"*","*","*","*","*","*",8,14.8,13,24.1,21,38.9,258
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",49,49,100.0,49,0,0.0,"*","*","*","*",8,16.3,36,73.5,44,89.8,321
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Y",69,62,89.9,62,"*","*",18,29.0,19,30.6,"*","*","*","*","*","*",212
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",43,42,97.7,41,"*","*",7,17.1,13,31.7,"*","*","*","*","*","*",258
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y",11,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y",71,71,100.0,71,"*","*","*","*",27,38.0,7,9.9,"*","*","*","*",217
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",29,29,100.0,29,"*","*","*","*",14,48.3,6,20.7,"*","*","*","*",246
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",57,56,98.2,56,"*","*",12,21.4,24,42.9,10,17.9,"*","*","*","*",237
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",49,47,95.9,47,"*","*",12,25.5,16,34.0,11,23.4,"*","*","*","*",250
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",61,60,98.4,60,"*","*","*","*","*","*","*","*","*","*","*","*",204
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Y",76,73,96.1,72,"*","*",19,26.4,22,30.6,7,9.7,"*","*","*","*",219
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N",27,27,100.0,27,"*","*",0,0.0,11,40.7,9,33.3,"*","*","*","*",265
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Y",64,61,95.3,59,"*","*","*","*",26,44.1,13,22.0,9,15.3,22,37.3,253
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",276,275,99.6,274,0,0.0,"*","*","*","*",94,34.3,114,41.6,208,75.9,290
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Y",36,32,88.9,32,"*","*","*","*",6,18.8,"*","*","*","*","*","*",214
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",96,96,100.0,96,"*","*","*","*",19,19.8,"*","*","*","*","*","*",286
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Y",53,53,100.0,52,7,13.5,9,17.3,19,36.5,9,17.3,8,15.4,17,32.7,241
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",166,164,98.8,164,0,0.0,6,3.7,38,23.2,41,25.0,79,48.2,120,73.2,289
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Y",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Y",163,163,100.0,163,"*","*",64,39.3,62,38.0,"*","*",0,0.0,"*","*",211
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",32,32,100.0,32,"*","*",6,18.8,18,56.3,"*","*","*","*","*","*",230
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Y",154,154,100.0,153,27,17.6,44,28.8,64,41.8,"*","*","*","*",18,11.8,220
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N",50,50,100.0,50,7,14.0,6,12.0,31,62.0,"*","*","*","*",6,12.0,229
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Y",107,107,100.0,107,"*","*",16,15.0,48,44.9,19,17.8,"*","*","*","*",245
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",50,50,100.0,50,"*","*","*","*",14,28.0,13,26.0,14,28.0,27,54.0,267
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Y",103,101,98.1,101,"*","*",29,28.7,45,44.6,"*","*",0,0.0,"*","*",209
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",30,30,100.0,30,11,36.7,"*","*",12,40.0,"*","*",0,0.0,"*","*",210
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Y",71,71,100.0,71,6,8.5,"*","*",27,38.0,"*","*",11,15.5,"*","*",245
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",35,35,100.0,35,0,0.0,"*","*",18,51.4,"*","*",9,25.7,"*","*",265
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Y",69,69,100.0,69,"*","*",14,20.3,37,53.6,10,14.5,"*","*","*","*",233
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",73,73,100.0,73,"*","*",6,8.2,34,46.6,20,27.4,"*","*","*","*",256
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Y",70,70,100.0,70,"*","*",13,18.6,35,50.0,"*","*",12,17.1,"*","*",247
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",100,100,100.0,100,"*","*","*","*",44,44.0,23,23.0,20,20.0,43,43.0,259
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Y",59,59,100.0,59,"*","*","*","*",17,28.8,14,23.7,12,20.3,26,44.1,258
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",97,97,100.0,96,"*","*","*","*",43,44.8,19,19.8,28,29.2,47,49.0,270
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Y",89,87,97.8,87,"*","*","*","*",47,54.0,15,17.2,8,9.2,23,26.4,244
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",81,81,100.0,81,"*","*","*","*",43,53.1,18,22.2,14,17.3,32,39.5,262
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y",78,78,100.0,78,"*","*",24,30.8,32,41.0,8,10.3,"*","*","*","*",232
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",75,75,100.0,75,"*","*",15,20.0,39,52.0,15,20.0,"*","*","*","*",243
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Y",74,74,100.0,74,"*","*","*","*",40,54.1,7,9.5,"*","*","*","*",228
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","N",41,41,100.0,41,"*","*","*","*",21,51.2,8,19.5,"*","*","*","*",259
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y",66,66,100.0,66,"*","*","*","*",28,42.4,20,30.3,10,15.2,30,45.5,256
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",98,97,99.0,97,0,0.0,6,6.2,42,43.3,26,26.8,23,23.7,49,50.5,271
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y",59,59,100.0,59,"*","*","*","*",32,54.2,7,11.9,11,18.6,18,30.5,254
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",110,110,100.0,109,"*","*","*","*",59,54.1,29,26.6,16,14.7,45,41.3,258
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y",88,88,100.0,88,"*","*",22,25.0,46,52.3,8,9.1,"*","*","*","*",235
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",114,114,100.0,114,"*","*",18,15.8,53,46.5,22,19.3,"*","*","*","*",251
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",64,63,98.4,63,10,15.9,12,19.0,21,33.3,11,17.5,9,14.3,20,31.7,237
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",57,57,100.0,57,0,0.0,11,19.3,23,40.4,14,24.6,9,15.8,23,40.4,254
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y",85,85,100.0,85,"*","*","*","*",54,63.5,13,15.3,"*","*","*","*",245
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",107,107,100.0,107,"*","*","*","*",49,45.8,34,31.8,"*","*","*","*",263
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",71,71,100.0,71,"*","*","*","*",28,39.4,12,16.9,"*","*","*","*",233
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",66,66,100.0,66,"*","*","*","*",26,39.4,19,28.8,"*","*","*","*",265
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",27,27,100.0,26,"*","*","*","*",12,46.2,0,0.0,"*","*","*","*",241
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",84,83,98.8,83,0,0.0,"*","*",18,21.7,17,20.5,"*","*","*","*",301
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",32,31,96.9,31,6,19.4,"*","*",14,45.2,"*","*","*","*","*","*",221
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",115,115,100.0,115,0,0.0,"*","*",44,38.3,"*","*","*","*","*","*",276
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",388,379,97.7,378,123,32.5,84,22.2,118,31.2,42,11.1,11,2.9,53,14.0,213
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",316,311,98.4,311,22,7.1,40,12.9,115,37.0,79,25.4,55,17.7,134,43.1,256
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y",59,51,86.4,50,"*","*","*","*",22,44.0,12,24.0,7,14.0,19,38.0,251
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",290,286,98.6,286,0,0.0,"*","*","*","*",78,27.3,165,57.7,243,85.0,304
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",39,39,100.0,39,"*","*",8,20.5,14,35.9,"*","*","*","*","*","*",218
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",41,39,95.1,39,"*","*",7,17.9,10,25.6,"*","*","*","*","*","*",256
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*","*","*",274
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y",25,25,100.0,25,"*","*","*","*",11,44.0,"*","*","*","*","*","*",240
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",82,81,98.8,81,"*","*","*","*",19,23.5,"*","*","*","*","*","*",292
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Y",20,20,100.0,20,0,0.0,0,0.0,10,50.0,"*","*","*","*",10,50.0,263
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",31,31,100.0,31,0,0.0,"*","*",8,25.8,14,45.2,"*","*","*","*",280
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",269,254,94.4,253,57,22.5,65,25.7,86,34.0,27,10.7,18,7.1,45,17.8,223
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",103,100,97.1,100,6,6.0,20,20.0,41,41.0,19,19.0,14,14.0,33,33.0,249
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y",28,17,60.7,14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",110,107,97.3,107,"*","*",23,21.5,55,51.4,16,15.0,"*","*","*","*",238
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",112,111,99.1,111,"*","*",15,13.5,49,44.1,32,28.8,"*","*","*","*",254
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y",63,60,95.2,60,0,0.0,"*","*",23,38.3,16,26.7,"*","*","*","*",262
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",214,214,100.0,214,0,0.0,"*","*","*","*",59,27.6,108,50.5,167,78.0,298
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Y",41,40,97.6,40,6,15.0,"*","*",18,45.0,"*","*",8,20.0,"*","*",241
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",48,48,100.0,48,0,0.0,"*","*",15,31.3,"*","*",11,22.9,"*","*",269
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Y",30,26,86.7,25,"*","*","*","*",8,32.0,"*","*","*","*","*","*",243
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N",24,21,87.5,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",229
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y",34,33,97.1,33,"*","*","*","*",17,51.5,7,21.2,"*","*","*","*",250
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",145,145,100.0,145,0,0.0,"*","*",31,21.4,53,36.6,"*","*","*","*",284
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y",75,71,94.7,71,"*","*",9,12.7,41,57.7,12,16.9,"*","*","*","*",244
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",102,102,100.0,102,"*","*",8,7.8,36,35.3,33,32.4,"*","*","*","*",266
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Y",57,57,100.0,57,"*","*","*","*",24,42.1,10,17.5,9,15.8,19,33.3,247
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",135,135,100.0,135,0,0.0,"*","*",42,31.1,53,39.3,"*","*","*","*",273
"Explorations District","=""2720013""","Explorations","=""2726113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Y",69,68,98.6,68,6,8.8,"*","*",34,50.0,14,20.6,"*","*","*","*",242
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",318,311,97.8,311,0,0.0,"*","*",63,20.3,102,32.8,"*","*","*","*",294
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Y",84,83,98.8,83,"*","*","*","*",27,32.5,19,22.9,14,16.9,33,39.8,251
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",289,285,98.6,285,0,0.0,"*","*","*","*",91,31.9,142,49.8,233,81.8,294
