"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Special Education Status (SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",44,28,63.6,24,22,91.7,"*","*","*","*",0,0.0,0,0.0,0,0.0,168
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",206,203,98.5,203,"*","*",19,9.4,91,44.8,49,24.1,"*","*","*","*",257
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",47,46,97.9,46,19,41.3,"*","*",16,34.8,0,0.0,"*","*","*","*",203
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",246,241,98.0,241,"*","*",16,6.6,77,32.0,"*","*",73,30.3,"*","*",273
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",41,36,87.8,36,13,36.1,12,33.3,"*","*","*","*",0,0.0,"*","*",204
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N",16,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",202,200,99.0,200,0,0.0,"*","*","*","*","*","*","*","*","*","*",289
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",108,106,98.1,106,"*","*",0,0.0,"*","*","*","*","*","*","*","*",304
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",18,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",92,90,97.8,90,0,0.0,"*","*","*","*","*","*","*","*","*","*",300
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",17,15,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",97,90,92.8,89,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y",11,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",94,94,100.0,94,"*","*","*","*","*","*","*","*","*","*","*","*",228
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",94,91,96.8,91,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",62,61,98.4,61,"*","*","*","*","*","*","*","*","*","*","*","*",218
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N",83,81,97.6,80,"*","*","*","*","*","*","*","*","*","*","*","*",241
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",301,300,99.7,299,0,0.0,"*","*",73,24.4,100,33.4,"*","*","*","*",289
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Y",39,36,92.3,34,"*","*",6,17.6,14,41.2,7,20.6,"*","*","*","*",240
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",121,119,98.3,119,"*","*","*","*","*","*","*","*","*","*","*","*",272
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Y",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",197,195,99.0,195,"*","*","*","*",51,26.2,"*","*","*","*","*","*",283
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Y",22,22,100.0,21,"*","*","*","*",6,28.6,"*","*","*","*","*","*",219
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",39,35,89.7,35,"*","*","*","*","*","*","*","*","*","*","*","*",245
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",176,176,100.0,176,"*","*","*","*","*","*","*","*","*","*","*","*",215
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N",194,194,100.0,194,"*","*","*","*","*","*","*","*","*","*","*","*",224
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Y",10,10,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",141,141,100.0,141,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",119,117,98.3,117,"*","*","*","*","*","*","*","*",0,0.0,"*","*",211
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",91,91,100.0,91,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",128,128,100.0,128,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",159,159,100.0,159,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",143,143,100.0,142,"*","*","*","*","*","*","*","*","*","*","*","*",269
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",154,153,99.4,153,"*","*","*","*","*","*","*","*","*","*","*","*",254
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",133,133,100.0,133,"*","*","*","*",64,48.1,"*","*","*","*","*","*",238
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y",20,20,100.0,20,"*","*","*","*",7,35.0,"*","*","*","*","*","*",231
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","N",104,104,100.0,104,"*","*","*","*","*","*","*","*","*","*","*","*",241
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",146,145,99.3,145,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",152,152,100.0,151,"*","*","*","*","*","*","*","*","*","*","*","*",258
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",182,182,100.0,182,"*","*",33,18.1,90,49.5,"*","*",23,12.6,"*","*",246
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y",20,20,100.0,20,"*","*",7,35.0,9,45.0,"*","*",0,0.0,"*","*",227
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",100,99,99.0,99,"*","*","*","*",37,37.4,"*","*","*","*","*","*",250
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",21,21,100.0,21,"*","*","*","*",7,33.3,"*","*","*","*","*","*",219
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",183,183,100.0,183,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",119,119,100.0,119,"*","*","*","*","*","*","*","*","*","*","*","*",251
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",93,92,98.9,92,0,0.0,"*","*","*","*","*","*","*","*","*","*",298
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",18,18,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",132,132,100.0,132,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","N",624,615,98.6,615,104,16.9,99,16.1,227,36.9,"*","*","*","*","*","*",237
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Y",80,75,93.8,74,41,55.4,25,33.8,"*","*","*","*",0,0.0,"*","*",188
"Darien School District","=""0350011""","Darien High School","=""0356111""","N",295,291,98.6,291,0,0.0,"*","*",44,15.1,79,27.1,"*","*","*","*",304
"Darien School District","=""0350011""","Darien High School","=""0356111""","Y",54,46,85.2,45,"*","*","*","*",20,44.4,11,24.4,"*","*","*","*",249
"Derby School District","=""0370011""","Derby High School","=""0376111""","N",70,68,97.1,68,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Derby School District","=""0370011""","Derby High School","=""0376111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","N",75,75,100.0,75,"*","*","*","*","*","*","*","*","*","*","*","*",270
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","N",100,99,99.0,99,"*","*","*","*","*","*","*","*","*","*","*","*",283
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","N",51,51,100.0,51,0,0.0,"*","*",18,35.3,21,41.2,"*","*","*","*",273
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",332,317,95.5,317,41,12.9,75,23.7,"*","*",46,14.5,"*","*","*","*",235
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Y",40,37,92.5,36,22,61.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,187
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",207,205,99.0,205,"*","*","*","*","*","*","*","*","*","*","*","*",249
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Y",15,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",248,248,100.0,248,0,0.0,"*","*",55,22.2,"*","*","*","*","*","*",295
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Y",29,26,89.7,26,0,0.0,"*","*",12,46.2,"*","*","*","*","*","*",243
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",73,73,100.0,73,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*","*","*",247
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",160,160,100.0,160,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",165,161,97.6,161,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",171,171,100.0,171,0,0.0,"*","*",57,33.3,63,36.8,"*","*","*","*",270
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Y",21,21,100.0,21,"*","*","*","*",9,42.9,0,0.0,"*","*","*","*",233
"Explorations District","=""2720013""","Explorations","=""2726113""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",344,336,97.7,336,0,0.0,"*","*",73,21.7,"*","*","*","*","*","*",292
