"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",41,41,100.0,41,"*","*","*","*","*","*",23,56.1,"*","*","*","*",256
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",24,24,100.0,24,0,0.0,"*","*","*","*",13,54.2,"*","*","*","*",278
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",63,63,100.0,63,"*","*",11,17.5,11,17.5,26,41.3,"*","*","*","*",249
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",51,50,98.0,50,"*","*",9,18.0,"*","*",20,40.0,11,22.0,31,62.0,261
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",24,24,100.0,24,"*","*","*","*","*","*",7,29.2,"*","*","*","*",238
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",46,46,100.0,46,0,0.0,"*","*","*","*",24,52.2,"*","*","*","*",273
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",28,28,100.0,28,"*","*","*","*",12,42.9,11,39.3,0,0.0,11,39.3,239
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",31,31,100.0,31,"*","*","*","*",8,25.8,19,61.3,0,0.0,19,61.3,251
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",29,29,100.0,29,0,0.0,6,20.7,9,31.0,14,48.3,0,0.0,14,48.3,244
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",44,44,100.0,44,"*","*",6,13.6,8,18.2,22,50.0,"*","*","*","*",249
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",42,42,100.0,42,"*","*","*","*","*","*",24,57.1,"*","*","*","*",253
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",30,30,100.0,30,0,0.0,"*","*","*","*",16,53.3,"*","*","*","*",269
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",62,61,98.4,61,"*","*","*","*",15,24.6,21,34.4,8,13.1,29,47.5,244
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",52,52,100.0,52,"*","*","*","*",6,11.5,25,48.1,17,32.7,42,80.8,276
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",174,171,98.3,171,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",24,24,100.0,24,"*","*","*","*","*","*",11,45.8,"*","*","*","*",261
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",78,78,100.0,78,0,0.0,"*","*","*","*",36,46.2,"*","*","*","*",281
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",123,123,100.0,123,"*","*","*","*","*","*","*","*","*","*","*","*",290
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y",24,24,100.0,24,"*","*","*","*",10,41.7,6,25.0,0,0.0,6,25.0,222
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",39,39,100.0,39,0,0.0,"*","*","*","*",17,43.6,13,33.3,30,76.9,276
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Y",34,34,100.0,34,"*","*","*","*","*","*",11,32.4,"*","*","*","*",232
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N",25,25,100.0,25,0,0.0,"*","*","*","*",11,44.0,"*","*","*","*",270
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",25,23,92.0,23,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Y",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*","*","*",218
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Y",35,34,97.1,34,"*","*","*","*","*","*","*","*",0,0.0,"*","*",207
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Y",34,34,100.0,34,"*","*","*","*","*","*",14,41.2,"*","*","*","*",241
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","N",23,22,95.7,22,0,0.0,"*","*","*","*",13,59.1,"*","*","*","*",271
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","N",82,82,100.0,82,0,0.0,"*","*","*","*","*","*","*","*","*","*",274
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","N",118,118,100.0,118,"*","*","*","*","*","*","*","*","*","*","*","*",288
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Y",25,25,100.0,25,"*","*","*","*",11,44.0,8,32.0,"*","*","*","*",241
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","N",151,151,100.0,151,"*","*","*","*",24,15.9,74,49.0,"*","*","*","*",276
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Y",36,36,100.0,36,"*","*","*","*",7,19.4,21,58.3,"*","*","*","*",258
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","N",165,165,100.0,165,"*","*","*","*",26,15.8,84,50.9,"*","*","*","*",283
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",28,28,100.0,28,0,0.0,"*","*","*","*","*","*","*","*","*","*",271
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","N",98,97,99.0,97,0,0.0,"*","*","*","*","*","*","*","*","*","*",286
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Y",33,33,100.0,33,"*","*",6,18.2,9,27.3,13,39.4,"*","*","*","*",244
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","N",142,142,100.0,142,"*","*",11,7.7,33,23.2,60,42.3,"*","*","*","*",266
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Y",46,46,100.0,46,"*","*","*","*","*","*","*","*",0,0.0,"*","*",217
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Y",28,27,96.4,27,"*","*","*","*","*","*",7,25.9,"*","*","*","*",217
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","N",27,27,100.0,27,"*","*","*","*","*","*",12,44.4,"*","*","*","*",246
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Y",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Y",78,78,100.0,78,"*","*",17,21.8,26,33.3,17,21.8,"*","*","*","*",226
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","N",112,110,98.2,110,"*","*",11,10.0,22,20.0,54,49.1,"*","*","*","*",264
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Y",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*","*","*",221
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Y",65,65,100.0,65,"*","*","*","*","*","*",19,29.2,"*","*","*","*",232
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","N",22,22,100.0,22,"*","*","*","*","*","*",10,45.5,"*","*","*","*",240
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Y",35,34,97.1,34,"*","*","*","*","*","*",10,29.4,"*","*","*","*",235
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","N",24,24,100.0,24,"*","*","*","*","*","*",13,54.2,"*","*","*","*",268
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Y",57,56,98.2,56,"*","*","*","*","*","*",16,28.6,"*","*","*","*",232
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","N",30,30,100.0,30,"*","*","*","*","*","*",17,56.7,"*","*","*","*",254
"Danbury School District","=""0340011""","South Street School","=""0341011""","Y",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*","*","*",222
"Danbury School District","=""0340011""","South Street School","=""0341011""","N",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Y",41,41,100.0,41,"*","*",8,19.5,10,24.4,12,29.3,"*","*","*","*",231
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","N",49,49,100.0,49,"*","*",8,16.3,14,28.6,19,38.8,"*","*","*","*",246
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","N",46,46,100.0,46,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","N",69,69,100.0,69,"*","*","*","*",8,11.6,37,53.6,21,30.4,58,84.1,281
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","N",57,57,100.0,57,0,0.0,"*","*","*","*","*","*","*","*","*","*",277
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","N",60,60,100.0,60,0,0.0,"*","*","*","*",27,45.0,27,45.0,54,90.0,291
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","N",37,37,100.0,37,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"Derby School District","=""0370011""","Bradley School","=""0370611""","Y",25,25,100.0,25,0,0.0,"*","*",9,36.0,7,28.0,"*","*","*","*",245
"Derby School District","=""0370011""","Bradley School","=""0370611""","N",30,30,100.0,30,"*","*","*","*",10,33.3,11,36.7,"*","*","*","*",244
"Derby School District","=""0370011""","Irving School","=""0370411""","Y",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Derby School District","=""0370011""","Irving School","=""0370411""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",290
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",288
"East Hampton School District","=""0420011""","Center School","=""0420311""","Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
