"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Y",57,56,98.2,56,7,12.5,"*","*",25,44.6,6,10.7,"*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","N",38,38,100.0,38,7,18.4,"*","*",9,23.7,18,47.4,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Y",132,132,100.0,132,45,34.1,"*","*",28,21.2,30,22.7,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","N",90,90,100.0,90,10,11.1,"*","*",18,20.0,47,52.2,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Y",79,79,100.0,79,"*","*",17,21.5,23,29.1,20,25.3,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",61,60,98.4,60,9,15.0,"*","*",15,25.0,23,38.3,"*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Y",28,28,100.0,28,"*","*","*","*","*","*",14,50.0,"*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",46,46,100.0,46,0,0.0,0,0.0,"*","*",29,63.0,"*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","N",271,269,99.3,268,"*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",261,258,98.9,258,"*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",254,254,100.0,254,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Y",34,33,97.1,33,"*","*","*","*",13,39.4,7,21.2,"*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","N",180,178,98.9,178,"*","*","*","*",54,30.3,43,24.2,"*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",32,32,100.0,32,"*","*","*","*",8,25.0,14,43.8,"*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",183,183,100.0,183,"*","*","*","*",19,10.4,97,53.0,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",94,94,100.0,94,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",47,46,97.9,46,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",53,50,94.3,50,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Y",37,36,97.3,36,"*","*","*","*",12,33.3,10,27.8,9,25.0,19,52.8
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","N",158,157,99.4,157,"*","*","*","*",40,25.5,37,23.6,67,42.7,104,66.2
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",55,55,100.0,55,6,10.9,0,0.0,14,25.5,29,52.7,6,10.9,35,63.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",159,159,100.0,159,"*","*","*","*",27,17.0,87,54.7,34,21.4,121,76.1
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",51,51,100.0,51,"*","*","*","*",11,21.6,21,41.2,13,25.5,34,66.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",162,161,99.4,161,"*","*","*","*",18,11.2,70,43.5,66,41.0,136,84.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Y",53,52,98.1,51,"*","*",13,25.5,16,31.4,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","N",59,59,100.0,59,"*","*",13,22.0,18,30.5,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",65,65,100.0,65,"*","*","*","*",23,35.4,17,26.2,0,0.0,17,26.2
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",59,59,100.0,59,"*","*",9,15.3,21,35.6,20,33.9,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",48,48,100.0,48,"*","*","*","*",10,20.8,13,27.1,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",48,48,100.0,48,"*","*","*","*",13,27.1,20,41.7,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",25,25,100.0,25,"*","*","*","*",11,44.0,7,28.0,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",37,37,100.0,37,"*","*","*","*",11,29.7,15,40.5,"*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",98,96,98.0,96,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",63,63,100.0,63,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",42,41,97.6,41,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Y",47,47,100.0,47,"*","*","*","*",19,40.4,11,23.4,9,19.1,20,42.6
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",157,152,96.8,152,"*","*","*","*",50,32.9,37,24.3,51,33.6,88,57.9
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",114,113,99.1,113,11,9.7,13,11.5,28,24.8,54,47.8,7,6.2,61,54.0
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",349,347,99.4,347,13,3.7,24,6.9,55,15.9,181,52.2,74,21.3,255,73.5
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",184,182,98.9,181,47,26.0,50,27.6,45,24.9,"*","*","*","*",39,21.5
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",40,40,100.0,40,"*","*",9,22.5,11,27.5,10,25.0,"*","*","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Y",133,127,95.5,126,10,7.9,17,13.5,38,30.2,26,20.6,35,27.8,61,48.4
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",113,112,99.1,112,55,49.1,23,20.5,20,17.9,"*","*","*","*",14,12.5
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Y",248,225,90.7,217,134,61.8,52,24.0,26,12.0,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",42,42,100.0,42,"*","*",16,38.1,13,31.0,"*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y",129,128,99.2,121,24,19.8,26,21.5,54,44.6,10,8.3,7,5.8,17,14.0
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",88,88,100.0,88,15,17.0,20,22.7,16,18.2,31,35.2,6,6.8,37,42.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",264,261,98.9,261,87,33.3,63,24.1,55,21.1,56,21.5,0,0.0,56,21.5
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Y",97,95,97.9,90,45,50.0,27,30.0,16,17.8,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",50,49,98.0,49,13,26.5,12,24.5,18,36.7,6,12.2,0,0.0,6,12.2
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","Y",15,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",427,382,89.5,376,121,32.2,81,21.5,102,27.1,46,12.2,26,6.9,72,19.1
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",263,263,100.0,263,148,56.3,47,17.9,40,15.2,"*","*","*","*",28,10.6
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",75,75,100.0,75,"*","*",21,28.0,17,22.7,29,38.7,"*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",129,129,100.0,129,56,43.4,35,27.1,31,24.0,"*","*","*","*",7,5.4
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",84,84,100.0,84,43,51.2,19,22.6,15,17.9,7,8.3,0,0.0,7,8.3
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",167,166,99.4,166,72,43.4,40,24.1,34,20.5,"*","*","*","*",20,12.0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",78,75,96.2,75,31,41.3,16,21.3,20,26.7,"*","*","*","*",8,10.7
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",34,33,97.1,33,10,30.3,"*","*",10,30.3,"*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",155,155,100.0,155,44,28.4,44,28.4,39,25.2,"*","*","*","*",28,18.1
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",28,28,100.0,28,"*","*",7,25.0,11,39.3,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",28,28,100.0,28,"*","*",9,32.1,8,28.6,"*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",260,169,65.0,141,78,55.3,30,21.3,26,18.4,"*","*","*","*",7,5.0
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",92,92,100.0,92,11,12.0,17,18.5,21,22.8,35,38.0,8,8.7,43,46.7
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",82,78,95.1,78,21,26.9,21,26.9,"*","*",19,24.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y",130,130,100.0,130,14,10.8,29,22.3,48,36.9,23,17.7,16,12.3,39,30.0
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",90,90,100.0,90,12,13.3,12,13.3,18,20.0,37,41.1,11,12.2,48,53.3
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",130,128,98.5,128,61,47.7,28,21.9,24,18.8,"*","*","*","*",15,11.7
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",207,202,97.6,202,150,74.3,24,11.9,18,8.9,10,5.0,0,0.0,10,5.0
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",74,73,98.6,73,14,19.2,24,32.9,20,27.4,15,20.5,0,0.0,15,20.5
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",96,96,100.0,96,6,6.3,8,8.3,28,29.2,48,50.0,6,6.3,54,56.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",81,81,100.0,81,"*","*","*","*",25,30.9,37,45.7,9,11.1,46,56.8
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",168,164,97.6,164,77,47.0,36,22.0,30,18.3,"*","*","*","*",21,12.8
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",107,107,100.0,107,60,56.1,27,25.2,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",106,106,100.0,106,33,31.1,32,30.2,26,24.5,15,14.2,0,0.0,15,14.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",145,145,100.0,145,17,11.7,29,20.0,46,31.7,45,31.0,8,5.5,53,36.6
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",95,93,97.9,93,18,19.4,17,18.3,40,43.0,10,10.8,8,8.6,18,19.4
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",158,156,98.7,156,9,5.8,12,7.7,67,42.9,39,25.0,29,18.6,68,43.6
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",98,92,93.9,92,15,16.3,16,17.4,30,32.6,16,17.4,15,16.3,31,33.7
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",189,185,97.9,185,8,4.3,12,6.5,57,30.8,50,27.0,58,31.4,108,58.4
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",89,85,95.5,85,10,11.8,10,11.8,22,25.9,35,41.2,8,9.4,43,50.6
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",132,132,100.0,132,8,6.1,8,6.1,19,14.4,61,46.2,36,27.3,97,73.5
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",41,41,100.0,41,"*","*","*","*","*","*",23,56.1,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",24,24,100.0,24,0,0.0,"*","*","*","*",13,54.2,"*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",112,111,99.1,111,17,15.3,15,13.5,20,18.0,50,45.0,9,8.1,59,53.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",95,94,98.9,94,6,6.4,13,13.8,16,17.0,47,50.0,12,12.8,59,62.8
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",24,24,100.0,24,"*","*","*","*","*","*",7,29.2,"*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",46,46,100.0,46,0,0.0,"*","*","*","*",24,52.2,"*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",28,28,100.0,28,"*","*","*","*",12,42.9,11,39.3,0,0.0,11,39.3
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",31,31,100.0,31,"*","*","*","*",8,25.8,19,61.3,0,0.0,19,61.3
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",49,49,100.0,49,"*","*","*","*",7,14.3,24,49.0,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",80,80,100.0,80,"*","*","*","*",15,18.8,42,52.5,"*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",29,29,100.0,29,0,0.0,6,20.7,9,31.0,14,48.3,0,0.0,14,48.3
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",44,44,100.0,44,"*","*",6,13.6,8,18.2,22,50.0,"*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",42,42,100.0,42,"*","*","*","*","*","*",24,57.1,"*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",30,30,100.0,30,0,0.0,"*","*","*","*",16,53.3,"*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",123,120,97.6,120,"*","*","*","*",32,26.7,44,36.7,11,9.2,55,45.8
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",96,96,100.0,96,"*","*","*","*",11,11.5,52,54.2,27,28.1,79,82.3
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",203,200,98.5,200,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",41,41,100.0,41,"*","*","*","*",6,14.6,22,53.7,6,14.6,28,68.3
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",351,346,98.6,346,"*","*","*","*",30,8.7,152,43.9,135,39.0,287,82.9
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",61,59,96.7,59,"*","*","*","*",10,16.9,31,52.5,11,18.6,42,71.2
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",148,148,100.0,148,"*","*","*","*",17,11.5,79,53.4,43,29.1,122,82.4
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",35,35,100.0,35,"*","*","*","*","*","*",22,62.9,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",80,80,100.0,80,"*","*","*","*","*","*",48,60.0,"*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",18,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",108,107,99.1,107,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",123,123,100.0,123,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",123,123,100.0,123,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y",41,40,97.6,40,15,37.5,10,25.0,"*","*","*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",35,35,100.0,35,"*","*",13,37.1,9,25.7,"*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",94,92,97.9,90,"*","*","*","*",30,33.3,20,22.2,16,17.8,36,40.0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",124,122,98.4,122,"*","*","*","*",12,9.8,37,30.3,65,53.3,102,83.6
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y",24,24,100.0,24,"*","*","*","*",10,41.7,6,25.0,0,0.0,6,25.0
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",39,39,100.0,39,0,0.0,"*","*","*","*",17,43.6,13,33.3,30,76.9
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Y",66,59,89.4,59,"*","*",18,30.5,19,32.2,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",46,45,97.8,44,"*","*",7,15.9,13,29.5,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Y",57,56,98.2,56,"*","*","*","*",10,17.9,17,30.4,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",48,48,100.0,48,"*","*","*","*",9,18.8,23,47.9,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Y",34,34,100.0,34,"*","*","*","*","*","*",11,32.4,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N",25,25,100.0,25,0,0.0,"*","*","*","*",11,44.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
