"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Special Education Status (SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*","*","*",237
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",246,243,98.8,243,"*","*","*","*",17,7.0,127,52.3,90,37.0,217,89.3,286
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Y",29,29,100.0,29,9,31.0,"*","*",7,24.1,"*","*",0,0.0,"*","*",219
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",187,187,100.0,187,"*","*","*","*",19,10.2,"*","*","*","*","*","*",277
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",28,28,100.0,28,"*","*","*","*",8,28.6,"*","*","*","*","*","*",225
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",194,194,100.0,194,"*","*","*","*",33,17.0,"*","*",40,20.6,"*","*",271
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",20,20,100.0,20,"*","*","*","*",8,40.0,"*","*",0,0.0,"*","*",224
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",86,86,100.0,86,"*","*","*","*","*","*","*","*","*","*","*","*",242
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*","*","*",268
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",214,212,99.1,212,10,4.7,"*","*","*","*",122,57.5,43,20.3,165,77.8,270
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",26,26,100.0,26,"*","*",8,30.8,"*","*",7,26.9,0,0.0,7,26.9,223
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",81,80,98.8,80,"*","*","*","*","*","*","*","*","*","*","*","*",235
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","N",34,34,100.0,34,"*","*","*","*","*","*","*","*",0,0.0,"*","*",207
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","N",38,38,100.0,38,"*","*","*","*","*","*","*","*",0,0.0,"*","*",234
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","N",143,142,99.3,142,"*","*","*","*","*","*","*","*",0,0.0,"*","*",217
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",14,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","N",116,116,100.0,116,"*","*","*","*","*","*","*","*","*","*","*","*",197
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*",0,0.0,"*","*",213
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","N",28,28,100.0,28,"*","*","*","*","*","*","*","*",0,0.0,"*","*",196
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","N",88,88,100.0,88,"*","*","*","*","*","*","*","*","*","*","*","*",209
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","N",66,66,100.0,66,"*","*","*","*","*","*","*","*","*","*","*","*",224
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","N",29,26,89.7,26,"*","*","*","*","*","*","*","*","*","*","*","*",228
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","N",61,60,98.4,60,"*","*","*","*","*","*","*","*",0,0.0,"*","*",209
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","N",97,94,96.9,94,75,79.8,"*","*",9,9.6,"*","*",0,0.0,"*","*",184
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",21,20,95.2,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0,177
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","N",48,48,100.0,48,"*","*","*","*",13,27.1,24,50.0,"*","*","*","*",247
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","N",39,39,100.0,39,"*","*","*","*",11,28.2,19,48.7,"*","*","*","*",257
"Bridgeport School District","=""0150011""","Read School","=""0152511""","N",79,76,96.2,76,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","N",38,38,100.0,38,"*","*","*","*","*","*","*","*",0,0.0,"*","*",201
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","N",47,47,100.0,47,"*","*","*","*","*","*","*","*",0,0.0,"*","*",214
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",192,190,99.0,190,7,3.7,12,6.3,"*","*",90,47.4,"*","*","*","*",268
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",29,27,93.1,27,11,40.7,6,22.2,"*","*",6,22.2,"*","*","*","*",217
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",78,77,98.7,77,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",111,111,100.0,111,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",86,85,98.8,85,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",174,172,98.9,172,"*","*","*","*","*","*",84,48.8,"*","*","*","*",284
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",27,27,100.0,27,"*","*","*","*","*","*",9,33.3,"*","*","*","*",229
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",98,97,99.0,97,"*","*","*","*","*","*","*","*","*","*","*","*",279
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",120,120,100.0,120,"*","*","*","*",10,8.3,74,61.7,32,26.7,106,88.3,280
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",20,20,100.0,20,"*","*","*","*",7,35.0,8,40.0,0,0.0,8,40.0,236
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",96,96,100.0,96,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",88,87,98.9,87,"*","*","*","*","*","*","*","*","*","*","*","*",250
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",99,98,99.0,98,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","N",174,173,99.4,173,13,7.5,"*","*","*","*",79,45.7,"*","*","*","*",268
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Y",24,24,100.0,24,11,45.8,"*","*","*","*",7,29.2,"*","*","*","*",224
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","N",330,328,99.4,328,"*","*","*","*","*","*",179,54.6,"*","*","*","*",280
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Y",24,24,100.0,24,"*","*","*","*","*","*",9,37.5,"*","*","*","*",239
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","N",145,144,99.3,144,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","N",170,170,100.0,170,"*","*","*","*","*","*","*","*","*","*","*","*",281
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","N",50,50,100.0,50,0,0.0,"*","*","*","*","*","*","*","*","*","*",268
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",268
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",25,25,100.0,25,10,40.0,"*","*",7,28.0,"*","*",0,0.0,"*","*",216
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","N",123,122,99.2,122,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","N",130,130,100.0,130,"*","*","*","*","*","*","*","*","*","*","*","*",269
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","N",313,311,99.4,311,33,10.6,31,10.0,"*","*","*","*","*","*","*","*",244
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Y",39,39,100.0,39,26,66.7,6,15.4,"*","*","*","*","*","*","*","*",196
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","N",306,305,99.7,305,66,21.6,48,15.7,"*","*",106,34.8,"*","*","*","*",233
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Y",46,44,95.7,44,28,63.6,7,15.9,"*","*","*","*",0,0.0,"*","*",196
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","N",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*","*","*",267
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","N",316,314,99.4,314,0,0.0,"*","*","*","*",136,43.3,166,52.9,302,96.2,300
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Y",57,55,96.5,55,"*","*","*","*",10,18.2,25,45.5,10,18.2,35,63.6,258
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","N",85,85,100.0,85,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","N",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*","*","*",272
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","N",92,89,96.7,89,0,0.0,"*","*","*","*","*","*","*","*","*","*",265
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","N",134,133,99.3,133,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","N",404,401,99.3,401,108,26.9,62,15.5,"*","*","*","*",31,7.7,"*","*",234
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Y",72,70,97.2,70,52,74.3,11,15.7,"*","*","*","*",0,0.0,"*","*",189
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","N",38,38,100.0,38,0,0.0,"*","*","*","*","*","*","*","*","*","*",261
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","N",169,168,99.4,168,33,19.6,"*","*",38,22.6,"*","*",8,4.8,"*","*",236
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Y",33,31,93.9,31,19,61.3,"*","*",6,19.4,"*","*",0,0.0,"*","*",197
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","N",193,193,100.0,193,0,0.0,"*","*","*","*","*","*",43,22.3,"*","*",276
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Y",23,20,87.0,20,9,45.0,"*","*","*","*","*","*",0,0.0,"*","*",206
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","N",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","N",97,94,96.9,94,"*","*",0,0.0,"*","*","*","*","*","*","*","*",279
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","N",188,188,100.0,188,6,3.2,"*","*",22,11.7,109,58.0,"*","*","*","*",274
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Y",24,24,100.0,24,7,29.2,"*","*",6,25.0,6,25.0,"*","*","*","*",226
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","N",311,311,100.0,311,13,4.2,29,9.3,46,14.8,"*","*",58,18.6,"*","*",265
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Y",41,39,95.1,39,11,28.2,13,33.3,10,25.6,"*","*",0,0.0,"*","*",216
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","N",262,259,98.9,259,"*","*","*","*",21,8.1,159,61.4,"*","*","*","*",280
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Y",32,32,100.0,32,"*","*","*","*",9,28.1,7,21.9,"*","*","*","*",223
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","N",240,239,99.6,239,0,0.0,"*","*",15,6.3,124,51.9,"*","*","*","*",292
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Y",32,32,100.0,32,"*","*","*","*",10,31.3,13,40.6,"*","*","*","*",244
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","N",198,196,99.0,196,"*","*","*","*","*","*",114,58.2,53,27.0,167,85.2,277
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Y",27,25,92.6,25,"*","*","*","*","*","*",9,36.0,0,0.0,9,36.0,216
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","N",257,255,99.2,255,"*","*","*","*",24,9.4,143,56.1,"*","*","*","*",283
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Y",35,34,97.1,34,"*","*","*","*",11,32.4,12,35.3,"*","*","*","*",242
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
