"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","F",51,51,100.0,51,7,13.7,14,27.5,"*","*","*","*",0,0.0,"*","*",220
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",59,59,100.0,59,"*","*","*","*",21,35.6,20,33.9,"*","*","*","*",237
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",59,57,96.6,57,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",23,23,100.0,23,0,0.0,0,0.0,"*","*",14,60.9,"*","*","*","*",281
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*",244
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",163,162,99.4,162,"*","*","*","*",30,18.5,82,50.6,34,21.0,116,71.6,268
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",63,63,100.0,63,14,22.2,22,34.9,16,25.4,"*","*","*","*",11,17.5,210
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","R",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",63,62,98.4,62,27,43.5,15,24.2,11,17.7,"*","*","*","*",9,14.5,200
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","F",42,42,100.0,42,"*","*",16,38.1,13,31.0,"*","*",0,0.0,"*","*",211
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",42,42,100.0,42,"*","*",11,26.2,7,16.7,15,35.7,"*","*","*","*",242
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",107,107,100.0,107,24,22.4,36,33.6,24,22.4,23,21.5,0,0.0,23,21.5,212
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","F",50,49,98.0,49,13,26.5,12,24.5,18,36.7,6,12.2,0,0.0,6,12.2,208
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",129,129,100.0,129,60,46.5,27,20.9,25,19.4,"*","*","*","*",17,13.2,194
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",42,42,100.0,42,"*","*",15,35.7,11,26.2,12,28.6,"*","*","*","*",227
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",80,80,100.0,80,34,42.5,24,30.0,18,22.5,"*","*","*","*","*","*",194
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",40,40,100.0,40,13,32.5,12,30.0,"*","*","*","*",0,0.0,"*","*",198
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",66,65,98.5,65,22,33.8,18,27.7,17,26.2,"*","*","*","*",8,12.3,202
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",34,33,97.1,33,16,48.5,"*","*",9,27.3,"*","*",0,0.0,"*","*",194
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","F",34,33,97.1,33,10,30.3,"*","*",10,30.3,"*","*",0,0.0,"*","*",207
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",77,77,100.0,77,17,22.1,26,33.8,25,32.5,9,11.7,0,0.0,9,11.7,207
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","F",28,28,100.0,28,"*","*",7,25.0,11,39.3,"*","*","*","*","*","*",223
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","F",28,28,100.0,28,"*","*",9,32.1,8,28.6,"*","*",0,0.0,"*","*",211
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",42,42,100.0,42,"*","*",11,26.2,13,31.0,10,23.8,"*","*","*","*",232
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",40,40,100.0,40,"*","*",10,25.0,10,25.0,13,32.5,"*","*","*","*",228
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",45,45,100.0,45,6,13.3,6,13.3,11,24.4,15,33.3,7,15.6,22,48.9,242
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",50,50,100.0,50,18,36.0,15,30.0,12,24.0,"*","*","*","*","*","*",202
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",89,88,98.9,88,59,67.0,14,15.9,9,10.2,6,6.8,0,0.0,6,6.8,177
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","F",74,73,98.6,73,14,19.2,24,32.9,20,27.4,15,20.5,0,0.0,15,20.5,217
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",48,48,100.0,48,"*","*","*","*",15,31.3,24,50.0,"*","*","*","*",249
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",42,42,100.0,42,"*","*","*","*",14,33.3,18,42.9,"*","*","*","*",253
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",78,77,98.7,77,27,35.1,20,26.0,20,26.0,"*","*","*","*",10,13.0,203
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",59,59,100.0,59,29,49.2,20,33.9,"*","*","*","*",0,0.0,"*","*",185
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",48,48,100.0,48,11,22.9,17,35.4,13,27.1,7,14.6,0,0.0,7,14.6,210
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",73,73,100.0,73,"*","*",17,23.3,26,35.6,23,31.5,"*","*","*","*",235
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",267
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","F",33,33,100.0,33,"*","*","*","*","*","*",18,54.5,"*","*","*","*",251
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",24,24,100.0,24,0,0.0,"*","*","*","*","*","*",7,29.2,"*","*",278
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",48,48,100.0,48,7,14.6,10,20.8,9,18.8,"*","*","*","*","*","*",243
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",51,50,98.0,50,"*","*","*","*","*","*",20,40.0,11,22.0,31,62.0,261
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",46,46,100.0,46,0,0.0,"*","*","*","*",24,52.2,10,21.7,34,73.9,273
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","F","*","*","*","*","*","*","*","*",12,46.2,"*","*",0,0.0,"*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",31,31,100.0,31,"*","*","*","*","*","*",19,61.3,0,0.0,19,61.3,251
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","F","*","*","*","*",0,0.0,"*","*","*","*","*","*",0,0.0,"*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",44,44,100.0,44,"*","*",6,13.6,8,18.2,22,50.0,"*","*","*","*",249
"Bristol School District","=""0170011""","South Side School","=""0171111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","F",34,34,100.0,34,"*","*","*","*",9,26.5,18,52.9,"*","*","*","*",250
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*",6,20.0,"*","*",269
"Bristol School District","=""0170011""","Stafford School","=""0171211""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","F",55,54,98.2,54,"*","*",12,22.2,13,24.1,"*","*","*","*","*","*",241
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",52,52,100.0,52,"*","*","*","*","*","*",25,48.1,17,32.7,42,80.8,276
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",174,171,98.3,171,"*","*","*","*",17,9.9,73,42.7,70,40.9,143,83.6,287
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",78,78,100.0,78,0,0.0,"*","*","*","*",36,46.2,26,33.3,62,79.5,281
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",34,34,100.0,34,"*","*","*","*",7,20.6,17,50.0,6,17.6,23,67.6,261
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",123,123,100.0,123,"*","*","*","*",10,8.1,51,41.5,54,43.9,105,85.4,290
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","F","*","*","*","*","*","*","*","*",10,43.5,"*","*",0,0.0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",39,39,100.0,39,0,0.0,"*","*","*","*",17,43.6,"*","*","*","*",276
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","F",29,29,100.0,29,"*","*",7,24.1,7,24.1,"*","*","*","*","*","*",229
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N","*","*","*","*",0,0.0,"*","*","*","*",11,44.0,8,32.0,19,76.0,"*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",25,23,92.0,23,0,0.0,"*","*","*","*",10,43.5,6,26.1,16,69.6,273
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","F",20,20,100.0,20,"*","*","*","*",6,30.0,"*","*",0,0.0,"*","*",216
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","F",32,31,96.9,31,"*","*",10,32.3,8,25.8,"*","*",0,0.0,"*","*",211
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","F",28,28,100.0,28,"*","*","*","*",7,25.0,"*","*","*","*","*","*",240
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","N",23,22,95.7,22,0,0.0,"*","*","*","*",13,59.1,"*","*","*","*",271
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","N",48,48,100.0,48,0,0.0,0,0.0,"*","*",32,66.7,"*","*","*","*",288
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","N",82,82,100.0,82,0,0.0,"*","*","*","*",39,47.6,22,26.8,61,74.4,274
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","N",118,118,100.0,118,"*","*","*","*",13,11.0,56,47.5,45,38.1,101,85.6,288
"Cheshire School District","=""0250011""","Highland School","=""0250411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","N",70,69,98.6,69,0,0.0,"*","*","*","*",24,34.8,39,56.5,63,91.3,305
"Cheshire School District","=""0250011""","Norton School","=""0250511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","N",151,151,100.0,151,"*","*","*","*",24,15.9,74,49.0,44,29.1,118,78.1,276
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","N",165,165,100.0,165,"*","*","*","*",26,15.8,84,50.9,49,29.7,133,80.6,283
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","N",49,49,100.0,49,"*","*","*","*",7,14.3,23,46.9,15,30.6,38,77.6,273
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",28,28,100.0,28,0,0.0,"*","*","*","*",13,46.4,8,28.6,21,75.0,271
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","N",98,97,99.0,97,0,0.0,"*","*","*","*",47,48.5,35,36.1,82,84.5,286
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
