"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","M",223,196,87.9,193,69,35.8,43,22.3,44,22.8,23,11.9,14,7.3,37,19.2,217
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","F",124,79,63.7,71,32,45.1,22,31.0,"*","*","*","*",0,0.0,"*","*",197
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","M",136,90,66.2,70,46,65.7,8,11.4,12,17.1,"*","*","*","*","*","*",187
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","F",51,51,100.0,51,"*","*",14,27.5,21,41.2,7,13.7,"*","*","*","*",229
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","M",79,79,100.0,79,"*","*",15,19.0,27,34.2,16,20.3,"*","*","*","*",247
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","F",120,119,99.2,119,10,8.4,12,10.1,54,45.4,28,23.5,15,12.6,43,36.1,248
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","M",133,130,97.7,130,17,13.1,17,13.1,53,40.8,21,16.2,22,16.9,43,33.1,246
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","F",151,145,96.0,145,13,9.0,9,6.2,54,37.2,36,24.8,33,22.8,69,47.6,261
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","M",136,132,97.1,132,10,7.6,19,14.4,33,25.0,30,22.7,40,30.3,70,53.0,266
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","M",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","F",124,122,98.4,122,0,0.0,"*","*",40,32.8,"*","*",50,41.0,"*","*",284
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","M",97,96,99.0,96,0,0.0,"*","*","*","*",34,35.4,35,36.5,69,71.9,287
"Canton School District","=""0230011""","Canton High School","=""0236111""","F",69,67,97.1,67,"*","*","*","*","*","*",25,37.3,30,44.8,55,82.1,291
"Canton School District","=""0230011""","Canton High School","=""0236111""","M",57,55,96.5,55,"*","*","*","*","*","*",14,25.5,34,61.8,48,87.3,305
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","M",21,20,95.2,20,"*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,200
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","F",33,33,100.0,33,"*","*","*","*",7,21.2,"*","*",17,51.5,"*","*",291
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","M",76,72,94.7,70,"*","*","*","*",17,24.3,"*","*",32,45.7,"*","*",286
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","F",80,75,93.8,74,8,10.8,17,23.0,26,35.1,"*","*","*","*","*","*",240
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","M",32,29,90.6,29,12,41.4,8,27.6,6,20.7,"*","*","*","*","*","*",206
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","F",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*","*","*",223
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","F",53,53,100.0,53,"*","*",14,26.4,24,45.3,8,15.1,"*","*","*","*",244
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","M",53,50,94.3,50,"*","*",10,20.0,16,32.0,13,26.0,"*","*","*","*",243
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","F",23,23,100.0,23,8,34.8,"*","*",7,30.4,"*","*",0,0.0,"*","*",205
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","M",56,55,98.2,55,16,29.1,22,40.0,12,21.8,"*","*","*","*","*","*",210
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","F",49,48,98.0,47,8,17.0,11,23.4,19,40.4,"*","*","*","*",9,19.1,227
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","M",54,52,96.3,52,12,23.1,"*","*",14,26.9,10,19.2,"*","*","*","*",236
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","F",150,148,98.7,147,"*","*","*","*",47,32.0,45,30.6,45,30.6,90,61.2,277
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","M",190,188,98.9,186,"*","*","*","*",40,21.5,62,33.3,78,41.9,140,75.3,289
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","F",70,69,98.6,69,"*","*","*","*",14,20.3,22,31.9,22,31.9,44,63.8,270
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","M",62,59,95.2,59,"*","*","*","*",11,18.6,12,20.3,24,40.7,36,61.0,266
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","F",108,106,98.1,106,"*","*","*","*",33,31.1,25,23.6,40,37.7,65,61.3,278
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","M",111,111,100.0,110,"*","*","*","*",24,21.8,25,22.7,47,42.7,72,65.5,276
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","M",35,32,91.4,32,"*","*","*","*","*","*","*","*","*","*","*","*",233
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","F",102,102,100.0,102,"*","*",43,42.2,40,39.2,"*","*",0,0.0,"*","*",211
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","M",93,93,100.0,93,18,19.4,27,29.0,40,43.0,"*","*","*","*","*","*",217
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","F",111,111,100.0,111,19,17.1,26,23.4,54,48.6,"*","*","*","*",12,10.8,222
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","M",93,93,100.0,92,15,16.3,24,26.1,41,44.6,"*","*","*","*",12,13.0,224
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","F",56,56,100.0,56,"*","*",14,25.0,27,48.2,7,12.5,"*","*","*","*",232
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","M",101,101,100.0,101,"*","*",10,9.9,35,34.7,25,24.8,"*","*","*","*",263
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","F",53,51,96.2,51,16,31.4,13,25.5,22,43.1,0,0.0,0,0.0,0,0.0,205
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","M",80,80,100.0,80,"*","*",22,27.5,35,43.8,"*","*",0,0.0,"*","*",212
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","F",50,50,100.0,50,"*","*","*","*",22,44.0,7,14.0,"*","*","*","*",239
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","M",56,56,100.0,56,"*","*","*","*",23,41.1,10,17.9,"*","*","*","*",263
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","F",53,53,100.0,53,"*","*",10,18.9,28,52.8,6,11.3,"*","*","*","*",237
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","M",89,89,100.0,89,"*","*",10,11.2,43,48.3,24,27.0,"*","*","*","*",250
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","F",71,71,100.0,71,"*","*",12,16.9,41,57.7,"*","*",9,12.7,"*","*",245
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","M",99,99,100.0,99,"*","*","*","*",38,38.4,23,23.2,23,23.2,46,46.5,260
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","F",54,54,100.0,54,0,0.0,7,13.0,25,46.3,12,22.2,10,18.5,22,40.7,259
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","M",102,102,100.0,101,"*","*","*","*",35,34.7,21,20.8,30,29.7,51,50.5,269
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","F",58,58,100.0,58,"*","*","*","*",42,72.4,8,13.8,"*","*","*","*",240
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","M",112,110,98.2,110,"*","*","*","*",48,43.6,25,22.7,"*","*","*","*",259
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","F",34,34,100.0,34,"*","*",11,32.4,15,44.1,"*","*","*","*","*","*",230
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","M",119,119,100.0,119,"*","*",28,23.5,56,47.1,"*","*","*","*","*","*",239
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","F",44,44,100.0,44,"*","*",7,15.9,30,68.2,"*","*","*","*","*","*",232
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","M",71,71,100.0,71,"*","*",12,16.9,31,43.7,"*","*","*","*","*","*",243
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","F",69,69,100.0,69,"*","*","*","*",34,49.3,20,29.0,"*","*","*","*",247
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","M",95,94,98.9,94,0,0.0,"*","*",36,38.3,26,27.7,"*","*","*","*",278
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","F",79,79,100.0,78,"*","*","*","*",50,64.1,13,16.7,8,10.3,21,26.9,248
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","M",90,90,100.0,90,"*","*","*","*",41,45.6,23,25.6,19,21.1,42,46.7,265
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","F",83,83,100.0,83,"*","*",22,26.5,44,53.0,9,10.8,"*","*","*","*",238
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","M",119,119,100.0,119,"*","*",18,15.1,55,46.2,21,17.6,"*","*","*","*",248
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","F",32,32,100.0,32,"*","*",7,21.9,13,40.6,6,18.8,"*","*","*","*",230
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","M",89,88,98.9,88,"*","*",16,18.2,31,35.2,19,21.6,"*","*","*","*",250
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","F",82,82,100.0,82,"*","*","*","*",59,72.0,12,14.6,7,8.5,19,23.2,250
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","M",110,110,100.0,110,"*","*","*","*",44,40.0,35,31.8,17,15.5,52,47.3,258
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","F",42,42,100.0,42,"*","*",6,14.3,16,38.1,10,23.8,"*","*","*","*",234
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","M",95,95,100.0,95,"*","*",14,14.7,38,40.0,21,22.1,"*","*","*","*",255
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","F",53,52,98.1,51,"*","*","*","*",13,25.5,9,17.6,24,47.1,33,64.7,289
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","M",58,58,100.0,58,"*","*","*","*",17,29.3,8,13.8,27,46.6,35,60.3,285
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","F",72,72,100.0,72,"*","*","*","*",32,44.4,13,18.1,22,30.6,35,48.6,270
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","M",75,74,98.7,74,"*","*","*","*",26,35.1,26,35.1,11,14.9,37,50.0,259
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","F",340,337,99.1,337,49,14.5,63,18.7,133,39.5,61,18.1,31,9.2,92,27.3,237
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","M",364,353,97.0,352,96,27.3,61,17.3,100,28.4,60,17.0,35,9.9,95,27.0,227
"Darien School District","=""0350011""","Darien High School","=""0356111""","F",171,163,95.3,163,"*","*","*","*",34,20.9,53,32.5,73,44.8,126,77.3,293
"Darien School District","=""0350011""","Darien High School","=""0356111""","M",178,174,97.8,173,"*","*","*","*",30,17.3,37,21.4,99,57.2,136,78.6,300
"Derby School District","=""0370011""","Derby High School","=""0376111""","F",34,33,97.1,33,"*","*",8,24.2,9,27.3,7,21.2,"*","*","*","*",241
"Derby School District","=""0370011""","Derby High School","=""0376111""","M",46,45,97.8,45,"*","*",7,15.6,15,33.3,7,15.6,"*","*","*","*",235
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","F",32,32,100.0,32,0,0.0,0,0.0,"*","*","*","*",18,56.3,"*","*",300
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","M",26,25,96.2,25,"*","*","*","*","*","*",7,28.0,10,40.0,17,68.0,279
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","F",41,41,100.0,41,"*","*","*","*",20,48.8,6,14.6,11,26.8,17,41.5,264
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","M",44,43,97.7,43,"*","*","*","*",18,41.9,6,14.0,13,30.2,19,44.2,263
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","F",50,49,98.0,49,"*","*","*","*",12,24.5,10,20.4,23,46.9,33,67.3,282
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","M",57,57,100.0,57,"*","*","*","*",18,31.6,14,24.6,20,35.1,34,59.6,277
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","F",38,38,100.0,38,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","F",187,180,96.3,180,28,15.6,44,24.4,67,37.2,23,12.8,18,10.0,41,22.8,232
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","M",185,174,94.1,173,35,20.2,41,23.7,60,34.7,23,13.3,14,8.1,37,21.4,228
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","F",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","M",19,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","M",20,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","F",112,108,96.4,108,"*","*",22,20.4,50,46.3,22,20.4,"*","*","*","*",243
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","M",110,110,100.0,110,"*","*",16,14.5,54,49.1,26,23.6,"*","*","*","*",250
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","F",123,122,99.2,122,0,0.0,"*","*",36,29.5,"*","*",51,41.8,"*","*",290
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","M",154,152,98.7,152,0,0.0,"*","*","*","*",41,27.0,70,46.1,111,73.0,290
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","F",41,41,100.0,41,"*","*","*","*",15,36.6,11,26.8,10,24.4,21,51.2,262
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","M",48,47,97.9,47,"*","*","*","*",18,38.3,13,27.7,9,19.1,22,46.8,252
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","F",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",231
