"Six-Year Graduation Rates, 2012-13"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Graduates",
"Canton School District","=""0230011""","Canton High School","=""0236111""","Non-High Needs",92,92,100.0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","High Needs",18,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Non-High Needs",20,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","High Needs",53,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Non-High Needs",33,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","High Needs",47,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Non-High Needs",43,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","High Needs",62,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-High Needs",293,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","High Needs",50,44,88.0
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-High Needs",91,87,95.6
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","High Needs",50,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-High Needs",197,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","High Needs",30,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-High Needs",8,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","High Needs",146,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-High Needs",20,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","High Needs",168,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-High Needs",28,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","High Needs",97,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-High Needs",33,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","High Needs","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-High Needs","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","High Needs",91,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-High Needs",56,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","High Needs",64,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-High Needs",52,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","High Needs",91,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-High Needs",87,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","High Needs",51,51,100.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-High Needs",62,62,100.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","High Needs",82,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-High Needs",66,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","High Needs",82,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-High Needs",86,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","High Needs",78,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-High Needs",76,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","High Needs",48,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-High Needs",118,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","High Needs",96,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-High Needs",111,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","High Needs",64,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-High Needs",77,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","High Needs",106,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-High Needs",86,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","High Needs",61,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-High Needs",71,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","High Needs",40,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-High Needs",95,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","High Needs",40,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-High Needs",99,"*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","High Needs",28,"*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Non-High Needs",6,"*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","High Needs",406,327,80.5
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-High Needs",327,315,96.3
"Darien School District","=""0350011""","Darien High School","=""0356111""","High Needs",40,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-High Needs",271,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","High Needs",51,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-High Needs",31,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","High Needs",9,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-High Needs",59,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","High Needs",21,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-High Needs",74,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","High Needs",24,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-High Needs",105,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","High Needs",15,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-High Needs",23,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","High Needs",271,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-High Needs",96,"*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","High Needs",107,"*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Non-High Needs",9,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","High Needs",131,88,67.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-High Needs",106,96,90.6
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","High Needs",61,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-High Needs",240,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","High Needs",48,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-High Needs",43,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","High Needs",9,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-High Needs",17,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","High Needs",25,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-High Needs",15,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","High Needs",38,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-High Needs",159,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","High Needs","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-High Needs","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","High Needs",80,61,76.3
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-High Needs",102,96,94.1
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","High Needs",84,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-High Needs",171,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","High Needs",17,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-High Needs",13,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","High Needs",79,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-High Needs",299,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","High Needs",90,79,87.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-High Needs",223,217,97.3
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","High Needs",56,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-High Needs",262,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","High Needs",84,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-High Needs",459,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs",26,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-High Needs",167,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","High Needs",181,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-High Needs",497,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","High Needs",71,60,84.5
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-High Needs",95,91,95.8
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","High Needs",141,109,77.3
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-High Needs",177,163,92.1
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","High Needs",54,48,88.9
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-High Needs",222,216,97.3
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","High Needs",217,189,87.1
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-High Needs",223,212,95.1
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","High Needs","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","High Needs",19,19,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-High Needs",14,14,"*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","High Needs",55,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-High Needs",33,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","High Needs",75,54,72.0
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","High Needs",39,"*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Non-High Needs",29,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","High Needs",116,79,68.1
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","High Needs",141,103,73.0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","High Needs",124,104,83.9
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","High Needs",88,"*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-High Needs",15,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","High Needs",59,41,69.5
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","High Needs","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-High Needs","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","High Needs",61,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-High Needs",10,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","High Needs",88,82,93.2
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","High Needs",50,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-High Needs",44,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","High Needs",116,83,71.6
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-High Needs",96,88,91.7
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","High Needs","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-High Needs","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-High Needs","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","High Needs",6,"*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-High Needs",6,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","High Needs",32,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-High Needs",85,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","High Needs",67,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-High Needs",156,"*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","High Needs","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Non-High Needs","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","High Needs",17,"*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-High Needs",69,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","High Needs",46,46,100.0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-High Needs",268,268,100.0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","High Needs",250,199,79.6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-High Needs",190,176,92.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","High Needs",215,155,72.1
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-High Needs",106,100,94.3
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","High Needs",214,"*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-High Needs",69,"*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","High Needs",192,160,83.3
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-High Needs",164,151,92.1
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","High Needs",111,86,77.5
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-High Needs",139,135,97.1
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","High Needs",91,"*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-High Needs",170,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","High Needs",68,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-High Needs",238,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs",72,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-High Needs",104,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","High Needs",176,134,76.1
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-High Needs",156,140,89.7
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","High Needs",513,347,67.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-High Needs",94,81,86.2
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","High Needs",47,45,95.7
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-High Needs",291,288,99.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","High Needs",56,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-High Needs",201,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","High Needs",142,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-High Needs",31,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","High Needs",64,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-High Needs",7,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","High Needs",136,126,92.6
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-High Needs",17,17,"*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","High Needs","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-High Needs","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","High Needs",237,158,66.7
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-High Needs",16,8,"*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","High Needs",86,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-High Needs",10,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","High Needs",66,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-High Needs",8,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","High Needs",58,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-High Needs",21,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","High Needs",280,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-High Needs",21,"*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","High Needs","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Non-High Needs","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","High Needs",99,81,81.8
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-High Needs",281,266,94.7
"Newington School District","=""0940011""","Newington High School","=""0946111""","High Needs",125,103,82.4
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-High Needs",248,241,97.2
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","High Needs",70,64,91.4
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-High Needs",396,388,98.0
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","High Needs",49,45,91.8
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-High Needs",120,120,100.0
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","High Needs",91,75,82.4
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-High Needs",213,206,96.7
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","High Needs",13,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-High Needs",35,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","High Needs",222,191,86.0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-High Needs",164,155,94.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","High Needs",152,129,84.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-High Needs",197,189,95.9
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","High Needs","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-High Needs","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","High Needs",258,202,78.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-High Needs",305,289,94.8
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","High Needs",28,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-High Needs",107,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","High Needs",22,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-High Needs",131,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","High Needs",94,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-High Needs",103,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","High Needs",76,65,85.5
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-High Needs",126,120,95.2
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","High Needs",42,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-High Needs",78,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","High Needs",22,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-High Needs",70,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","High Needs",57,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-High Needs",35,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","High Needs",40,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-High Needs",68,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","High Needs",40,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-High Needs",122,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","High Needs",57,53,93.0
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-High Needs",334,326,97.6
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","High Needs",20,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-High Needs",76,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","High Needs",23,23,100.0
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-High Needs",151,149,98.7
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","High Needs",52,45,86.5
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-High Needs",219,213,97.3
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""","High Needs","*","*","*"
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""","Non-High Needs","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","High Needs",34,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-High Needs",199,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","High Needs",41,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-High Needs",157,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","High Needs",15,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-High Needs",24,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","High Needs",19,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Non-High Needs",65,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","High Needs",24,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-High Needs",122,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","High Needs",41,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-High Needs",154,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","High Needs",62,57,91.9
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-High Needs",255,252,98.8
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","High Needs",49,"*","*"
