"Six-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",
"Enfield School District","Enrico Fermi High School","Special Education",19,15,78.9
"Explorations District","Explorations","Non-Special Education",21,15,71.4
"Explorations District","Explorations","Special Education",9,6,66.7
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",321,313,97.5
"Fairfield School District","Fairfield Ludlowe High School","Special Education",29,27,93.1
"Fairfield School District","Fairfield Warde High School","Non-Special Education",276,271,98.2
"Fairfield School District","Fairfield Warde High School","Special Education",23,20,87.0
"Farmington School District","Farmington High School","Non-Special Education",306,294,96.1
"Farmington School District","Farmington High School","Special Education",27,26,96.3
"Glastonbury School District","Glastonbury High School","Non-Special Education",479,474,99.0
"Glastonbury School District","Glastonbury High School","Special Education",63,59,93.7
"Granby School District","Granby Memorial High School","Non-Special Education",180,177,98.3
"Granby School District","Granby Memorial High School","Special Education",12,12,100.0
"Greenwich School District","Greenwich High School","Non-Special Education",568,560,98.6
"Greenwich School District","Greenwich High School","Special Education",63,57,90.5
"Griswold School District","Griswold High School","Non-Special Education",176,157,89.2
"Griswold School District","Griswold High School","Special Education",20,10,50.0
"Groton School District","Robert E. Fitch High School","Non-Special Education",299,255,85.3
"Groton School District","Robert E. Fitch High School","Special Education",26,16,61.5
"Guilford School District","Guilford High School","Non-Special Education",242,233,96.3
"Guilford School District","Guilford High School","Special Education",24,24,100.0
"Hamden School District","Hamden High School","Non-Special Education",506,453,89.5
"Hamden School District","Hamden High School","Special Education",61,53,86.9
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",232,193,83.2
"Hartford School District","Bulkeley High School Upper School","Special Education",43,34,79.1
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",28,25,89.3
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",82,80,97.6
"Hartford School District","Classical Magnet School","Special Education",6,"*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",60,48,80.0
"Hartford School District","Culinary Arts Academy","Special Education",35,18,51.4
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",113,92,81.4
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",16,13,81.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",111,86,77.5
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",22,17,77.3
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",85,57,67.1
"Hartford School District","HPHS Law and Government Academy","Special Education",18,15,83.3
"Hartford School District","OPPortunity High School","Non-Special Education",44,23,52.3
"Hartford School District","OPPortunity High School","Special Education",9,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",88,75,85.2
"Hartford School District","Pathways Academy of Technology and Design","Special Education",9,8,88.9
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",102,96,94.1
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",70,68,97.1
"Hartford School District","University High of Science and Engineering","Special Education","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",167,130,77.8
"Killingly School District","Killingly High School","Special Education",24,13,54.2
"Lebanon School District","Lyman Memorial High School","Non-Special Education",143,135,94.4
"Lebanon School District","Lyman Memorial High School","Special Education",15,14,93.3
"Ledyard School District","Ledyard High School","Non-Special Education",206,192,93.2
"Ledyard School District","Ledyard High School","Special Education",19,17,89.5
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",287,283,98.6
"Madison School District","Daniel Hand High School","Special Education",28,25,89.3
"Manchester School District","Manchester High School","Non-Special Education",431,348,80.7
"Manchester School District","Manchester High School","Special Education",55,37,67.3
"Meriden School District","Francis T. Maloney High School","Non-Special Education",267,218,81.6
"Meriden School District","Francis T. Maloney High School","Special Education",44,29,65.9
"Meriden School District","Orville H. Platt High School","Non-Special Education",259,194,74.9
"Meriden School District","Orville H. Platt High School","Special Education",40,26,65.0
"Middletown School District","Middletown High School","Non-Special Education",293,248,84.6
"Middletown School District","Middletown High School","Special Education",43,29,67.4
"Milford School District","Jonathan Law High School","Non-Special Education",188,174,92.6
"Milford School District","Jonathan Law High School","Special Education",33,25,75.8
"Milford School District","Joseph A. Foran High School","Non-Special Education",229,218,95.2
"Milford School District","Joseph A. Foran High School","Special Education",37,33,89.2
"Monroe School District","Masuk High School","Non-Special Education",341,340,99.7
"Monroe School District","Masuk High School","Special Education",22,19,86.4
"Montville School District","Montville High School","Non-Special Education",178,159,89.3
"Montville School District","Montville High School","Special Education",17,15,88.2
"Naugatuck School District","Naugatuck High School","Non-Special Education",322,280,87.0
"Naugatuck School District","Naugatuck High School","Special Education",46,35,76.1
"New Britain School District","New Britain High School","Non-Special Education",621,392,63.1
"New Britain School District","New Britain High School","Special Education",90,50,55.6
"New Canaan School District","New Canaan High School","Non-Special Education",280,278,99.3
"New Canaan School District","New Canaan High School","Special Education",30,28,93.3
"New Fairfield School District","New Fairfield High School","Non-Special Education",215,204,94.9
"New Fairfield School District","New Fairfield High School","Special Education",23,21,91.3
"New Haven School District","Cooperative High School","Non-Special Education",101,85,84.2
"New Haven School District","Cooperative High School","Special Education",8,7,87.5
"New Haven School District","High School In The Community","Non-Special Education",67,43,64.2
"New Haven School District","High School In The Community","Special Education",10,8,80.0
"New Haven School District","Hill Regional Career High School","Non-Special Education",162,143,88.3
"New Haven School District","Hill Regional Career High School","Special Education",8,7,87.5
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",35,29,82.9
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",275,167,60.7
"New Haven School District","James Hillhouse High School","Special Education",31,18,58.1
"New Haven School District","Metropolitan Business Academy","Non-Special Education",31,27,87.1
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",55,42,76.4
"New Haven School District","New Haven Academy","Special Education",6,"*","*"
"New Haven School District","Sound School","Non-Special Education",56,52,92.9
"New Haven School District","Sound School","Special Education","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",426,275,64.6
"New Haven School District","Wilbur Cross High School","Special Education",46,22,47.8
"New London School District","New London High School","Non-Special Education",214,163,76.2
"New London School District","New London High School","Special Education",45,20,44.4
"New Milford School District","New Milford High School","Non-Special Education",344,320,93.0
"New Milford School District","New Milford High School","Special Education",47,30,63.8
"Newington School District","Newington High School","Non-Special Education",371,344,92.7
"Newington School District","Newington High School","Special Education",38,24,63.2
"Newtown School District","Newtown High School","Non-Special Education",397,383,96.5
"Newtown School District","Newtown High School","Special Education",46,43,93.5
"North Branford School District","North Branford High School","Non-Special Education",166,161,97.0
"North Branford School District","North Branford High School","Special Education",29,24,82.8
"North Haven School District","North Haven High School","Non-Special Education",277,249,89.9
"North Haven School District","North Haven High School","Special Education",26,20,76.9
"North Stonington School District","Wheeler High School","Non-Special Education",61,55,90.2
"North Stonington School District","Wheeler High School","Special Education",6,6,100.0
"Norwalk School District","Brien McMahon High School","Non-Special Education",386,359,93.0
"Norwalk School District","Brien McMahon High School","Special Education",54,48,88.9
"Norwalk School District","Norwalk High School","Non-Special Education",336,300,89.3
"Norwalk School District","Norwalk High School","Special Education",42,40,95.2
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",51,24,47.1
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",16,9,56.3
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",534,459,86.0
"Norwich Free Academy District","Norwich Free Academy","Special Education",73,55,75.3
"Norwich School District","Thames River Academy","Non-Special Education","*","*","*"
"Norwich School District","Thames River Academy","Special Education","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",111,"*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",9,"*","*"
"Oxford School District","Oxford High School","Non-Special Education",144,141,97.9
"Oxford School District","Oxford High School","Special Education",10,8,80.0
"Plainfield School District","Plainfield High School","Non-Special Education",191,174,91.1
"Plainfield School District","Plainfield High School","Special Education",34,30,88.2
"Plainville School District","Plainville High School","Non-Special Education",204,187,91.7
"Plainville School District","Plainville High School","Special Education",26,22,84.6
"Plymouth School District","Terryville High School","Non-Special Education",129,125,96.9
"Plymouth School District","Terryville High School","Special Education",7,7,100.0
"Portland School District","Portland High School","Non-Special Education",88,75,85.2
"Portland School District","Portland High School","Special Education",8,7,87.5
"Putnam School District","Putnam High School","Non-Special Education",56,53,94.6
"Putnam School District","Putnam High School","Special Education",17,11,64.7
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",122,106,86.9
"Regional School District 01","Housatonic Valley Regional High School","Special Education",15,13,86.7
"Regional School District 04","Valley Regional High School","Non-Special Education",148,136,91.9
"Regional School District 04","Valley Regional High School","Special Education",21,16,76.2
"Regional School District 05","Amity Regional High School","Non-Special Education",368,348,94.6
"Regional School District 05","Amity Regional High School","Special Education",35,33,94.3
"Regional School District 06","Wamogo Regional High School","Non-Special Education",89,80,89.9
"Regional School District 06","Wamogo Regional High School","Special Education",14,12,85.7
"Regional School District 07","Northwestern Regional High School","Non-Special Education",171,169,98.8
"Regional School District 07","Northwestern Regional High School","Special Education",14,14,100.0
"Regional School District 08","RHAM High School","Non-Special Education",234,215,91.9
"Regional School District 08","RHAM High School","Special Education",28,23,82.1
"Regional School District 09","Joel Barlow High School","Non-Special Education",183,183,100.0
"Regional School District 09","Joel Barlow High School","Special Education",35,31,88.6
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",160,160,100.0
"Regional School District 10","Lewis S. Mills High School","Special Education",14,10,71.4
"Regional School District 11","Parish Hill High School","Non-Special Education",36,27,75.0
"Regional School District 12","Shepaug Valley High School","Non-Special Education",81,70,86.4
"Regional School District 12","Shepaug Valley High School","Special Education",12,11,91.7
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",125,119,95.2
"Regional School District 13","Coginchaug Regional High School","Special Education",14,12,85.7
"Regional School District 14","Nonnewaug High School","Non-Special Education",201,196,97.5
"Regional School District 14","Nonnewaug High School","Special Education",16,14,87.5
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",349,333,95.4
"Regional School District 15","Pomperaug Regional High School","Special Education",38,35,92.1
"Regional School District 16","Woodland Regional High School","Non-Special Education",182,166,91.2
"Regional School District 16","Woodland Regional High School","Special Education",16,14,87.5
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",157,149,94.9
"Regional School District 17","Haddam-Killingworth High School","Special Education",22,20,90.9
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",121,120,99.2
"Regional School District 18","Lyme-Old Lyme High School","Special Education",12,11,91.7
"Regional School District 19","E. O. Smith High School","Non-Special Education",247,222,89.9
"Regional School District 19","E. O. Smith High School","Special Education",36,28,77.8
"Ridgefield School District","Ridgefield High School","Non-Special Education",382,377,98.7
"Ridgefield School District","Ridgefield High School","Special Education",45,42,93.3
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",169,156,92.3
"Rocky Hill School District","Rocky Hill High School","Special Education",7,7,100.0
"Seymour School District","Seymour High School","Non-Special Education",178,"*","*"
"Seymour School District","Seymour High School","Special Education",9,"*","*"
"Shelton School District","Shelton High School","Non-Special Education",368,349,94.8
"Shelton School District","Shelton High School","Special Education",25,18,72.0
"Simsbury School District","Simsbury High School","Non-Special Education",328,320,97.6
"Simsbury School District","Simsbury High School","Special Education",28,24,85.7
"Somers School District","Somers High School","Non-Special Education",131,129,98.5
"Somers School District","Somers High School","Special Education",12,11,91.7
"South Windsor School District","South Windsor High School","Non-Special Education",377,355,94.2
"South Windsor School District","South Windsor High School","Special Education",38,34,89.5
"Southington School District","Southington High School","Non-Special Education",480,462,96.3
"Southington School District","Southington High School","Special Education",55,49,89.1
"Stafford School District","Stafford High School","Non-Special Education",122,107,87.7
"Stafford School District","Stafford High School","Special Education",12,9,75.0
"Stamford Academy District","Stamford Academy","Non-Special Education",42,"*","*"
"Stamford Academy District","Stamford Academy","Special Education",9,"*","*"
"Stamford School District","Stamford High School","Non-Special Education",389,345,88.7
"Stamford School District","Stamford High School","Special Education","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",137,131,95.6
"Stamford School District","The Academy of Information Technology","Special Education","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",539,484,89.8
"Stamford School District","Westhill High School","Special Education",54,"*","*"
"Stonington School District","Stonington High School","Non-Special Education",184,179,97.3
"Stonington School District","Stonington High School","Special Education",23,20,87.0
"Stratford School District","Bunnell High School","Non-Special Education",290,272,93.8
"Stratford School District","Bunnell High School","Special Education",30,23,76.7
"Stratford School District","Stratford High School","Non-Special Education",224,206,92.0
"Stratford School District","Stratford High School","Special Education",17,15,88.2
"Suffield School District","Suffield High School","Non-Special Education",201,196,97.5
"Suffield School District","Suffield High School","Special Education",12,12,100.0
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",62,"*","*"
"The Gilbert School District","The Gilbert School","Special Education",7,"*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",79,76,96.2
"Thomaston School District","Thomaston High School","Special Education",23,20,87.0
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",208,197,94.7
"Tolland School District","Tolland High School","Special Education",13,13,100.0
"Torrington School District","Torrington High School","Non-Special Education",250,211,84.4
"Torrington School District","Torrington High School","Special Education",27,18,66.7
"Trumbull School District","Trumbull High School","Non-Special Education",466,463,99.4
"Trumbull School District","Trumbull High School","Special Education",36,34,94.4
"Vernon School District","Rockville High School","Non-Special Education",259,223,86.1
"Vernon School District","Rockville High School","Special Education",27,20,74.1
"Wallingford School District","Lyman Hall High School","Non-Special Education",264,240,90.9
"Wallingford School District","Lyman Hall High School","Special Education",32,28,87.5
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",229,209,91.3
"Wallingford School District","Mark T. Sheehan High School","Special Education",23,19,82.6
"Waterbury School District","Crosby High School","Non-Special Education",378,252,66.7
"Waterbury School District","Crosby High School","Special Education",38,21,55.3
"Waterbury School District","John F. Kennedy High School","Non-Special Education",311,240,77.2
"Waterbury School District","John F. Kennedy High School","Special Education",48,28,58.3
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",106,104,98.1
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",8,8,100.0
"Waterbury School District","Wilby High School","Non-Special Education",291,190,65.3
"Waterbury School District","Wilby High School","Special Education",52,39,75.0
"Waterford School District","Waterford High School","Non-Special Education",254,237,93.3
"Waterford School District","Waterford High School","Special Education",15,14,93.3
"Watertown School District","Watertown High School","Non-Special Education",215,204,94.9
"Watertown School District","Watertown High School","Special Education",30,19,63.3
"West Hartford School District","Conard High School","Non-Special Education",365,338,92.6
"West Hartford School District","Conard High School","Special Education",43,35,81.4
"West Hartford School District","Hall High School","Non-Special Education",360,353,98.1
"West Hartford School District","Hall High School","Special Education",43,39,90.7
"West Haven School District","West Haven High School","Non-Special Education",417,303,72.7
"West Haven School District","West Haven High School","Special Education",35,25,71.4
"Westbrook School District","Westbrook High School","Non-Special Education",68,66,97.1
"Westbrook School District","Westbrook High School","Special Education",7,6,85.7
"Weston School District","Weston High School","Non-Special Education",181,181,100.0
"Weston School District","Weston High School","Special Education",11,11,100.0
"Westport School District","Staples High School","Non-Special Education",418,415,99.3
"Westport School District","Staples High School","Special Education",45,44,97.8
"Wethersfield School District","Wethersfield High School","Non-Special Education",281,267,95.0
"Wethersfield School District","Wethersfield High School","Special Education",19,15,78.9
"Wilton School District","Wilton High School","Non-Special Education",279,279,100.0
"Wilton School District","Wilton High School","Special Education",24,23,95.8
"Windham School District","Windham High School","Non-Special Education",210,150,71.4
"Windham School District","Windham High School","Special Education",38,27,71.1
"Windsor Locks School District","Windsor Locks High School","Non-Special Education",122,110,90.2
"Windsor Locks School District","Windsor Locks High School","Special Education",10,8,80.0
"Windsor School District","Windsor High School","Non-Special Education",307,274,89.3
"Windsor School District","Windsor High School","Special Education",39,32,82.1
"Wolcott School District","Wolcott High School","Non-Special Education",207,197,95.2
"Wolcott School District","Wolcott High School","Special Education",17,16,94.1
"Woodstock Academy District","Woodstock Academy","Non-Special Education",275,262,95.3
"Woodstock Academy District","Woodstock Academy","Special Education",24,22,91.7

