"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Gender"

"",,,,,,"Non-Graduates",,,
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",152,0,0.0,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",146,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",246,0,0.0,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",260,0,0.0,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",96,0,0.0,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",91,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",314,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",325,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",85,0,0.0,8,9.4
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",98,0,0.0,13,13.3
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",165,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",174,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",148,0,0.0,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",137,0,0.0,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",249,0,0.0,20,8.0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",247,0,0.0,23,9.3
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",111,0,0.0,15,13.5
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",135,0,0.0,40,29.6
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",18,0,"*",0,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",15,0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",49,0,0.0,0,0.0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",31,0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",22,0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",31,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",42,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",88,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",87,0,0.0,17,19.5
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",37,0,0.0,13,35.1
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",75,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",59,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Female",22,0,0.0,7,31.8
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Male",19,0,"*",6,"*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Female",48,0,0.0,10,20.8
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Male",48,0,0.0,9,18.8
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",46,0,0.0,19,41.3
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",26,0,0.0,12,46.2
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",32,0,0.0,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",51,0,0.0,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",51,0,0.0,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",55,0,0.0,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",40,0,0.0,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",45,0,0.0,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",89,0,0.0,11,12.4
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",94,0,0.0,16,17.0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",65,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",59,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",114,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",91,0,0.0,"*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Female","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",50,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",52,0,0.0,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",172,0,0.0,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",159,0,0.0,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",239,0,0.0,35,14.6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",233,0,0.0,50,21.5
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",166,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",154,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",166,0,0.0,"*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",131,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",174,0,0.0,27,15.5
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",148,0,0.0,18,12.2
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",127,0,0.0,"*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",138,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",125,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",118,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",154,0,0.0,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",183,0,0.0,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",100,0,0.0,9,9.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",110,0,0.0,14,12.7
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",181,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",186,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",322,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",313,0,0.0,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",175,0,0.0,0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",152,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",129,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",102,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",102,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",32,0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",40,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",33,0,0.0,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",86,0,0.0,7,8.1
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",69,0,0.0,6,8.7
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",15,0,"*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",32,0,0.0,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",141,0,0.0,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",107,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female",27,0,0.0,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male",16,0,"*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female",27,0,0.0,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male",18,0,"*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",45,0,0.0,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",39,0,0.0,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",208,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",209,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Female",98,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Male",128,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",180,0,0.0,8,4.4
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",202,0,0.0,16,7.9
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",156,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",174,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",198,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",205,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",85,0,0.0,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",72,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",144,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",137,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",19,0,"*",0,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",35,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",231,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",218,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",203,0,0.0,15,7.4
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",185,0,0.0,30,16.2
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",15,0,"*",8,"*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",15,0,"*",9,"*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",350,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",287,0,0.0,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",19,0,"*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",15,0,"*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",78,0,0.0,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",65,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",69,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",77,0,0.0,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",92,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",106,0,0.0,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Female",105,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Male",97,0,0.0,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Female",65,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Male",69,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Female",40,0,0.0,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Male",50,0,0.0,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Female",29,0,0.0,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Male",37,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Female",61,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Male",74,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Female",81,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Male",78,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Female",214,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Male",218,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Female",55,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Male",31,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Female",104,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Male",74,0,0.0,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Female",138,0,0.0,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Male",152,"*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Female",124,0,0.0,0,0.0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Male",112,0,0.0,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Female",110,"*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Male",119,0,0.0,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Female",16,0,"*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Male",26,0,0.0,0,0.0
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Female",32,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Male",41,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Female",73,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Male",68,0,0.0,"*","*"
