"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, All Students"

"",,,"Non-Graduates",,,
"Connecticut Technical High School System","Emmett O'Brien Technical High School",134,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School",205,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School",131,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School",161,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School",143,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School",152,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School",163,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School",217,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School",129,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School",174,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School",138,"*","*","*","*"
"Coventry School District","Coventry High School",148,"*","*","*","*"
"Cromwell School District","Cromwell High School",146,"*","*","*","*"
"Danbury School District","Danbury High School",704,"*","*","*","*"
"Darien School District","Darien High School",307,"*","*","*","*"
"Derby School District","Derby High School",109,"*","*","*","*"
"East Granby School District","East Granby High School",60,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School",99,"*","*","*","*"
"East Hampton School District","East Hampton High School",159,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy",37,"*","*","*","*"
"East Hartford School District","East Hartford High School",410,"*","*","*","*"
"East Haven School District","East Haven High School",215,"*","*","*","*"
"East Lyme School District","East Lyme High School",296,"*","*","*","*"
"East Windsor School District","East Windsor High School",85,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)",34,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College",44,"*","*","*","*"
"Ellington School District","Ellington High School",199,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School",19,"*","*","*","*"
"Enfield School District","Enfield High School",193,"*","*",22,11.4
"Enfield School District","Enrico Fermi High School",303,"*","*",30,9.9
"Explorations District","Explorations",28,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School",352,"*","*",7,2.0
"Fairfield School District","Fairfield Warde High School",338,"*","*",14,4.1
"Farmington School District","Farmington High School",298,"*","*","*","*"
"Glastonbury School District","Glastonbury High School",506,"*","*","*","*"
"Granby School District","Granby Memorial High School",187,"*","*","*","*"
"Greenwich School District","Greenwich High School",639,"*","*","*","*"
"Griswold School District","Griswold High School",183,"*","*","*","*"
"Groton School District","Robert E. Fitch High School",339,"*","*","*","*"
"Guilford School District","Guilford High School",285,"*","*","*","*"
"Hamden School District","Hamden High School",496,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School",246,"*","*",55,22.4
"Hartford School District","Capital Preparatory Magnet School",33,"*","*","*","*"
"Hartford School District","Classical Magnet School",80,"*","*","*","*"
"Hartford School District","Culinary Arts Academy",53,"*","*",14,26.4
"Hartford School District","HPHS Academy of Engineering and Green Technology",130,"*","*",27,20.8
"Hartford School District","HPHS Academy of Nursing and Health Science",124,"*","*",30,24.2
"Hartford School District","HPHS Law and Government Academy",134,"*","*",43,32.1
"Hartford School District","High School Inc.",41,"*","*",13,31.7
"Hartford School District","Journalism and Media Academy Magnet School",96,"*","*",19,19.8
"Hartford School District","OPPortunity High School",72,"*","*",31,43.1
"Hartford School District","Pathways Academy of Technology and Design",83,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy",106,"*","*","*","*"
"Hartford School District","University High of Science and Engineering",85,"*","*",7,8.2
"Killingly School District","Killingly High School",183,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School",124,"*","*","*","*"
"Ledyard School District","Ledyard High School",205,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","*","*","*","*","*"
"Litchfield School District","Litchfield High School",102,"*","*","*","*"
"Madison School District","Daniel Hand High School",331,"*","*","*","*"
"Manchester School District","Manchester High School",472,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School",320,"*","*",74,23.1
"Meriden School District","Orville H. Platt High School",297,"*","*",71,23.9
"Middletown School District","Middletown High School",322,"*","*","*","*"
"Milford School District","Jonathan Law High School",265,"*","*",28,10.6
"Milford School District","Joseph A. Foran High School",243,"*","*",7,2.9
"Monroe School District","Masuk High School",337,"*","*","*","*"
"Montville School District","Montville High School",210,"*","*","*","*"
"Naugatuck School District","Naugatuck High School",367,"*","*","*","*"
"New Britain School District","New Britain High School",635,"*","*","*","*"
"New Canaan School District","New Canaan High School",327,"*","*","*","*"
"New Fairfield School District","New Fairfield High School",231,"*","*","*","*"
"New Haven School District","Cooperative High School",134,"*","*",8,6.0
"New Haven School District","High School In The Community",73,"*","*",27,37.0
"New Haven School District","Hill Regional Career High School",155,"*","*",13,8.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine",47,"*","*",8,17.0
"New Haven School District","James Hillhouse High School",248,"*","*",90,36.3
"New Haven School District","Metropolitan Business Academy",43,"*","*","*","*"
"New Haven School District","New Haven Academy",45,"*","*",9,20.0
"New Haven School District","Sound School",84,"*","*","*","*"
"New Haven School District","Wilbur Cross High School",417,6,1.4,109,26.1
"New London School District","New London High School",226,"*","*","*","*"
"New Milford School District","New Milford High School",382,"*","*","*","*"
"Newington School District","Newington High School",330,"*","*","*","*"
"Newtown School District","Newtown High School",403,"*","*","*","*"
"North Branford School District","North Branford High School",157,"*","*","*","*"
"North Haven School District","North Haven High School",281,"*","*","*","*"
"North Stonington School District","Wheeler High School",54,"*","*","*","*"
"Norwalk School District","Brien McMahon High School",449,"*","*",41,9.1
"Norwalk School District","Norwalk High School",388,"*","*",45,11.6
"Norwalk School District","Norwalk Pathways Academy at Briggs",30,"*","*",17,56.7
"Norwich Free Academy District","Norwich Free Academy",637,"*","*","*","*"
"Norwich School District","Thames River Academy",34,"*","*",28,82.4
"Old Saybrook School District","Old Saybrook Senior High School",143,"*","*","*","*"
"Oxford School District","Oxford High School",146,"*","*","*","*"
"Plainfield School District","Plainfield High School",198,"*","*","*","*"
"Plainville School District","Plainville High School",202,"*","*","*","*"
"Plymouth School District","Terryville High School",134,"*","*","*","*"
"Portland School District","Portland High School",90,"*","*","*","*"
"Putnam School District","Putnam High School",66,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School",135,"*","*","*","*"
"Regional School District 04","Valley Regional High School",159,"*","*","*","*"
"Regional School District 05","Amity Regional High School",432,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School",86,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School",178,"*","*","*","*"
"Regional School District 08","RHAM High School",290,"*","*","*","*"
"Regional School District 09","Joel Barlow High School",236,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School",229,"*","*","*","*"
"Regional School District 11","Parish Hill High School",42,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School",73,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School",141,"*","*","*","*"
"Regional School District 14","Nonnewaug High School",194,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",327,"*","*","*","*"
"Regional School District 16","Woodland Regional High School",192,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School",189,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School",103,"*","*","*","*"
"Regional School District 19","E. O. Smith High School",296,"*","*","*","*"
"Ridgefield School District","Ridgefield High School",440,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School",208,"*","*","*","*"
"Seymour School District","Seymour High School",149,"*","*","*","*"
"Shelton School District","Shelton High School",424,"*","*","*","*"
"Simsbury School District","Simsbury High School",399,"*","*","*","*"
"Somers School District","Somers High School",139,"*","*","*","*"
"South Windsor School District","South Windsor High School",378,"*","*","*","*"
"Southington School District","Southington High School",489,"*","*","*","*"
"Stafford School District","Stafford High School",139,"*","*","*","*"
"Stamford Academy District","Stamford Academy",44,"*","*","*","*"
"Stamford School District","Stamford High School",380,"*","*","*","*"
"Stamford School District","The Academy of Information Technology",164,"*","*","*","*"
"Stamford School District","Westhill High School",621,"*","*",67,10.8
"Stonington School District","Stonington High School",178,"*","*","*","*"
"Stratford School District","Bunnell High School",290,"*","*",27,9.3
"Stratford School District","Stratford High School",276,"*","*",21,7.6
"Suffield School District","Suffield High School",203,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy",41,"*","*","*","*"
"The Gilbert School District","The Gilbert School",89,"*","*","*","*"
"Thomaston School District","Thomaston High School",90,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",99,"*","*","*","*"
"Tolland School District","Tolland High School",228,"*","*","*","*"
"Torrington School District","Torrington High School",293,"*","*","*","*"
"Trumbull School District","Trumbull High School",538,"*","*","*","*"
"Vernon School District","Rockville High School",257,"*","*","*","*"
"Wallingford School District","Lyman Hall High School",282,"*","*",16,5.7
"Wallingford School District","Mark T. Sheehan High School",241,"*","*",12,5.0
"Waterbury School District","Crosby High School",344,"*","*",121,35.2
"Waterbury School District","John F. Kennedy High School",366,"*","*",110,30.1
"Waterbury School District","Waterbury Arts Magnet School (High)",107,"*","*","*","*"
"Waterbury School District","Wilby High School",357,"*","*","*","*"
"Waterford School District","Waterford High School",238,"*","*","*","*"
"Watertown School District","Watertown High School",233,"*","*","*","*"
"West Hartford School District","Conard High School",340,"*","*",13,3.8
"West Hartford School District","Hall High School",393,"*","*",15,3.8
"West Haven School District","West Haven High School",377,"*","*","*","*"
"Westbrook School District","Westbrook High School",82,"*","*","*","*"
"Weston School District","Weston High School",189,"*","*","*","*"
"Westport School District","Staples High School",425,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",288,"*","*","*","*"
"Wilton School District","Wilton High School",311,"*","*","*","*"
"Windham School District","Windham High School",179,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School",146,"*","*","*","*"
"Windsor School District","Windsor High School",314,"*","*","*","*"
"Wolcott School District","Wolcott High School",219,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy",286,"*","*","*","*"

