"Six-Year Graduation Rates, Trend"
"All Districts, All Schools, All Students"

"Fairfield School District","Fairfield Ludlowe High School",2.3,2.0,2.6,"*","*","*"
"Fairfield School District","Fairfield Warde High School",2.3,4.1,4.2,"*","*","*"
"Farmington School District","Farmington High School","*","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","*","*","*","*","*","*"
"Greenwich School District","Greenwich High School","*","*","*","*","*","*"
"Griswold School District","Griswold High School","*","*","*","*","*","*"
"Groton School District","Robert E. Fitch High School","*","*","*","*","*","*"
"Guilford School District","Guilford High School","*","*","*","*","*","*"
"Hamden School District","Hamden High School","*","*",6.8,"*","*",2.0
"Hartford School District","Bulkeley High School Upper School",17.1,22.4,20.0,"*","*","*"
"Hartford School District","Capital Preparatory Magnet School","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy",27.4,26.4,25.3,"*","*","*"
"Hartford School District","Great Path Academy High School at MCC","N/A","N/A","*","N/A","N/A","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology",18.6,20.8,31.0,"*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science",21.1,24.2,27.0,"*","*","*"
"Hartford School District","HPHS Law and Government Academy",29.1,32.1,15.3,"*","*","*"
"Hartford School District","High School Inc.","N/A",31.7,21.4,"N/A","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","N/A",19.8,30.5,"N/A","*","*"
"Hartford School District","OPPortunity High School",50.9,43.1,27.1,"*","*","*"
"Hartford School District","Pathways Academy of Technology and Design",14.4,"*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy",6.6,"*",6.8,"*","*","*"
"Hartford School District","University High of Science and Engineering","*",8.2,"*","*","*","*"
"Killingly School District","Killingly High School","*","*","*","*","*","*"
"Learn","Connecticut River Academy","N/A","N/A","*","N/A","N/A","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","N/A","N/A","*","N/A","N/A","*"
"Learn","Three Rivers Middle College Magnet School","N/A","N/A","*","N/A","N/A","*"
"Lebanon School District","Lyman Memorial High School","*","*","*","*","*","*"
"Ledyard School District","Ledyard High School","*","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","*","*","*","*","*","*"
"Manchester School District","Manchester High School","*","*","*","*","*","*"
"Meriden School District","Francis T. Maloney High School",18.6,23.1,18.7,"*","*","*"
"Meriden School District","Orville H. Platt High School",26.4,23.9,25.4,"*","*","*"
"Middletown School District","Middletown High School",14.3,"*","*",3.3,"*","*"
"Milford School District","Jonathan Law High School",8.1,10.6,6.4,"*","*","*"
"Milford School District","Joseph A. Foran High School",4.1,2.9,3.4,"*","*","*"
"Monroe School District","Masuk High School","*","*","*","*","*","*"
"Montville School District","Montville High School","*","*","*","*","*","*"
"Naugatuck School District","Naugatuck High School","*","*",14.2,"*","*",3.3
"New Britain School District","New Britain High School","*","*","*","*","*","*"
"New Canaan School District","New Canaan High School","*","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School","*","*","*","*","*","*"
"New Haven School District","Cooperative High School",15.6,6.0,7.5,"*","*","*"
"New Haven School District","High School In The Community",33.8,37.0,32.4,"*","*","*"
"New Haven School District","Hill Regional Career High School",11.2,8.4,6.5,"*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","*",17.0,"*","*","*","*"
"New Haven School District","James Hillhouse High School",39.2,36.3,33.6,"*","*","*"
"New Haven School District","Metropolitan Business Academy","*","*",16.7,"*","*","*"
"New Haven School District","New Haven Academy",19.7,20.0,25.7,"*","*","*"
"New Haven School District","Sound School","*","*","*","*","*","*"
"New Haven School District","Wilbur Cross High School",35.8,26.1,26.6,1.3,1.4,"*"
"New London School District","New London High School","*","*","*","*","*","*"
"New Milford School District","New Milford High School","*","*","*","*","*","*"
"Newington School District","Newington High School",8.1,"*","*",2.0,"*","*"
"Newtown School District","Newtown High School","*","*","*","*","*","*"
"North Branford School District","North Branford High School","*","*","*","*","*","*"
"North Haven School District","North Haven High School","*","*","*","*","*","*"
"North Stonington School District","Wheeler High School","*","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School",7.5,9.1,10.4,"*","*","*"
"Norwalk School District","Norwalk High School",10.1,11.6,8.9,"*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs",50.7,56.7,60.5,"*","*","*"
"Norwich Free Academy District","Norwich Free Academy","*","*",10.3,"*","*",2.5
"Norwich School District","Thames River Academy",75.0,82.4,"N/A","*","*","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","*","*","*","*","*","*"
"Oxford School District","Oxford High School","*","*","*","*","*","*"
"Plainfield School District","Plainfield High School","*","*","*","*","*","*"
"Plainville School District","Plainville High School","*","*","*","*","*","*"
"Plymouth School District","Terryville High School","*","*","*","*","*","*"
"Portland School District","Portland High School","*","*","*","*","*","*"
"Putnam School District","Putnam High School","*","*","*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","*","*","*","*","*","*"
"Regional School District 04","Valley Regional High School","*","*","*","*","*","*"
"Regional School District 05","Amity Regional High School","*","*","*","*","*","*"
"Regional School District 06","Wamogo Regional High School","*","*","*","*","*","*"
"Regional School District 07","Northwestern Regional High School","*","*","*","*","*","*"
"Regional School District 08","RHAM High School","*","*","*","*","*","*"
"Regional School District 08","Region Alternative High School","N/A","N/A","*","N/A","N/A","*"
"Regional School District 09","Joel Barlow High School","*","*","*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","*","*","*","*","*","*"
"Regional School District 11","Parish Hill High School","*","*","*","*","*","*"
"Regional School District 12","Shepaug Valley High School","*","*","*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","*","*","*","*","*","*"
"Regional School District 14","Nonnewaug High School","*","*","*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","*","*","*","*","*","*"
"Regional School District 16","Woodland Regional High School","*","*","*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","*","*","*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","*","*","*","*","*","*"
"Regional School District 19","E. O. Smith High School","*","*","*","*","*","*"
"Ridgefield School District","Ridgefield High School","*","*","*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","*","*","*","*","*","*"
"Seymour School District","Seymour High School","*","*","*","*","*","*"
"Shelton School District","Shelton High School","*","*","*","*","*","*"
"Simsbury School District","Simsbury High School","*","*","*","*","*","*"
"Somers School District","Somers High School","*","*","*","*","*","*"
"South Windsor School District","South Windsor High School","*","*","*","*","*","*"
"Southington School District","Southington High School","*","*","*","*","*","*"
"Stafford School District","Stafford High School","*","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","*","*","*","*","*","*"
"Stamford School District","Stamford High School",10.7,"*","*","*","*","*"
"Stamford School District","The Academy of Information Technology",5.0,"*","*","*","*","*"
"Stamford School District","Westhill High School",10.5,10.8,8.5,"*","*","*"
"Stonington School District","Stonington High School","*","*","*","*","*","*"
"Stratford School District","Bunnell High School",6.9,9.3,4.3,"*","*","*"
"Stratford School District","Stratford High School",7.9,7.6,6.0,"*","*","*"
"Suffield School District","Suffield High School","*","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","*","*","*","*","*","*"
"Thomaston School District","Thomaston High School","*","*","*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","*","*","*","*","*","*"
"Tolland School District","Tolland High School","*","*","*","*","*","*"
"Torrington School District","Torrington High School","*","*","*","*","*","*"
"Trumbull School District","Trumbull High School","*","*","*","*","*","*"
"Vernon School District","Rockville High School","*","*","*","*","*","*"
"Wallingford School District","Lyman Hall High School",8.8,5.7,5.9,"*","*","*"
"Wallingford School District","Mark T. Sheehan High School",8.7,5.0,4.7,"*","*","*"
"Waterbury School District","Crosby High School",33.9,35.2,30.7,"*","*","*"
"Waterbury School District","John F. Kennedy High School","*",30.1,28.6,"*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","*","*",9.5,"*","*","*"
"Waterbury School District","Wilby High School",33.2,"*",23.0,"*","*","*"
"Waterford School District","Waterford High School","*","*","*","*","*","*"
"Watertown School District","Watertown High School","*","*","*","*","*","*"
"West Hartford School District","Conard High School",8.1,3.8,3.8,"*","*","*"
"West Hartford School District","Hall High School",2.0,3.8,2.3,"*","*","*"
"West Haven School District","West Haven High School","*","*",25.5,"*","*",1.4
"Westbrook School District","Westbrook High School","*","*","*","*","*","*"
"Weston School District","Weston High School","*","*","*","*","*","*"
"Westport School District","Staples High School","*","*","*","*","*","*"
"Wethersfield School District","Wethersfield High School","*","*","*","*","*","*"
"Wilton School District","Wilton High School","*","*","*","*","*","*"
"Windham School District","Windham High School","*","*","*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","*","*","*","*","*","*"
"Windsor School District","Windsor High School","*","*","*","*","*","*"
"Wolcott School District","Wolcott High School","*","*","*","*","*","*"
"Woodstock Academy District","Woodstock Academy","*","*","*","*","*","*"

