"Six-Year Graduation Rates, 2012-13"
"All Districts, All Schools, All Students"

"",,,"Non-Graduates",,,
"Learn","Three Rivers Middle College Magnet School","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School",117,"*","*","*","*"
"Ledyard School District","Ledyard High School",223,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School",6,"*","*","*","*"
"Litchfield School District","Litchfield High School",86,"*","*","*","*"
"Madison School District","Daniel Hand High School",314,"*","*","*","*"
"Manchester School District","Manchester High School",440,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School",321,"*","*",60,18.7
"Meriden School District","Orville H. Platt High School",283,"*","*",72,25.4
"Middletown School District","Middletown High School",356,"*","*","*","*"
"Milford School District","Jonathan Law High School",250,"*","*",16,6.4
"Milford School District","Joseph A. Foran High School",261,"*","*",9,3.4
"Monroe School District","Masuk High School",306,"*","*","*","*"
"Montville School District","Montville High School",176,"*","*","*","*"
"Naugatuck School District","Naugatuck High School",332,11,3.3,47,14.2
"New Britain School District","New Britain High School",607,"*","*","*","*"
"New Canaan School District","New Canaan High School",338,"*","*","*","*"
"New Fairfield School District","New Fairfield High School",257,"*","*","*","*"
"New Haven School District","Cooperative High School",173,"*","*",13,7.5
"New Haven School District","High School In The Community",71,"*","*",23,32.4
"New Haven School District","Hill Regional Career High School",153,"*","*",10,6.5
"New Haven School District","Hyde School of Health, Science and Sports Medicine",35,"*","*","*","*"
"New Haven School District","James Hillhouse High School",253,"*","*",85,33.6
"New Haven School District","Metropolitan Business Academy",96,"*","*",16,16.7
"New Haven School District","New Haven Academy",74,"*","*",19,25.7
"New Haven School District","Sound School",79,"*","*","*","*"
"New Haven School District","Wilbur Cross High School",301,"*","*",80,26.6
"New London School District","New London High School",250,"*","*","*","*"
"New Milford School District","New Milford High School",380,"*","*","*","*"
"Newington School District","Newington High School",373,"*","*","*","*"
"Newtown School District","Newtown High School",466,"*","*","*","*"
"North Branford School District","North Branford High School",169,"*","*","*","*"
"North Haven School District","North Haven High School",304,"*","*","*","*"
"North Stonington School District","Wheeler High School",48,"*","*","*","*"
"Norwalk School District","Brien McMahon High School",386,"*","*",40,10.4
"Norwalk School District","Norwalk High School",349,"*","*",31,8.9
"Norwalk School District","Norwalk Pathways Academy at Briggs",38,"*","*",23,60.5
"Norwich Free Academy District","Norwich Free Academy",563,14,2.5,58,10.3
"Old Saybrook School District","Old Saybrook Senior High School",135,"*","*","*","*"
"Oxford School District","Oxford High School",153,"*","*","*","*"
"Plainfield School District","Plainfield High School",197,"*","*","*","*"
"Plainville School District","Plainville High School",202,"*","*","*","*"
"Plymouth School District","Terryville High School",120,"*","*","*","*"
"Portland School District","Portland High School",92,"*","*","*","*"
"Putnam School District","Putnam High School",92,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School",108,"*","*","*","*"
"Regional School District 04","Valley Regional High School",162,"*","*","*","*"
"Regional School District 05","Amity Regional High School",391,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School",96,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School",174,"*","*","*","*"
"Regional School District 08","RHAM High School",271,"*","*","*","*"
"Regional School District 08","Region Alternative High School",12,"*","*","*","*"
"Regional School District 09","Joel Barlow High School",233,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School",198,"*","*","*","*"
"Regional School District 11","Parish Hill High School",39,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School",84,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School",146,"*","*","*","*"
"Regional School District 14","Nonnewaug High School",195,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",317,"*","*","*","*"
"Regional School District 16","Woodland Regional High School",184,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School",161,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School",111,"*","*","*","*"
"Regional School District 19","E. O. Smith High School",309,"*","*","*","*"
"Ridgefield School District","Ridgefield High School",408,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School",175,"*","*","*","*"
"Seymour School District","Seymour High School",177,"*","*","*","*"
"Shelton School District","Shelton High School",391,"*","*","*","*"
"Simsbury School District","Simsbury High School",395,"*","*","*","*"
"Somers School District","Somers High School",147,"*","*","*","*"
"South Windsor School District","South Windsor High School",375,"*","*","*","*"
"Southington School District","Southington High School",486,"*","*","*","*"
"Stafford School District","Stafford High School",127,"*","*","*","*"
"Stamford Academy District","Stamford Academy",37,"*","*","*","*"
"Stamford School District","Stamford High School",500,"*","*","*","*"
"Stamford School District","The Academy of Information Technology",164,"*","*","*","*"
"Stamford School District","Westhill High School",540,"*","*",46,8.5
"Stonington School District","Stonington High School",197,"*","*","*","*"
"Stratford School District","Bunnell High School",282,"*","*",12,4.3
"Stratford School District","Stratford High School",251,"*","*",15,6.0
"Suffield School District","Suffield High School",218,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy",35,"*","*","*","*"
"The Gilbert School District","The Gilbert School",85,"*","*","*","*"
"Thomaston School District","Thomaston High School",76,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",83,"*","*","*","*"
"Tolland School District","Tolland High School",242,"*","*","*","*"
"Torrington School District","Torrington High School",268,"*","*","*","*"
"Trumbull School District","Trumbull High School",546,"*","*","*","*"
"Vernon School District","Rockville High School",231,"*","*","*","*"
"Wallingford School District","Lyman Hall High School",286,"*","*",17,5.9
"Wallingford School District","Mark T. Sheehan High School",233,"*","*",11,4.7
"Waterbury School District","Crosby High School",355,"*","*",109,30.7
"Waterbury School District","John F. Kennedy High School",381,"*","*",109,28.6
"Waterbury School District","Waterbury Arts Magnet School (High)",105,"*","*",10,9.5
"Waterbury School District","Wilby High School",357,"*","*",82,23.0
"Waterford School District","Waterford High School",235,"*","*","*","*"
"Watertown School District","Watertown High School",269,"*","*","*","*"
"West Hartford School District","Conard High School",417,"*","*",16,3.8
"West Hartford School District","Hall High School",386,"*","*",9,2.3
"West Haven School District","West Haven High School",428,6,1.4,109,25.5
"Westbrook School District","Westbrook High School",77,"*","*","*","*"
"Weston School District","Weston High School",206,"*","*","*","*"
"Westport School District","Staples High School",462,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",263,"*","*","*","*"
"Wilton School District","Wilton High School",318,"*","*","*","*"
"Windham School District","Windham High School",186,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School",136,"*","*","*","*"
"Windsor School District","Windsor High School",342,"*","*","*","*"
"Wolcott School District","Wolcott High School",218,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy",278,"*","*","*","*"

