"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, English Learner Status"

"",,,,"Graduates",
"Hartford School District","Sports and Medical Sciences Academy","Non-ELL",97,93,95.9
"Hartford School District","Sports and Medical Sciences Academy","ELL",9,8,88.9
"Hartford School District","University High of Science and Engineering","Non-ELL",83,76,91.6
"Hartford School District","University High of Science and Engineering","ELL","*","*","*"
"Killingly School District","Killingly High School","Non-ELL","*","*","*"
"Killingly School District","Killingly High School","ELL","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-ELL",124,116,93.5
"Ledyard School District","Ledyard High School","Non-ELL","*","*","*"
"Ledyard School District","Ledyard High School","ELL","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-ELL","*","*","*"
"Litchfield School District","Litchfield High School","Non-ELL",102,101,99.0
"Madison School District","Daniel Hand High School","Non-ELL","*","*","*"
"Madison School District","Daniel Hand High School","ELL","*","*","*"
"Manchester School District","Manchester High School","Non-ELL",456,371,81.4
"Manchester School District","Manchester High School","ELL",16,16,100.0
"Meriden School District","Francis T. Maloney High School","Non-ELL",271,212,78.2
"Meriden School District","Francis T. Maloney High School","ELL",49,30,61.2
"Meriden School District","Orville H. Platt High School","Non-ELL",275,209,76.0
"Meriden School District","Orville H. Platt High School","ELL",22,14,63.6
"Middletown School District","Middletown High School","Non-ELL","*","*","*"
"Middletown School District","Middletown High School","ELL","*","*","*"
"Milford School District","Jonathan Law High School","Non-ELL",260,230,88.5
"Milford School District","Jonathan Law High School","ELL","*","*","*"
"Milford School District","Joseph A. Foran High School","Non-ELL",240,231,96.3
"Milford School District","Joseph A. Foran High School","ELL","*","*","*"
"Monroe School District","Masuk High School","Non-ELL",337,335,99.4
"Montville School District","Montville High School","Non-ELL",200,177,88.5
"Montville School District","Montville High School","ELL",10,10,100.0
"Naugatuck School District","Naugatuck High School","Non-ELL",360,312,86.7
"Naugatuck School District","Naugatuck High School","ELL",7,7,100.0
"New Britain School District","New Britain High School","Non-ELL",522,381,73.0
"New Britain School District","New Britain High School","ELL",113,66,58.4
"New Canaan School District","New Canaan High School","Non-ELL","*","*","*"
"New Canaan School District","New Canaan High School","ELL","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-ELL","*","*","*"
"New Fairfield School District","New Fairfield High School","ELL","*","*","*"
"New Haven School District","Cooperative High School","Non-ELL",130,123,94.6
"New Haven School District","Cooperative High School","ELL","*","*","*"
"New Haven School District","High School In The Community","Non-ELL",66,40,60.6
"New Haven School District","High School In The Community","ELL",7,"*","*"
"New Haven School District","Hill Regional Career High School","Non-ELL",146,136,93.2
"New Haven School District","Hill Regional Career High School","ELL",9,6,66.7
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-ELL",44,36,81.8
"New Haven School District","Hyde School of Health, Science and Sports Medicine","ELL","*","*","*"
"New Haven School District","James Hillhouse High School","Non-ELL",222,140,63.1
"New Haven School District","James Hillhouse High School","ELL",26,16,61.5
"New Haven School District","Metropolitan Business Academy","Non-ELL",38,36,94.7
"New Haven School District","Metropolitan Business Academy","ELL","*","*","*"
"New Haven School District","New Haven Academy","Non-ELL",43,34,79.1
"New Haven School District","New Haven Academy","ELL","*","*","*"
"New Haven School District","Sound School","Non-ELL",81,75,92.6
"New Haven School District","Sound School","ELL","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-ELL",339,250,73.7
"New Haven School District","Wilbur Cross High School","ELL",78,52,66.7
"New London School District","New London High School","Non-ELL",174,126,72.4
"New London School District","New London High School","ELL",52,37,71.2
"New Milford School District","New Milford High School","Non-ELL","*","*","*"
"New Milford School District","New Milford High School","ELL","*","*","*"
"Newington School District","Newington High School","Non-ELL",321,299,93.1
"Newington School District","Newington High School","ELL",9,8,88.9
"Newtown School District","Newtown High School","Non-ELL","*","*","*"
"Newtown School District","Newtown High School","ELL","*","*","*"
"North Branford School District","North Branford High School","Non-ELL","*","*","*"
"North Branford School District","North Branford High School","ELL","*","*","*"
"North Haven School District","North Haven High School","Non-ELL","*","*","*"
"North Haven School District","North Haven High School","ELL","*","*","*"
"North Stonington School District","Wheeler High School","Non-ELL",54,49,90.7
"Norwalk School District","Brien McMahon High School","Non-ELL",412,375,91.0
"Norwalk School District","Brien McMahon High School","ELL",37,32,86.5
"Norwalk School District","Norwalk High School","Non-ELL",347,314,90.5
"Norwalk School District","Norwalk High School","ELL",41,29,70.7
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-ELL","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","ELL","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-ELL",604,537,88.9
"Norwich Free Academy District","Norwich Free Academy","ELL",33,22,66.7
"Norwich School District","Thames River Academy","Non-ELL",34,"*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-ELL","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","ELL","*","*","*"
"Oxford School District","Oxford High School","Non-ELL",146,134,91.8
"Plainfield School District","Plainfield High School","Non-ELL","*","*","*"
"Plainfield School District","Plainfield High School","ELL","*","*","*"
"Plainville School District","Plainville High School","Non-ELL","*","*","*"
"Plainville School District","Plainville High School","ELL","*","*","*"
"Plymouth School District","Terryville High School","Non-ELL",134,123,91.8
"Portland School District","Portland High School","Non-ELL","*","*","*"
"Portland School District","Portland High School","ELL","*","*","*"
"Putnam School District","Putnam High School","Non-ELL","*","*","*"
"Putnam School District","Putnam High School","ELL","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-ELL",135,130,96.3
"Regional School District 04","Valley Regional High School","Non-ELL","*","*","*"
"Regional School District 04","Valley Regional High School","ELL","*","*","*"
"Regional School District 05","Amity Regional High School","Non-ELL","*","*","*"
"Regional School District 05","Amity Regional High School","ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","ELL","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-ELL","*","*","*"
"Regional School District 07","Northwestern Regional High School","ELL","*","*","*"
"Regional School District 08","RHAM High School","Non-ELL","*","*","*"
"Regional School District 08","RHAM High School","ELL","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-ELL","*","*","*"
"Regional School District 09","Joel Barlow High School","ELL","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-ELL",229,224,97.8
"Regional School District 11","Parish Hill High School","Non-ELL",42,41,97.6
"Regional School District 12","Shepaug Valley High School","Non-ELL","*","*","*"
"Regional School District 12","Shepaug Valley High School","ELL","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-ELL",141,138,97.9
"Regional School District 14","Nonnewaug High School","Non-ELL","*","*","*"
"Regional School District 14","Nonnewaug High School","ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","ELL","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-ELL","*","*","*"
"Regional School District 16","Woodland Regional High School","ELL","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-ELL",189,179,94.7
"Regional School District 18","Lyme-Old Lyme High School","Non-ELL",103,101,98.1
"Regional School District 19","E. O. Smith High School","Non-ELL","*","*","*"
"Regional School District 19","E. O. Smith High School","ELL","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-ELL",440,438,99.5
"Rocky Hill School District","Rocky Hill High School","Non-ELL","*","*","*"
"Rocky Hill School District","Rocky Hill High School","ELL","*","*","*"
"Seymour School District","Seymour High School","Non-ELL","*","*","*"
"Seymour School District","Seymour High School","ELL","*","*","*"
"Shelton School District","Shelton High School","Non-ELL",418,395,94.5
"Shelton School District","Shelton High School","ELL",6,6,100.0
"Simsbury School District","Simsbury High School","Non-ELL","*","*","*"
"Simsbury School District","Simsbury High School","ELL","*","*","*"
"Somers School District","Somers High School","Non-ELL","*","*","*"
"Somers School District","Somers High School","ELL","*","*","*"
"South Windsor School District","South Windsor High School","Non-ELL",372,363,97.6
"South Windsor School District","South Windsor High School","ELL",6,6,100.0
"Southington School District","Southington High School","Non-ELL",482,466,96.7
"Southington School District","Southington High School","ELL",7,7,100.0
"Stafford School District","Stafford High School","Non-ELL",139,125,89.9
"Stamford Academy District","Stamford Academy","Non-ELL","*","*","*"
"Stamford Academy District","Stamford Academy","ELL","*","*","*"
"Stamford School District","Stamford High School","Non-ELL",324,296,91.4
"Stamford School District","Stamford High School","ELL","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-ELL",162,160,98.8
"Stamford School District","The Academy of Information Technology","ELL","*","*","*"
"Stamford School District","Westhill High School","Non-ELL",527,483,91.7
"Stamford School District","Westhill High School","ELL",94,67,71.3
"Stonington School District","Stonington High School","Non-ELL",178,170,95.5
"Stratford School District","Bunnell High School","Non-ELL",284,257,90.5
"Stratford School District","Bunnell High School","ELL",6,"*","*"
"Stratford School District","Stratford High School","Non-ELL",261,242,92.7
"Stratford School District","Stratford High School","ELL",15,"*","*"
"Suffield School District","Suffield High School","Non-ELL",203,189,93.1
"The Bridge Academy District","The Bridge Academy","Non-ELL",41,33,80.5
"The Gilbert School District","The Gilbert School","Non-ELL","*","*","*"
"The Gilbert School District","The Gilbert School","ELL","*","*","*"
"Thomaston School District","Thomaston High School","Non-ELL","*","*","*"
"Thomaston School District","Thomaston High School","ELL","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-ELL",99,89,89.9
"Tolland School District","Tolland High School","Non-ELL",228,224,98.2
"Torrington School District","Torrington High School","Non-ELL",279,232,83.2
"Torrington School District","Torrington High School","ELL",14,13,92.9
"Trumbull School District","Trumbull High School","Non-ELL",529,524,99.1
"Trumbull School District","Trumbull High School","ELL",9,7,77.8
"Vernon School District","Rockville High School","Non-ELL",246,214,87.0
"Vernon School District","Rockville High School","ELL",11,10,90.9
"Wallingford School District","Lyman Hall High School","Non-ELL",267,252,94.4
"Wallingford School District","Lyman Hall High School","ELL","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-ELL",238,227,95.4
"Wallingford School District","Mark T. Sheehan High School","ELL","*","*","*"
"Waterbury School District","Crosby High School","Non-ELL",301,198,65.8
"Waterbury School District","Crosby High School","ELL",43,23,53.5
"Waterbury School District","John F. Kennedy High School","Non-ELL",309,217,70.2
"Waterbury School District","John F. Kennedy High School","ELL",57,38,66.7
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-ELL",107,102,95.3
"Waterbury School District","Wilby High School","Non-ELL",306,214,69.9
"Waterbury School District","Wilby High School","ELL",51,32,62.7
"Waterford School District","Waterford High School","Non-ELL","*","*","*"
"Waterford School District","Waterford High School","ELL","*","*","*"
"Watertown School District","Watertown High School","Non-ELL","*","*","*"
"Watertown School District","Watertown High School","ELL","*","*","*"
"West Hartford School District","Conard High School","Non-ELL",325,313,96.3
"West Hartford School District","Conard High School","ELL",15,14,93.3
"West Hartford School District","Hall High School","Non-ELL",373,361,96.8
"West Hartford School District","Hall High School","ELL",20,17,85.0
"West Haven School District","West Haven High School","Non-ELL",352,271,77.0
"West Haven School District","West Haven High School","ELL",25,19,76.0
"Westbrook School District","Westbrook High School","Non-ELL",82,78,95.1
"Weston School District","Weston High School","Non-ELL",189,189,100.0
"Westport School District","Staples High School","Non-ELL","*","*","*"
"Westport School District","Staples High School","ELL","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-ELL",277,261,94.2
"Wethersfield School District","Wethersfield High School","ELL",11,10,90.9
"Wilton School District","Wilton High School","Non-ELL","*","*","*"
"Wilton School District","Wilton High School","ELL","*","*","*"
"Windham School District","Windham High School","Non-ELL",136,112,82.4
"Windham School District","Windham High School","ELL",43,29,67.4
"Windsor Locks School District","Windsor Locks High School","Non-ELL","*","*","*"
"Windsor Locks School District","Windsor Locks High School","ELL","*","*","*"
"Windsor School District","Windsor High School","Non-ELL",308,"*","*"
"Windsor School District","Windsor High School","ELL",6,"*","*"
"Wolcott School District","Wolcott High School","Non-ELL",219,210,95.9
"Woodstock Academy District","Woodstock Academy","Non-ELL","*","*","*"
"Woodstock Academy District","Woodstock Academy","ELL","*","*","*"

