"Six-Year Graduation Rates, Trend"
"All Districts, All Schools, High Needs Status"

"Connecticut Technical High School System","Henry Abbott Technical High School","Non-High Needs",93.5,96.9,98.5
"Connecticut Technical High School System","Howell Cheney Technical High School","High Needs",92.3,96.6,97.6
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-High Needs",99.2,100.0,97.7
"Connecticut Technical High School System","Norwich Technical High School","High Needs",100.0,94.7,100.0
"Connecticut Technical High School System","Norwich Technical High School","Non-High Needs",97.8,100.0,97.4
"Connecticut Technical High School System","Oliver Wolcott Technical High School","High Needs",90.9,96.9,100.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-High Needs",93.5,98.0,99.2
"Connecticut Technical High School System","Platt Technical High School","High Needs",97.1,98.3,97.9
"Connecticut Technical High School System","Platt Technical High School","Non-High Needs",97.0,97.1,100.0
"Connecticut Technical High School System","Vinal Technical High School","High Needs",88.5,96.8,92.2
"Connecticut Technical High School System","Vinal Technical High School","Non-High Needs",94.4,97.0,97.4
"Connecticut Technical High School System","W. F. Kaynor Technical High School","High Needs",92.3,98.2,97.2
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-High Needs",97.6,98.4,98.8
"Connecticut Technical High School System","Windham Technical High School","High Needs",94.1,98.7,98.4
"Connecticut Technical High School System","Windham Technical High School","Non-High Needs",96.3,96.8,100.0
"Coventry School District","Coventry High School","High Needs",74.1,80.0,80.0
"Coventry School District","Coventry High School","Non-High Needs",95.2,98.1,95.8
"Cromwell School District","Cromwell High School","High Needs",80.6,86.0,92.5
"Cromwell School District","Cromwell High School","Non-High Needs",99.3,99.0,97.0
"Danbury School District","Alternative Center For Excellence","High Needs","N/A","N/A","*"
"Danbury School District","Alternative Center For Excellence","Non-High Needs","N/A","N/A","*"
"Danbury School District","Danbury High School","High Needs",75.8,82.8,80.5
"Danbury School District","Danbury High School","Non-High Needs",92.0,93.6,96.3
"Darien School District","Darien High School","High Needs",95.0,100.0,95.0
"Darien School District","Darien High School","Non-High Needs",97.6,98.1,98.9
"Derby School District","Derby High School","High Needs",73.1,76.8,80.4
"Derby School District","Derby High School","Non-High Needs",88.2,92.5,96.8
"East Granby School District","East Granby High School","High Needs",85.7,90.9,100.0
"East Granby School District","East Granby High School","Non-High Needs",98.6,98.0,98.3
"East Haddam School District","Nathan Hale-Ray High School","High Needs",90.0,87.0,95.2
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",92.8,96.1,100.0
"East Hampton School District","East Hampton High School","High Needs",88.2,88.5,95.8
"East Hampton School District","East Hampton High School","Non-High Needs",94.1,97.7,99.0
"East Hartford School District","Connecticut IB Academy","High Needs",100.0,92.9,100.0
"East Hartford School District","Connecticut IB Academy","Non-High Needs",100.0,91.3,95.7
"East Hartford School District","East Hartford High School","High Needs",86.5,87.5,88.2
"East Hartford School District","East Hartford High School","Non-High Needs",88.5,95.7,94.8
"East Hartford School District","Stevens Alternate High school","High Needs","N/A","N/A",65.4
"East Hartford School District","Stevens Alternate High school","Non-High Needs","N/A","N/A",88.9
"East Haven School District","East Haven High School","High Needs",77.5,72.4,67.2
"East Haven School District","East Haven High School","Non-High Needs",92.6,87.0,90.6
"East Lyme School District","East Lyme High School","High Needs",100.0,93.3,91.8
"East Lyme School District","East Lyme High School","Non-High Needs",97.5,96.8,99.6
"East Windsor School District","East Windsor High School","High Needs",91.2,82.4,81.3
"East Windsor School District","East Windsor High School","Non-High Needs",90.9,96.1,97.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs","*",87.5,88.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs","*",92.3,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs",93.3,70.0,84.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",71.4,85.7,80.0
"Ellington School District","Ellington High School","High Needs",95.8,72.2,84.2
"Ellington School District","Ellington High School","Non-High Needs",96.2,98.2,96.9
"Elm City College Preparatory School District","Elm City College Preparatory School","High Needs","N/A","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-High Needs","N/A","*","*"
"Enfield School District","Enfield High School","High Needs",70.6,77.1,76.3
"Enfield School District","Enfield High School","Non-High Needs",91.7,95.1,94.1
"Enfield School District","Enrico Fermi High School","High Needs",83.0,77.4,88.1
"Enfield School District","Enrico Fermi High School","Non-High Needs",91.3,97.0,98.2
"Explorations District","Explorations","High Needs",64.3,47.4,58.8
"Explorations District","Explorations","Non-High Needs",75.0,88.9,84.6
"Fairfield School District","Fairfield Ludlowe High School","High Needs",95.7,93.7,91.1
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",97.4,98.9,99.0
"Fairfield School District","Fairfield Warde High School","High Needs",87.8,87.8,87.8
"Fairfield School District","Fairfield Warde High School","Non-High Needs",99.2,98.0,97.3
"Farmington School District","Farmington High School","High Needs",85.7,94.5,91.1
"Farmington School District","Farmington High School","Non-High Needs",97.9,98.4,100.0
"Glastonbury School District","Glastonbury High School","High Needs",92.9,92.4,94.0
"Glastonbury School District","Glastonbury High School","Non-High Needs",99.3,99.5,99.6
"Granby School District","Granby Memorial High School","High Needs",94.4,100.0,96.2
"Granby School District","Granby Memorial High School","Non-High Needs",98.9,98.7,98.8
"Greenwich School District","Greenwich High School","High Needs",91.0,94.1,93.9
"Greenwich School District","Greenwich High School","Non-High Needs",99.6,96.9,99.4
"Griswold School District","Griswold High School","High Needs",62.5,80.0,84.5
"Griswold School District","Griswold High School","Non-High Needs",92.6,95.1,95.8
"Groton School District","Robert E. Fitch High School","High Needs",68.5,76.8,77.3
"Groton School District","Robert E. Fitch High School","Non-High Needs",91.1,90.2,92.1
"Guilford School District","Guilford High School","High Needs",94.6,94.8,88.9
"Guilford School District","Guilford High School","Non-High Needs",96.9,100.0,97.3
"Hamden School District","Hamden High School","High Needs",80.9,87.0,87.1
"Hamden School District","Hamden High School","Non-High Needs",93.1,95.6,95.1
"Hartford School District","Bulkeley High School Upper School","High Needs",81.7,77.6,79.3
"Hartford School District","Bulkeley High School Upper School","Non-High Needs",100.0,"N/A","*"
"Hartford School District","Capital Preparatory Magnet School","High Needs",93.8,100.0,100.0
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",86.7,87.5,100.0
"Hartford School District","Classical Magnet School","High Needs",93.6,98.0,100.0
"Hartford School District","Classical Magnet School","Non-High Needs",100.0,100.0,97.0
"Hartford School District","Culinary Arts Academy","High Needs",69.6,71.7,72.0
"Hartford School District","Culinary Arts Academy","Non-High Needs","*","N/A","N/A"
"Hartford School District","Great Path Academy High School at MCC","High Needs","N/A","N/A",92.3
"Hartford School District","Great Path Academy High School at MCC","Non-High Needs","N/A","N/A",100.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",81.4,77.7,68.1
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",78.1,75.8,73.0
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-High Needs","*","N/A","N/A"
"Hartford School District","HPHS Law and Government Academy","High Needs",68.7,64.9,83.9
"Hartford School District","HPHS Law and Government Academy","Non-High Needs","*","N/A","N/A"
"Hartford School District","High School Inc.","High Needs","N/A",65.8,77.3
"Hartford School District","High School Inc.","Non-High Needs","N/A","*",86.7
"Hartford School District","Journalism and Media Academy Magnet School","High Needs","N/A",80.2,69.5
"Hartford School District","OPPortunity High School","High Needs",47.8,56.3,73.5
"Hartford School District","OPPortunity High School","Non-High Needs","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",87.8,95.2,93.4
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs","*",100.0,100.0
"Hartford School District","Sports and Medical Sciences Academy","High Needs",93.2,96.2,93.2
"Hartford School District","Sports and Medical Sciences Academy","Non-High Needs","*","*","N/A"
"Hartford School District","University High of Science and Engineering","High Needs",97.1,88.9,100.0
"Hartford School District","University High of Science and Engineering","Non-High Needs",97.3,96.8,95.5
"Killingly School District","Killingly High School","High Needs",59.7,78.8,71.6
"Killingly School District","Killingly High School","Non-High Needs",83.1,92.9,91.7
"Learn","Connecticut River Academy","High Needs","N/A","N/A",100.0
"Learn","Connecticut River Academy","Non-High Needs","N/A","N/A","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-High Needs","N/A","N/A","*"
"Learn","Three Rivers Middle College Magnet School","High Needs","N/A","N/A",100.0
"Learn","Three Rivers Middle College Magnet School","Non-High Needs","N/A","N/A","*"
"Lebanon School District","Lyman Memorial High School","High Needs",83.3,95.5,93.8
"Lebanon School District","Lyman Memorial High School","Non-High Needs",96.9,93.1,95.3
"Ledyard School District","Ledyard High School","High Needs",89.8,88.0,86.6
"Ledyard School District","Ledyard High School","Non-High Needs",93.8,96.1,97.4
"Lisbon School District","Community Connection - The Big Picture High School","High Needs","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-High Needs","N/A","*","*"
"Litchfield School District","Litchfield High School","High Needs",88.9,100.0,94.1
"Litchfield School District","Litchfield High School","Non-High Needs",97.6,98.8,100.0
"Madison School District","Daniel Hand High School","High Needs",88.6,94.4,100.0
"Madison School District","Daniel Hand High School","Non-High Needs",98.9,99.6,100.0
"Manchester School District","Manchester High School","High Needs",64.8,75.8,79.6
"Manchester School District","Manchester High School","Non-High Needs",90.2,91.4,92.6
"Meriden School District","Francis T. Maloney High School","High Needs",70.3,67.6,72.1
"Meriden School District","Francis T. Maloney High School","Non-High Needs",90.6,90.9,94.3
"Meriden School District","Orville H. Platt High School","High Needs",65.3,70.1,67.3
"Meriden School District","Orville H. Platt High School","Non-High Needs",88.7,90.4,94.2
"Middletown School District","Middletown High School","High Needs",68.5,79.4,83.3
"Middletown School District","Middletown High School","Non-High Needs",90.9,93.0,92.1
"Milford School District","Jonathan Law High School","High Needs",77.4,79.4,77.5
"Milford School District","Jonathan Law High School","Non-High Needs",95.0,97.1,97.1
"Milford School District","Joseph A. Foran High School","High Needs",87.3,88.8,86.8
"Milford School District","Joseph A. Foran High School","Non-High Needs",96.6,100.0,99.4
"Monroe School District","Masuk High School","High Needs",90.9,95.7,98.5
"Monroe School District","Masuk High School","Non-High Needs",99.7,100.0,99.6
"Montville School District","Montville High School","High Needs",89.6,75.6,81.9
"Montville School District","Montville High School","Non-High Needs",89.1,97.7,97.1
"Naugatuck School District","Naugatuck High School","High Needs",75.7,78.8,76.1
"Naugatuck School District","Naugatuck High School","Non-High Needs",92.3,94.7,89.7
"New Britain School District","New Britain High School","High Needs",58.0,65.2,67.6
"New Britain School District","New Britain High School","Non-High Needs",72.6,90.7,86.2
"New Canaan School District","New Canaan High School","High Needs",93.8,97.9,95.7
"New Canaan School District","New Canaan High School","Non-High Needs",99.3,100.0,99.0
"New Fairfield School District","New Fairfield High School","High Needs",83.9,92.6,91.1
"New Fairfield School District","New Fairfield High School","Non-High Needs",96.1,100.0,99.0
"New Haven School District","Cooperative High School","High Needs",79.1,95.6,91.5
"New Haven School District","Cooperative High School","Non-High Needs",92.9,85.7,90.3
"New Haven School District","High School In The Community","High Needs",70.8,60.3,67.2
"New Haven School District","High School In The Community","Non-High Needs",58.6,"*","*"
"New Haven School District","Hill Regional Career High School","High Needs",84.5,91.0,92.6
"New Haven School District","Hill Regional Career High School","Non-High Needs",95.0,95.5,100.0
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",80.6,81.8,85.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs",100.0,"*","*"
"New Haven School District","James Hillhouse High School","High Needs",60.0,62.7,66.7
"New Haven School District","James Hillhouse High School","Non-High Needs",62.1,65.0,50.0
"New Haven School District","Metropolitan Business Academy","High Needs",88.5,92.7,86.0
"New Haven School District","Metropolitan Business Academy","Non-High Needs",85.7,"*",60.0
"New Haven School District","New Haven Academy","High Needs",70.5,81.6,74.2
"New Haven School District","New Haven Academy","Non-High Needs",88.2,"*",75.0
"New Haven School District","Sound School","High Needs",92.6,92.2,94.8
"New Haven School District","Sound School","Non-High Needs",94.1,95.0,95.2
"New Haven School District","Wilbur Cross High School","High Needs",61.0,72.6,72.5
"New Haven School District","Wilbur Cross High School","Non-High Needs",71.3,70.4,76.2
"New London School District","New London High School","High Needs",66.3,"*","*"
"New London School District","New London High School","Non-High Needs",81.9,"*","*"
"New Milford School District","New Milford High School","High Needs",74.0,86.9,81.8
"New Milford School District","New Milford High School","Non-High Needs",93.3,96.1,94.7
"Newington School District","Newington High School","High Needs",76.8,86.9,82.4
"Newington School District","Newington High School","Non-High Needs",93.9,95.7,97.2
"Newtown School District","Newtown High School","High Needs",92.6,91.5,91.4
"Newtown School District","Newtown High School","Non-High Needs",96.7,97.4,98.0
"North Branford School District","North Branford High School","High Needs",82.9,82.8,91.8
"North Branford School District","North Branford High School","Non-High Needs",98.1,96.1,100.0
"North Haven School District","North Haven High School","High Needs",84.7,85.0,82.4
"North Haven School District","North Haven High School","Non-High Needs",89.8,99.1,96.7
"North Stonington School District","Wheeler High School","High Needs",83.3,73.3,92.3
"North Stonington School District","Wheeler High School","Non-High Needs",93.9,97.4,97.1
"Norwalk School District","Brien McMahon High School","High Needs",87.4,87.9,86.0
"Norwalk School District","Brien McMahon High School","Non-High Needs",96.4,93.4,94.5
"Norwalk School District","Norwalk High School","High Needs",87.1,81.1,84.9
"Norwalk School District","Norwalk High School","Non-High Needs",91.5,95.1,95.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs",51.2,"*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs",45.8,"*","*"
"Norwich Free Academy District","Norwich Free Academy","High Needs",78.8,79.4,78.3
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",87.7,93.1,94.8
"Norwich School District","Thames River Academy","High Needs","*","*","N/A"
"Norwich School District","Thames River Academy","Non-High Needs","*","*","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",73.3,93.8,92.9
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",99.0,99.1,96.3
"Oxford School District","Oxford High School","High Needs",86.7,65.2,95.5
"Oxford School District","Oxford High School","Non-High Needs",97.8,96.7,98.5
"Plainfield School District","Plainfield High School","High Needs",83.6,83.7,83.0
"Plainfield School District","Plainfield High School","Non-High Needs",93.7,96.2,97.1
"Plainville School District","Plainville High School","High Needs",82.4,88.2,85.5
"Plainville School District","Plainville High School","Non-High Needs",93.3,98.4,95.2
"Plymouth School District","Terryville High School","High Needs",95.5,82.7,85.7
"Plymouth School District","Terryville High School","Non-High Needs",97.4,97.6,93.6
"Portland School District","Portland High School","High Needs",72.2,80.8,68.2
"Portland School District","Portland High School","Non-High Needs",88.5,98.4,94.3
"Putnam School District","Putnam High School","High Needs",83.3,85.0,91.2
"Putnam School District","Putnam High School","Non-High Needs",91.9,100.0,94.3
"Regional School District 01","Housatonic Valley Regional High School","High Needs",80.0,95.3,90.0
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",88.8,96.7,94.1
"Regional School District 04","Valley Regional High School","High Needs",68.8,88.2,90.0
"Regional School District 04","Valley Regional High School","Non-High Needs",94.9,94.4,98.4
"Regional School District 05","Amity Regional High School","High Needs",88.2,94.0,93.0
"Regional School District 05","Amity Regional High School","Non-High Needs",95.5,98.1,97.6
"Regional School District 06","Wamogo Regional High School","High Needs",88.0,100.0,95.0
"Regional School District 06","Wamogo Regional High School","Non-High Needs",89.7,93.9,97.4
"Regional School District 07","Northwestern Regional High School","High Needs",100.0,88.9,100.0
"Regional School District 07","Northwestern Regional High School","Non-High Needs",98.8,100.0,98.7
"Regional School District 08","RHAM High School","High Needs",77.8,82.7,86.5
"Regional School District 08","RHAM High School","Non-High Needs",92.9,98.3,97.3
"Regional School District 08","Region Alternative High School","High Needs","N/A","N/A","*"
"Regional School District 08","Region Alternative High School","Non-High Needs","N/A","N/A","*"
"Regional School District 09","Joel Barlow High School","High Needs",89.2,91.2,91.2
"Regional School District 09","Joel Barlow High School","Non-High Needs",100.0,99.5,98.5
"Regional School District 10","Lewis S. Mills High School","High Needs",81.0,93.9,82.9
"Regional School District 10","Lewis S. Mills High School","Non-High Needs",100.0,98.5,98.1
"Regional School District 11","Parish Hill High School","High Needs","*",95.7,93.3
"Regional School District 11","Parish Hill High School","Non-High Needs","*",100.0,91.7
"Regional School District 12","Shepaug Valley High School","High Needs",92.9,84.2,89.5
"Regional School District 12","Shepaug Valley High School","Non-High Needs",86.1,87.0,93.8
"Regional School District 13","Coginchaug Regional High School","High Needs",78.9,92.6,91.7
"Regional School District 13","Coginchaug Regional High School","Non-High Needs",96.7,99.1,99.2
"Regional School District 14","Nonnewaug High School","High Needs",84.8,93.8,92.7
"Regional School District 14","Nonnewaug High School","Non-High Needs",98.9,100.0,97.4
"Regional School District 15","Pomperaug Regional High School","High Needs",88.5,92.1,91.9
"Regional School District 15","Pomperaug Regional High School","Non-High Needs",96.1,97.7,98.8
"Regional School District 16","Woodland Regional High School","High Needs",82.9,88.5,79.6
"Regional School District 16","Woodland Regional High School","Non-High Needs",92.6,98.6,97.8
"Regional School District 17","Haddam-Killingworth High School","High Needs",88.0,85.7,94.3
"Regional School District 17","Haddam-Killingworth High School","Non-High Needs",95.5,97.3,99.2
"Regional School District 18","Lyme-Old Lyme High School","High Needs",93.8,95.0,85.7
"Regional School District 18","Lyme-Old Lyme High School","Non-High Needs",99.1,98.8,100.0
"Regional School District 19","E. O. Smith High School","High Needs",75.0,86.7,88.2
"Regional School District 19","E. O. Smith High School","Non-High Needs",91.3,95.3,97.2
"Ridgefield School District","Ridgefield High School","High Needs",94.3,100.0,96.2
"Ridgefield School District","Ridgefield High School","Non-High Needs",98.7,99.5,99.7
"Rocky Hill School District","Rocky Hill High School","High Needs",94.1,86.4,83.3
"Rocky Hill School District","Rocky Hill High School","Non-High Needs",92.5,97.6,97.7
"Seymour School District","Seymour High School","High Needs",66.7,80.9,76.5
"Seymour School District","Seymour High School","Non-High Needs",93.0,96.1,98.2
"Shelton School District","Shelton High School","High Needs",85.4,85.0,83.2
"Shelton School District","Shelton High School","Non-High Needs",95.5,97.5,98.5
"Simsbury School District","Simsbury High School","High Needs",91.7,95.5,95.8
"Simsbury School District","Simsbury High School","Non-High Needs",97.4,99.7,99.7
"Somers School District","Somers High School","High Needs",93.8,94.7,92.3
"Somers School District","Somers High School","Non-High Needs",98.4,99.2,99.2
"South Windsor School District","South Windsor High School","High Needs",85.7,93.3,93.0
"South Windsor School District","South Windsor High School","Non-High Needs",95.2,98.7,98.4
"Southington School District","Southington High School","High Needs",89.7,92.6,86.1
"Southington School District","Southington High School","Non-High Needs",96.7,98.3,98.1
"Stafford School District","Stafford High School","High Needs",80.6,88.9,82.2
"Stafford School District","Stafford High School","Non-High Needs",88.3,90.6,95.1
"Stamford Academy District","Stamford Academy","High Needs",64.3,"*","*"
"Stamford Academy District","Stamford Academy","Non-High Needs",66.7,"*","*"
"Stamford School District","Stamford High School","High Needs",84.9,86.5,86.8
"Stamford School District","Stamford High School","Non-High Needs",92.6,94.0,97.3
"Stamford School District","The Academy of Information Technology","High Needs",93.2,98.7,100.0
"Stamford School District","The Academy of Information Technology","Non-High Needs",95.9,98.9,99.1
"Stamford School District","Westhill High School","High Needs",83.9,84.3,85.8
"Stamford School District","Westhill High School","Non-High Needs",94.1,95.4,98.6
"Stonington School District","Stonington High School","High Needs",84.2,90.5,91.7
"Stonington School District","Stonington High School","Non-High Needs",98.8,97.1,98.7
"Stratford School District","Bunnell High School","High Needs",82.1,79.8,93.5
"Stratford School District","Bunnell High School","Non-High Needs",96.4,97.7,97.5
"Stratford School District","Stratford High School","High Needs",91.4,90.4,91.6
"Stratford School District","Stratford High School","Non-High Needs",92.0,94.6,96.7
"Suffield School District","Suffield High School","High Needs",95.5,76.9,86.3
"Suffield School District","Suffield High School","Non-High Needs",97.9,97.0,98.2
"The Bridge Academy District","The Bridge Academy","High Needs","*",80.5,"*"
"The Bridge Academy District","The Bridge Academy","Non-High Needs","*","N/A","*"
"The Gilbert School District","The Gilbert School","High Needs",77.3,94.6,73.0
"The Gilbert School District","The Gilbert School","Non-High Needs",91.5,94.2,89.6
"Thomaston School District","Thomaston High School","High Needs",87.5,88.9,96.8
"Thomaston School District","Thomaston High School","Non-High Needs",97.1,96.3,97.8
"Thompson School District","Tourtellotte Memorial High School","High Needs",63.2,77.1,81.3
"Thompson School District","Tourtellotte Memorial High School","Non-High Needs",96.0,96.9,100.0
"Tolland School District","Tolland High School","High Needs",100.0,96.7,78.4
"Tolland School District","Tolland High School","Non-High Needs",94.7,98.5,97.6
"Torrington School District","Torrington High School","High Needs",66.7,71.9,85.0
"Torrington School District","Torrington High School","Non-High Needs",90.4,94.2,96.9
"Trumbull School District","Trumbull High School","High Needs",96.6,94.6,97.2
"Trumbull School District","Trumbull High School","Non-High Needs",99.3,99.6,99.5
"Vernon School District","Rockville High School","High Needs",73.5,78.8,76.6
"Vernon School District","Rockville High School","Non-High Needs",89.7,92.8,94.4
"Wallingford School District","Lyman Hall High School","High Needs",86.8,83.3,89.4
"Wallingford School District","Lyman Hall High School","Non-High Needs",91.7,99.0,95.8
"Wallingford School District","Mark T. Sheehan High School","High Needs",76.5,84.3,90.7
"Wallingford School District","Mark T. Sheehan High School","Non-High Needs",92.7,97.9,96.3
"Waterbury School District","Crosby High School","High Needs",64.5,64.3,68.4
"Waterbury School District","Crosby High School","Non-High Needs",69.8,63.9,82.6
"Waterbury School District","John F. Kennedy High School","High Needs",68.3,68.7,67.9
"Waterbury School District","John F. Kennedy High School","Non-High Needs",87.4,75.5,86.7
"Waterbury School District","Waterbury Arts Magnet School (High)","High Needs",98.3,96.6,90.3
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-High Needs",98.2,93.8,90.9
"Waterbury School District","Wilby High School","High Needs",65.9,68.0,75.5
"Waterbury School District","Wilby High School","Non-High Needs",69.7,76.3,90.0
"Waterford School District","Waterford High School","High Needs",90.6,85.9,87.9
"Waterford School District","Waterford High School","Non-High Needs",93.7,97.7,98.8
