"Six-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Race/Ethnicity"

"",,,,,,"Graduates",
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Black",178,108,60.7
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Hispanic",228,"*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Asian","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","White","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Black","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Hispanic",40,33,82.5
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Asian","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","White",263,214,81.4
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Black",23,19,82.6
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Hispanic",39,33,84.6
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Asian","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Indian or Alaska Native","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","White",293,259,88.4
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Black","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Hispanic",8,8,"*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Asian","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","White",249,240,96.4
"Canton School District","=""0230011""","Canton High School","=""0236111""","Black","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Hispanic","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Asian","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","White",108,104,96.3
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Black",56,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Hispanic","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Asian","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","White",29,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Black",20,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Hispanic",17,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","White",24,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Black",51,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Hispanic",9,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Asian",8,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","White",34,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Black",14,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Hispanic",14,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Asian",24,24,100.0
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","White",312,306,98.1
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Black","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Hispanic",12,12,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Asian","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","White",125,118,94.4
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Black",7,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Hispanic",6,6,"*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Asian","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Indian or Alaska Native","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","White",230,222,96.5
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Black",19,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Hispanic",12,9,"*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","White",7,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Black",48,48,100.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Hispanic",92,81,88.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","White","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Black",64,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Hispanic",110,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","White",14,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Black",8,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Hispanic",57,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","White",36,36,100.0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Black",52,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Hispanic",58,44,75.9
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","White","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Black",20,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Hispanic",23,23,100.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","White",79,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Black","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Hispanic",16,16,"*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","White",99,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Black","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Hispanic",57,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","White",114,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Hispanic","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","White",121,108,89.3
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Black",10,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Hispanic",43,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","White",104,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Black",19,19,"*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Hispanic",13,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","White",99,99,100.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Black","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Hispanic",11,11,"*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","White",89,87,97.8
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Black","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Hispanic",10,10,"*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","White",177,164,92.7
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Black",28,28,100.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Hispanic",40,40,100.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","White",129,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Black",7,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Hispanic",9,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","White",118,112,94.9
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Black",21,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Hispanic",41,41,100.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","White",88,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Black","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Hispanic",28,28,100.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Asian","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Indian or Alaska Native","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","White",94,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Black","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Hispanic","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Asian","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","White",144,132,91.7
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Black",13,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Hispanic","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Asian","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","White",145,139,95.9
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Black",80,68,85.0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Hispanic",214,171,79.9
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Asian","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Indian or Alaska Native","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","White",357,314,88.0
"Darien School District","=""0350011""","Darien High School","=""0356111""","Black","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Hispanic",13,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Asian",6,6,"*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Indian or Alaska Native","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","White",303,295,97.4
"Derby School District","=""0370011""","Derby High School","=""0376111""","Black",21,15,71.4
"Derby School District","=""0370011""","Derby High School","=""0376111""","Hispanic","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Asian","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","White",78,64,82.1
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Black","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Hispanic","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Asian","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","White",71,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Black","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Hispanic","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Asian","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","White",89,83,93.3
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Hispanic","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Asian","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","White",130,121,93.1
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Black",10,10,"*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Hispanic","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Asian","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","White",14,14,"*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Black",181,159,87.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Hispanic",157,128,81.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Asian","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Indian or Alaska Native","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","White",130,120,92.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Black",9,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Hispanic",31,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Asian",15,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","White",237,209,88.2
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Black","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Hispanic",9,9,"*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Asian",22,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Indian or Alaska Native","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","White",287,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Black",16,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Hispanic","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Asian","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","White",69,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Black","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Hispanic","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Indian or Alaska Native","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","White",11,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Black","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Hispanic","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","White",34,25,73.5
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Black","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Hispanic","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Asian","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Indian or Alaska Native","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","White",169,162,95.9
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Black",15,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Hispanic",14,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Asian","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Indian or Alaska Native","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","White",202,177,87.6
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Black",13,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Hispanic",9,"*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Asian","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Indian or Alaska Native","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","White",241,217,90.0
"Explorations District","=""2720013""","Explorations","=""2726113""","Hispanic","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Asian","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","White",28,20,71.4
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Black",13,13,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Hispanic",13,11,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Asian",20,20,100.0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","White",304,296,97.4
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Black",19,19,"*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Hispanic",25,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Asian",13,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","White",242,239,98.8
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Black",22,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Hispanic",7,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Asian",21,21,100.0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","White",283,277,97.9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Black",22,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Hispanic","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Asian",48,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Indian or Alaska Native","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","White",456,449,98.5
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Black","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Hispanic","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Asian","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Indian or Alaska Native","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","White",182,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Black","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Hispanic",93,90,96.8
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Asian",44,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Indian or Alaska Native","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","White",472,464,98.3
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Black","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Hispanic",6,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Asian","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Indian or Alaska Native",6,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","White",178,155,87.1
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Black",47,38,80.9
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Hispanic",33,25,75.8
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Asian","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Indian or Alaska Native","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","White",218,186,85.3
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Black","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Hispanic",12,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Asian","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","White",247,239,96.8
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Black",204,168,82.4
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Hispanic",64,54,84.4
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Asian",23,23,100.0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","White",276,261,94.6
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Black",66,57,86.4
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Hispanic",190,152,80.0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Asian","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","White","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Black",20,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Hispanic",8,8,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Asian","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","White","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Black",46,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Hispanic",20,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Asian","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","White","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Black",72,55,76.4
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Hispanic","*","*","*"
