"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Non-Graduates",,,
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-Special Education",322,0,0.0,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Special Education",15,0,"*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-Special Education",185,0,0.0,15,8.1
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education",25,0,0.0,8,32.0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-Special Education",318,0,0.0,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Special Education",49,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-Special Education",553,0,0.0,"*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Special Education",82,"*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-Special Education",284,0,0.0,0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Special Education",43,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-Special Education",209,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Special Education",22,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-Special Education",125,0,0.0,8,6.4
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Special Education",9,0,"*",0,"*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-Special Education",62,0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Special Education",11,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-Special Education",39,0,0.0,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Special Education",8,0,"*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-Special Education",220,0,0.0,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Special Education",28,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Special Education","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-Special Education",73,0,0.0,6,8.2
"New Haven School District","=""0930011""","Sound School","=""0936711""","Special Education",11,0,"*",0,"*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-Special Education",365,0,0.0,93,25.5
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Special Education",52,6,11.5,16,30.8
"New London School District","=""0950011""","New London High School","=""0956111""","Non-Special Education",184,0,0.0,"*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Special Education",42,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-Special Education",333,0,0.0,16,4.8
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Special Education",49,0,0.0,8,16.3
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-Special Education",294,0,0.0,"*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Special Education",36,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-Special Education",366,0,0.0,"*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Special Education",37,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-Special Education",146,0,0.0,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Special Education",11,0,"*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-Special Education",261,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Special Education",20,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-Special Education",48,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Special Education",6,"*","*",0,"*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-Special Education",403,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Special Education",46,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-Special Education",340,0,0.0,39,11.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Special Education",48,0,0.0,6,12.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education",23,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education",7,0,"*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-Special Education",546,0,0.0,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Special Education",91,"*","*","*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Non-Special Education",27,0,0.0,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Special Education",7,0,"*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-Special Education",126,0,0.0,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Special Education",17,0,"*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-Special Education",137,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Special Education",9,0,"*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-Special Education",158,0,0.0,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Special Education",40,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-Special Education",176,0,0.0,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Special Education",26,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-Special Education",119,0,0.0,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Special Education",15,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-Special Education",83,0,0.0,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Special Education",7,0,"*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-Special Education",59,0,0.0,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Special Education",7,0,"*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-Special Education",114,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Special Education",21,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-Special Education",136,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Special Education",23,"*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-Special Education",389,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Special Education",43,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-Special Education",76,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Special Education",10,0,"*",0,"*"
