"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Graduates",
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Non-Special Education",306,215,70.3
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Special Education",51,26,51.0
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Non-Special Education",285,258,90.5
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Special Education",47,41,87.2
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Non-Special Education",252,"*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Special Education",37,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Non-Special Education",235,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Special Education",17,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Non-Special Education",106,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Special Education",11,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Non-Special Education",64,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Special Education",10,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Non-Special Education",91,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Special Education",6,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Non-Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Special Education","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-Special Education",359,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Special Education",36,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-Special Education",101,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Special Education",19,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-Special Education",216,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Special Education",24,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-Special Education","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-Special Education",161,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Special Education",9,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-Special Education",120,113,94.2
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Special Education",9,9,"*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-Special Education",118,108,91.5
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Special Education",7,7,"*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-Special Education",124,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Special Education",30,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-Special Education",120,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Special Education",14,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-Special Education",194,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Special Education",11,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-Special Education",117,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Special Education",14,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-Special Education",134,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Special Education",27,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-Special Education",132,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Special Education",11,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-Special Education",143,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Special Education",9,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-Special Education",144,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Special Education",19,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-Special Education",205,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Special Education",12,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-Special Education",99,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Special Education",30,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-Special Education",125,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Special Education",13,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-Special Education",124,116,93.5
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Special Education",24,21,87.5
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-Special Education",130,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Special Education",16,"*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-Special Education",633,565,89.3
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Special Education",71,55,77.5
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-Special Education",268,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Special Education",39,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-Special Education",99,"*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Special Education",10,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-Special Education",51,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Special Education",9,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-Special Education",90,84,93.3
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Special Education",9,9,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-Special Education",153,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Special Education",6,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-Special Education",37,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-Special Education",363,334,92.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Special Education",47,34,72.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-Special Education",191,155,81.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Special Education",24,14,58.3
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-Special Education",251,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Special Education",45,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-Special Education",77,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Special Education",8,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-Special Education","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Special Education","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-Special Education",33,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Special Education",11,"*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-Special Education",178,172,96.6
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Special Education",21,14,66.7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-Special Education","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Special Education","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-Special Education",172,156,90.7
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Special Education",21,15,71.4
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-Special Education",252,235,93.3
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Special Education",51,38,74.5
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-Special Education",21,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Special Education",7,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-Special Education",301,"*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Special Education",51,"*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-Special Education",297,286,96.3
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Special Education",41,37,90.2
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-Special Education",274,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Special Education",24,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-Special Education",454,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Special Education",52,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-Special Education",167,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Special Education",20,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-Special Education",549,532,96.9
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Special Education",90,82,91.1
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-Special Education",157,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Special Education",26,"*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-Special Education",306,259,84.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Special Education",33,26,78.8
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-Special Education",251,"*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Special Education",34,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-Special Education",433,399,92.1
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Special Education",63,54,85.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-Special Education",203,164,80.8
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Special Education",43,27,62.8
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-Special Education",33,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-Special Education","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Special Education","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-Special Education",36,26,72.2
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Special Education",17,12,"*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-Special Education",97,81,83.5
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Special Education",33,20,60.6
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-Special Education",103,82,79.6
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Special Education",21,12,57.1
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-Special Education",106,69,65.1
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Special Education",28,18,64.3
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-Special Education",31,"*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Special Education",10,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-Special Education",74,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Special Education",22,"*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-Special Education",60,35,58.3
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Special Education",12,6,"*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-Special Education",72,"*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Special Education",11,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-Special Education",94,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Special Education",12,"*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-Special Education","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Special Education","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-Special Education",156,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Special Education",27,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-Special Education",114,106,93.0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Special Education",10,10,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-Special Education",182,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Special Education",23,"*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Non-Special Education","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-Special Education","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Special Education","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-Special Education",288,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Special Education",43,"*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-Special Education",408,338,82.8
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Special Education",64,49,76.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-Special Education",270,215,79.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Special Education",50,27,54.0
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-Special Education",247,193,78.1
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Special Education",50,30,60.0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-Special Education",284,250,88.0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Special Education",38,27,71.1
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-Special Education",214,195,91.1
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Special Education",51,40,78.4
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-Special Education",210,"*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Special Education",33,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-Special Education",322,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Special Education",15,"*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-Special Education",185,170,91.9
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education",25,17,68.0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-Special Education",318,281,88.4
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Special Education",49,38,77.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-Special Education",553,398,72.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Special Education",82,49,59.8
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-Special Education",284,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Special Education",43,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-Special Education",209,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Special Education",22,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-Special Education",125,117,93.6
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Special Education",9,9,"*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-Special Education",62,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Special Education",11,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-Special Education","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Special Education","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-Special Education",39,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Special Education",8,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-Special Education",220,138,62.7
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Special Education",28,18,64.3
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-Special Education","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Special Education","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-Special Education","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Special Education","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-Special Education",73,67,91.8
"New Haven School District","=""0930011""","Sound School","=""0936711""","Special Education",11,11,"*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-Special Education",365,272,74.5
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Special Education",52,30,57.7
"New London School District","=""0950011""","New London High School","=""0956111""","Non-Special Education",184,135,73.4
"New London School District","=""0950011""","New London High School","=""0956111""","Special Education",42,28,66.7
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-Special Education",333,317,95.2
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Special Education",49,41,83.7
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-Special Education",294,278,94.6
"Newington School District","=""0940011""","Newington High School","=""0946111""","Special Education",36,29,80.6
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-Special Education",366,356,97.3
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Special Education",37,33,89.2
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-Special Education",146,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Special Education",11,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-Special Education",261,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Special Education",20,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-Special Education",48,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Special Education",6,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-Special Education",403,368,91.3
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Special Education",46,39,84.8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-Special Education",340,301,88.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Special Education",48,42,87.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education",23,"*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education",7,"*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-Special Education",546,482,88.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Special Education",91,77,84.6
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Non-Special Education",27,"*","*"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Special Education",7,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-Special Education",126,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Special Education",17,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-Special Education",137,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Special Education",9,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-Special Education",158,149,94.3
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Special Education",40,30,75.0
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-Special Education",176,"*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Special Education",26,"*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-Special Education",119,113,95.0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Special Education",15,10,"*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-Special Education",83,"*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Special Education",7,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-Special Education",59,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Special Education",7,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-Special Education",114,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Special Education",21,"*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Non-Special Education",136,127,93.4
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Special Education",23,21,91.3
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Non-Special Education",389,"*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Special Education",43,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Non-Special Education",76,"*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Special Education",10,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Non-Special Education",161,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Special Education",17,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Non-Special Education",253,"*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Special Education",37,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Non-Special Education",214,"*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Special Education",22,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Non-Special Education",205,"*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Special Education",24,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Non-Special Education",31,"*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Special Education",11,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Non-Special Education",65,"*","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Special Education",8,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Non-Special Education",119,"*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Special Education",22,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Non-Special Education",175,"*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Special Education",19,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Non-Special Education",283,"*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Special Education",44,"*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-Special Education",174,"*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Special Education",18,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-Special Education",164,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Special Education",25,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-Special Education",91,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Special Education",12,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-Special Education",241,225,93.4
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Special Education",55,50,90.9
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-Special Education",391,"*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Special Education",49,"*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-Special Education",187,"*","*"
