"Six-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",119,119,100.0
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch",27,25,92.6
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Reduced Lunch",14,13,92.9
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",100,96,96.0
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",65,62,95.4
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch",38,38,100.0
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",89,88,98.9
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",33,33,100.0
"Connecticut Technical High School System","Windham Technical High School","Eligible For Reduced Lunch",15,15,100.0
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",84,83,98.8
"Coventry School District","Coventry High School","Eligible For Free Lunch",20,16,80.0
"Coventry School District","Coventry High School","Eligible For Reduced Lunch",7,6,85.7
"Coventry School District","Coventry High School","Not Eligible For Lunch",108,101,93.5
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",21,20,95.2
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",7,6,85.7
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",111,107,96.4
"Danbury School District","Alternative Center For Excellence","Eligible For Free Lunch",19,12,63.2
"Danbury School District","Alternative Center For Excellence","Eligible For Reduced Lunch",6,"*","*"
"Danbury School District","Alternative Center For Excellence","Not Eligible For Lunch",9,"*","*"
"Danbury School District","Danbury High School","Eligible For Free Lunch",227,176,77.5
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",84,80,95.2
"Danbury School District","Danbury High School","Not Eligible For Lunch",422,386,91.5
"Darien School District","Darien High School","Eligible For Free Lunch","*","*","*"
"Darien School District","Darien High School","Eligible For Reduced Lunch","*","*","*"
"Darien School District","Darien High School","Not Eligible For Lunch",305,300,98.4
"Derby School District","Derby High School","Eligible For Free Lunch",39,29,74.4
"Derby School District","Derby High School","Eligible For Reduced Lunch",10,10,100.0
"Derby School District","Derby High School","Not Eligible For Lunch",33,32,97.0
"East Granby School District","East Granby High School","Eligible For Free Lunch","*","*","*"
"East Granby School District","East Granby High School","Not Eligible For Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",86,86,100.0
"East Hampton School District","East Hampton High School","Eligible For Free Lunch",10,9,90.0
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch",7,7,100.0
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",112,111,99.1
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",26,25,96.2
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",185,163,88.1
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",73,67,91.8
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",109,100,91.7
"East Hartford School District","Stevens Alternate High school","Eligible For Free Lunch",78,52,66.7
"East Hartford School District","Stevens Alternate High school","Eligible For Reduced Lunch",23,16,69.6
"East Hartford School District","Stevens Alternate High school","Not Eligible For Lunch",15,10,66.7
"East Haven School District","East Haven High School","Eligible For Free Lunch",77,49,63.6
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",41,34,82.9
"East Haven School District","East Haven High School","Not Eligible For Lunch",119,101,84.9
"East Lyme School District","East Lyme High School","Eligible For Free Lunch","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch","*","*","*"
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",277,273,98.6
"East Windsor School District","East Windsor High School","Eligible For Free Lunch",18,13,72.2
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch",19,17,89.5
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",54,51,94.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Reduced Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",18,18,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",14,12,85.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch",6,6,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",20,15,75.0
"Ellington School District","Ellington High School","Eligible For Free Lunch",14,"*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch",6,"*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",177,171,96.6
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Free Lunch",10,8,80.0
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Reduced Lunch","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Not Eligible For Lunch","*","*","*"
"Enfield School District","Enfield High School","Eligible For Free Lunch",45,32,71.1
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",22,19,86.4
"Enfield School District","Enfield High School","Not Eligible For Lunch",115,106,92.2
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",30,23,76.7
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",32,31,96.9
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",193,188,97.4
"Explorations District","Explorations","Eligible For Free Lunch","*","*","*"
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch",20,15,75.0
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",30,25,83.3
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch",15,15,100.0
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",333,328,98.5
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",40,34,85.0
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch",23,21,91.3
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",250,241,96.4
"Farmington School District","Farmington High School","Eligible For Free Lunch",17,14,82.4
"Farmington School District","Farmington High School","Eligible For Reduced Lunch",14,13,92.9
"Farmington School District","Farmington High School","Not Eligible For Lunch",287,286,99.7
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",23,20,87.0
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",10,10,100.0
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",510,506,99.2
"Granby School District","Granby Memorial High School","Eligible For Free Lunch","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",176,173,98.3
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",63,57,90.5
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",28,25,89.3
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",587,582,99.1
"Griswold School District","Griswold High School","Eligible For Free Lunch",37,30,81.1
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",20,18,90.0
"Griswold School District","Griswold High School","Not Eligible For Lunch",109,103,94.5
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",84,64,76.2
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",30,25,83.3
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",204,183,89.7
"Guilford School District","Guilford High School","Eligible For Free Lunch",10,8,80.0
"Guilford School District","Guilford High School","Eligible For Reduced Lunch",10,10,100.0
"Guilford School District","Guilford High School","Not Eligible For Lunch",256,246,96.1
"Hamden School District","Hamden High School","Eligible For Free Lunch",117,96,82.1
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",56,53,94.6
"Hamden School District","Hamden High School","Not Eligible For Lunch",267,252,94.4
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",165,131,79.4
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch",6,"*","*"
"Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",13,13,100.0
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch",6,6,100.0
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",14,14,100.0
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",42,42,100.0
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",12,12,100.0
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",34,33,97.1
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",75,54,72.0
"Hartford School District","Great Path Academy High School at MCC","Eligible For Free Lunch",26,23,88.5
"Hartford School District","Great Path Academy High School at MCC","Eligible For Reduced Lunch",10,10,100.0
"Hartford School District","Great Path Academy High School at MCC","Not Eligible For Lunch",32,32,100.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",112,78,69.6
"Hartford School District","HPHS Academy of Engineering and Green Technology","Not Eligible For Lunch","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",136,100,73.5
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Not Eligible For Lunch","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",119,101,84.9
"Hartford School District","HPHS Law and Government Academy","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Not Eligible For Lunch","*","*","*"
"Hartford School District","High School Inc.","Eligible For Free Lunch",73,55,75.3
"Hartford School District","High School Inc.","Eligible For Reduced Lunch",7,7,100.0
"Hartford School District","High School Inc.","Not Eligible For Lunch",23,19,82.6
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Free Lunch",56,38,67.9
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","OPPortunity High School","Eligible For Free Lunch",73,52,71.2
"Hartford School District","OPPortunity High School","Eligible For Reduced Lunch",6,6,100.0
"Hartford School District","OPPortunity High School","Not Eligible For Lunch",6,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",43,39,90.7
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Reduced Lunch",10,10,100.0
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",18,18,100.0
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",88,82,93.2
"Hartford School District","University High of Science and Engineering","Eligible For Free Lunch",25,25,100.0
"Hartford School District","University High of Science and Engineering","Eligible For Reduced Lunch",20,20,100.0
"Hartford School District","University High of Science and Engineering","Not Eligible For Lunch",49,47,95.9
"Killingly School District","Killingly High School","Eligible For Free Lunch",72,50,69.4
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",34,26,76.5
"Killingly School District","Killingly High School","Not Eligible For Lunch",106,95,89.6
"Learn","Connecticut River Academy","Eligible For Free Lunch",21,21,100.0
"Learn","Connecticut River Academy","Eligible For Reduced Lunch","*","*","*"
"Learn","Connecticut River Academy","Not Eligible For Lunch",7,6,85.7
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Not Eligible For Lunch","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Free Lunch","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Reduced Lunch","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Not Eligible For Lunch",7,"*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch",14,13,92.9
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch",11,10,90.9
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",92,88,95.7
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",39,30,76.9
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",13,13,100.0
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",171,167,97.7
"Lisbon School District","Community Connection - The Big Picture High School","Eligible For Free Lunch","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Eligible For Reduced Lunch","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Not Eligible For Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Reduced Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Not Eligible For Lunch",74,74,100.0
"Madison School District","Daniel Hand High School","Eligible For Free Lunch",6,6,100.0
"Madison School District","Daniel Hand High School","Eligible For Reduced Lunch",6,6,100.0
"Madison School District","Daniel Hand High School","Not Eligible For Lunch",302,302,100.0
"Manchester School District","Manchester High School","Eligible For Free Lunch",168,130,77.4
"Manchester School District","Manchester High School","Eligible For Reduced Lunch",54,43,79.6
"Manchester School District","Manchester High School","Not Eligible For Lunch",218,202,92.7
"Meriden School District","Francis T. Maloney High School","Eligible For Free Lunch",158,112,70.9
"Meriden School District","Francis T. Maloney High School","Eligible For Reduced Lunch",44,35,79.5
"Meriden School District","Francis T. Maloney High School","Not Eligible For Lunch",119,108,90.8
"Meriden School District","Orville H. Platt High School","Eligible For Free Lunch",147,97,66.0
"Meriden School District","Orville H. Platt High School","Eligible For Reduced Lunch",52,39,75.0
"Meriden School District","Orville H. Platt High School","Not Eligible For Lunch",84,73,86.9
"Middletown School District","Middletown High School","Eligible For Free Lunch",129,100,77.5
"Middletown School District","Middletown High School","Eligible For Reduced Lunch",40,39,97.5
"Middletown School District","Middletown High School","Not Eligible For Lunch",187,172,92.0
"Milford School District","Jonathan Law High School","Eligible For Free Lunch",55,38,69.1
"Milford School District","Jonathan Law High School","Eligible For Reduced Lunch",27,25,92.6
"Milford School District","Jonathan Law High School","Not Eligible For Lunch",168,158,94.0
"Milford School District","Joseph A. Foran High School","Eligible For Free Lunch",28,21,75.0
"Milford School District","Joseph A. Foran High School","Eligible For Reduced Lunch",28,28,100.0
"Milford School District","Joseph A. Foran High School","Not Eligible For Lunch",205,199,97.1
"Monroe School District","Masuk High School","Eligible For Free Lunch",22,21,95.5
"Monroe School District","Masuk High School","Eligible For Reduced Lunch",20,20,100.0
"Monroe School District","Masuk High School","Not Eligible For Lunch",264,263,99.6
"Montville School District","Montville High School","Eligible For Free Lunch",43,36,83.7
"Montville School District","Montville High School","Eligible For Reduced Lunch",18,15,83.3
"Montville School District","Montville High School","Not Eligible For Lunch",115,109,94.8
"Naugatuck School District","Naugatuck High School","Eligible For Free Lunch",109,81,74.3
"Naugatuck School District","Naugatuck High School","Eligible For Reduced Lunch",46,38,82.6
"Naugatuck School District","Naugatuck High School","Not Eligible For Lunch",177,155,87.6
"New Britain School District","New Britain High School","Eligible For Free Lunch",408,260,63.7
"New Britain School District","New Britain High School","Eligible For Reduced Lunch",86,69,80.2
"New Britain School District","New Britain High School","Not Eligible For Lunch",113,99,87.6
"New Canaan School District","New Canaan High School","Eligible For Free Lunch","*","*","*"
"New Canaan School District","New Canaan High School","Eligible For Reduced Lunch","*","*","*"
"New Canaan School District","New Canaan High School","Not Eligible For Lunch",336,331,98.5
"New Fairfield School District","New Fairfield High School","Eligible For Free Lunch",17,15,88.2
"New Fairfield School District","New Fairfield High School","Eligible For Reduced Lunch",15,13,86.7
"New Fairfield School District","New Fairfield High School","Not Eligible For Lunch",225,222,98.7
"New Haven School District","Cooperative High School","Eligible For Free Lunch",110,99,90.0
"New Haven School District","Cooperative High School","Eligible For Reduced Lunch",26,26,100.0
"New Haven School District","Cooperative High School","Not Eligible For Lunch",37,33,89.2
"New Haven School District","High School In The Community","Eligible For Free Lunch",44,28,63.6
"New Haven School District","High School In The Community","Eligible For Reduced Lunch",13,10,76.9
"New Haven School District","High School In The Community","Not Eligible For Lunch",14,9,64.3
"New Haven School District","Hill Regional Career High School","Eligible For Free Lunch",99,90,90.9
"New Haven School District","Hill Regional Career High School","Eligible For Reduced Lunch",31,31,100.0
"New Haven School District","Hill Regional Career High School","Not Eligible For Lunch",23,22,95.7
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Eligible For Free Lunch",29,26,89.7
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Eligible For Reduced Lunch","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Not Eligible For Lunch","*","*","*"
"New Haven School District","James Hillhouse High School","Eligible For Free Lunch",196,131,66.8
"New Haven School District","James Hillhouse High School","Eligible For Reduced Lunch",25,16,64.0
"New Haven School District","James Hillhouse High School","Not Eligible For Lunch",32,19,59.4
"New Haven School District","Metropolitan Business Academy","Eligible For Free Lunch",65,53,81.5
"New Haven School District","Metropolitan Business Academy","Eligible For Reduced Lunch",17,17,100.0
"New Haven School District","Metropolitan Business Academy","Not Eligible For Lunch",14,10,71.4
"New Haven School District","New Haven Academy","Eligible For Free Lunch",47,32,68.1
"New Haven School District","New Haven Academy","Eligible For Reduced Lunch",17,15,88.2
"New Haven School District","New Haven Academy","Not Eligible For Lunch",10,8,80.0
"New Haven School District","Sound School","Eligible For Free Lunch",32,31,96.9
"New Haven School District","Sound School","Eligible For Reduced Lunch",17,15,88.2
"New Haven School District","Sound School","Not Eligible For Lunch",30,29,96.7
"New Haven School District","Wilbur Cross High School","Eligible For Free Lunch",225,156,69.3
"New Haven School District","Wilbur Cross High School","Eligible For Reduced Lunch",32,28,87.5
"New Haven School District","Wilbur Cross High School","Not Eligible For Lunch",44,35,79.5
"New London School District","New London High School","Eligible For Free Lunch",241,172,71.4
"New London School District","New London High School","Eligible For Reduced Lunch","*","*","*"
"New London School District","New London High School","Not Eligible For Lunch","*","*","*"
"New Milford School District","New Milford High School","Eligible For Free Lunch",38,32,84.2
"New Milford School District","New Milford High School","Eligible For Reduced Lunch",24,21,87.5
