"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Free/Reduced Price Meal Eligibility (2-"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Granby School District","=""0400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",57,56,98.2,56,"*","*","*","*","*","*","*","*","*","*","*","*",292
"East Haddam School District","=""0410011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",74,72,97.3,72,"*","*","*","*","*","*","*","*","*","*","*","*",268
"East Hampton School District","=""0420011""","Y",20,20,100.0,20,"*","*","*","*",9,45.0,"*","*","*","*","*","*",245
"East Hampton School District","=""0420011""","N",89,88,98.9,87,"*","*","*","*",22,25.3,"*","*","*","*","*","*",287
"East Hartford School District","=""0430011""","Y",322,285,88.5,280,65,23.2,65,23.2,96,34.3,34,12.1,20,7.1,54,19.3,224
"East Hartford School District","=""0430011""","N",162,153,94.4,153,17,11.1,26,17.0,54,35.3,33,21.6,23,15.0,56,36.6,248
"East Haven School District","=""0440011""","Y",103,101,98.1,101,6,5.9,20,19.8,52,51.5,15,14.9,8,7.9,23,22.8,239
"East Haven School District","=""0440011""","N",124,119,96.0,119,"*","*",19,16.0,52,43.7,33,27.7,"*","*","*","*",252
"East Lyme School District","=""0450011""","Y",47,46,97.9,46,"*","*","*","*",15,32.6,13,28.3,11,23.9,24,52.2,263
"East Lyme School District","=""0450011""","N",240,238,99.2,237,"*","*","*","*",54,22.8,64,27.0,112,47.3,176,74.3,294
"East Windsor School District","=""0470011""","Y",35,34,97.1,34,"*","*","*","*",14,41.2,"*","*",8,23.5,"*","*",246
"East Windsor School District","=""0470011""","N",55,54,98.2,54,"*","*","*","*",19,35.2,"*","*",11,20.4,"*","*",263
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",42,38,90.5,37,8,21.6,"*","*",14,37.8,9,24.3,"*","*","*","*",233
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",53,48,90.6,48,7,14.6,9,18.8,24,50.0,"*","*","*","*",8,16.7,236
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",162,161,99.4,161,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Elm City College Preparatory School District","=""2890013""","Y",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",112,108,96.4,108,7,6.5,15,13.9,54,50.0,22,20.4,10,9.3,32,29.6,247
"Enfield School District","=""0490011""","N",257,257,100.0,257,6,2.3,16,6.2,89,34.6,86,33.5,60,23.3,146,56.8,268
"Explorations District","=""2720013""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Y",88,85,96.6,85,"*","*","*","*",30,35.3,23,27.1,18,21.2,41,48.2,261
"Fairfield School District","=""0510011""","N",681,667,97.9,667,8,1.2,20,3.0,149,22.3,203,30.4,287,43.0,490,73.5,287
"Farmington School District","=""0520011""","Y",34,32,94.1,32,"*","*","*","*",14,43.8,"*","*",8,25.0,"*","*",248
"Farmington School District","=""0520011""","N",260,258,99.2,258,"*","*","*","*",40,15.5,76,29.5,137,53.1,213,82.6,300
"Glastonbury School District","=""0540011""","Y",42,42,100.0,42,"*","*","*","*",19,45.2,7,16.7,9,21.4,16,38.1,257
"Glastonbury School District","=""0540011""","N",440,436,99.1,436,"*","*","*","*",83,19.0,99,22.7,234,53.7,333,76.4,297
"Granby School District","=""0560011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",151,149,98.7,148,"*","*","*","*",16,10.8,38,25.7,90,60.8,128,86.5,305
"Greenwich School District","=""0570011""","Y",91,89,97.8,88,11,12.5,8,9.1,40,45.5,18,20.5,11,12.5,29,33.0,247
"Greenwich School District","=""0570011""","N",517,511,98.8,511,6,1.2,15,2.9,82,16.0,119,23.3,289,56.6,408,79.8,300
"Griswold School District","=""0580011""","Y",53,51,96.2,51,"*","*",13,25.5,19,37.3,"*","*",8,15.7,"*","*",239
"Griswold School District","=""0580011""","N",97,97,100.0,96,6,6.3,8,8.3,31,32.3,33,34.4,18,18.8,51,53.1,260
"Groton School District","=""0590011""","Y",104,88,84.6,88,12,13.6,20,22.7,35,39.8,14,15.9,7,8.0,21,23.9,234
"Groton School District","=""0590011""","N",156,152,97.4,152,7,4.6,9,5.9,52,34.2,30,19.7,54,35.5,84,55.3,276
"Guilford School District","=""0600011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","N",273,272,99.6,272,"*","*","*","*","*","*","*","*","*","*","*","*",292
"Hamden School District","=""0620011""","Y",166,145,87.3,143,41,28.7,29,20.3,53,37.1,13,9.1,7,4.9,20,14.0,221
"Hamden School District","=""0620011""","N",252,246,97.6,245,19,7.8,28,11.4,90,36.7,46,18.8,62,25.3,108,44.1,260
"Hartford School District","=""0640011""","Y",980,844,86.1,830,309,37.2,212,25.5,203,24.5,70,8.4,36,4.3,106,12.8,209
"Hartford School District","=""0640011""","N",345,335,97.1,334,54,16.2,48,14.4,101,30.2,51,15.3,80,24.0,131,39.2,250
"Highville Charter School District","=""2860013""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",71,63,88.7,63,13,20.6,19,30.2,18,28.6,"*","*","*","*",13,20.6,226
"Killingly School District","=""0690011""","N",124,118,95.2,118,10,8.5,15,12.7,41,34.7,36,30.5,16,13.6,52,44.1,250
"Learn","=""2450014""","Y",93,89,95.7,88,31,35.2,21,23.9,23,26.1,"*","*","*","*",13,14.8,217
"Learn","=""2450014""","N",83,81,97.6,81,6,7.4,9,11.1,19,23.5,17,21.0,30,37.0,47,58.0,272
"Lebanon School District","=""0710011""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Ledyard School District","=""0720011""","Y",41,41,100.0,41,"*","*","*","*",18,43.9,7,17.1,12,29.3,19,46.3,264
"Ledyard School District","=""0720011""","N",152,147,96.7,147,"*","*","*","*",35,23.8,34,23.1,64,43.5,98,66.7,286
"Litchfield School District","=""0740011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",283,274,96.8,274,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Manchester School District","=""0770011""","Y",204,193,94.6,193,64,33.2,40,20.7,52,26.9,22,11.4,15,7.8,37,19.2,218
"Manchester School District","=""0770011""","N",184,179,97.3,179,22,12.3,33,18.4,61,34.1,31,17.3,32,17.9,63,35.2,246
"Meriden School District","=""0800011""","Y",374,348,93.0,342,140,40.9,110,32.2,73,21.3,"*","*","*","*",19,5.6,200
"Meriden School District","=""0800011""","N",210,203,96.7,202,35,17.3,38,18.8,80,39.6,25,12.4,24,11.9,49,24.3,236
"Middletown School District","=""0830011""","Y",125,120,96.0,120,28,23.3,27,22.5,43,35.8,13,10.8,9,7.5,22,18.3,224
"Middletown School District","=""0830011""","N",188,187,99.5,187,22,11.8,22,11.8,63,33.7,34,18.2,46,24.6,80,42.8,256
"Milford School District","=""0840011""","Y",87,83,95.4,82,"*","*",20,24.4,36,43.9,12,14.6,"*","*","*","*",231
"Milford School District","=""0840011""","N",361,357,98.9,355,15,4.2,29,8.2,140,39.4,90,25.4,81,22.8,171,48.2,265
"Monroe School District","=""0850011""","Y",23,23,100.0,23,"*","*","*","*",6,26.1,6,26.1,8,34.8,14,60.9,273
"Monroe School District","=""0850011""","N",276,274,99.3,272,"*","*","*","*",49,18.0,71,26.1,142,52.2,213,78.3,297
"Montville School District","=""0860011""","Y",58,57,98.3,57,"*","*","*","*",24,42.1,11,19.3,11,19.3,22,38.6,255
"Montville School District","=""0860011""","N",128,125,97.7,125,6,4.8,6,4.8,33,26.4,30,24.0,50,40.0,80,64.0,281
"Naugatuck School District","=""0880011""","Y",138,128,92.8,128,22,17.2,35,27.3,46,35.9,16,12.5,9,7.0,25,19.5,227
"Naugatuck School District","=""0880011""","N",160,157,98.1,156,15,9.6,31,19.9,64,41.0,23,14.7,23,14.7,46,29.5,242
"New Britain School District","=""0890011""","Y",419,379,90.5,372,170,45.7,89,23.9,79,21.2,27,7.3,7,1.9,34,9.1,202
"New Britain School District","=""0890011""","N",122,119,97.5,119,23,19.3,28,23.5,36,30.3,17,14.3,15,12.6,32,26.9,231
"New Canaan School District","=""0900011""","N",319,314,98.4,313,"*","*","*","*",57,18.2,86,27.5,162,51.8,248,79.2,296
"New Fairfield School District","=""0910011""","Y",23,23,100.0,23,"*","*",6,26.1,10,43.5,"*","*","*","*","*","*",237
"New Fairfield School District","=""0910011""","N",195,193,99.0,193,"*","*",7,3.6,59,30.6,"*","*","*","*","*","*",281
"New Haven School District","=""0930011""","Y",815,704,86.4,685,211,30.8,193,28.2,193,28.2,58,8.5,30,4.4,88,12.8,213
"New Haven School District","=""0930011""","N",666,604,90.7,591,122,20.6,117,19.8,179,30.3,86,14.6,87,14.7,173,29.3,235
"New London School District","=""0950011""","Y",165,149,90.3,147,43,29.3,40,27.2,46,31.3,10,6.8,8,5.4,18,12.2,214
"New London School District","=""0950011""","N",76,71,93.4,71,"*","*","*","*",19,26.8,14,19.7,22,31.0,36,50.7,256
"New Milford School District","=""0960011""","Y",83,78,94.0,77,"*","*","*","*",26,33.8,19,24.7,12,15.6,31,40.3,248
"New Milford School District","=""0960011""","N",278,265,95.3,265,"*","*","*","*",84,31.7,67,25.3,101,38.1,168,63.4,282
"Newington School District","=""0940011""","Y",81,79,97.5,79,10,12.7,8,10.1,39,49.4,16,20.3,6,7.6,22,27.8,240
"Newington School District","=""0940011""","N",217,216,99.5,216,12,5.6,21,9.7,69,31.9,54,25.0,60,27.8,114,52.8,266
"Newtown School District","=""0970011""","Y",24,24,100.0,24,"*","*","*","*",8,33.3,"*","*",7,29.2,"*","*",257
"Newtown School District","=""0970011""","N",392,388,99.0,388,"*","*","*","*",62,16.0,"*","*",226,58.2,"*","*",300
"North Branford School District","=""0990011""","Y",35,35,100.0,35,"*","*","*","*",10,28.6,7,20.0,15,42.9,22,62.9,283
"North Branford School District","=""0990011""","N",115,112,97.4,112,"*","*","*","*",26,23.2,34,30.4,39,34.8,73,65.2,280
"North Haven School District","=""1010011""","Y",40,37,92.5,37,"*","*","*","*",13,35.1,6,16.2,9,24.3,15,40.5,259
"North Haven School District","=""1010011""","N",212,207,97.6,206,"*","*","*","*",61,29.6,48,23.3,77,37.4,125,60.7,278
"North Stonington School District","=""1020011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Norwalk School District","=""1030011""","Y",407,392,96.3,390,81,20.8,88,22.6,140,35.9,53,13.6,28,7.2,81,20.8,227
"Norwalk School District","=""1030011""","N",455,441,96.9,440,33,7.5,41,9.3,154,35.0,106,24.1,106,24.1,212,48.2,262
"Norwich Free Academy District","=""9010022""","Y",267,259,97.0,259,71,27.4,61,23.6,81,31.3,28,10.8,18,6.9,46,17.8,221
"Norwich Free Academy District","=""9010022""","N",291,285,97.9,283,15,5.3,22,7.8,82,29.0,68,24.0,96,33.9,164,58.0,273
"Norwich School District","=""1040011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",98,97,99.0,97,"*","*","*","*","*","*","*","*","*","*","*","*",281
"Oxford School District","=""1080011""","Y",23,23,100.0,22,"*","*","*","*",10,45.5,"*","*","*","*","*","*",258
"Oxford School District","=""1080011""","N",118,118,100.0,117,"*","*","*","*",27,23.1,25,21.4,56,47.9,81,69.2,289
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",73,69,94.5,68,16,23.5,12,17.6,29,42.6,"*","*","*","*",11,16.2,226
"Plainfield School District","=""1090011""","N",97,94,96.9,94,15,16.0,19,20.2,33,35.1,15,16.0,12,12.8,27,28.7,239
"Plainville School District","=""1100011""","Y",57,54,94.7,54,"*","*",12,22.2,15,27.8,12,22.2,"*","*","*","*",232
"Plainville School District","=""1100011""","N",112,109,97.3,109,"*","*",8,7.3,29,26.6,34,31.2,"*","*","*","*",266
"Plymouth School District","=""1110011""","Y",34,32,94.1,32,9,28.1,8,25.0,8,25.0,"*","*","*","*",7,21.9,218
"Plymouth School District","=""1110011""","N",96,94,97.9,94,6,6.4,19,20.2,31,33.0,24,25.5,14,14.9,38,40.4,249
"Portland School District","=""1130011""","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Portland School District","=""1130011""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Putnam School District","=""1160011""","Y",40,40,100.0,40,11,27.5,7,17.5,16,40.0,"*","*","*","*",6,15.0,222
"Putnam School District","=""1160011""","N",30,29,96.7,28,"*","*","*","*",13,46.4,"*","*","*","*","*","*",249
"Regional School District 01","=""2010012""","Y",22,21,95.5,21,"*","*","*","*",10,47.6,6,28.6,"*","*","*","*",248
"Regional School District 01","=""2010012""","N",70,69,98.6,69,"*","*","*","*",28,40.6,14,20.3,"*","*","*","*",253
"Regional School District 04","=""2040012""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",142,142,100.0,142,"*","*","*","*","*","*","*","*","*","*","*","*",290
"Regional School District 05","=""2050012""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",344,343,99.7,342,"*","*","*","*","*","*","*","*","*","*","*","*",297
"Regional School District 06","=""2060012""","Y",27,27,100.0,27,"*","*",6,22.2,9,33.3,7,25.9,"*","*","*","*",245
"Regional School District 06","=""2060012""","N",90,89,98.9,89,"*","*",10,11.2,30,33.7,23,25.8,"*","*","*","*",266
"Regional School District 07","=""2070012""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",159,159,100.0,158,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Regional School District 08","=""2080012""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",259,254,98.1,254,"*","*","*","*",67,26.4,84,33.1,93,36.6,177,69.7,284
"Regional School District 09","=""2090012""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",229,222,96.9,220,0,0.0,"*","*","*","*","*","*","*","*","*","*",298
"Regional School District 10","=""2100012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",187,187,100.0,187,"*","*","*","*","*","*","*","*","*","*","*","*",288
"Regional School District 11","=""2110012""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*","*","*",274
"Regional School District 12","=""2120012""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",288
"Regional School District 13","=""2130012""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",114,112,98.2,112,"*","*","*","*","*","*","*","*","*","*","*","*",299
"Regional School District 14","=""2140012""","Y",30,30,100.0,30,0,0.0,7,23.3,13,43.3,"*","*","*","*",10,33.3,254
"Regional School District 14","=""2140012""","N",163,162,99.4,162,"*","*",6,3.7,47,29.0,"*","*",59,36.4,"*","*",280
"Regional School District 15","=""2150012""","Y",23,23,100.0,23,"*","*","*","*",6,26.1,8,34.8,7,30.4,15,65.2,280
"Regional School District 15","=""2150012""","N",268,260,97.0,260,"*","*","*","*",40,15.4,82,31.5,129,49.6,211,81.2,295
"Regional School District 16","=""2160012""","Y",25,25,100.0,25,"*","*","*","*",6,24.0,6,24.0,"*","*","*","*",236
"Regional School District 16","=""2160012""","N",147,147,100.0,147,"*","*","*","*",54,36.7,33,22.4,"*","*","*","*",262
"Regional School District 17","=""2170012""","Y",28,27,96.4,27,"*","*","*","*","*","*","*","*",15,55.6,"*","*",292
"Regional School District 17","=""2170012""","N",139,137,98.6,137,"*","*","*","*","*","*","*","*",62,45.3,"*","*",292
"Regional School District 18","=""2180012""","Y",8,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",110,110,100.0,110,"*","*","*","*",25,22.7,28,25.5,48,43.6,76,69.1,284
"Regional School District 19","=""2190012""","Y",51,50,98.0,50,"*","*",7,14.0,21,42.0,"*","*",12,24.0,"*","*",252
"Regional School District 19","=""2190012""","N",248,245,98.8,245,8,3.3,17,6.9,66,26.9,59,24.1,95,38.8,154,62.9,281
"Ridgefield School District","=""1180011""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",420,397,94.5,397,0,0.0,"*","*","*","*","*","*","*","*","*","*",300
"Rocky Hill School District","=""1190011""","Y",35,35,100.0,35,10,28.6,"*","*",11,31.4,6,17.1,"*","*","*","*",228
"Rocky Hill School District","=""1190011""","N",143,141,98.6,141,"*","*","*","*",42,29.8,29,20.6,"*","*","*","*",288
"Seymour School District","=""1240011""","Y",33,32,97.0,32,7,21.9,"*","*",13,40.6,6,18.8,"*","*","*","*",235
"Seymour School District","=""1240011""","N",122,120,98.4,120,9,7.5,"*","*",42,35.0,31,25.8,"*","*","*","*",259
"Shelton School District","=""1260011""","Y",84,79,94.0,78,"*","*","*","*",27,34.6,18,23.1,15,19.2,33,42.3,255
"Shelton School District","=""1260011""","N",268,263,98.1,263,"*","*","*","*",77,29.3,85,32.3,73,27.8,158,60.1,271
"Sherman School District","=""1270011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",30,29,96.7,29,0,0.0,"*","*",6,20.7,"*","*",16,55.2,"*","*",289
"Simsbury School District","=""1280011""","N",301,300,99.7,299,6,2.0,"*","*",32,10.7,"*","*",200,66.9,"*","*",310
"Somers School District","=""1290011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",116,114,98.3,114,"*","*","*","*","*","*","*","*","*","*","*","*",287
"South Windsor School District","=""1320011""","Y",36,35,97.2,35,"*","*","*","*",8,22.9,9,25.7,8,22.9,17,48.6,252
"South Windsor School District","=""1320011""","N",296,291,98.3,291,"*","*","*","*",44,15.1,60,20.6,178,61.2,238,81.8,308
"Southington School District","=""1310011""","Y",77,75,97.4,74,"*","*",14,18.9,25,33.8,18,24.3,"*","*","*","*",254
"Southington School District","=""1310011""","N",462,452,97.8,452,10,2.2,25,5.5,106,23.5,107,23.7,204,45.1,311,68.8,287
