"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Race/Ethnicity"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bridgeport Achievement First District","=""2850013""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Asian",39,39,100.0,39,"*","*",10,25.6,8,20.5,11,28.2,"*","*","*","*",226
"Bridgeport School District","=""0150011""","Black or African American",559,557,99.6,557,177,31.8,161,28.9,130,23.3,83,14.9,6,1.1,89,16.0,205
"Bridgeport School District","=""0150011""","Hispanic/Latino of any race",769,766,99.6,766,238,31.1,198,25.8,206,26.9,111,14.5,13,1.7,124,16.2,207
"Bridgeport School District","=""0150011""","White",182,178,97.8,178,31,17.4,33,18.5,43,24.2,59,33.1,12,6.7,71,39.9,230
"Bridgeport School District","=""0150011""","Two or More Races",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","American Indian or Alaska Native",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Asian",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",265
"Bristol School District","=""0170011""","Black or African American",35,35,100.0,35,"*","*",8,22.9,"*","*",15,42.9,"*","*","*","*",239
"Bristol School District","=""0170011""","Hispanic/Latino of any race",164,164,100.0,164,24,14.6,27,16.5,38,23.2,64,39.0,11,6.7,75,45.7,237
"Bristol School District","=""0170011""","White",399,397,99.5,397,13,3.3,39,9.8,75,18.9,196,49.4,74,18.6,270,68.0,264
"Bristol School District","=""0170011""","Two or More Races",23,23,100.0,23,"*","*","*","*",8,34.8,11,47.8,"*","*","*","*",244
"Bristol School District","=""0170011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Asian",22,22,100.0,22,0,0.0,0,0.0,0,0.0,7,31.8,15,68.2,22,100.0,314
"Brookfield School District","=""0180011""","Black or African American",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Hispanic/Latino of any race",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","White",148,146,98.6,146,6,4.1,7,4.8,16,11.0,64,43.8,53,36.3,117,80.1,282
"Brookfield School District","=""0180011""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","White",93,93,100.0,93,"*","*","*","*",17,18.3,45,48.4,27,29.0,72,77.4,278
"Brooklyn School District","=""0190011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","White",46,45,97.8,45,"*","*","*","*",7,15.6,24,53.3,9,20.0,33,73.3,266
"Canterbury School District","=""0220011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Hispanic/Latino of any race",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","White",112,112,100.0,112,"*","*","*","*",11,9.8,46,41.1,46,41.1,92,82.1,285
"Canton School District","=""0230011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Asian",23,23,100.0,23,"*","*",0,0.0,"*","*",11,47.8,7,30.4,18,78.3,271
"Capitol Region Education Council","=""2410014""","Black or African American",108,107,99.1,107,15,14.0,22,20.6,37,34.6,26,24.3,7,6.5,33,30.8,230
"Capitol Region Education Council","=""2410014""","Hispanic/Latino of any race",101,101,100.0,101,10,9.9,20,19.8,23,22.8,42,41.6,6,5.9,48,47.5,238
"Capitol Region Education Council","=""2410014""","White",74,70,94.6,70,"*","*","*","*",11,15.7,30,42.9,18,25.7,48,68.6,267
"Capitol Region Education Council","=""2410014""","Two or More Races",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","White",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Asian",42,42,100.0,42,0,0.0,"*","*",0,0.0,"*","*",26,61.9,"*","*",310
"Cheshire School District","=""0250011""","Black or African American",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Hispanic/Latino of any race",27,27,100.0,27,"*","*","*","*","*","*",10,37.0,8,29.6,18,66.7,264
"Cheshire School District","=""0250011""","White",260,259,99.6,259,"*","*","*","*",35,13.5,124,47.9,92,35.5,216,83.4,285
"Cheshire School District","=""0250011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","White",31,31,100.0,31,0,0.0,0,0.0,7,22.6,13,41.9,11,35.5,24,77.4,281
"Chester School District","=""0260011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Hispanic/Latino of any race",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","White",146,146,100.0,146,"*","*","*","*",27,18.5,71,48.6,40,27.4,111,76.0,273
"Clinton School District","=""0270011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Hispanic/Latino of any race",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","White",178,177,99.4,177,"*","*","*","*",26,14.7,92,52.0,51,28.8,143,80.8,282
"Colchester School District","=""0280011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","White",52,52,100.0,52,"*","*","*","*",9,17.3,24,46.2,15,28.8,39,75.0,273
"Cooperative Educational Services","=""2430014""","Asian",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Black or African American",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Hispanic/Latino of any race",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*","*","*",239
"Cooperative Educational Services","=""2430014""","White",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","White",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","White",108,107,99.1,107,0,0.0,6,5.6,16,15.0,49,45.8,36,33.6,85,79.4,281
"Coventry School District","=""0320011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Asian",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Black or African American",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","White",130,130,100.0,130,"*","*","*","*",28,21.5,54,41.5,33,25.4,87,66.9,267
"Cromwell School District","=""0330011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Asian",56,56,100.0,56,"*","*",12,21.4,10,17.9,24,42.9,"*","*","*","*",247
"Danbury School District","=""0340011""","Black or African American",59,58,98.3,58,"*","*",17,29.3,15,25.9,16,27.6,"*","*","*","*",234
"Danbury School District","=""0340011""","Hispanic/Latino of any race",397,394,99.2,394,71,18.0,96,24.4,116,29.4,95,24.1,16,4.1,111,28.2,223
"Danbury School District","=""0340011""","White",329,325,98.8,325,20,6.2,30,9.2,73,22.5,149,45.8,53,16.3,202,62.2,257
"Danbury School District","=""0340011""","Two or More Races",24,24,100.0,24,0,0.0,"*","*",7,29.2,11,45.8,"*","*","*","*",258
"Danbury School District","=""0340011""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Asian",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hispanic/Latino of any race",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","White",316,314,99.4,314,"*","*","*","*",39,12.4,138,43.9,125,39.8,263,83.8,286
"Darien School District","=""0350011""","Two or More Races",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","White",39,39,100.0,39,0,0.0,"*","*","*","*",20,51.3,13,33.3,33,84.6,282
"Deep River School District","=""0360011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Black or African American",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Hispanic/Latino of any race",30,30,100.0,30,"*","*",6,20.0,12,40.0,6,20.0,"*","*","*","*",229
"Derby School District","=""0370011""","White",51,51,100.0,51,"*","*","*","*",10,19.6,25,49.0,7,13.7,32,62.7,256
"Derby School District","=""0370011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","White",63,63,100.0,63,"*","*","*","*",8,12.7,24,38.1,28,44.4,52,82.5,291
"East Granby School District","=""0400011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","White",65,65,100.0,65,"*","*","*","*","*","*",29,44.6,27,41.5,56,86.2,286
"East Haddam School District","=""0410011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","White",122,118,96.7,118,"*","*","*","*",18,15.3,60,50.8,29,24.6,89,75.4,272
"East Hampton School District","=""0420011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Asian",22,22,100.0,22,"*","*","*","*",8,36.4,7,31.8,"*","*","*","*",245
"East Hartford School District","=""0430011""","Black or African American",169,169,100.0,169,42,24.9,38,22.5,45,26.6,38,22.5,6,3.6,44,26.0,218
"East Hartford School District","=""0430011""","Hispanic/Latino of any race",224,224,100.0,224,41,18.3,42,18.8,80,35.7,54,24.1,7,3.1,61,27.2,224
"East Hartford School District","=""0430011""","White",91,91,100.0,91,"*","*",11,12.1,25,27.5,41,45.1,"*","*","*","*",249
"East Hartford School District","=""0430011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Asian",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Black or African American",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Hispanic/Latino of any race",49,49,100.0,49,"*","*",7,14.3,14,28.6,21,42.9,"*","*","*","*",236
"East Haven School District","=""0440011""","White",135,135,100.0,135,6,4.4,12,8.9,38,28.1,58,43.0,21,15.6,79,58.5,257
"East Haven School District","=""0440011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Asian",21,21,100.0,21,0,0.0,0,0.0,"*","*","*","*",11,52.4,"*","*",298
"East Lyme School District","=""0450011""","Hispanic/Latino of any race",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","White",159,159,100.0,159,"*","*","*","*",21,13.2,74,46.5,58,36.5,132,83.0,285
"East Lyme School District","=""0450011""","Two or More Races",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Black or African American",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Hispanic/Latino of any race",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","White",44,44,100.0,44,0,0.0,"*","*","*","*",20,45.5,16,36.4,36,81.8,286
"East Windsor School District","=""0470011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Hispanic/Latino of any race",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","White",103,102,99.0,102,"*","*","*","*",7,6.9,45,44.1,45,44.1,90,88.2,290
"Easton School District","=""0460011""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
