"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Special Education Status (SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Derby School District","=""0370011""","N",70,68,97.1,68,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Derby School District","=""0370011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",55,55,100.0,55,0,0.0,"*","*","*","*",17,30.9,28,50.9,45,81.8,293
"East Granby School District","=""0400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",75,75,100.0,75,"*","*","*","*",34,45.3,12,16.0,24,32.0,36,48.0,270
"East Haddam School District","=""0410011""","Y",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",100,99,99.0,99,"*","*","*","*",28,28.3,23,23.2,42,42.4,65,65.7,283
"East Hampton School District","=""0420011""","Y",9,9,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","N",412,382,92.7,382,49,12.8,78,20.4,145,38.0,67,17.5,43,11.3,110,28.8,239
"East Hartford School District","=""0430011""","Y",72,56,77.8,51,33,64.7,"*","*","*","*",0,0.0,0,0.0,0,0.0,185
"East Haven School District","=""0440011""","N",208,205,98.6,205,6,2.9,33,16.1,99,48.3,47,22.9,20,9.8,67,32.7,249
"East Haven School District","=""0440011""","Y",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","N",253,253,100.0,253,0,0.0,"*","*","*","*",72,28.5,121,47.8,193,76.3,295
"East Lyme School District","=""0450011""","Y",34,31,91.2,30,"*","*",8,26.7,13,43.3,"*","*","*","*","*","*",238
"East Windsor School District","=""0470011""","N",73,73,100.0,73,0,0.0,"*","*",28,38.4,24,32.9,"*","*","*","*",269
"East Windsor School District","=""0470011""","Y",17,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",79,72,91.1,71,8,11.3,10,14.1,34,47.9,12,16.9,7,9.9,19,26.8,241
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",160,160,100.0,160,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"Ellington School District","=""0480011""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",336,332,98.8,332,"*","*","*","*",130,39.2,107,32.2,66,19.9,173,52.1,265
"Enfield School District","=""0490011""","Y",33,33,100.0,33,8,24.2,7,21.2,13,39.4,"*","*","*","*","*","*",224
"Explorations District","=""2720013""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",682,669,98.1,669,"*","*","*","*",142,21.2,214,32.0,303,45.3,517,77.3,291
"Fairfield School District","=""0510011""","Y",87,83,95.4,83,"*","*",22,26.5,37,44.6,12,14.5,"*","*","*","*",229
"Farmington School District","=""0520011""","N",256,253,98.8,253,"*","*","*","*",41,16.2,70,27.7,139,54.9,209,82.6,301
"Farmington School District","=""0520011""","Y",38,37,97.4,37,"*","*","*","*",13,35.1,8,21.6,6,16.2,14,37.8,249
"Glastonbury School District","=""0540011""","N",440,437,99.3,437,"*","*","*","*",80,18.3,101,23.1,241,55.1,342,78.3,300
"Glastonbury School District","=""0540011""","Y",42,41,97.6,41,"*","*",9,22.0,22,53.7,"*","*","*","*","*","*",229
"Granby School District","=""0560011""","N",158,156,98.7,156,0,0.0,"*","*","*","*",42,26.9,92,59.0,134,85.9,304
"Granby School District","=""0560011""","Y",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",525,523,99.6,522,"*","*","*","*",97,18.6,116,22.2,292,55.9,408,78.2,300
"Greenwich School District","=""0570011""","Y",82,77,93.9,77,13,16.9,10,13.0,25,32.5,21,27.3,8,10.4,29,37.7,243
"Griswold School District","=""0580011""","N",131,130,99.2,130,"*","*","*","*",44,33.8,38,29.2,26,20.0,64,49.2,259
"Griswold School District","=""0580011""","Y",19,18,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",235,221,94.0,221,8,3.6,25,11.3,84,38.0,43,19.5,61,27.6,104,47.1,266
"Groton School District","=""0590011""","Y",26,19,73.1,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","N",252,252,100.0,252,0,0.0,"*","*","*","*",74,29.4,126,50.0,200,79.4,297
"Guilford School District","=""0600011""","Y",38,37,97.4,37,"*","*","*","*",13,35.1,"*","*",7,18.9,"*","*",244
"Hamden School District","=""0620011""","N",351,336,95.7,334,30,9.0,42,12.6,135,40.4,58,17.4,69,20.7,127,38.0,254
"Hamden School District","=""0620011""","Y",67,55,82.1,54,30,55.6,15,27.8,"*","*","*","*",0,0.0,"*","*",189
"Hartford School District","=""0640011""","N",1093,994,90.9,988,247,25.0,226,22.9,285,28.8,119,12.0,111,11.2,230,23.3,227
"Hartford School District","=""0640011""","Y",232,185,79.7,176,116,65.9,34,19.3,19,10.8,"*","*","*","*",7,4.0,188
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",150,145,96.7,145,"*","*","*","*",55,37.9,44,30.3,21,14.5,65,44.8,255
"Killingly School District","=""0690011""","Y",45,36,80.0,36,19,52.8,"*","*","*","*",0,0.0,0,0.0,0,0.0,189
"Learn","=""2450014""","N",148,143,96.6,142,24,16.9,23,16.2,40,28.2,19,13.4,36,25.4,55,38.7,250
"Learn","=""2450014""","Y",28,27,96.4,27,13,48.1,7,25.9,"*","*","*","*","*","*","*","*",209
"Lebanon School District","=""0710011""","N",80,80,100.0,80,"*","*","*","*",24,30.0,27,33.8,22,27.5,49,61.3,272
"Lebanon School District","=""0710011""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","N",160,158,98.8,158,"*","*","*","*",42,26.6,38,24.1,73,46.2,111,70.3,290
"Ledyard School District","=""0720011""","Y",33,30,90.9,30,"*","*","*","*",11,36.7,"*","*","*","*","*","*",233
"Litchfield School District","=""0740011""","N",55,55,100.0,55,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"Litchfield School District","=""0740011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",254,252,99.2,252,0,0.0,"*","*","*","*",80,31.7,116,46.0,196,77.8,291
"Madison School District","=""0760011""","Y",41,34,82.9,34,"*","*","*","*",9,26.5,"*","*","*","*","*","*",238
"Manchester School District","=""0770011""","N",340,330,97.1,330,56,17.0,65,19.7,111,33.6,51,15.5,47,14.2,98,29.7,238
"Manchester School District","=""0770011""","Y",48,42,87.5,42,30,71.4,8,19.0,"*","*","*","*",0,0.0,"*","*",183
"Meriden School District","=""0800011""","N",467,454,97.2,454,113,24.9,127,28.0,146,32.2,40,8.8,28,6.2,68,15.0,220
"Meriden School District","=""0800011""","Y",118,97,82.2,90,62,68.9,21,23.3,7,7.8,0,0.0,0,0.0,0,0.0,180
"Middletown School District","=""0830011""","N",271,268,98.9,268,26,9.7,41,15.3,100,37.3,46,17.2,55,20.5,101,37.7,252
"Middletown School District","=""0830011""","Y",41,39,95.1,39,24,61.5,8,20.5,"*","*","*","*",0,0.0,"*","*",186
"Milford School District","=""0840011""","N",396,395,99.7,394,13,3.3,32,8.1,165,41.9,102,25.9,82,20.8,184,46.7,264
"Milford School District","=""0840011""","Y",52,45,86.5,43,13,30.2,17,39.5,"*","*",0,0.0,"*","*","*","*",204
"Monroe School District","=""0850011""","N",275,274,99.6,272,"*","*","*","*",46,16.9,72,26.5,148,54.4,220,80.9,300
"Monroe School District","=""0850011""","Y",24,23,95.8,23,"*","*","*","*",9,39.1,"*","*","*","*","*","*",240
"Montville School District","=""0860011""","N",168,165,98.2,165,6,3.6,7,4.2,51,30.9,40,24.2,61,37.0,101,61.2,279
"Montville School District","=""0860011""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","N",255,246,96.5,245,17,6.9,55,22.4,103,42.0,39,15.9,31,12.7,70,28.6,242
"Naugatuck School District","=""0880011""","Y",43,39,90.7,39,20,51.3,11,28.2,"*","*",0,0.0,"*","*","*","*",195
"New Britain School District","=""0890011""","N",467,433,92.7,428,143,33.4,105,24.5,114,26.6,44,10.3,22,5.1,66,15.4,215
"New Britain School District","=""0890011""","Y",72,64,88.9,62,50,80.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,168
"New Canaan School District","=""0900011""","N",273,271,99.3,271,"*","*","*","*",33,12.2,82,30.3,152,56.1,234,86.3,301
"New Canaan School District","=""0900011""","Y",46,43,93.5,42,"*","*","*","*",24,57.1,"*","*",10,23.8,"*","*",260
"New Fairfield School District","=""0910011""","N",200,199,99.5,199,"*","*","*","*",61,30.7,58,29.1,71,35.7,129,64.8,281
"New Fairfield School District","=""0910011""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","N",1262,1134,89.9,1109,227,20.5,270,24.3,358,32.3,140,12.6,114,10.3,254,22.9,229
"New Haven School District","=""0930011""","Y",225,173,76.9,166,105,63.3,40,24.1,14,8.4,"*","*","*","*",7,4.2,187
"New London School District","=""0950011""","N",196,186,94.9,186,37,19.9,35,18.8,62,33.3,22,11.8,30,16.1,52,28.0,235
"New London School District","=""0950011""","Y",45,34,75.6,32,19,59.4,8,25.0,"*","*","*","*",0,0.0,"*","*",184
"New Milford School District","=""0960011""","N",316,306,96.8,305,"*","*",14,4.6,93,30.5,"*","*","*","*","*","*",280
"New Milford School District","=""0960011""","Y",45,37,82.2,37,"*","*",7,18.9,17,45.9,"*","*","*","*","*","*",227
"Newington School District","=""0940011""","N",248,248,100.0,248,"*","*","*","*",94,37.9,68,27.4,64,25.8,132,53.2,269
"Newington School District","=""0940011""","Y",50,47,94.0,47,"*","*",11,23.4,14,29.8,"*","*","*","*","*","*",206
"Newtown School District","=""0970011""","N",384,382,99.5,382,"*","*","*","*",58,15.2,88,23.0,229,59.9,317,83.0,302
"Newtown School District","=""0970011""","Y",32,30,93.8,30,"*","*","*","*",12,40.0,"*","*","*","*","*","*",243
"North Branford School District","=""0990011""","N",126,124,98.4,124,"*","*","*","*",28,22.6,39,31.5,53,42.7,92,74.2,292
"North Branford School District","=""0990011""","Y",24,23,95.8,23,"*","*","*","*",8,34.8,"*","*","*","*","*","*",221
"North Haven School District","=""1010011""","N",231,226,97.8,226,"*","*","*","*",70,31.0,53,23.5,85,37.6,138,61.1,280
"North Haven School District","=""1010011""","Y",21,18,85.7,17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",776,754,97.2,752,86,11.4,111,14.8,271,36.0,152,20.2,132,17.6,284,37.8,249
"Norwalk School District","=""1030011""","Y",86,79,91.9,78,28,35.9,18,23.1,23,29.5,"*","*","*","*",9,11.5,211
"Norwich Free Academy District","=""9010022""","N",508,496,97.6,495,"*","*",71,14.3,156,31.5,"*","*",114,23.0,"*","*",254
"Norwich Free Academy District","=""9010022""","Y",50,48,96.0,47,27,57.4,12,25.5,"*","*","*","*",0,0.0,"*","*",188
"Norwich School District","=""1040011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Old Saybrook School District","=""1060011""","Y",18,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",125,125,100.0,124,"*","*","*","*",34,27.4,28,22.6,58,46.8,86,69.4,290
"Oxford School District","=""1080011""","Y",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N",38,16,42.1,13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",143,141,98.6,141,18,12.8,26,18.4,59,41.8,23,16.3,15,10.6,38,27.0,241
"Plainfield School District","=""1090011""","Y",27,22,81.5,21,13,61.9,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Plainville School District","=""1100011""","N",144,140,97.2,140,"*","*","*","*","*","*","*","*",35,25.0,"*","*",265
"Plainville School District","=""1100011""","Y",25,23,92.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",192
"Plymouth School District","=""1110011""","N",111,109,98.2,109,6,5.5,20,18.3,38,34.9,29,26.6,16,14.7,45,41.3,249
"Plymouth School District","=""1110011""","Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N",54,54,100.0,53,7,13.2,7,13.2,24,45.3,8,15.1,7,13.2,15,28.3,242
"Putnam School District","=""1160011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",75,73,97.3,73,"*","*","*","*",32,43.8,19,26.0,13,17.8,32,43.8,262
"Regional School District 01","=""2010012""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",136,135,99.3,135,0,0.0,"*","*","*","*",34,25.2,67,49.6,101,74.8,295
"Regional School District 04","=""2040012""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",325,324,99.7,323,"*","*","*","*",51,15.8,81,25.1,185,57.3,266,82.4,301
"Regional School District 05","=""2050012""","Y",35,35,100.0,35,"*","*","*","*",18,51.4,"*","*","*","*","*","*",246
"Regional School District 06","=""2060012""","N",94,93,98.9,93,"*","*","*","*",32,34.4,27,29.0,23,24.7,50,53.8,269
"Regional School District 06","=""2060012""","Y",23,23,100.0,23,"*","*",7,30.4,7,30.4,"*","*","*","*","*","*",229
"Regional School District 07","=""2070012""","N",161,161,100.0,161,0,0.0,6,3.7,40,24.8,45,28.0,70,43.5,115,71.4,288
"Regional School District 07","=""2070012""","Y",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",252,248,98.4,248,"*","*","*","*",64,25.8,82,33.1,96,38.7,178,71.8,287
"Regional School District 08","=""2080012""","Y",24,23,95.8,23,"*","*","*","*",7,30.4,"*","*","*","*","*","*",238
"Regional School District 09","=""2090012""","N",221,218,98.6,216,0,0.0,"*","*","*","*",51,23.6,121,56.0,172,79.6,300
"Regional School District 09","=""2090012""","Y",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",179,179,100.0,179,"*","*","*","*",36,20.1,"*","*","*","*","*","*",295
"Regional School District 10","=""2100012""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*",217
"Regional School District 11","=""2110012""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",50,50,100.0,50,"*","*","*","*","*","*","*","*","*","*","*","*",294
"Regional School District 12","=""2120012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",113,110,97.3,110,0,0.0,"*","*","*","*","*","*","*","*","*","*",304
"Regional School District 13","=""2130012""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","N",165,165,100.0,165,"*","*","*","*",51,30.9,45,27.3,63,38.2,108,65.5,284
"Regional School District 14","=""2140012""","Y",28,27,96.4,27,"*","*","*","*",9,33.3,"*","*","*","*","*","*",228
"Regional School District 15","=""2150012""","N",250,245,98.0,245,"*","*","*","*",35,14.3,81,33.1,127,51.8,208,84.9,299
"Regional School District 15","=""2150012""","Y",41,38,92.7,38,"*","*","*","*",11,28.9,9,23.7,9,23.7,18,47.4,261
"Regional School District 16","=""2160012""","N",151,151,100.0,151,"*","*",10,6.6,"*","*",39,25.8,40,26.5,79,52.3,268
"Regional School District 16","=""2160012""","Y",21,21,100.0,21,"*","*",6,28.6,"*","*",0,0.0,0,0.0,0,0.0,186
"Regional School District 17","=""2170012""","N",146,143,97.9,143,"*","*",0,0.0,"*","*",41,28.7,75,52.4,116,81.1,301
"Regional School District 17","=""2170012""","Y",21,21,100.0,21,"*","*","*","*",12,57.1,0,0.0,"*","*","*","*",232
"Regional School District 18","=""2180012""","N",110,110,100.0,109,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Regional School District 18","=""2180012""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","N",261,260,99.6,260,6,2.3,14,5.4,76,29.2,62,23.8,102,39.2,164,63.1,283
"Regional School District 19","=""2190012""","Y",37,34,91.9,34,7,20.6,9,26.5,11,32.4,"*","*","*","*",7,20.6,227
"Ridgefield School District","=""1180011""","N",394,380,96.4,380,0,0.0,"*","*","*","*",95,25.0,225,59.2,320,84.2,303
"Ridgefield School District","=""1180011""","Y",36,26,72.2,26,0,0.0,"*","*",11,42.3,8,30.8,"*","*","*","*",250
"Rocky Hill School District","=""1190011""","N",161,160,99.4,160,"*","*","*","*",49,30.6,35,21.9,63,39.4,98,61.3,282
"Rocky Hill School District","=""1190011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N",136,135,99.3,135,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Seymour School District","=""1240011""","Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","N",323,316,97.8,316,"*","*","*","*",98,31.0,100,31.6,88,27.8,188,59.5,272
"Shelton School District","=""1260011""","Y",29,26,89.7,25,"*","*","*","*",6,24.0,"*","*",0,0.0,"*","*",208
"Sherman School District","=""1270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",292,292,100.0,292,0,0.0,"*","*","*","*",55,18.8,210,71.9,265,90.8,316
"Simsbury School District","=""1280011""","Y",39,37,94.9,36,"*","*","*","*",15,41.7,6,16.7,6,16.7,12,33.3,247
"Somers School District","=""1290011""","N",105,104,99.0,104,0,0.0,6,5.8,28,26.9,17,16.3,53,51.0,70,67.3,293
"Somers School District","=""1290011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","N",296,292,98.6,292,"*","*","*","*",38,13.0,64,21.9,182,62.3,246,84.2,309
"South Windsor School District","=""1320011""","Y",36,34,94.4,34,"*","*",7,20.6,14,41.2,"*","*","*","*","*","*",240
"Southington School District","=""1310011""","N",479,469,97.9,468,"*","*","*","*",111,23.7,117,25.0,213,45.5,330,70.5,289
