"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Free/Reduced Price Meal Eligibility (2-l"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Clinton School District","=""0270011""","N",125,124,99.2,124,"*","*","*","*",11,8.9,65,52.4,"*","*","*","*",277
"Colchester School District","=""0280011""","Y",40,40,100.0,40,"*","*","*","*",8,20.0,22,55.0,"*","*","*","*",260
"Colchester School District","=""0280011""","N",152,151,99.3,151,"*","*","*","*",16,10.6,79,52.3,46,30.5,125,82.8,280
"Columbia School District","=""0300011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Cooperative Educational Services","=""2430014""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","N",35,35,100.0,35,"*","*","*","*",9,25.7,16,45.7,"*","*","*","*",247
"Cornwall School District","=""0310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",27,26,96.3,26,"*","*","*","*","*","*",17,65.4,"*","*","*","*",272
"Coventry School District","=""0320011""","N",111,110,99.1,110,0,0.0,"*","*","*","*",69,62.7,"*","*","*","*",276
"Cromwell School District","=""0330011""","Y",27,27,100.0,27,"*","*","*","*",8,29.6,14,51.9,0,0.0,14,51.9,250
"Cromwell School District","=""0330011""","N",116,115,99.1,115,"*","*","*","*",21,18.3,57,49.6,26,22.6,83,72.2,268
"Danbury School District","=""0340011""","Y",420,419,99.8,419,104,24.8,64,15.3,106,25.3,139,33.2,6,1.4,145,34.6,227
"Danbury School District","=""0340011""","N",385,381,99.0,381,56,14.7,34,8.9,77,20.2,174,45.7,40,10.5,214,56.2,248
"Darien School District","=""0350011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",365,361,98.9,361,"*","*","*","*","*","*","*","*","*","*","*","*",294
"Derby School District","=""0370011""","Y",56,56,100.0,56,15,26.8,11,19.6,"*","*",17,30.4,"*","*","*","*",230
"Derby School District","=""0370011""","N",43,42,97.7,42,10,23.8,11,26.2,"*","*",10,23.8,"*","*","*","*",229
"East Granby School District","=""0400011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Haddam School District","=""0410011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",89,86,96.6,86,"*","*","*","*","*","*","*","*","*","*","*","*",262
"East Hampton School District","=""0420011""","Y",20,20,100.0,20,"*","*","*","*","*","*",10,50.0,"*","*","*","*",258
"East Hampton School District","=""0420011""","N",128,126,98.4,126,"*","*","*","*","*","*",62,49.2,"*","*","*","*",273
"East Hartford School District","=""0430011""","Y",341,335,98.2,335,137,40.9,51,15.2,59,17.6,73,21.8,15,4.5,88,26.3,220
"East Hartford School District","=""0430011""","N",150,149,99.3,149,35,23.5,23,15.4,25,16.8,50,33.6,16,10.7,66,44.3,239
"East Haven School District","=""0440011""","Y",139,135,97.1,135,34,25.2,18,13.3,35,25.9,41,30.4,7,5.2,48,35.6,231
"East Haven School District","=""0440011""","N",110,109,99.1,109,23,21.1,"*","*",21,19.3,45,41.3,"*","*","*","*",236
"East Lyme School District","=""0450011""","Y",37,37,100.0,37,"*","*","*","*",10,27.0,16,43.2,"*","*","*","*",248
"East Lyme School District","=""0450011""","N",179,176,98.3,176,"*","*","*","*",22,12.5,105,59.7,"*","*","*","*",274
"East Windsor School District","=""0470011""","Y",32,31,96.9,31,"*","*","*","*",9,29.0,14,45.2,"*","*","*","*",257
"East Windsor School District","=""0470011""","N",43,42,97.7,42,"*","*",0,0.0,8,19.0,22,52.4,"*","*","*","*",276
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",104,100,96.2,100,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",194,194,100.0,194,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Elm City College Preparatory School District","=""2890013""","Y",49,49,100.0,49,"*","*","*","*","*","*","*","*",0,0.0,"*","*",221
"Elm City College Preparatory School District","=""2890013""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",135,133,98.5,133,"*","*",22,16.5,21,15.8,60,45.1,"*","*","*","*",246
"Enfield School District","=""0490011""","N",217,217,100.0,217,"*","*","*","*",35,16.1,110,50.7,48,22.1,158,72.8,268
"Fairfield School District","=""0510011""","Y",97,94,96.9,94,17,18.1,6,6.4,17,18.1,38,40.4,16,17.0,54,57.4,251
"Fairfield School District","=""0510011""","N",696,691,99.3,691,15,2.2,18,2.6,59,8.5,388,56.2,211,30.5,599,86.7,280
"Farmington School District","=""0520011""","Y",33,33,100.0,33,"*","*","*","*",9,27.3,17,51.5,"*","*","*","*",255
"Farmington School District","=""0520011""","N",259,256,98.8,256,"*","*","*","*",26,10.2,138,53.9,"*","*","*","*",282
"Franklin School District","=""0530011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y",44,44,100.0,44,"*","*","*","*",7,15.9,17,38.6,10,22.7,27,61.4,256
"Glastonbury School District","=""0540011""","N",472,472,100.0,471,"*","*","*","*",28,5.9,225,47.8,196,41.6,421,89.4,287
"Granby School District","=""0560011""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",142,141,99.3,141,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Greenwich School District","=""0570011""","Y",92,91,98.9,91,13,14.3,7,7.7,20,22.0,44,48.4,7,7.7,51,56.0,246
"Greenwich School District","=""0570011""","N",542,541,99.8,541,16,3.0,17,3.1,43,7.9,285,52.7,180,33.3,465,86.0,281
"Griswold School District","=""0580011""","Y",58,56,96.6,56,12,21.4,"*","*",11,19.6,26,46.4,"*","*","*","*",238
"Griswold School District","=""0580011""","N",79,79,100.0,79,"*","*","*","*",18,22.8,39,49.4,10,12.7,49,62.0,256
"Groton School District","=""0590011""","Y",125,123,98.4,123,19,15.4,"*","*",27,22.0,56,45.5,"*","*","*","*",240
"Groton School District","=""0590011""","N",160,159,99.4,159,6,3.8,12,7.5,18,11.3,84,52.8,39,24.5,123,77.4,271
"Guilford School District","=""0600011""","Y",28,28,100.0,28,"*","*","*","*","*","*",17,60.7,"*","*","*","*",254
"Guilford School District","=""0600011""","N",262,262,100.0,262,"*","*","*","*","*","*",167,63.7,"*","*","*","*",272
"Hamden School District","=""0620011""","Y",191,188,98.4,188,55,29.3,"*","*",45,23.9,51,27.1,"*","*","*","*",223
"Hamden School District","=""0620011""","N",231,228,98.7,228,24,10.5,16,7.0,43,18.9,116,50.9,29,12.7,145,63.6,256
"Hartford School District","=""0640011""","Y",1286,1267,98.5,1266,543,42.9,204,16.1,251,19.8,227,17.9,41,3.2,268,21.2,214
"Hartford School District","=""0640011""","N",285,285,100.0,285,55,19.3,25,8.8,40,14.0,120,42.1,45,15.8,165,57.9,249
"Hartland School District","=""0650011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",232
"Highville Charter School District","=""2860013""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Interdistrict School for Arts and Comm District","=""2650013""","Y",57,56,98.2,56,17,30.4,"*","*","*","*",15,26.8,"*","*","*","*",223
"Interdistrict School for Arts and Comm District","=""2650013""","N",30,30,100.0,30,6,20.0,"*","*","*","*",16,53.3,"*","*","*","*",250
"Jumoke Academy District","=""2610013""","Y",52,51,98.1,51,15,29.4,"*","*",13,25.5,14,27.5,"*","*","*","*",230
"Jumoke Academy District","=""2610013""","N",34,34,100.0,34,6,17.6,"*","*",9,26.5,13,38.2,"*","*","*","*",237
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",82,80,97.6,80,11,13.8,9,11.3,19,23.8,35,43.8,6,7.5,41,51.3,246
"Killingly School District","=""0690011""","N",96,94,97.9,94,"*","*","*","*",20,21.3,57,60.6,7,7.4,64,68.1,258
"Learn","=""2450014""","Y",32,31,96.9,31,"*","*","*","*","*","*","*","*","*","*","*","*",215
"Learn","=""2450014""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",66,66,100.0,66,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Ledyard School District","=""0720011""","Y",26,26,100.0,26,"*","*","*","*",6,23.1,14,53.8,"*","*","*","*",249
"Ledyard School District","=""0720011""","N",133,132,99.2,132,"*","*","*","*",21,15.9,77,58.3,"*","*","*","*",265
"Lisbon School District","=""0730011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*",260
"Litchfield School District","=""0740011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Madison School District","=""0760011""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",264,254,96.2,254,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Manchester School District","=""0770011""","Y",241,238,98.8,238,78,32.8,33,13.9,56,23.5,65,27.3,6,2.5,71,29.8,223
"Manchester School District","=""0770011""","N",131,128,97.7,128,11,8.6,9,7.0,21,16.4,75,58.6,12,9.4,87,68.0,254
"Mansfield School District","=""0780011""","Y",28,28,100.0,28,"*","*","*","*","*","*",17,60.7,8,28.6,25,89.3,281
"Mansfield School District","=""0780011""","N",113,113,100.0,113,"*","*","*","*",12,10.6,46,40.7,52,46.0,98,86.7,294
"Meriden School District","=""0800011""","Y",337,325,96.4,325,122,37.5,58,17.8,63,19.4,75,23.1,7,2.2,82,25.2,217
"Meriden School District","=""0800011""","N",155,152,98.1,152,30,19.7,17,11.2,29,19.1,66,43.4,10,6.6,76,50.0,240
"Middletown School District","=""0830011""","Y",135,135,100.0,135,44,32.6,25,18.5,30,22.2,29,21.5,7,5.2,36,26.7,224
"Middletown School District","=""0830011""","N",175,175,100.0,175,13,7.4,18,10.3,33,18.9,94,53.7,17,9.7,111,63.4,255
"Milford School District","=""0840011""","Y",117,114,97.4,114,"*","*",24,21.1,28,24.6,47,41.2,"*","*","*","*",237
"Milford School District","=""0840011""","N",377,372,98.7,372,18,4.8,26,7.0,62,16.7,220,59.1,46,12.4,266,71.5,261
"Monroe School District","=""0850011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","N",236,236,100.0,236,"*","*","*","*","*","*","*","*","*","*","*","*",275
"Montville School District","=""0860011""","Y",73,72,98.6,72,8,11.1,7,9.7,8,11.1,36,50.0,13,18.1,49,68.1,262
"Montville School District","=""0860011""","N",112,111,99.1,111,7,6.3,7,6.3,17,15.3,52,46.8,28,25.2,80,72.1,266
"Naugatuck School District","=""0880011""","Y",166,164,98.8,164,35,21.3,33,20.1,"*","*",60,36.6,"*","*","*","*",231
"Naugatuck School District","=""0880011""","N",168,168,100.0,168,"*","*",22,13.1,27,16.1,82,48.8,"*","*","*","*",254
"New Beginnings Inc., Family Academy District","=""2800013""","Y",29,28,96.6,28,11,39.3,"*","*","*","*",10,35.7,0,0.0,10,35.7,222
"New Britain School District","=""0890011""","Y",509,501,98.4,501,242,48.3,"*","*",84,16.8,94,18.8,"*","*","*","*",207
"New Britain School District","=""0890011""","N",109,109,100.0,109,22,20.2,21,19.3,16,14.7,43,39.4,7,6.4,50,45.9,233
"New Canaan School District","=""0900011""","N",302,301,99.7,301,"*","*","*","*",20,6.6,140,46.5,129,42.9,269,89.4,288
"New Fairfield School District","=""0910011""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N",177,175,98.9,175,"*","*","*","*","*","*","*","*","*","*","*","*",276
"New Haven School District","=""0930011""","Y",819,813,99.3,813,339,41.7,149,18.3,165,20.3,145,17.8,15,1.8,160,19.7,213
"New Haven School District","=""0930011""","N",609,602,98.9,602,164,27.2,81,13.5,123,20.4,180,29.9,54,9.0,234,38.9,234
"New London School District","=""0950011""","Y",156,152,97.4,152,55,36.2,"*","*",25,16.4,46,30.3,"*","*","*","*",220
"New London School District","=""0950011""","N",31,28,90.3,28,11,39.3,"*","*",6,21.4,"*","*","*","*","*","*",221
"New Milford School District","=""0960011""","Y",79,79,100.0,79,"*","*",11,13.9,17,21.5,41,51.9,"*","*","*","*",250
"New Milford School District","=""0960011""","N",277,277,100.0,276,"*","*",15,5.4,39,14.1,150,54.3,"*","*","*","*",267
"Newington School District","=""0940011""","Y",74,73,98.6,73,9,12.3,"*","*",16,21.9,35,47.9,"*","*","*","*",251
"Newington School District","=""0940011""","N",246,246,100.0,246,9,3.7,13,5.3,41,16.7,128,52.0,55,22.4,183,74.4,271
"Newtown School District","=""0970011""","Y",32,32,100.0,32,0,0.0,"*","*",9,28.1,15,46.9,"*","*","*","*",258
"Newtown School District","=""0970011""","N",381,378,99.2,378,"*","*","*","*",33,8.7,212,56.1,"*","*","*","*",282
"North Branford School District","=""0990011""","Y",28,27,96.4,27,6,22.2,"*","*","*","*",15,55.6,"*","*","*","*",242
"North Branford School District","=""0990011""","N",129,127,98.4,127,8,6.3,6,4.7,21,16.5,67,52.8,25,19.7,92,72.4,266
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Y",51,50,98.0,50,"*","*",8,16.0,8,16.0,24,48.0,"*","*","*","*",252
"North Haven School District","=""1010011""","N",223,223,100.0,223,"*","*","*","*",50,22.4,110,49.3,34,15.2,144,64.6,260
"North Stonington School District","=""1020011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",42,42,100.0,42,0,0.0,"*","*","*","*","*","*","*","*","*","*",285
"Norwalk School District","=""1030011""","Y",441,439,99.5,439,109,24.8,71,16.2,100,22.8,140,31.9,19,4.3,159,36.2,231
"Norwalk School District","=""1030011""","N",360,359,99.7,359,27,7.5,28,7.8,47,13.1,174,48.5,83,23.1,257,71.6,266
"Norwich School District","=""1040011""","Y",291,290,99.7,290,91,31.4,"*","*",62,21.4,79,27.2,"*","*","*","*",222
"Norwich School District","=""1040011""","N",90,89,98.9,89,11,12.4,"*","*",24,27.0,43,48.3,"*","*","*","*",244
"Odyssey Community School District","=""2630013""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Old Saybrook School District","=""1060011""","Y",22,22,100.0,22,"*","*","*","*","*","*",12,54.5,"*","*","*","*",250
"Old Saybrook School District","=""1060011""","N",99,99,100.0,99,"*","*","*","*","*","*",59,59.6,"*","*","*","*",274
"Oxford School District","=""1080011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",150,150,100.0,150,8,5.3,12,8.0,28,18.7,71,47.3,31,20.7,102,68.0,267
"Park City Prep Charter School District","=""2830013""","Y",49,48,98.0,48,"*","*",8,16.7,12,25.0,17,35.4,"*","*","*","*",232
"Park City Prep Charter School District","=""2830013""","N",34,33,97.1,33,"*","*",0,0.0,8,24.2,17,51.5,"*","*","*","*",259
"Plainfield School District","=""1090011""","Y",100,99,99.0,99,10,10.1,13,13.1,24,24.2,45,45.5,7,7.1,52,52.5,247
"Plainfield School District","=""1090011""","N",87,85,97.7,85,6,7.1,9,10.6,13,15.3,46,54.1,11,12.9,57,67.1,258
"Plainville School District","=""1100011""","Y",47,47,100.0,47,9,19.1,"*","*","*","*",24,51.1,6,12.8,30,63.8,255
"Plainville School District","=""1100011""","N",125,123,98.4,123,9,7.3,7,5.7,16,13.0,54,43.9,37,30.1,91,74.0,271
"Plymouth School District","=""1110011""","Y",39,39,100.0,39,"*","*","*","*",9,23.1,16,41.0,0,0.0,16,41.0,232
"Plymouth School District","=""1110011""","N",70,68,97.1,68,"*","*","*","*",13,19.1,37,54.4,7,10.3,44,64.7,255
"Pomfret School District","=""1120011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",40,40,100.0,40,0,0.0,"*","*","*","*","*","*","*","*","*","*",272
"Portland School District","=""1130011""","Y",22,22,100.0,22,"*","*","*","*",6,27.3,10,45.5,"*","*","*","*",252
"Portland School District","=""1130011""","N",87,87,100.0,87,"*","*","*","*",8,9.2,51,58.6,"*","*","*","*",280
"Preston School District","=""1140011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",39,38,97.4,38,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Putnam School District","=""1160011""","Y",58,57,98.3,57,18,31.6,"*","*",8,14.0,22,38.6,"*","*","*","*",225
"Putnam School District","=""1160011""","N",37,36,97.3,36,6,16.7,"*","*",11,30.6,15,41.7,"*","*","*","*",239
"Redding School District","=""1170011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y",23,23,100.0,23,"*","*","*","*","*","*",9,39.1,"*","*","*","*",258
"Regional School District 04","=""2040012""","N",139,139,100.0,139,"*","*","*","*","*","*",68,48.9,"*","*","*","*",283
"Regional School District 05","=""2050012""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",365,361,98.9,361,16,4.4,13,3.6,41,11.4,184,51.0,107,29.6,291,80.6,277
"Regional School District 06","=""2060012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",64,62,96.9,62,"*","*","*","*","*","*","*","*","*","*","*","*",267
"Regional School District 07","=""2070012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",132,132,100.0,132,"*","*","*","*",6,4.5,64,48.5,58,43.9,122,92.4,294
"Regional School District 08","=""2080012""","Y",20,20,100.0,20,"*","*","*","*","*","*",11,55.0,"*","*","*","*",262
"Regional School District 08","=""2080012""","N",261,261,100.0,261,"*","*","*","*","*","*",146,55.9,"*","*","*","*",268
"Regional School District 10","=""2100012""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",161,158,98.1,157,"*","*","*","*","*","*","*","*","*","*","*","*",268
"Regional School District 11","=""2110012""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Regional School District 12","=""2120012""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",56,56,100.0,56,"*","*",0,0.0,"*","*","*","*","*","*","*","*",287
"Regional School District 13","=""2130012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",142,141,99.3,141,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Regional School District 14","=""2140012""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
