"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, High Needs (F/R, EL or SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Y",21,21,100.0,21,"*","*","*","*","*","*",14,66.7,0,0.0,14,66.7,248
"Canterbury School District","=""0220011""","N",42,42,100.0,42,0,0.0,"*","*","*","*",30,71.4,"*","*","*","*",258
"Canton School District","=""0230011""","Y",34,34,100.0,34,"*","*","*","*",8,23.5,18,52.9,"*","*","*","*",244
"Canton School District","=""0230011""","N",106,106,100.0,106,0,0.0,"*","*",9,8.5,64,60.4,"*","*","*","*",283
"Capital Preparatory Harbor School Inc. District","=""2970013""","Y",22,22,100.0,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",219
"Capital Preparatory Harbor School Inc. District","=""2970013""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Y",345,341,98.8,341,90,26.4,46,13.5,70,20.5,120,35.2,15,4.4,135,39.6,231
"Capitol Region Education Council","=""2410014""","N",304,303,99.7,303,7,2.3,24,7.9,42,13.9,140,46.2,90,29.7,230,75.9,274
"Cheshire School District","=""0250011""","Y",44,43,97.7,43,"*","*",8,18.6,"*","*",20,46.5,"*","*","*","*",247
"Cheshire School District","=""0250011""","N",311,309,99.4,309,"*","*","*","*",33,10.7,168,54.4,94,30.4,262,84.8,281
"Clinton School District","=""0270011""","Y",44,44,100.0,44,"*","*","*","*",13,29.5,15,34.1,"*","*","*","*",242
"Clinton School District","=""0270011""","N",116,115,99.1,115,"*","*","*","*",10,8.7,63,54.8,"*","*","*","*",282
"Colchester School District","=""0280011""","Y",55,54,98.2,54,"*","*","*","*",12,22.2,27,50.0,"*","*","*","*",255
"Colchester School District","=""0280011""","N",137,137,100.0,137,"*","*","*","*",12,8.8,74,54.0,46,33.6,120,87.6,284
"Columbia School District","=""0300011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",45,45,100.0,45,0,0.0,"*","*","*","*","*","*","*","*","*","*",271
"Cooperative Educational Services","=""2430014""","Y",35,35,100.0,35,"*","*","*","*","*","*","*","*",0,0.0,"*","*",217
"Cooperative Educational Services","=""2430014""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",35,34,97.1,34,"*","*","*","*","*","*",20,58.8,"*","*","*","*",262
"Coventry School District","=""0320011""","N",103,102,99.0,102,0,0.0,"*","*","*","*",66,64.7,"*","*","*","*",279
"Cromwell School District","=""0330011""","Y",37,36,97.3,36,"*","*","*","*",12,33.3,14,38.9,"*","*","*","*",243
"Cromwell School District","=""0330011""","N",106,106,100.0,106,"*","*","*","*",17,16.0,57,53.8,25,23.6,82,77.4,272
"Danbury School District","=""0340011""","Y",482,479,99.4,479,139,29.0,74,15.4,109,22.8,150,31.3,7,1.5,157,32.8,225
"Danbury School District","=""0340011""","N",323,321,99.4,321,21,6.5,24,7.5,74,23.1,163,50.8,39,12.1,202,62.9,256
"Darien School District","=""0350011""","Y",63,61,96.8,61,"*","*","*","*",10,16.4,28,45.9,12,19.7,40,65.6,260
"Darien School District","=""0350011""","N",310,308,99.4,308,0,0.0,"*","*","*","*",133,43.2,164,53.2,297,96.4,300
"Derby School District","=""0370011""","Y",64,63,98.4,63,"*","*",12,19.0,10,15.9,17,27.0,"*","*","*","*",224
"Derby School District","=""0370011""","N",34,34,100.0,34,"*","*",10,29.4,7,20.6,10,29.4,"*","*","*","*",242
"East Granby School District","=""0400011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*","*","*",278
"East Haddam School District","=""0410011""","Y",24,24,100.0,24,"*","*","*","*",7,29.2,10,41.7,"*","*","*","*",241
"East Haddam School District","=""0410011""","N",79,76,96.2,76,0,0.0,"*","*",12,15.8,52,68.4,"*","*","*","*",266
"East Hampton School District","=""0420011""","Y",31,30,96.8,30,"*","*","*","*","*","*",13,43.3,"*","*","*","*",246
"East Hampton School District","=""0420011""","N",117,116,99.1,116,0,0.0,"*","*","*","*",59,50.9,"*","*","*","*",277
"East Hartford School District","=""0430011""","Y",366,360,98.4,360,155,43.1,55,15.3,61,16.9,74,20.6,15,4.2,89,24.7,218
"East Hartford School District","=""0430011""","N",125,124,99.2,124,17,13.7,19,15.3,23,18.5,49,39.5,16,12.9,65,52.4,248
"East Haven School District","=""0440011""","Y",158,154,97.5,154,46,29.9,21,13.6,39,25.3,41,26.6,7,4.5,48,31.2,227
"East Haven School District","=""0440011""","N",91,90,98.9,90,"*","*",14,15.6,17,18.9,45,50.0,"*","*","*","*",244
"East Lyme School District","=""0450011""","Y",51,48,94.1,48,9,18.8,"*","*",11,22.9,19,39.6,"*","*","*","*",239
"East Lyme School District","=""0450011""","N",165,165,100.0,165,0,0.0,"*","*",21,12.7,102,61.8,"*","*","*","*",279
"East Windsor School District","=""0470011""","Y",37,35,94.6,35,"*","*","*","*","*","*",15,42.9,"*","*","*","*",254
"East Windsor School District","=""0470011""","N",38,38,100.0,38,"*","*",0,0.0,"*","*",21,55.3,11,28.9,32,84.2,280
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",94,91,96.8,91,"*","*",0,0.0,"*","*",57,62.6,23,25.3,80,87.9,280
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",36,36,100.0,36,"*","*",6,16.7,8,22.2,13,36.1,"*","*","*","*",233
"Ellington School District","=""0480011""","N",176,176,100.0,176,"*","*",6,3.4,20,11.4,102,58.0,"*","*","*","*",275
"Elm City College Preparatory School District","=""2890013""","Y",50,50,100.0,50,"*","*","*","*","*","*","*","*",0,0.0,"*","*",220
"Elm City College Preparatory School District","=""2890013""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",149,147,98.7,147,"*","*",27,18.4,26,17.7,63,42.9,"*","*","*","*",244
"Enfield School District","=""0490011""","N",203,203,100.0,203,"*","*","*","*",30,14.8,107,52.7,48,23.6,155,76.4,271
"Fairfield School District","=""0510011""","Y",168,165,98.2,165,30,18.2,15,9.1,37,22.4,65,39.4,18,10.9,83,50.3,244
"Fairfield School District","=""0510011""","N",625,620,99.2,620,"*","*","*","*",39,6.3,361,58.2,209,33.7,570,91.9,286
"Farmington School District","=""0520011""","Y",59,58,98.3,58,"*","*","*","*",18,31.0,25,43.1,6,10.3,31,53.4,250
"Farmington School District","=""0520011""","N",233,231,99.1,231,"*","*","*","*",17,7.4,130,56.3,79,34.2,209,90.5,286
"Franklin School District","=""0530011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y",82,82,100.0,82,"*","*","*","*",13,15.9,28,34.1,12,14.6,40,48.8,242
"Glastonbury School District","=""0540011""","N",434,434,100.0,433,"*","*","*","*",22,5.1,214,49.4,194,44.8,408,94.2,293
"Granby School District","=""0560011""","Y",31,30,96.8,30,"*","*","*","*","*","*",19,63.3,"*","*","*","*",260
"Granby School District","=""0560011""","N",126,125,99.2,125,"*","*","*","*","*","*",74,59.2,"*","*","*","*",284
"Greenwich School District","=""0570011""","Y",151,150,99.3,150,28,18.7,16,10.7,31,20.7,66,44.0,9,6.0,75,50.0,242
"Greenwich School District","=""0570011""","N",483,482,99.8,482,"*","*","*","*",32,6.6,263,54.6,178,36.9,441,91.5,287
"Griswold School District","=""0580011""","Y",67,65,97.0,65,"*","*","*","*",15,23.1,27,41.5,"*","*","*","*",235
"Griswold School District","=""0580011""","N",70,70,100.0,70,"*","*","*","*",14,20.0,38,54.3,10,14.3,48,68.6,260
"Groton School District","=""0590011""","Y",140,137,97.9,137,23,16.8,"*","*",29,21.2,60,43.8,"*","*","*","*",238
"Groton School District","=""0590011""","N",145,145,100.0,145,"*","*","*","*",16,11.0,80,55.2,39,26.9,119,82.1,276
"Guilford School District","=""0600011""","Y",58,58,100.0,58,"*","*",6,10.3,10,17.2,30,51.7,"*","*","*","*",245
"Guilford School District","=""0600011""","N",232,232,100.0,232,"*","*","*","*",21,9.1,154,66.4,46,19.8,200,86.2,276
"Hamden School District","=""0620011""","Y",221,217,98.2,217,67,30.9,"*","*",50,23.0,56,25.8,"*","*","*","*",222
"Hamden School District","=""0620011""","N",201,199,99.0,199,12,6.0,10,5.0,38,19.1,111,55.8,28,14.1,139,69.8,262
"Hartford School District","=""0640011""","Y",1333,1314,98.6,1313,572,43.6,208,15.8,257,19.6,235,17.9,41,3.1,276,21.0,213
"Hartford School District","=""0640011""","N",238,238,100.0,238,26,10.9,21,8.8,34,14.3,112,47.1,45,18.9,157,66.0,259
"Hartland School District","=""0650011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",232
"Highville Charter School District","=""2860013""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Interdistrict School for Arts and Comm District","=""2650013""","Y",62,61,98.4,61,"*","*","*","*","*","*",16,26.2,"*","*","*","*",223
"Interdistrict School for Arts and Comm District","=""2650013""","N",25,25,100.0,25,"*","*","*","*","*","*",15,60.0,"*","*","*","*",256
"Jumoke Academy District","=""2610013""","Y",55,54,98.2,54,"*","*","*","*",13,24.1,15,27.8,"*","*","*","*",229
"Jumoke Academy District","=""2610013""","N",31,31,100.0,31,"*","*","*","*",9,29.0,12,38.7,"*","*","*","*",239
"Kent School District","=""0680011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",91,87,95.6,87,12,13.8,"*","*",21,24.1,39,44.8,"*","*","*","*",246
"Killingly School District","=""0690011""","N",88,87,98.9,87,"*","*","*","*",18,20.7,53,60.9,7,8.0,60,69.0,259
"Learn","=""2450014""","Y",35,34,97.1,34,"*","*","*","*","*","*","*","*","*","*","*","*",212
"Learn","=""2450014""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Y",23,23,100.0,23,"*","*","*","*","*","*",6,26.1,"*","*","*","*",242
"Lebanon School District","=""0710011""","N",58,58,100.0,58,"*","*",0,0.0,"*","*",38,65.5,"*","*","*","*",279
"Ledyard School District","=""0720011""","Y",46,45,97.8,45,"*","*","*","*",12,26.7,19,42.2,"*","*","*","*",241
"Ledyard School District","=""0720011""","N",113,113,100.0,113,"*","*","*","*",15,13.3,72,63.7,20,17.7,92,81.4,271
"Lisbon School District","=""0730011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*",260
"Litchfield School District","=""0740011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",72,72,100.0,72,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",284
"Madison School District","=""0760011""","Y",44,40,90.9,40,"*","*","*","*",14,35.0,16,40.0,"*","*","*","*",243
"Madison School District","=""0760011""","N",234,227,97.0,227,"*","*","*","*",20,8.8,130,57.3,"*","*","*","*",282
"Manchester School District","=""0770011""","Y",248,245,98.8,245,82,33.5,34,13.9,58,23.7,65,26.5,6,2.4,71,29.0,222
"Manchester School District","=""0770011""","N",124,121,97.6,121,7,5.8,8,6.6,19,15.7,75,62.0,12,9.9,87,71.9,258
"Mansfield School District","=""0780011""","Y",42,42,100.0,42,"*","*","*","*","*","*",23,54.8,10,23.8,33,78.6,272
"Mansfield School District","=""0780011""","N",99,99,100.0,99,0,0.0,0,0.0,9,9.1,40,40.4,50,50.5,90,90.9,300
"Meriden School District","=""0800011""","Y",360,348,96.7,348,138,39.7,60,17.2,65,18.7,78,22.4,7,2.0,85,24.4,215
"Meriden School District","=""0800011""","N",133,130,97.7,130,14,10.8,15,11.5,27,20.8,64,49.2,10,7.7,74,56.9,249
"Middletown School District","=""0830011""","Y",148,148,100.0,148,"*","*",27,18.2,32,21.6,29,19.6,"*","*","*","*",222
"Middletown School District","=""0830011""","N",162,162,100.0,162,"*","*","*","*",31,19.1,94,58.0,17,10.5,111,68.5,259
"Milford School District","=""0840011""","Y",163,158,96.9,158,"*","*",33,20.9,35,22.2,62,39.2,"*","*","*","*",234
"Milford School District","=""0840011""","N",331,328,99.1,328,"*","*","*","*",55,16.8,205,62.5,46,14.0,251,76.5,266
"Monroe School District","=""0850011""","Y",37,37,100.0,37,"*","*","*","*",8,21.6,15,40.5,"*","*","*","*",252
"Monroe School District","=""0850011""","N",217,217,100.0,217,"*","*","*","*",13,6.0,133,61.3,60,27.6,193,88.9,279
"Montville School District","=""0860011""","Y",88,87,98.9,87,"*","*","*","*",12,13.8,37,42.5,14,16.1,51,58.6,254
"Montville School District","=""0860011""","N",97,96,99.0,96,"*","*","*","*",13,13.5,51,53.1,27,28.1,78,81.3,274
"Naugatuck School District","=""0880011""","Y",185,183,98.9,183,43,23.5,37,20.2,"*","*",65,35.5,"*","*","*","*",229
"Naugatuck School District","=""0880011""","N",149,149,100.0,149,"*","*",18,12.1,25,16.8,77,51.7,"*","*","*","*",259
"New Beginnings Inc., Family Academy District","=""2800013""","Y",29,28,96.6,28,11,39.3,"*","*","*","*",10,35.7,0,0.0,10,35.7,222
"New Britain School District","=""0890011""","Y",522,514,98.5,514,249,48.4,"*","*",86,16.7,94,18.3,"*","*","*","*",207
"New Britain School District","=""0890011""","N",96,96,100.0,96,15,15.6,17,17.7,14,14.6,43,44.8,7,7.3,50,52.1,238
"New Canaan School District","=""0900011""","Y",38,37,97.4,37,"*","*","*","*",9,24.3,16,43.2,"*","*","*","*",247
"New Canaan School District","=""0900011""","N",264,264,100.0,264,0,0.0,"*","*",11,4.2,124,47.0,"*","*","*","*",293
"New Fairfield School District","=""0910011""","Y",31,30,96.8,30,"*","*","*","*",8,26.7,9,30.0,"*","*","*","*",241
"New Fairfield School District","=""0910011""","N",164,162,98.8,162,"*","*","*","*",17,10.5,81,50.0,"*","*","*","*",280
"New Haven School District","=""0930011""","Y",948,939,99.1,939,423,45.0,164,17.5,181,19.3,152,16.2,19,2.0,171,18.2,211
"New Haven School District","=""0930011""","N",478,475,99.4,475,79,16.6,66,13.9,107,22.5,173,36.4,50,10.5,223,46.9,244
"New London School District","=""0950011""","Y",170,164,96.5,164,65,39.6,"*","*",26,15.9,46,28.0,"*","*","*","*",217
"New London School District","=""0950011""","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","Y",125,125,100.0,124,"*","*","*","*",27,21.8,53,42.7,"*","*","*","*",241
"New Milford School District","=""0960011""","N",231,231,100.0,231,"*","*","*","*",29,12.6,138,59.7,56,24.2,194,84.0,275
"Newington School District","=""0940011""","Y",96,95,99.0,95,14,14.7,9,9.5,19,20.0,43,45.3,10,10.5,53,55.8,248
"Newington School District","=""0940011""","N",224,224,100.0,224,"*","*","*","*",38,17.0,120,53.6,53,23.7,173,77.2,274
"Newtown School District","=""0970011""","Y",53,52,98.1,52,"*","*",9,17.3,11,21.2,23,44.2,"*","*","*","*",258
"Newtown School District","=""0970011""","N",360,358,99.4,358,"*","*","*","*",31,8.7,204,57.0,111,31.0,315,88.0,283
"North Branford School District","=""0990011""","Y",42,41,97.6,41,"*","*","*","*",7,17.1,18,43.9,"*","*","*","*",235
"North Branford School District","=""0990011""","N",115,113,98.3,113,"*","*","*","*",16,14.2,64,56.6,25,22.1,89,78.8,271
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Y",65,64,98.5,64,"*","*",10,15.6,13,20.3,25,39.1,"*","*","*","*",243
"North Haven School District","=""1010011""","N",209,209,100.0,209,"*","*","*","*",45,21.5,109,52.2,34,16.3,143,68.4,264
"North Stonington School District","=""1020011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",38,38,100.0,38,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"Norwalk School District","=""1030011""","Y",482,479,99.4,479,130,27.1,75,15.7,108,22.5,146,30.5,20,4.2,166,34.7,230
"Norwalk School District","=""1030011""","N",318,318,100.0,318,6,1.9,23,7.2,39,12.3,168,52.8,82,25.8,250,78.6,273
"Norwich School District","=""1040011""","Y",297,294,99.0,294,93,31.6,"*","*",64,21.8,79,26.9,"*","*","*","*",222
"Norwich School District","=""1040011""","N",85,85,100.0,85,9,10.6,"*","*",22,25.9,43,50.6,"*","*","*","*",246
"Odyssey Community School District","=""2630013""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",28,27,96.4,27,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Old Saybrook School District","=""1060011""","Y",32,32,100.0,32,6,18.8,"*","*",7,21.9,16,50.0,"*","*","*","*",243
"Old Saybrook School District","=""1060011""","N",89,89,100.0,89,0,0.0,"*","*",9,10.1,55,61.8,"*","*","*","*",279
"Oxford School District","=""1080011""","Y",32,31,96.9,31,"*","*","*","*",7,22.6,11,35.5,"*","*","*","*",235
"Oxford School District","=""1080011""","N",135,135,100.0,135,"*","*","*","*",25,18.5,68,50.4,31,23.0,99,73.3,273
"Park City Prep Charter School District","=""2830013""","Y",50,48,96.0,48,"*","*",8,16.7,12,25.0,17,35.4,"*","*","*","*",232
"Park City Prep Charter School District","=""2830013""","N",33,33,100.0,33,"*","*",0,0.0,8,24.2,17,51.5,"*","*","*","*",259
"Plainfield School District","=""1090011""","Y",108,107,99.1,107,"*","*",15,14.0,26,24.3,45,42.1,"*","*","*","*",244
"Plainfield School District","=""1090011""","N",78,77,98.7,77,"*","*","*","*",11,14.3,46,59.7,11,14.3,57,74.0,264
"Plainville School District","=""1100011""","Y",61,61,100.0,61,"*","*","*","*",10,16.4,25,41.0,6,9.8,31,50.8,244
"Plainville School District","=""1100011""","N",111,109,98.2,109,"*","*","*","*",12,11.0,53,48.6,37,33.9,90,82.6,279
"Plymouth School District","=""1110011""","Y",46,45,97.8,45,"*","*","*","*",12,26.7,16,35.6,0,0.0,16,35.6,229
"Plymouth School District","=""1110011""","N",63,62,98.4,62,"*","*","*","*",10,16.1,37,59.7,7,11.3,44,71.0,259
"Pomfret School District","=""1120011""","Y",21,21,100.0,21,"*","*","*","*","*","*",13,61.9,"*","*","*","*",256
"Pomfret School District","=""1120011""","N",34,34,100.0,34,0,0.0,"*","*","*","*",20,58.8,"*","*","*","*",277
"Portland School District","=""1130011""","Y",28,28,100.0,28,"*","*","*","*",8,28.6,11,39.3,"*","*","*","*",245
"Portland School District","=""1130011""","N",81,81,100.0,81,0,0.0,"*","*",6,7.4,50,61.7,"*","*","*","*",284
"Preston School District","=""1140011""","Y",22,21,95.5,21,"*","*","*","*","*","*",8,38.1,0,0.0,8,38.1,237
"Preston School District","=""1140011""","N",33,33,100.0,33,0,0.0,0,0.0,"*","*",17,51.5,"*","*","*","*",286
"Putnam School District","=""1160011""","Y",62,60,96.8,60,"*","*","*","*",9,15.0,22,36.7,"*","*","*","*",223
"Putnam School District","=""1160011""","N",33,33,100.0,33,"*","*","*","*",10,30.3,15,45.5,"*","*","*","*",243
"Redding School District","=""1170011""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",242
"Redding School District","=""1170011""","N",96,94,97.9,94,0,0.0,"*","*","*","*","*","*","*","*","*","*",287
"Regional School District 01","=""2010012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y",37,37,100.0,37,"*","*","*","*",12,32.4,13,35.1,"*","*","*","*",249
"Regional School District 04","=""2040012""","N",125,125,100.0,125,0,0.0,"*","*","*","*",64,51.2,53,42.4,117,93.6,288
"Regional School District 05","=""2050012""","Y",58,57,98.3,57,15,26.3,"*","*",17,29.8,15,26.3,"*","*","*","*",229
"Regional School District 05","=""2050012""","N",323,320,99.1,320,"*","*","*","*",28,8.8,176,55.0,106,33.1,282,88.1,284
"Regional School District 06","=""2060012""","Y",22,22,100.0,22,"*","*","*","*","*","*",8,36.4,"*","*","*","*",246
"Regional School District 06","=""2060012""","N",56,54,96.4,54,"*","*","*","*","*","*",37,68.5,"*","*","*","*",275
"Regional School District 07","=""2070012""","Y",27,27,100.0,27,"*","*","*","*","*","*",10,37.0,8,29.6,18,66.7,268
"Regional School District 07","=""2070012""","N",119,119,100.0,119,0,0.0,"*","*","*","*",59,49.6,55,46.2,114,95.8,297
"Regional School District 08","=""2080012""","Y",51,51,100.0,51,"*","*",6,11.8,12,23.5,20,39.2,"*","*","*","*",241
"Regional School District 08","=""2080012""","N",230,230,100.0,230,"*","*",7,3.0,34,14.8,137,59.6,"*","*","*","*",274
"Regional School District 10","=""2100012""","Y",31,28,90.3,27,"*","*",0,0.0,8,29.6,10,37.0,"*","*","*","*",241
"Regional School District 10","=""2100012""","N",145,144,99.3,144,"*","*","*","*",21,14.6,89,61.8,28,19.4,117,81.3,271
"Regional School District 11","=""2110012""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Regional School District 12","=""2120012""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",49,49,100.0,49,0,0.0,0,0.0,"*","*",25,51.0,"*","*","*","*",292
