"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Gender"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Hampton School District","=""0630011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",718,715,99.6,715,171,23.9,153,21.4,183,25.6,176,24.6,32,4.5,208,29.1,221
"Hartford School District","=""0640011""","M",751,739,98.4,739,201,27.2,146,19.8,161,21.8,178,24.1,53,7.2,231,31.3,220
"Hartland School District","=""0650011""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","F",52,52,100.0,52,"*","*","*","*",11,21.2,24,46.2,15,28.8,39,75.0,273
"Hebron School District","=""0670011""","M",55,55,100.0,55,"*","*","*","*",8,14.5,25,45.5,15,27.3,40,72.7,266
"Highville Charter School District","=""2860013""","F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",221
"Highville Charter School District","=""2860013""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",202
"Integrated Day Charter School District","=""2640013""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","M",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","F",41,41,100.0,41,"*","*",9,22.0,15,36.6,12,29.3,"*","*","*","*",232
"Jumoke Academy District","=""2610013""","M",35,35,100.0,35,"*","*","*","*",10,28.6,6,17.1,0,0.0,6,17.1,206
"Kent School District","=""0680011""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",72,72,100.0,72,"*","*",12,16.7,22,30.6,27,37.5,"*","*","*","*",242
"Killingly School District","=""0690011""","M",87,83,95.4,83,"*","*",9,10.8,17,20.5,46,55.4,"*","*","*","*",251
"Learn","=""2450014""","F",46,44,95.7,44,"*","*","*","*",7,15.9,25,56.8,7,15.9,32,72.7,262
"Learn","=""2450014""","M",40,40,100.0,40,"*","*","*","*",6,15.0,21,52.5,8,20.0,29,72.5,271
"Lebanon School District","=""0710011""","F",34,34,100.0,34,"*","*",0,0.0,"*","*",19,55.9,"*","*","*","*",262
"Lebanon School District","=""0710011""","M",29,28,96.6,28,"*","*","*","*","*","*",17,60.7,"*","*","*","*",265
"Ledyard School District","=""0720011""","F",74,73,98.6,73,0,0.0,"*","*","*","*",31,42.5,27,37.0,58,79.5,289
"Ledyard School District","=""0720011""","M",94,93,98.9,93,"*","*","*","*",12,12.9,44,47.3,27,29.0,71,76.3,273
"Lisbon School District","=""0730011""","F",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",259
"Lisbon School District","=""0730011""","M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Litchfield School District","=""0740011""","F",27,27,100.0,27,0,0.0,"*","*","*","*",10,37.0,13,48.1,23,85.2,293
"Litchfield School District","=""0740011""","M",42,42,100.0,42,"*","*","*","*",0,0.0,13,31.0,27,64.3,40,95.2,308
"Madison School District","=""0760011""","F",92,90,97.8,90,"*","*","*","*",15,16.7,48,53.3,21,23.3,69,76.7,274
"Madison School District","=""0760011""","M",112,106,94.6,106,0,0.0,"*","*",23,21.7,57,53.8,"*","*","*","*",272
"Manchester School District","=""0770011""","F",216,215,99.5,215,26,12.1,40,18.6,44,20.5,83,38.6,22,10.2,105,48.8,240
"Manchester School District","=""0770011""","M",259,255,98.5,255,43,16.9,43,16.9,62,24.3,82,32.2,25,9.8,107,42.0,236
"Mansfield School District","=""0780011""","F",68,67,98.5,67,"*","*","*","*",9,13.4,33,49.3,21,31.3,54,80.6,280
"Mansfield School District","=""0780011""","M",71,69,97.2,69,"*","*","*","*",10,14.5,24,34.8,23,33.3,47,68.1,267
"Marlborough School District","=""0790011""","F",46,46,100.0,46,0,0.0,"*","*","*","*",21,45.7,15,32.6,36,78.3,283
"Marlborough School District","=""0790011""","M",45,45,100.0,45,"*","*","*","*","*","*",19,42.2,19,42.2,38,84.4,284
"Meriden School District","=""0800011""","F",325,322,99.1,322,46,14.3,68,21.1,78,24.2,109,33.9,21,6.5,130,40.4,233
"Meriden School District","=""0800011""","M",317,316,99.7,316,58,18.4,61,19.3,89,28.2,91,28.8,17,5.4,108,34.2,227
"Middletown School District","=""0830011""","F",175,175,100.0,175,14,8.0,27,15.4,39,22.3,73,41.7,22,12.6,95,54.3,249
"Middletown School District","=""0830011""","M",185,184,99.5,184,24,13.0,35,19.0,43,23.4,63,34.2,19,10.3,82,44.6,241
"Milford School District","=""0840011""","F",212,210,99.1,210,"*","*","*","*",35,16.7,110,52.4,54,25.7,164,78.1,276
"Milford School District","=""0840011""","M",245,244,99.6,244,8,3.3,22,9.0,26,10.7,126,51.6,62,25.4,188,77.0,273
"Monroe School District","=""0850011""","F",118,118,100.0,118,"*","*","*","*",8,6.8,43,36.4,63,53.4,106,89.8,299
"Monroe School District","=""0850011""","M",109,109,100.0,109,"*","*","*","*","*","*",55,50.5,45,41.3,100,91.7,292
"Montville School District","=""0860011""","F",101,101,100.0,101,"*","*","*","*",23,22.8,48,47.5,21,20.8,69,68.3,268
"Montville School District","=""0860011""","M",83,83,100.0,83,"*","*","*","*",13,15.7,41,49.4,18,21.7,59,71.1,268
"Naugatuck School District","=""0880011""","F",150,150,100.0,150,18,12.0,29,19.3,45,30.0,50,33.3,8,5.3,58,38.7,233
"Naugatuck School District","=""0880011""","M",151,151,100.0,151,"*","*",19,12.6,45,29.8,64,42.4,"*","*","*","*",238
"New Beginnings Inc., Family Academy District","=""2800013""","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",233
"New Beginnings Inc., Family Academy District","=""2800013""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","F",373,369,98.9,369,101,27.4,89,24.1,101,27.4,66,17.9,12,3.3,78,21.1,213
"New Britain School District","=""0890011""","M",415,408,98.3,408,137,33.6,75,18.4,92,22.5,90,22.1,14,3.4,104,25.5,211
"New Canaan School District","=""0900011""","F",172,170,98.8,170,"*","*",0,0.0,"*","*",64,37.6,90,52.9,154,90.6,301
"New Canaan School District","=""0900011""","M",172,171,99.4,171,0,0.0,"*","*","*","*",69,40.4,84,49.1,153,89.5,298
"New Fairfield School District","=""0910011""","F",77,74,96.1,74,"*","*","*","*",19,25.7,34,45.9,15,20.3,49,66.2,263
"New Fairfield School District","=""0910011""","M",74,74,100.0,74,"*","*","*","*",16,21.6,34,45.9,18,24.3,52,70.3,267
"New Hartford School District","=""0920011""","F",42,42,100.0,42,"*","*","*","*","*","*",22,52.4,8,19.0,30,71.4,268
"New Hartford School District","=""0920011""","M",26,26,100.0,26,0,0.0,"*","*","*","*",12,46.2,9,34.6,21,80.8,280
"New Haven School District","=""0930011""","F",736,733,99.6,733,181,24.7,200,27.3,164,22.4,136,18.6,52,7.1,188,25.6,219
"New Haven School District","=""0930011""","M",728,725,99.6,725,207,28.6,174,24.0,168,23.2,135,18.6,41,5.7,176,24.3,216
"New London School District","=""0950011""","F",138,137,99.3,137,23,16.8,21,15.3,33,24.1,43,31.4,17,12.4,60,43.8,239
"New London School District","=""0950011""","M",142,140,98.6,140,27,19.3,39,27.9,24,17.1,35,25.0,15,10.7,50,35.7,228
"New Milford School District","=""0960011""","F",156,155,99.4,155,7,4.5,11,7.1,37,23.9,72,46.5,28,18.1,100,64.5,262
"New Milford School District","=""0960011""","M",178,177,99.4,177,10,5.6,11,6.2,39,22.0,85,48.0,32,18.1,117,66.1,261
"Newington School District","=""0940011""","F",142,142,100.0,142,"*","*","*","*",38,26.8,65,45.8,24,16.9,89,62.7,261
"Newington School District","=""0940011""","M",167,166,99.4,166,8,4.8,15,9.0,35,21.1,75,45.2,33,19.9,108,65.1,261
"Newtown School District","=""0970011""","F",178,178,100.0,178,"*","*","*","*",33,18.5,99,55.6,32,18.0,131,73.6,268
"Newtown School District","=""0970011""","M",162,161,99.4,161,"*","*","*","*",20,12.4,101,62.7,27,16.8,128,79.5,270
"Norfolk School District","=""0980011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","F",64,64,100.0,64,"*","*","*","*",11,17.2,39,60.9,8,12.5,47,73.4,262
"North Branford School District","=""0990011""","M",80,79,98.8,79,"*","*","*","*",20,25.3,35,44.3,11,13.9,46,58.2,256
"North Canaan School District","=""1000011""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","F",104,104,100.0,104,"*","*","*","*",28,26.9,48,46.2,16,15.4,64,61.5,260
"North Haven School District","=""1010011""","M",125,124,99.2,124,9,7.3,13,10.5,23,18.5,58,46.8,21,16.9,79,63.7,258
"North Stonington School District","=""1020011""","F",33,32,97.0,32,0,0.0,0,0.0,"*","*","*","*",21,65.6,"*","*",311
"North Stonington School District","=""1020011""","M",23,23,100.0,23,0,0.0,0,0.0,"*","*","*","*",11,47.8,"*","*",304
"Norwalk School District","=""1030011""","F",417,416,99.8,416,43,10.3,53,12.7,100,24.0,159,38.2,61,14.7,220,52.9,248
"Norwalk School District","=""1030011""","M",407,405,99.5,405,48,11.9,53,13.1,89,22.0,145,35.8,70,17.3,215,53.1,248
"Norwich School District","=""1040011""","F",179,178,99.4,178,26,14.6,28,15.7,46,25.8,60,33.7,18,10.1,78,43.8,239
"Norwich School District","=""1040011""","M",181,175,96.7,174,34,19.5,27,15.5,45,25.9,55,31.6,13,7.5,68,39.1,230
"Odyssey Community School District","=""2630013""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","F",45,45,100.0,45,"*","*","*","*","*","*",25,55.6,12,26.7,37,82.2,275
"Old Saybrook School District","=""1060011""","M",45,45,100.0,45,"*","*","*","*","*","*",24,53.3,10,22.2,34,75.6,269
"Orange School District","=""1070011""","F",85,84,98.8,84,0,0.0,"*","*","*","*",44,52.4,28,33.3,72,85.7,282
"Orange School District","=""1070011""","M",86,86,100.0,86,"*","*","*","*",9,10.5,39,45.3,34,39.5,73,84.9,288
"Oxford School District","=""1080011""","F",90,90,100.0,90,"*","*","*","*",18,20.0,40,44.4,26,28.9,66,73.3,278
"Oxford School District","=""1080011""","M",84,84,100.0,84,0,0.0,"*","*","*","*",42,50.0,30,35.7,72,85.7,284
"Park City Prep Charter School District","=""2830013""","F",43,43,100.0,43,"*","*",11,25.6,10,23.3,14,32.6,"*","*","*","*",230
"Park City Prep Charter School District","=""2830013""","M",50,50,100.0,50,15,30.0,13,26.0,11,22.0,"*","*","*","*",11,22.0,213
"Plainfield School District","=""1090011""","F",79,78,98.7,78,"*","*",13,16.7,19,24.4,35,44.9,"*","*","*","*",250
"Plainfield School District","=""1090011""","M",84,84,100.0,84,"*","*","*","*",24,28.6,35,41.7,8,9.5,43,51.2,248
"Plainville School District","=""1100011""","F",77,77,100.0,77,"*","*","*","*",15,19.5,38,49.4,11,14.3,49,63.6,254
"Plainville School District","=""1100011""","M",91,91,100.0,91,"*","*","*","*",14,15.4,52,57.1,15,16.5,67,73.6,266
