"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, High Needs (F/R, EL or SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Branford School District","=""0140011""","Y",84,78,92.9,78,"*","*","*","*",33,42.3,13,16.7,11,14.1,24,30.8,244
"Branford School District","=""0140011""","N",134,131,97.8,131,"*","*","*","*",40,30.5,36,27.5,50,38.2,86,65.6,281
"Bridgeport Achievement First District","=""2850013""","Y",36,36,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*",200
"Bridgeport Achievement First District","=""2850013""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Y",1467,1274,86.8,1217,439,36.1,263,21.6,311,25.6,116,9.5,88,7.2,204,16.8,215
"Bristol School District","=""0170011""","Y",251,238,94.8,238,50,21.0,50,21.0,87,36.6,28,11.8,23,9.7,51,21.4,229
"Bristol School District","=""0170011""","N",309,303,98.1,303,"*","*","*","*",110,36.3,88,29.0,87,28.7,175,57.8,274
"Brookfield School District","=""0180011""","Y",39,37,94.9,36,0,0.0,"*","*",18,50.0,8,22.2,"*","*","*","*",260
"Brookfield School District","=""0180011""","N",185,183,98.9,183,0,0.0,"*","*","*","*",54,29.5,79,43.2,133,72.7,290
"Brooklyn School District","=""0190011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Y",30,27,90.0,27,"*","*","*","*",6,22.2,8,29.6,8,29.6,16,59.3,264
"Canton School District","=""0230011""","N",96,95,99.0,95,0,0.0,0,0.0,8,8.4,31,32.6,56,58.9,87,91.6,307
"Capital Preparatory Harbor School Inc. District","=""2970013""","Y",21,20,95.2,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",201
"Capital Preparatory Harbor School Inc. District","=""2970013""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Y",414,389,94.0,384,96,25.0,95,24.7,127,33.1,39,10.2,27,7.0,66,17.2,222
"Capitol Region Education Council","=""2410014""","N",219,216,98.6,214,11,5.1,34,15.9,63,29.4,44,20.6,62,29.0,106,49.5,266
"Cheshire School District","=""0250011""","Y",68,64,94.1,62,"*","*","*","*",27,43.5,14,22.6,9,14.5,23,37.1,252
"Cheshire School District","=""0250011""","N",277,276,99.6,275,0,0.0,"*","*","*","*",94,34.2,114,41.5,208,75.6,290
"Clinton School District","=""0270011""","Y",36,32,88.9,32,"*","*","*","*",6,18.8,"*","*","*","*","*","*",214
"Clinton School District","=""0270011""","N",96,96,100.0,96,"*","*","*","*",19,19.8,"*","*","*","*","*","*",286
"Colchester School District","=""0280011""","Y",55,54,98.2,53,7,13.2,10,18.9,19,35.8,9,17.0,8,15.1,17,32.1,240
"Colchester School District","=""0280011""","N",166,164,98.8,164,0,0.0,6,3.7,38,23.2,41,25.0,79,48.2,120,73.2,289
"Columbia School District","=""0300011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Y",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Common Ground High School District","=""2680013""","N",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Y",1470,1465,99.7,1464,163,11.1,335,22.9,663,45.3,181,12.4,122,8.3,303,20.7,234
"Connecticut Technical High School System","=""9000016""","N",1216,1215,99.9,1213,42,3.5,119,9.8,569,46.9,274,22.6,209,17.2,483,39.8,257
"Cooperative Educational Services","=""2430014""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",32,32,100.0,31,6,19.4,"*","*",16,51.6,0,0.0,"*","*","*","*",237
"Coventry School District","=""0320011""","N",84,83,98.8,83,0,0.0,"*","*",18,21.7,"*","*",46,55.4,"*","*",301
"Cromwell School District","=""0330011""","Y",32,31,96.9,31,6,19.4,"*","*",14,45.2,"*","*","*","*","*","*",221
"Cromwell School District","=""0330011""","N",115,115,100.0,115,0,0.0,"*","*",44,38.3,"*","*","*","*","*","*",276
"Danbury School District","=""0340011""","Y",410,401,97.8,400,132,33.0,91,22.8,124,31.0,42,10.5,11,2.8,53,13.3,212
"Danbury School District","=""0340011""","N",319,314,98.4,314,23,7.3,41,13.1,116,36.9,79,25.2,55,17.5,134,42.7,255
"Darien School District","=""0350011""","Y",62,51,82.3,50,"*","*","*","*",22,44.0,12,24.0,7,14.0,19,38.0,251
"Darien School District","=""0350011""","N",290,286,98.6,286,0,0.0,"*","*","*","*",78,27.3,165,57.7,243,85.0,304
"Derby School District","=""0370011""","Y",39,39,100.0,39,"*","*",8,20.5,14,35.9,"*","*","*","*","*","*",218
"Derby School District","=""0370011""","N",41,39,95.1,39,"*","*",7,17.9,10,25.6,"*","*","*","*","*","*",256
"East Granby School District","=""0400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",54,54,100.0,54,0,0.0,"*","*","*","*",17,31.5,28,51.9,45,83.3,294
"East Haddam School District","=""0410011""","Y",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",65,65,100.0,65,"*","*","*","*",26,40.0,12,18.5,23,35.4,35,53.8,274
"East Hampton School District","=""0420011""","Y",27,27,100.0,26,"*","*","*","*",12,46.2,"*","*","*","*","*","*",241
"East Hampton School District","=""0420011""","N",82,81,98.8,81,"*","*","*","*",19,23.5,19,23.5,40,49.4,59,72.8,292
"East Hartford School District","=""0430011""","Y",345,305,88.4,300,75,25.0,70,23.3,100,33.3,34,11.3,21,7.0,55,18.3,222
"East Hartford School District","=""0430011""","N",139,133,95.7,133,7,5.3,21,15.8,50,37.6,33,24.8,22,16.5,55,41.4,256
"East Haven School District","=""0440011""","Y",114,109,95.6,109,6,5.5,24,22.0,55,50.5,16,14.7,8,7.3,24,22.0,238
"East Haven School District","=""0440011""","N",113,111,98.2,111,"*","*",15,13.5,49,44.1,32,28.8,"*","*","*","*",254
"East Lyme School District","=""0450011""","Y",70,67,95.7,66,"*","*","*","*",25,37.9,17,25.8,13,19.7,30,45.5,259
"East Lyme School District","=""0450011""","N",217,217,100.0,217,0,0.0,"*","*","*","*",60,27.6,110,50.7,170,78.3,298
"East Windsor School District","=""0470011""","Y",42,40,95.2,40,6,15.0,"*","*",18,45.0,"*","*",8,20.0,"*","*",241
"East Windsor School District","=""0470011""","N",48,48,100.0,48,0,0.0,"*","*",15,31.3,20,41.7,"*","*","*","*",269
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",52,46,88.5,45,11,24.4,"*","*",17,37.8,10,22.2,"*","*","*","*",230
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",43,40,93.0,40,"*","*",8,20.0,21,52.5,"*","*","*","*","*","*",239
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",34,33,97.1,33,"*","*","*","*",17,51.5,7,21.2,"*","*","*","*",250
"Ellington School District","=""0480011""","N",145,145,100.0,145,0,0.0,"*","*",31,21.4,53,36.6,"*","*","*","*",284
"Elm City College Preparatory School District","=""2890013""","Y",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",132,128,97.0,128,10,7.8,18,14.1,65,50.8,22,17.2,13,10.2,35,27.3,245
"Enfield School District","=""0490011""","N",237,237,100.0,237,"*","*","*","*",78,32.9,86,36.3,57,24.1,143,60.3,270
"Explorations District","=""2720013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Y",160,154,96.3,154,13,8.4,26,16.9,63,40.9,33,21.4,19,12.3,52,33.8,247
"Fairfield School District","=""0510011""","N",609,598,98.2,598,0,0.0,"*","*","*","*",193,32.3,286,47.8,479,80.1,294
"Farmington School District","=""0520011""","Y",62,59,95.2,59,"*","*","*","*",23,39.0,10,16.9,14,23.7,24,40.7,257
"Farmington School District","=""0520011""","N",232,231,99.6,231,0,0.0,"*","*","*","*",68,29.4,131,56.7,199,86.1,304
"Glastonbury School District","=""0540011""","Y",78,77,98.7,77,"*","*",13,16.9,37,48.1,12,15.6,"*","*","*","*",246
"Glastonbury School District","=""0540011""","N",404,401,99.3,401,"*","*","*","*",65,16.2,94,23.4,232,57.9,326,81.3,303
"Granby School District","=""0560011""","Y",27,27,100.0,26,"*","*","*","*",7,26.9,6,23.1,"*","*","*","*",248
"Granby School District","=""0560011""","N",143,141,98.6,141,0,0.0,"*","*","*","*",37,26.2,89,63.1,126,89.4,309
"Greenwich School District","=""0570011""","Y",160,155,96.9,154,17,11.0,16,10.4,61,39.6,39,25.3,21,13.6,60,39.0,250
"Greenwich School District","=""0570011""","N",447,445,99.6,445,0,0.0,7,1.6,61,13.7,98,22.0,279,62.7,377,84.7,307
"Griswold School District","=""0580011""","Y",60,58,96.7,57,"*","*",13,22.8,21,36.8,"*","*",8,14.0,"*","*",235
"Griswold School District","=""0580011""","N",90,90,100.0,90,"*","*","*","*",29,32.2,33,36.7,18,20.0,51,56.7,264
"Groton School District","=""0590011""","Y",117,97,82.9,97,"*","*",22,22.7,37,38.1,14,14.4,"*","*","*","*",229
"Groton School District","=""0590011""","N",145,143,98.6,143,"*","*","*","*",50,35.0,30,21.0,54,37.8,84,58.7,281
"Guilford School District","=""0600011""","Y",49,48,98.0,48,"*","*","*","*",18,37.5,8,16.7,10,20.8,18,37.5,253
"Guilford School District","=""0600011""","N",241,241,100.0,241,0,0.0,"*","*","*","*",71,29.5,123,51.0,194,80.5,297
"Hamden School District","=""0620011""","Y",201,175,87.1,173,53,30.6,38,22.0,61,35.3,14,8.1,7,4.0,21,12.1,217
"Hamden School District","=""0620011""","N",217,216,99.5,215,7,3.3,19,8.8,82,38.1,45,20.9,62,28.8,107,49.8,268
"Hartford School District","=""0640011""","Y",1042,903,86.7,889,342,38.5,220,24.7,216,24.3,71,8.0,40,4.5,111,12.5,208
"Hartford School District","=""0640011""","N",283,276,97.5,275,21,7.6,40,14.5,88,32.0,50,18.2,76,27.6,126,45.8,260
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",91,79,86.8,79,"*","*",23,29.1,21,26.6,8,10.1,"*","*","*","*",218
"Killingly School District","=""0690011""","N",104,102,98.1,102,"*","*","*","*",38,37.3,36,35.3,16,15.7,52,51.0,260
"Learn","=""2450014""","Y",106,101,95.3,100,34,34.0,25,25.0,24,24.0,7,7.0,10,10.0,17,17.0,219
"Learn","=""2450014""","N",70,69,98.6,69,"*","*","*","*",18,26.1,15,21.7,28,40.6,43,62.3,278
"Lebanon School District","=""0710011""","Y",25,24,96.0,24,"*","*","*","*",7,29.2,6,25.0,"*","*","*","*",239
"Lebanon School District","=""0710011""","N",70,70,100.0,70,"*","*","*","*",21,30.0,24,34.3,20,28.6,44,62.9,273
"Ledyard School District","=""0720011""","Y",66,63,95.5,63,"*","*","*","*",26,41.3,8,12.7,14,22.2,22,34.9,252
"Ledyard School District","=""0720011""","N",127,125,98.4,125,"*","*","*","*",27,21.6,33,26.4,62,49.6,95,76.0,296
"Litchfield School District","=""0740011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",52,52,100.0,52,0,0.0,"*","*","*","*","*","*","*","*","*","*",293
"Madison School District","=""0760011""","Y",49,42,85.7,42,"*","*","*","*",10,23.8,8,19.0,8,19.0,16,38.1,249
"Madison School District","=""0760011""","N",246,244,99.2,244,0,0.0,"*","*","*","*",76,31.1,113,46.3,189,77.5,291
"Manchester School District","=""0770011""","Y",215,203,94.4,203,72,35.5,41,20.2,53,26.1,22,10.8,15,7.4,37,18.2,216
"Manchester School District","=""0770011""","N",173,169,97.7,169,14,8.3,32,18.9,60,35.5,31,18.3,32,18.9,63,37.3,250
"Meriden School District","=""0800011""","Y",402,372,92.5,365,151,41.4,117,32.1,78,21.4,"*","*","*","*",19,5.2,199
"Meriden School District","=""0800011""","N",183,179,97.8,179,24,13.4,31,17.3,75,41.9,25,14.0,24,13.4,49,27.4,242
"Middletown School District","=""0830011""","Y",147,142,96.6,142,39,27.5,34,23.9,46,32.4,14,9.9,9,6.3,23,16.2,219
"Middletown School District","=""0830011""","N",165,165,100.0,165,11,6.7,15,9.1,60,36.4,33,20.0,46,27.9,79,47.9,265
"Milford School District","=""0840011""","Y",122,114,93.4,112,20,17.9,32,28.6,43,38.4,"*","*","*","*",17,15.2,224
"Milford School District","=""0840011""","N",326,326,100.0,325,6,1.8,17,5.2,133,40.9,90,27.7,79,24.3,169,52.0,270
"Monroe School District","=""0850011""","Y",46,45,97.8,45,"*","*","*","*",14,31.1,11,24.4,10,22.2,21,46.7,257
"Monroe School District","=""0850011""","N",253,252,99.6,250,"*","*","*","*",41,16.4,66,26.4,140,56.0,206,82.4,302
"Montville School District","=""0860011""","Y",67,65,97.0,65,8,12.3,8,12.3,27,41.5,11,16.9,11,16.9,22,33.8,249
"Montville School District","=""0860011""","N",119,117,98.3,117,"*","*","*","*",30,25.6,30,25.6,50,42.7,80,68.4,286
"Naugatuck School District","=""0880011""","Y",163,152,93.3,152,"*","*",42,27.6,52,34.2,16,10.5,"*","*","*","*",223
"Naugatuck School District","=""0880011""","N",135,133,98.5,132,"*","*",24,18.2,58,43.9,23,17.4,"*","*","*","*",250
"New Britain School District","=""0890011""","Y",441,400,90.7,393,182,46.3,96,24.4,81,20.6,27,6.9,7,1.8,34,8.7,201
"New Britain School District","=""0890011""","N",99,97,98.0,97,11,11.3,20,20.6,34,35.1,17,17.5,15,15.5,32,33.0,243
"New Canaan School District","=""0900011""","Y",49,46,93.9,45,"*","*","*","*",24,53.3,"*","*",10,22.2,"*","*",256
"New Canaan School District","=""0900011""","N",270,268,99.3,268,0,0.0,"*","*","*","*",82,30.6,152,56.7,234,87.3,302
"New Fairfield School District","=""0910011""","Y",38,37,97.4,37,"*","*","*","*",18,48.6,6,16.2,"*","*","*","*",235
"New Fairfield School District","=""0910011""","N",180,179,99.4,179,0,0.0,"*","*","*","*",54,30.2,70,39.1,124,69.3,285
"New Haven School District","=""0930011""","Y",960,816,85.0,790,278,35.2,214,27.1,205,25.9,61,7.7,32,4.1,93,11.8,210
"New Haven School District","=""0930011""","N",526,492,93.5,486,55,11.3,96,19.8,167,34.4,83,17.1,85,17.5,168,34.6,245
"New London School District","=""0950011""","Y",184,165,89.7,163,55,33.7,42,25.8,46,28.2,11,6.7,9,5.5,20,12.3,210
"New London School District","=""0950011""","N",57,55,96.5,55,"*","*","*","*",19,34.5,13,23.6,21,38.2,34,61.8,279
"New Milford School District","=""0960011""","Y",111,101,91.0,100,12,12.0,14,14.0,39,39.0,20,20.0,15,15.0,35,35.0,245
"New Milford School District","=""0960011""","N",250,242,96.8,242,0,0.0,7,2.9,71,29.3,66,27.3,98,40.5,164,67.8,287
"Newington School District","=""0940011""","Y",111,108,97.3,108,"*","*",17,15.7,46,42.6,17,15.7,"*","*","*","*",232
"Newington School District","=""0940011""","N",187,187,100.0,187,"*","*","*","*",62,33.2,53,28.3,58,31.0,111,59.4,274
"Newtown School District","=""0970011""","Y",52,50,96.2,50,"*","*","*","*",19,38.0,7,14.0,11,22.0,18,36.0,253
"Newtown School District","=""0970011""","N",364,362,99.5,362,"*","*","*","*",51,14.1,84,23.2,222,61.3,306,84.5,303
"North Branford School District","=""0990011""","Y",53,52,98.1,52,"*","*","*","*",16,30.8,9,17.3,15,28.8,24,46.2,262
"North Branford School District","=""0990011""","N",97,95,97.9,95,"*","*","*","*",20,21.1,32,33.7,39,41.1,71,74.7,291
"North Haven School District","=""1010011""","Y",53,49,92.5,48,"*","*",8,16.7,15,31.3,"*","*",10,20.8,"*","*",249
"North Haven School District","=""1010011""","N",199,195,98.0,195,"*","*","*","*",59,30.3,47,24.1,76,39.0,123,63.1,282
"North Stonington School District","=""1020011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Norwalk School District","=""1030011""","Y",468,445,95.1,442,107,24.2,99,22.4,151,34.2,56,12.7,29,6.6,85,19.2,224
"Norwalk School District","=""1030011""","N",394,388,98.5,388,7,1.8,30,7.7,143,36.9,103,26.5,105,27.1,208,53.6,270
"Norwich Free Academy District","=""9010022""","Y",286,276,96.5,275,75,27.3,66,24.0,87,31.6,29,10.5,18,6.5,47,17.1,221
"Norwich Free Academy District","=""9010022""","N",272,268,98.5,267,11,4.1,17,6.4,76,28.5,67,25.1,96,36.0,163,61.0,277
"Norwich School District","=""1040011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",28,26,92.9,26,"*","*","*","*",7,26.9,6,23.1,"*","*","*","*",244
"Old Saybrook School District","=""1060011""","N",82,82,100.0,82,0,0.0,"*","*",18,22.0,27,32.9,"*","*","*","*",291
"Oxford School District","=""1080011""","Y",36,36,100.0,35,6,17.1,"*","*",11,31.4,"*","*",8,22.9,"*","*",249
"Oxford School District","=""1080011""","N",105,105,100.0,104,0,0.0,"*","*",26,25.0,"*","*",53,51.0,"*","*",295
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",85,79,92.9,78,23,29.5,15,19.2,29,37.2,"*","*","*","*",11,14.1,220
"Plainfield School District","=""1090011""","N",85,84,98.8,84,8,9.5,16,19.0,33,39.3,15,17.9,12,14.3,27,32.1,246
"Plainville School District","=""1100011""","Y",72,68,94.4,68,"*","*",14,20.6,20,29.4,13,19.1,"*","*","*","*",226
"Plainville School District","=""1100011""","N",97,95,97.9,95,"*","*",6,6.3,24,25.3,33,34.7,"*","*","*","*",275
"Plymouth School District","=""1110011""","Y",46,43,93.5,43,"*","*",14,32.6,8,18.6,"*","*","*","*","*","*",211
"Plymouth School District","=""1110011""","N",84,83,98.8,83,"*","*","*","*",31,37.3,24,28.9,14,16.9,38,45.8,256
"Portland School District","=""1130011""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*",253
"Portland School District","=""1130011""","N",70,70,100.0,70,"*","*","*","*",22,31.4,"*","*","*","*","*","*",282
"Putnam School District","=""1160011""","Y",43,42,97.7,42,11,26.2,9,21.4,16,38.1,"*","*","*","*",6,14.3,221
"Putnam School District","=""1160011""","N",27,27,100.0,26,"*","*","*","*",13,50.0,"*","*","*","*","*","*",253
"Regional School District 01","=""2010012""","Y",35,34,97.1,34,"*","*",7,20.6,15,44.1,6,17.6,"*","*","*","*",232
"Regional School District 01","=""2010012""","N",57,56,98.2,56,0,0.0,7,12.5,23,41.1,14,25.0,12,21.4,26,46.4,264
"Regional School District 04","=""2040012""","Y",27,26,96.3,26,"*","*","*","*",13,50.0,"*","*",6,23.1,"*","*",252
"Regional School District 04","=""2040012""","N",128,128,100.0,128,0,0.0,"*","*","*","*",33,25.8,63,49.2,96,75.0,295
"Regional School District 05","=""2050012""","Y",52,52,100.0,52,"*","*","*","*",23,44.2,10,19.2,9,17.3,19,36.5,256
"Regional School District 05","=""2050012""","N",308,307,99.7,306,0,0.0,"*","*","*","*",75,24.5,180,58.8,255,83.3,303
"Regional School District 06","=""2060012""","Y",42,42,100.0,42,"*","*","*","*",14,33.3,9,21.4,"*","*","*","*",239
"Regional School District 06","=""2060012""","N",75,74,98.7,74,"*","*","*","*",25,33.8,21,28.4,22,29.7,43,58.1,273
"Regional School District 07","=""2070012""","Y",29,29,100.0,28,"*","*","*","*",11,39.3,"*","*",6,21.4,"*","*",248
"Regional School District 07","=""2070012""","N",147,147,100.0,147,0,0.0,"*","*","*","*",43,29.3,65,44.2,108,73.5,289
"Regional School District 08","=""2080012""","Y",36,35,97.2,35,"*","*","*","*",10,28.6,6,17.1,9,25.7,15,42.9,254
"Regional School District 08","=""2080012""","N",240,236,98.3,236,"*","*","*","*",61,25.8,80,33.9,90,38.1,170,72.0,287
"Regional School District 09","=""2090012""","Y",34,29,85.3,29,0,0.0,0,0.0,"*","*",12,41.4,"*","*","*","*",269
"Regional School District 09","=""2090012""","N",208,206,99.0,204,0,0.0,"*","*","*","*",46,22.5,118,57.8,164,80.4,301
"Regional School District 10","=""2100012""","Y",33,33,100.0,33,"*","*","*","*",12,36.4,"*","*","*","*","*","*",239
"Regional School District 10","=""2100012""","N",168,168,100.0,168,"*","*","*","*",31,18.5,"*","*","*","*","*","*",295
"Regional School District 11","=""2110012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",250
"Regional School District 12","=""2120012""","N",42,42,100.0,42,0,0.0,"*","*","*","*","*","*","*","*","*","*",299
"Regional School District 13","=""2130012""","Y",22,21,95.5,21,"*","*","*","*",6,28.6,"*","*",7,33.3,"*","*",267
"Regional School District 13","=""2130012""","N",104,102,98.1,102,0,0.0,"*","*",18,17.6,"*","*",54,52.9,"*","*",304
"Regional School District 14","=""2140012""","Y",52,51,98.1,51,"*","*","*","*",20,39.2,8,15.7,7,13.7,15,29.4,243
"Regional School District 14","=""2140012""","N",141,141,100.0,141,"*","*","*","*",40,28.4,41,29.1,58,41.1,99,70.2,288
"Regional School District 15","=""2150012""","Y",58,54,93.1,54,"*","*","*","*",16,29.6,15,27.8,14,25.9,29,53.7,270
"Regional School District 15","=""2150012""","N",233,229,98.3,229,"*","*","*","*",30,13.1,75,32.8,122,53.3,197,86.0,300
"Regional School District 16","=""2160012""","Y",42,42,100.0,42,"*","*","*","*",8,19.0,6,14.3,"*","*","*","*",217
"Regional School District 16","=""2160012""","N",130,130,100.0,130,"*","*","*","*",52,40.0,33,25.4,"*","*","*","*",271
"Regional School District 17","=""2170012""","Y",47,46,97.9,46,"*","*","*","*",16,34.8,"*","*",17,37.0,"*","*",268
"Regional School District 17","=""2170012""","N",120,118,98.3,118,0,0.0,0,0.0,22,18.6,36,30.5,60,50.8,96,81.4,302
"Regional School District 18","=""2180012""","Y",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",103,103,100.0,103,"*","*","*","*",24,23.3,27,26.2,48,46.6,75,72.8,289
"Regional School District 19","=""2190012""","Y",79,76,96.2,76,10,13.2,15,19.7,28,36.8,6,7.9,17,22.4,23,30.3,244
"Regional School District 19","=""2190012""","N",220,219,99.5,219,"*","*","*","*",59,26.9,58,26.5,90,41.1,148,67.6,287
"Ridgefield School District","=""1180011""","Y",47,36,76.6,36,0,0.0,"*","*",13,36.1,16,44.4,"*","*","*","*",257
"Ridgefield School District","=""1180011""","N",383,370,96.6,370,0,0.0,"*","*","*","*",87,23.5,225,60.8,312,84.3,304
"Rocky Hill School District","=""1190011""","Y",44,43,97.7,43,13,30.2,"*","*",13,30.2,6,14.0,"*","*","*","*",230
"Rocky Hill School District","=""1190011""","N",134,133,99.3,133,0,0.0,"*","*",40,30.1,"*","*",61,45.9,"*","*",291
"Seymour School District","=""1240011""","Y",45,43,95.6,43,"*","*",6,14.0,14,32.6,6,14.0,"*","*","*","*",223
"Seymour School District","=""1240011""","N",110,109,99.1,109,"*","*",8,7.3,41,37.6,31,28.4,"*","*","*","*",267
"Shelton School District","=""1260011""","Y",104,97,93.3,96,"*","*",17,17.7,32,33.3,19,19.8,"*","*","*","*",246
"Shelton School District","=""1260011""","N",248,245,98.8,245,"*","*","*","*",72,29.4,84,34.3,73,29.8,157,64.1,275
"Sherman School District","=""1270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",65,63,96.9,62,"*","*","*","*",19,30.6,9,14.5,22,35.5,31,50.0,267
"Simsbury School District","=""1280011""","N",266,266,100.0,266,0,0.0,"*","*","*","*",52,19.5,194,72.9,246,92.5,318
"Somers School District","=""1290011""","Y",21,20,95.2,20,"*","*",6,30.0,9,45.0,"*","*","*","*","*","*",227
"Somers School District","=""1290011""","N",101,100,99.0,100,0,0.0,"*","*",26,26.0,"*","*",53,53.0,"*","*",295
