"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Elig"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Capital Preparatory Harbor School Inc. District","=""2970013""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","F",734,714,97.3,711,181,25.5,143,20.1,193,27.1,160,22.5,34,4.8,194,27.3
"Capitol Region Education Council","=""2410014""","N",725,708,97.7,706,35,5.0,83,11.8,135,19.1,264,37.4,189,26.8,453,64.2
"Capitol Region Education Council","=""2410014""","R",142,141,99.3,139,19,13.7,25,18.0,49,35.3,36,25.9,10,7.2,46,33.1
"Chaplin School District","=""0240011""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","F",68,67,98.5,67,6,9.0,12,17.9,17,25.4,22,32.8,10,14.9,32,47.8
"Cheshire School District","=""0250011""","N",955,948,99.3,945,13,1.4,28,3.0,147,15.6,424,44.9,333,35.2,757,80.1
"Cheshire School District","=""0250011""","R",24,23,95.8,23,0,0.0,"*","*","*","*",10,43.5,7,30.4,17,73.9
"Chester School District","=""0260011""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","F",69,66,95.7,66,14,21.2,"*","*",18,27.3,21,31.8,"*","*","*","*"
"Clinton School District","=""0270011""","N",381,379,99.5,379,10,2.6,19,5.0,56,14.8,168,44.3,126,33.2,294,77.6
"Clinton School District","=""0270011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","F",82,82,100.0,82,"*","*",13,15.9,19,23.2,38,46.3,"*","*","*","*"
"Colchester School District","=""0280011""","N",501,498,99.4,497,7,1.4,22,4.4,86,17.3,207,41.6,175,35.2,382,76.9
"Colchester School District","=""0280011""","R",31,30,96.8,30,0,0.0,"*","*",9,30.0,11,36.7,"*","*","*","*"
"Colebrook School District","=""0290011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",101,101,100.0,101,"*","*","*","*",14,13.9,55,54.5,23,22.8,78,77.2
"Columbia School District","=""0300011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",28,24,85.7,24,"*","*","*","*","*","*","*","*",7,29.2,"*","*"
"Common Ground High School District","=""2680013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","F",1076,1072,99.6,1071,128,12.0,247,23.1,485,45.3,124,11.6,87,8.1,211,19.7
"Connecticut Technical High School System","=""9000016""","N",1387,1385,99.9,1383,60,4.3,169,12.2,639,46.2,297,21.5,218,15.8,515,37.2
"Connecticut Technical High School System","=""9000016""","R",223,223,100.0,223,17,7.6,38,17.0,108,48.4,34,15.2,26,11.7,60,26.9
"Cooperative Educational Services","=""2430014""","F",33,33,100.0,33,16,48.5,"*","*","*","*",9,27.3,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","N",74,73,98.6,73,8,11.0,7,9.6,17,23.3,30,41.1,11,15.1,41,56.2
"Cooperative Educational Services","=""2430014""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",27,27,100.0,27,0,0.0,0,0.0,"*","*",16,59.3,"*","*","*","*"
"Coventry School District","=""0320011""","F",47,46,97.9,45,"*","*","*","*",16,35.6,15,33.3,10,22.2,25,55.6
"Coventry School District","=""0320011""","N",310,307,99.0,307,6,2.0,18,5.9,42,13.7,133,43.3,108,35.2,241,78.5
"Coventry School District","=""0320011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","F",69,69,100.0,69,"*","*",14,20.3,21,30.4,22,31.9,"*","*","*","*"
"Cromwell School District","=""0330011""","N",384,382,99.5,382,10,2.6,22,5.8,103,27.0,155,40.6,92,24.1,247,64.7
"Cromwell School District","=""0330011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","F",983,974,99.1,973,236,24.3,204,21.0,294,30.2,204,21.0,35,3.6,239,24.6
"Danbury School District","=""0340011""","N",1150,1132,98.4,1132,144,12.7,138,12.2,277,24.5,422,37.3,151,13.3,573,50.6
"Danbury School District","=""0340011""","R",268,268,100.0,268,35,13.1,47,17.5,73,27.2,103,38.4,10,3.7,113,42.2
"Darien School District","=""0350011""","F",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",1056,1036,98.1,1035,11,1.1,23,2.2,121,11.7,397,38.4,483,46.7,880,85.0
"Darien School District","=""0350011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",38,38,100.0,38,0,0.0,"*","*","*","*",19,50.0,12,31.6,31,81.6
"Deep River School District","=""0360011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","F",141,141,100.0,141,28,19.9,30,21.3,35,24.8,38,27.0,10,7.1,48,34.0
"Derby School District","=""0370011""","N",127,124,97.6,124,18,14.5,24,19.4,30,24.2,35,28.2,17,13.7,52,41.9
"Derby School District","=""0370011""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","F",26,25,96.2,25,"*","*","*","*",8,32.0,8,32.0,"*","*","*","*"
"East Granby School District","=""0400011""","N",168,167,99.4,167,"*","*","*","*",23,13.8,69,41.3,67,40.1,136,81.4
"East Haddam School District","=""0410011""","F",26,26,100.0,26,"*","*","*","*",12,46.2,7,26.9,"*","*","*","*"
"East Haddam School District","=""0410011""","N",226,221,97.8,221,7,3.2,12,5.4,46,20.8,98,44.3,58,26.2,156,70.6
"East Haddam School District","=""0410011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","F",48,46,95.8,46,"*","*","*","*",14,30.4,19,41.3,"*","*","*","*"
"East Hampton School District","=""0420011""","N",332,327,98.5,326,6,1.8,24,7.4,56,17.2,134,41.1,106,32.5,240,73.6
"East Hampton School District","=""0420011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","F",863,826,95.7,821,256,31.2,169,20.6,224,27.3,136,16.6,36,4.4,172,21.0
"East Hartford School District","=""0430011""","N",509,499,98.0,499,72,14.4,74,14.8,140,28.1,159,31.9,54,10.8,213,42.7
"East Hartford School District","=""0430011""","R",118,112,94.9,112,18,16.1,16,14.3,29,25.9,39,34.8,10,8.9,49,43.8
"East Haven School District","=""0440011""","F",276,272,98.6,272,41,15.1,38,14.0,95,34.9,79,29.0,19,7.0,98,36.0
"East Haven School District","=""0440011""","N",340,335,98.5,335,32,9.6,45,13.4,103,30.7,125,37.3,30,9.0,155,46.3
"East Haven School District","=""0440011""","R",64,62,96.9,62,"*","*",12,19.4,22,35.5,17,27.4,"*","*","*","*"
"East Lyme School District","=""0450011""","F",93,92,98.9,92,"*","*","*","*",24,26.1,41,44.6,14,15.2,55,59.8
"East Lyme School District","=""0450011""","N",593,587,99.0,586,8,1.4,14,2.4,99,16.9,248,42.3,217,37.0,465,79.4
"East Lyme School District","=""0450011""","R",23,23,100.0,23,"*","*","*","*",6,26.1,"*","*",9,39.1,"*","*"
"East Windsor School District","=""0470011""","F",89,88,98.9,88,8,9.1,7,8.0,31,35.2,30,34.1,12,13.6,42,47.7
"East Windsor School District","=""0470011""","N",136,135,99.3,135,"*","*","*","*",33,24.4,60,44.4,37,27.4,97,71.9
"East Windsor School District","=""0470011""","R",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F",41,37,90.2,36,12,33.3,"*","*",11,30.6,8,22.2,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",55,50,90.9,50,8,16.0,9,18.0,24,48.0,"*","*","*","*",9,18.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",30,30,100.0,30,"*","*","*","*","*","*",16,53.3,"*","*","*","*"
"Easton School District","=""0460011""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",220,215,97.7,215,"*","*","*","*",19,8.8,112,52.1,73,34.0,185,86.0
"Easton School District","=""0460011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",56,56,100.0,56,7,12.5,"*","*",16,28.6,23,41.1,"*","*","*","*"
"Ellington School District","=""0480011""","N",546,545,99.8,545,12,2.2,19,3.5,83,15.2,253,46.4,178,32.7,431,79.1
"Ellington School District","=""0480011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","F",100,100,100.0,99,28,28.3,25,25.3,30,30.3,"*","*","*","*",16,16.2
"Elm City College Preparatory School District","=""2890013""","N",36,36,100.0,35,7,20.0,"*","*",12,34.3,10,28.6,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","R",25,25,100.0,25,6,24.0,7,28.0,"*","*",7,28.0,"*","*","*","*"
"Enfield School District","=""0490011""","F",320,315,98.4,315,33,10.5,51,16.2,98,31.1,109,34.6,24,7.6,133,42.2
"Enfield School District","=""0490011""","N",712,711,99.9,711,15,2.1,52,7.3,170,23.9,315,44.3,159,22.4,474,66.7
"Enfield School District","=""0490011""","R",83,82,98.8,82,"*","*","*","*",25,30.5,33,40.2,11,13.4,44,53.7
"Essex School District","=""0500011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N",53,53,100.0,53,"*","*","*","*","*","*",25,47.2,24,45.3,49,92.5
"Essex School District","=""0500011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",210,204,97.1,204,21,10.3,19,9.3,59,28.9,69,33.8,36,17.6,105,51.5
"Fairfield School District","=""0510011""","N",2075,2053,98.9,2053,37,1.8,60,2.9,285,13.9,903,44.0,768,37.4,1671,81.4
"Fairfield School District","=""0510011""","R",45,45,100.0,45,6,13.3,6,13.3,11,24.4,15,33.3,7,15.6,22,48.9
"Farmington School District","=""0520011""","F",90,88,97.8,88,10,11.4,7,8.0,28,31.8,32,36.4,11,12.5,43,48.9
"Farmington School District","=""0520011""","N",799,791,99.0,791,11,1.4,14,1.8,84,10.6,318,40.2,364,46.0,682,86.2
"Farmington School District","=""0520011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",30,30,100.0,30,0,0.0,"*","*","*","*",13,43.3,7,23.3,20,66.7
"Glastonbury School District","=""0540011""","F",117,116,99.1,116,9,7.8,11,9.5,28,24.1,47,40.5,21,18.1,68,58.6
"Glastonbury School District","=""0540011""","N",1302,1297,99.6,1296,18,1.4,36,2.8,139,10.7,471,36.3,632,48.8,1103,85.1
"Glastonbury School District","=""0540011""","R",25,25,100.0,25,"*","*",6,24.0,"*","*",7,28.0,"*","*","*","*"
"Granby School District","=""0560011""","F",38,37,97.4,37,0,0.0,"*","*",7,18.9,21,56.8,"*","*","*","*"
"Granby School District","=""0560011""","N",402,399,99.3,398,7,1.8,11,2.8,34,8.5,155,38.9,191,48.0,346,86.9
"Granby School District","=""0560011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","F",213,211,99.1,211,29,13.7,21,10.0,68,32.2,68,32.2,25,11.8,93,44.1
"Greenwich School District","=""0570011""","N",1648,1639,99.5,1639,35,2.1,58,3.5,183,11.2,669,40.8,694,42.3,1363,83.2
"Greenwich School District","=""0570011""","R",71,69,97.2,68,"*","*","*","*",15,22.1,32,47.1,10,14.7,42,61.8
"Griswold School District","=""0580011""","F",148,145,98.0,145,18,12.4,23,15.9,43,29.7,47,32.4,14,9.7,61,42.1
"Griswold School District","=""0580011""","N",243,243,100.0,242,11,4.5,17,7.0,56,23.1,109,45.0,49,20.2,158,65.3
"Griswold School District","=""0580011""","R",21,20,95.2,20,"*","*","*","*","*","*",7,35.0,"*","*","*","*"
"Groton School District","=""0590011""","F",299,280,93.6,280,38,13.6,54,19.3,74,26.4,94,33.6,20,7.1,114,40.7
"Groton School District","=""0590011""","N",463,459,99.1,459,16,3.5,32,7.0,93,20.3,188,41.0,130,28.3,318,69.3
"Groton School District","=""0590011""","R",91,90,98.9,90,"*","*","*","*",23,25.6,41,45.6,12,13.3,53,58.9
"Guilford School District","=""0600011""","F",50,50,100.0,50,7,14.0,6,12.0,13,26.0,18,36.0,6,12.0,24,48.0
"Guilford School District","=""0600011""","N",803,801,99.8,801,17,2.1,35,4.4,119,14.9,387,48.3,243,30.3,630,78.7
"Guilford School District","=""0600011""","R",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*","*","*"
"Hamden School District","=""0620011""","F",423,402,95.0,401,113,28.2,77,19.2,118,29.4,80,20.0,13,3.2,93,23.2
"Hamden School District","=""0620011""","N",729,720,98.8,719,64,8.9,57,7.9,162,22.5,292,40.6,144,20.0,436,60.6
"Hamden School District","=""0620011""","R",102,98,96.1,97,"*","*",20,20.6,32,33.0,22,22.7,"*","*","*","*"
"Hampton School District","=""0630011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",3462,3297,95.2,3282,1191,36.3,684,20.8,731,22.3,556,16.9,120,3.7,676,20.6
"Hartford School District","=""0640011""","N",815,804,98.7,803,132,16.4,88,11.0,182,22.7,242,30.1,159,19.8,401,49.9
"Hartford School District","=""0640011""","R",85,83,97.6,83,9,10.8,16,19.3,26,31.3,24,28.9,8,9.6,32,38.6
"Hartland School District","=""0650011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",34,34,100.0,34,"*","*",0,0.0,"*","*",14,41.2,15,44.1,29,85.3
"Hebron School District","=""0670011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",95,95,100.0,95,"*","*","*","*",17,17.9,46,48.4,26,27.4,72,75.8
"Hebron School District","=""0670011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","F",46,46,100.0,46,15,32.6,10,21.7,13,28.3,8,17.4,0,0.0,8,17.4
"Highville Charter School District","=""2860013""","N",35,35,100.0,35,12,34.3,7,20.0,9,25.7,"*","*","*","*",7,20.0
"Highville Charter School District","=""2860013""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",46,44,95.7,44,6,13.6,6,13.6,"*","*",22,50.0,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","F",48,47,97.9,47,17,36.2,12,25.5,6,12.8,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",30,30,100.0,30,"*","*","*","*","*","*",16,53.3,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","F",93,88,94.6,88,22,25.0,20,22.7,27,30.7,"*","*","*","*",19,21.6
"Jumoke Academy District","=""2610013""","N",59,59,100.0,59,12,20.3,"*","*",17,28.8,19,32.2,"*","*","*","*"
"Jumoke Academy District","=""2610013""","R",24,24,100.0,24,"*","*","*","*",7,29.2,10,41.7,"*","*","*","*"
"Kent School District","=""0680011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N",43,43,100.0,43,0,0.0,0,0.0,"*","*",26,60.5,"*","*","*","*"
"Kent School District","=""0680011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",190,181,95.3,181,29,16.0,35,19.3,49,27.1,56,30.9,12,6.6,68,37.6
"Killingly School District","=""0690011""","N",299,292,97.7,292,18,6.2,26,8.9,77,26.4,139,47.6,32,11.0,171,58.6
"Killingly School District","=""0690011""","R",41,37,90.2,37,"*","*",6,16.2,11,29.7,14,37.8,"*","*","*","*"
"Learn","=""2450014""","F",154,147,95.5,146,38,26.0,31,21.2,37,25.3,30,20.5,10,6.8,40,27.4
"Learn","=""2450014""","N",140,138,98.6,138,16,11.6,11,8.0,28,20.3,42,30.4,41,29.7,83,60.1
"Learn","=""2450014""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","F",34,32,94.1,32,"*","*","*","*",13,40.6,12,37.5,"*","*","*","*"
"Lebanon School District","=""0710011""","N",195,195,100.0,195,10,5.1,12,6.2,41,21.0,92,47.2,40,20.5,132,67.7
"Lebanon School District","=""0710011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","F",80,79,98.8,79,"*","*","*","*",28,35.4,29,36.7,12,15.2,41,51.9
"Ledyard School District","=""0720011""","N",414,409,98.8,409,10,2.4,24,5.9,71,17.4,170,41.6,134,32.8,304,74.3
"Ledyard School District","=""0720011""","R",24,24,100.0,24,"*","*","*","*",6,25.0,8,33.3,6,25.0,14,58.3
"Lisbon School District","=""0730011""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
