"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Free/Reduced Price Meal Eligibility (3-"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Capitol Region Education Council","=""2410014""","F",321,305,95.0,302,83,27.5,73,24.2,97,32.1,27,8.9,22,7.3,49,16.2,220
"Capitol Region Education Council","=""2410014""","N",246,235,95.5,233,19,8.2,42,18.0,64,27.5,45,19.3,63,27.0,108,46.4,261
"Capitol Region Education Council","=""2410014""","R",66,65,98.5,63,"*","*",14,22.2,29,46.0,11,17.5,"*","*","*","*",237
"Cheshire School District","=""0250011""","F",25,24,96.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Cheshire School District","=""0250011""","N",307,304,99.0,301,"*","*","*","*",76,25.2,97,32.2,116,38.5,213,70.8,286
"Cheshire School District","=""0250011""","R",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","F","*","*","*","*",9,45.0,"*","*","*","*","*","*",0,0.0,"*","*","*"
"Clinton School District","=""0270011""","N",105,104,99.0,104,"*","*","*","*",21,20.2,29,27.9,"*","*","*","*",280
"Clinton School District","=""0270011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","F",23,23,100.0,23,"*","*",7,30.4,7,30.4,"*","*","*","*","*","*",237
"Colchester School District","=""0280011""","N",184,182,98.9,181,"*","*","*","*",44,24.3,44,24.3,80,44.2,124,68.5,283
"Colchester School District","=""0280011""","R",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",28,24,85.7,24,"*","*","*","*","*","*","*","*",7,29.2,"*","*",260
"Common Ground High School District","=""2680013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","F",1076,1072,99.6,1071,128,12.0,247,23.1,485,45.3,124,11.6,87,8.1,211,19.7,232
"Connecticut Technical High School System","=""9000016""","N",1387,1385,99.9,1383,60,4.3,169,12.2,639,46.2,297,21.5,218,15.8,515,37.2,254
"Connecticut Technical High School System","=""9000016""","R",223,223,100.0,223,17,7.6,38,17.0,108,48.4,34,15.2,26,11.7,60,26.9,242
"Cooperative Educational Services","=""2430014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","N",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","F",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",101,100,99.0,100,"*","*","*","*",24,24.0,17,17.0,48,48.0,65,65.0,287
"Coventry School District","=""0320011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","F","*","*","*","*","*","*",6,30.0,"*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","N",126,125,99.2,125,"*","*","*","*",49,39.2,38,30.4,32,25.6,70,56.0,272
"Cromwell School District","=""0330011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","F",256,252,98.4,251,80,31.9,56,22.3,87,34.7,21,8.4,7,2.8,28,11.2,212
"Danbury School District","=""0340011""","N",399,389,97.5,389,65,16.7,63,16.2,125,32.1,81,20.8,55,14.1,136,35.0,242
"Danbury School District","=""0340011""","R",74,74,100.0,74,"*","*",13,17.6,28,37.8,19,25.7,"*","*","*","*",237
"Darien School District","=""0350011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",346,331,95.7,330,"*","*","*","*",61,18.5,89,27.0,170,51.5,259,78.5,297
"Darien School District","=""0350011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","F","*","*","*","*",8,24.2,"*","*",12,36.4,"*","*","*","*","*","*","*"
"Derby School District","=""0370011""","N",44,42,95.5,42,"*","*",8,19.0,"*","*",10,23.8,9,21.4,19,45.2,251
"Derby School District","=""0370011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",57,56,98.2,56,"*","*","*","*","*","*","*","*","*","*","*","*",292
"East Haddam School District","=""0410011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",74,72,97.3,72,"*","*","*","*",29,40.3,12,16.7,23,31.9,35,48.6,268
"East Haddam School District","=""0410011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",89,88,98.9,87,"*","*","*","*",22,25.3,20,23.0,40,46.0,60,69.0,287
"East Hampton School District","=""0420011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","F",267,235,88.0,230,59,25.7,56,24.3,80,34.8,20,8.7,15,6.5,35,15.2,220
"East Hartford School District","=""0430011""","N",162,153,94.4,153,17,11.1,26,17.0,54,35.3,33,21.6,23,15.0,56,36.6,248
"East Hartford School District","=""0430011""","R",55,50,90.9,50,"*","*",9,18.0,16,32.0,14,28.0,"*","*","*","*",242
"East Haven School District","=""0440011""","F",90,88,97.8,88,"*","*","*","*","*","*","*","*","*","*","*","*",240
"East Haven School District","=""0440011""","N",124,119,96.0,119,"*","*",19,16.0,52,43.7,33,27.7,"*","*","*","*",252
"East Haven School District","=""0440011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","F",33,32,97.0,32,0,0.0,"*","*",10,31.3,11,34.4,"*","*","*","*",262
"East Lyme School District","=""0450011""","N",240,238,99.2,237,"*","*","*","*",54,22.8,64,27.0,112,47.3,176,74.3,294
"East Lyme School District","=""0450011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","N",55,54,98.2,54,"*","*","*","*",19,35.2,20,37.0,11,20.4,31,57.4,263
"East Windsor School District","=""0470011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F",36,33,91.7,32,8,25.0,"*","*",11,34.4,8,25.0,"*","*","*","*",229
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",53,48,90.6,48,7,14.6,9,18.8,24,50.0,"*","*","*","*",8,16.7,236
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","R",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",162,161,99.4,161,0,0.0,7,4.3,42,26.1,55,34.2,57,35.4,112,69.6,279
"Ellington School District","=""0480011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","F",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","F",80,77,96.3,77,6,7.8,10,13.0,38,49.4,15,19.5,8,10.4,23,29.9,248
"Enfield School District","=""0490011""","N",257,257,100.0,257,6,2.3,16,6.2,89,34.6,86,33.5,60,23.3,146,56.8,268
"Enfield School District","=""0490011""","R",32,31,96.9,31,"*","*","*","*",16,51.6,7,22.6,"*","*","*","*",246
"Explorations District","=""2720013""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",76,73,96.1,73,"*","*","*","*",26,35.6,19,26.0,17,23.3,36,49.3,263
"Fairfield School District","=""0510011""","N",681,667,97.9,667,8,1.2,20,3.0,149,22.3,203,30.4,287,43.0,490,73.5,287
"Fairfield School District","=""0510011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","F",30,28,93.3,28,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Farmington School District","=""0520011""","N",260,258,99.2,258,"*","*","*","*",40,15.5,76,29.5,137,53.1,213,82.6,300
"Farmington School District","=""0520011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Glastonbury School District","=""0540011""","N",440,436,99.1,436,6,1.4,14,3.2,83,19.0,99,22.7,234,53.7,333,76.4,297
"Glastonbury School District","=""0540011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",151,149,98.7,148,"*","*","*","*",16,10.8,38,25.7,90,60.8,128,86.5,305
"Granby School District","=""0560011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","F",70,69,98.6,69,10,14.5,7,10.1,31,44.9,13,18.8,8,11.6,21,30.4,243
"Greenwich School District","=""0570011""","N",517,511,98.8,511,6,1.2,15,2.9,82,16.0,119,23.3,289,56.6,408,79.8,300
"Greenwich School District","=""0570011""","R",21,20,95.2,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","F",49,47,95.9,47,"*","*",26,55.3,"*","*","*","*","*","*","*","*",236
"Griswold School District","=""0580011""","N",97,97,100.0,96,"*","*","*","*",31,32.3,33,34.4,18,18.8,51,53.1,260
"Griswold School District","=""0580011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","F",78,63,80.8,63,10,15.9,17,27.0,23,36.5,"*","*","*","*",13,20.6,227
"Groton School District","=""0590011""","N",156,152,97.4,152,7,4.6,9,5.9,52,34.2,30,19.7,54,35.5,84,55.3,276
"Groton School District","=""0590011""","R",26,25,96.2,25,"*","*","*","*",12,48.0,"*","*","*","*","*","*",252
"Guilford School District","=""0600011""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","N",273,272,99.6,272,"*","*","*","*",55,20.2,76,27.9,130,47.8,206,75.7,292
"Guilford School District","=""0600011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","F",260,226,173.8,224,70,62.5,46,41.1,76,67.9,"*","*","*","*",16,14.3,438
"Hamden School District","=""0620011""","N",252,246,97.6,245,19,7.8,28,11.4,90,36.7,46,18.8,62,25.3,108,44.1,260
"Hamden School District","=""0620011""","R",36,32,88.9,31,6,19.4,6,19.4,15,48.4,"*","*","*","*","*","*",228
"Hartford School District","=""0640011""","F",940,806,85.7,792,309,39.0,201,25.4,187,23.6,62,7.8,33,4.2,95,12.0,207
"Hartford School District","=""0640011""","N",345,335,97.1,334,54,16.2,48,14.4,101,30.2,51,15.3,80,24.0,131,39.2,250
"Hartford School District","=""0640011""","R",40,38,95.0,38,0,0.0,11,28.9,16,42.1,"*","*","*","*",11,28.9,242
"Highville Charter School District","=""2860013""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","F",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",58,52,89.7,52,11,21.2,16,30.8,16,30.8,"*","*","*","*",9,17.3,224
"Killingly School District","=""0690011""","N",124,118,95.2,118,10,8.5,15,12.7,41,34.7,36,30.5,16,13.6,52,44.1,250
"Killingly School District","=""0690011""","R",13,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","F",82,78,95.1,77,26,33.8,21,27.3,21,27.3,"*","*","*","*",9,11.7,214
"Learn","=""2450014""","N",83,81,97.6,81,6,7.4,9,11.1,19,23.5,17,21.0,30,37.0,47,58.0,272
"Learn","=""2450014""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",82,82,100.0,82,"*","*","*","*",24,29.3,27,32.9,20,24.4,47,57.3,266
"Lebanon School District","=""0710011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","F",32,32,100.0,32,0,0.0,"*","*","*","*","*","*","*","*","*","*",262
"Ledyard School District","=""0720011""","N",152,147,96.7,147,"*","*","*","*",35,23.8,34,23.1,64,43.5,98,66.7,286
"Ledyard School District","=""0720011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",283,274,96.8,274,"*","*","*","*",57,20.8,80,29.2,118,43.1,198,72.3,285
"Madison School District","=""0760011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","F",176,167,94.9,167,55,32.9,37,22.2,44,26.3,18,10.8,13,7.8,31,18.6,217
"Manchester School District","=""0770011""","N",184,179,97.3,179,22,12.3,33,18.4,61,34.1,31,17.3,32,17.9,63,35.2,246
"Manchester School District","=""0770011""","R",28,26,92.9,26,9,34.6,"*","*",8,30.8,"*","*","*","*","*","*",224
"Meriden School District","=""0800011""","F",334,312,93.4,306,128,41.8,99,32.4,65,21.2,"*","*","*","*",14,4.6,199
"Meriden School District","=""0800011""","N",210,203,96.7,202,35,17.3,38,18.8,80,39.6,25,12.4,24,11.9,49,24.3,236
"Meriden School District","=""0800011""","R",41,36,87.8,36,12,33.3,11,30.6,8,22.2,"*","*","*","*","*","*",207
"Middletown School District","=""0830011""","F",100,95,95.0,95,26,27.4,21,22.1,32,33.7,10,10.5,6,6.3,16,16.8,221
"Middletown School District","=""0830011""","N",188,187,99.5,187,22,11.8,22,11.8,63,33.7,34,18.2,46,24.6,80,42.8,256
"Middletown School District","=""0830011""","R",25,25,100.0,25,"*","*",6,24.0,11,44.0,"*","*","*","*","*","*",235
"Milford School District","=""0840011""","F",68,64,94.1,63,"*","*",16,25.4,30,47.6,9,14.3,"*","*","*","*",230
"Milford School District","=""0840011""","N",361,357,98.9,355,15,4.2,29,8.2,140,39.4,90,25.4,81,22.8,171,48.2,265
"Milford School District","=""0840011""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","N",276,274,99.3,272,"*","*","*","*",49,18.0,71,26.1,142,52.2,213,78.3,297
"Monroe School District","=""0850011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","F",39,38,97.4,38,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Montville School District","=""0860011""","N",128,125,97.7,125,6,4.8,6,4.8,33,26.4,30,24.0,50,40.0,80,64.0,281
"Montville School District","=""0860011""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","F",115,105,91.3,105,21,20.0,28,26.7,36,34.3,12,11.4,8,7.6,20,19.0,225
"Naugatuck School District","=""0880011""","N",160,157,98.1,156,15,9.6,31,19.9,64,41.0,23,14.7,23,14.7,46,29.5,242
"Naugatuck School District","=""0880011""","R",23,23,100.0,23,"*","*",7,30.4,10,43.5,"*","*","*","*","*","*",233
"New Britain School District","=""0890011""","F",390,351,90.0,345,161,46.7,83,24.1,71,20.6,24,7.0,6,1.7,30,8.7,201
"New Britain School District","=""0890011""","N",122,119,97.5,119,23,19.3,28,23.5,36,30.3,17,14.3,15,12.6,32,26.9,231
"New Britain School District","=""0890011""","R",29,28,96.6,27,9,33.3,6,22.2,8,29.6,"*","*","*","*","*","*",215
"New Canaan School District","=""0900011""","N",319,314,98.4,313,"*","*","*","*",57,18.2,86,27.5,162,51.8,248,79.2,296
"New Fairfield School District","=""0910011""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N",195,193,99.0,193,"*","*","*","*",59,30.6,56,29.0,70,36.3,126,65.3,281
"New Fairfield School District","=""0910011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","F",757,650,85.9,631,203,32.2,182,28.8,168,26.6,54,8.6,24,3.8,78,12.4,212
"New Haven School District","=""0930011""","N",666,604,90.7,591,122,20.6,117,19.8,179,30.3,86,14.6,87,14.7,173,29.3,235
"New Haven School District","=""0930011""","R",58,54,93.1,54,8,14.8,11,20.4,25,46.3,"*","*","*","*",10,18.5,232
"New London School District","=""0950011""","F",316,284,179.7,280,80,57.1,80,57.1,86,61.4,"*","*","*","*",17,12.1,429
"New London School District","=""0950011""","N",76,71,93.4,71,"*","*","*","*","*","*",14,19.7,22,31.0,36,50.7,256
"New London School District","=""0950011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","F",59,55,93.2,54,6,11.1,"*","*",20,37.0,"*","*","*","*","*","*",247
"New Milford School District","=""0960011""","N",278,265,95.3,265,"*","*","*","*",84,31.7,67,25.3,101,38.1,168,63.4,282
"New Milford School District","=""0960011""","R",24,23,95.8,23,"*","*","*","*",6,26.1,"*","*","*","*","*","*",251
"Newington School District","=""0940011""","F",57,56,98.2,56,"*","*","*","*",28,50.0,"*","*","*","*","*","*",237
"Newington School District","=""0940011""","N",217,216,99.5,216,12,5.6,21,9.7,69,31.9,54,25.0,60,27.8,114,52.8,266
"Newington School District","=""0940011""","R",24,23,95.8,23,"*","*","*","*",11,47.8,"*","*","*","*","*","*",247
"Newtown School District","=""0970011""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","N",392,388,99.0,388,"*","*","*","*",62,16.0,87,22.4,226,58.2,313,80.7,300
"Newtown School District","=""0970011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",115,112,97.4,112,"*","*","*","*",26,23.2,34,30.4,39,34.8,73,65.2,280
"North Branford School District","=""0990011""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","F",27,24,88.9,24,"*","*","*","*","*","*","*","*","*","*","*","*",246
"North Haven School District","=""1010011""","N",212,207,97.6,206,6,2.9,14,6.8,61,29.6,48,23.3,77,37.4,125,60.7,278
"North Haven School District","=""1010011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",35,35,100.0,35,"*","*","*","*",10,28.6,8,22.9,14,40.0,22,62.9,280
"North Stonington School District","=""1020011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","F",347,332,95.7,330,76,23.0,75,22.7,116,35.2,44,13.3,19,5.8,63,19.1,224
"Norwalk School District","=""1030011""","N",455,441,96.9,440,33,7.5,41,9.3,154,35.0,106,24.1,106,24.1,212,48.2,262
"Norwalk School District","=""1030011""","R",60,60,100.0,60,"*","*",13,21.7,24,40.0,"*","*",9,15.0,"*","*",246
"Norwich Free Academy District","=""9010022""","F",235,227,96.6,227,62,27.3,55,24.2,70,30.8,"*","*","*","*",40,17.6,221
"Norwich Free Academy District","=""9010022""","N",291,285,97.9,283,15,5.3,22,7.8,82,29.0,68,24.0,96,33.9,164,58.0,273
"Norwich Free Academy District","=""9010022""","R",32,32,100.0,32,9,28.1,6,18.8,11,34.4,"*","*","*","*",6,18.8,223
"Norwich School District","=""1040011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
