"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, High Needs (F/R, EL or SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Danbury School District","=""0340011""","N",299,298,99.7,298,"*","*","*","*",64,21.5,156,52.3,54,18.1,210,70.5,266
"Darien School District","=""0350011""","Y",51,49,96.1,49,"*","*","*","*",15,30.6,18,36.7,8,16.3,26,53.1,252
"Darien School District","=""0350011""","N",305,305,100.0,305,0,0.0,6,2.0,30,9.8,135,44.3,134,43.9,269,88.2,291
"Deep River School District","=""0360011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",31,31,100.0,31,0,0.0,0,0.0,"*","*",17,54.8,"*","*","*","*",289
"Derby School District","=""0370011""","Y",71,71,100.0,71,7,9.9,17,23.9,17,23.9,24,33.8,6,8.5,30,42.3,238
"Derby School District","=""0370011""","N",37,37,100.0,37,"*","*","*","*",13,35.1,15,40.5,"*","*","*","*",251
"East Granby School District","=""0400011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",55,55,100.0,55,"*","*",0,0.0,"*","*","*","*","*","*","*","*",296
"East Haddam School District","=""0410011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",59,59,100.0,59,"*","*","*","*","*","*",29,49.2,25,42.4,54,91.5,290
"East Hampton School District","=""0420011""","Y",31,28,90.3,28,"*","*","*","*",6,21.4,15,53.6,0,0.0,15,53.6,238
"East Hampton School District","=""0420011""","N",103,102,99.0,102,0,0.0,"*","*","*","*",48,47.1,32,31.4,80,78.4,277
"East Hartford School District","=""0430011""","Y",345,345,100.0,345,82,23.8,79,22.9,103,29.9,70,20.3,11,3.2,81,23.5,217
"East Hartford School District","=""0430011""","N",170,170,100.0,170,10,5.9,15,8.8,56,32.9,74,43.5,15,8.8,89,52.4,250
"East Haven School District","=""0440011""","Y",117,117,100.0,117,13,11.1,15,12.8,38,32.5,43,36.8,8,6.8,51,43.6,239
"East Haven School District","=""0440011""","N",88,88,100.0,88,"*","*","*","*",22,25.0,44,50.0,15,17.0,59,67.0,265
"East Lyme School District","=""0450011""","Y",49,49,100.0,49,"*","*","*","*",11,22.4,22,44.9,9,18.4,31,63.3,257
"East Lyme School District","=""0450011""","N",157,156,99.4,156,0,0.0,"*","*","*","*",73,46.8,65,41.7,138,88.5,293
"East Windsor School District","=""0470011""","Y",44,44,100.0,44,"*","*","*","*","*","*",16,36.4,9,20.5,25,56.8,256
"East Windsor School District","=""0470011""","N",37,37,100.0,37,0,0.0,0,0.0,"*","*",17,45.9,"*","*","*","*",291
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",106,105,99.1,105,0,0.0,"*","*","*","*","*","*","*","*","*","*",295
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",44,44,100.0,44,6,13.6,"*","*",14,31.8,19,43.2,"*","*","*","*",240
"Ellington School District","=""0480011""","N",173,173,100.0,173,0,0.0,"*","*",10,5.8,85,49.1,"*","*","*","*",292
"Elm City College Preparatory School District","=""2890013""","Y",57,57,100.0,57,"*","*","*","*","*","*","*","*",0,0.0,"*","*",210
"Elm City College Preparatory School District","=""2890013""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",188,188,100.0,188,13,6.9,31,16.5,58,30.9,69,36.7,17,9.0,86,45.7,245
"Enfield School District","=""0490011""","N",206,205,99.5,205,"*","*","*","*",36,17.6,110,53.7,49,23.9,159,77.6,273
"Essex School District","=""0500011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N",47,47,100.0,47,0,0.0,0,0.0,"*","*","*","*",24,51.1,"*","*",301
"Fairfield School District","=""0510011""","Y",140,140,100.0,140,17,12.1,22,15.7,42,30.0,41,29.3,18,12.9,59,42.1,242
"Fairfield School District","=""0510011""","N",628,625,99.5,625,"*","*","*","*",58,9.3,294,47.0,261,41.8,555,88.8,291
"Farmington School District","=""0520011""","Y",71,70,98.6,70,"*","*","*","*",16,22.9,31,44.3,9,12.9,40,57.1,251
"Farmington School District","=""0520011""","N",242,240,99.2,240,0,0.0,"*","*","*","*",89,37.1,143,59.6,232,96.7,310
"Franklin School District","=""0530011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y",88,87,98.9,87,7,8.0,13,14.9,16,18.4,41,47.1,10,11.5,51,58.6,249
"Glastonbury School District","=""0540011""","N",358,357,99.7,357,0,0.0,"*","*","*","*",136,38.1,198,55.5,334,93.6,304
"Granby School District","=""0560011""","Y",30,30,100.0,30,"*","*","*","*","*","*",15,50.0,7,23.3,22,73.3,274
"Granby School District","=""0560011""","N",94,94,100.0,94,0,0.0,"*","*","*","*",31,33.0,59,62.8,90,95.7,312
"Greenwich School District","=""0570011""","Y",183,181,98.9,181,21,11.6,25,13.8,46,25.4,65,35.9,24,13.3,89,49.2,244
"Greenwich School District","=""0570011""","N",508,506,99.6,506,"*","*","*","*",35,6.9,238,47.0,218,43.1,456,90.1,292
"Griswold School District","=""0580011""","Y",63,63,100.0,63,"*","*",9,14.3,19,30.2,25,39.7,"*","*","*","*",245
"Griswold School District","=""0580011""","N",62,62,100.0,62,0,0.0,0,0.0,6,9.7,35,56.5,21,33.9,56,90.3,289
"Groton School District","=""0590011""","Y",180,177,98.3,177,19,10.7,26,14.7,41,23.2,69,39.0,22,12.4,91,51.4,246
"Groton School District","=""0590011""","N",130,130,100.0,130,0,0.0,8,6.2,17,13.1,70,53.8,35,26.9,105,80.8,279
"Guilford School District","=""0600011""","Y",50,50,100.0,50,10,20.0,14,28.0,"*","*",12,24.0,"*","*","*","*",224
"Guilford School District","=""0600011""","N",244,243,99.6,243,0,0.0,"*","*",33,13.6,140,57.6,"*","*","*","*",278
"Hamden School District","=""0620011""","Y",206,204,99.0,204,52,25.5,36,17.6,57,27.9,52,25.5,7,3.4,59,28.9,220
"Hamden School District","=""0620011""","N",210,209,99.5,209,"*","*","*","*",24,11.5,116,55.5,52,24.9,168,80.4,274
"Hampton School District","=""0630011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Y",1317,1303,98.9,1303,368,28.2,287,22.0,307,23.6,290,22.3,51,3.9,341,26.2,216
"Hartford School District","=""0640011""","N",152,151,99.3,151,"*","*","*","*",37,24.5,64,42.4,34,22.5,98,64.9,266
"Hartland School District","=""0650011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*",235
"Hebron School District","=""0670011""","N",85,85,100.0,85,0,0.0,"*","*","*","*",45,52.9,26,30.6,71,83.5,279
"Highville Charter School District","=""2860013""","Y",27,27,100.0,27,"*","*","*","*","*","*","*","*",0,0.0,"*","*",202
"Highville Charter School District","=""2860013""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y",51,51,100.0,51,10,19.6,"*","*",17,33.3,12,23.5,"*","*","*","*",220
"Jumoke Academy District","=""2610013""","N",25,25,100.0,25,6,24.0,"*","*",8,32.0,6,24.0,"*","*","*","*",221
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",90,86,95.6,86,10,11.6,"*","*",25,29.1,32,37.2,"*","*","*","*",232
"Killingly School District","=""0690011""","N",69,69,100.0,69,0,0.0,"*","*",14,20.3,41,59.4,"*","*","*","*",265
"Learn","=""2450014""","Y",52,50,96.2,50,"*","*","*","*","*","*",28,56.0,"*","*","*","*",253
"Learn","=""2450014""","N",34,34,100.0,34,"*","*",0,0.0,"*","*",18,52.9,11,32.4,29,85.3,285
"Lebanon School District","=""0710011""","Y",24,23,95.8,23,"*","*","*","*","*","*",11,47.8,"*","*","*","*",250
"Lebanon School District","=""0710011""","N",39,39,100.0,39,0,0.0,"*","*","*","*",25,64.1,"*","*","*","*",271
"Ledyard School District","=""0720011""","Y",54,52,96.3,52,"*","*",9,17.3,14,26.9,21,40.4,"*","*","*","*",253
"Ledyard School District","=""0720011""","N",114,114,100.0,114,0,0.0,"*","*","*","*",54,47.4,47,41.2,101,88.6,292
"Lisbon School District","=""0730011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Litchfield School District","=""0740011""","Y",20,20,100.0,20,"*","*",0,0.0,"*","*","*","*",13,65.0,"*","*",301
"Litchfield School District","=""0740011""","N",49,49,100.0,49,0,0.0,"*","*","*","*",19,38.8,27,55.1,46,93.9,303
"Madison School District","=""0760011""","Y",42,38,90.5,38,"*","*","*","*",17,44.7,13,34.2,"*","*","*","*",246
"Madison School District","=""0760011""","N",162,158,97.5,158,0,0.0,"*","*",21,13.3,92,58.2,"*","*","*","*",279
"Manchester School District","=""0770011""","Y",306,301,98.4,301,67,22.3,69,22.9,69,22.9,81,26.9,15,5.0,96,31.9,223
"Manchester School District","=""0770011""","N",169,169,100.0,169,"*","*","*","*",37,21.9,84,49.7,32,18.9,116,68.6,264
"Mansfield School District","=""0780011""","Y",45,44,97.8,44,"*","*",9,20.5,9,20.5,13,29.5,"*","*","*","*",241
"Mansfield School District","=""0780011""","N",94,92,97.9,92,"*","*",0,0.0,"*","*",44,47.8,37,40.2,81,88.0,289
"Marlborough School District","=""0790011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",74,74,100.0,74,0,0.0,"*","*","*","*","*","*","*","*","*","*",293
"Meriden School District","=""0800011""","Y",466,463,99.4,463,99,21.4,112,24.2,133,28.7,104,22.5,15,3.2,119,25.7,219
"Meriden School District","=""0800011""","N",176,175,99.4,175,"*","*","*","*",34,19.4,96,54.9,23,13.1,119,68.0,259
"Middletown School District","=""0830011""","Y",192,191,99.5,191,34,17.8,48,25.1,54,28.3,45,23.6,10,5.2,55,28.8,225
"Middletown School District","=""0830011""","N",168,168,100.0,168,"*","*","*","*",28,16.7,91,54.2,31,18.5,122,72.6,267
"Milford School District","=""0840011""","Y",131,130,99.2,130,8,6.2,21,16.2,25,19.2,62,47.7,14,10.8,76,58.5,251
"Milford School District","=""0840011""","N",326,324,99.4,324,"*","*","*","*",36,11.1,174,53.7,102,31.5,276,85.2,284
"Monroe School District","=""0850011""","Y",43,43,100.0,43,"*","*","*","*","*","*",23,53.5,6,14.0,29,67.4,254
"Monroe School District","=""0850011""","N",184,184,100.0,184,0,0.0,0,0.0,7,3.8,75,40.8,102,55.4,177,96.2,305
"Montville School District","=""0860011""","Y",89,89,100.0,89,"*","*",15,16.9,21,23.6,43,48.3,"*","*","*","*",250
"Montville School District","=""0860011""","N",95,95,100.0,95,0,0.0,"*","*","*","*",46,48.4,32,33.7,78,82.1,285
"Naugatuck School District","=""0880011""","Y",169,169,100.0,169,"*","*",38,22.5,51,30.2,42,24.9,"*","*","*","*",219
"Naugatuck School District","=""0880011""","N",132,132,100.0,132,"*","*","*","*",39,29.5,72,54.5,10,7.6,82,62.1,257
"New Beginnings Inc., Family Academy District","=""2800013""","Y",39,39,100.0,39,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"New Beginnings Inc., Family Academy District","=""2800013""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Y",674,664,98.5,664,225,33.9,149,22.4,160,24.1,111,16.7,19,2.9,130,19.6,207
"New Britain School District","=""0890011""","N",114,113,99.1,113,13,11.5,15,13.3,33,29.2,45,39.8,7,6.2,52,46.0,239
"New Canaan School District","=""0900011""","Y",33,32,97.0,32,"*","*","*","*",14,43.8,10,31.3,"*","*","*","*",237
"New Canaan School District","=""0900011""","N",310,309,99.7,309,0,0.0,"*","*","*","*",123,39.8,172,55.7,295,95.5,306
"New Fairfield School District","=""0910011""","Y",29,28,96.6,28,"*","*","*","*",9,32.1,10,35.7,"*","*","*","*",242
"New Fairfield School District","=""0910011""","N",122,120,98.4,120,"*","*","*","*",26,21.7,58,48.3,"*","*","*","*",270
"New Hartford School District","=""0920011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"New Haven School District","=""0930011""","Y",1045,1039,99.4,1039,348,33.5,297,28.6,242,23.3,133,12.8,19,1.8,152,14.6,205
"New Haven School District","=""0930011""","N",420,420,100.0,420,41,9.8,77,18.3,90,21.4,138,32.9,74,17.6,212,50.5,248
"New London School District","=""0950011""","Y",248,245,98.8,245,48,19.6,56,22.9,52,21.2,69,28.2,20,8.2,89,36.3,228
"New London School District","=""0950011""","N",32,32,100.0,32,"*","*","*","*","*","*",9,28.1,12,37.5,21,65.6,272
"New Milford School District","=""0960011""","Y",104,103,99.0,103,"*","*",15,14.6,27,26.2,39,37.9,"*","*","*","*",236
"New Milford School District","=""0960011""","N",230,229,99.6,229,"*","*","*","*",49,21.4,118,51.5,54,23.6,172,75.1,273
"Newington School District","=""0940011""","Y",107,106,99.1,106,11,10.4,16,15.1,32,30.2,37,34.9,10,9.4,47,44.3,240
"Newington School District","=""0940011""","N",202,202,100.0,202,"*","*","*","*",41,20.3,103,51.0,47,23.3,150,74.3,272
"Newtown School District","=""0970011""","Y",63,63,100.0,63,"*","*",12,19.0,19,30.2,24,38.1,"*","*","*","*",238
"Newtown School District","=""0970011""","N",277,276,99.6,276,0,0.0,9,3.3,34,12.3,176,63.8,57,20.7,233,84.4,276
"Norfolk School District","=""0980011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",38,37,97.4,37,"*","*","*","*",10,27.0,15,40.5,0,0.0,15,40.5,235
"North Branford School District","=""0990011""","N",106,106,100.0,106,"*","*","*","*",21,19.8,59,55.7,19,17.9,78,73.6,267
"North Canaan School District","=""1000011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Y",57,57,100.0,57,"*","*",13,22.8,17,29.8,14,24.6,"*","*","*","*",225
"North Haven School District","=""1010011""","N",172,171,99.4,171,"*","*","*","*",34,19.9,92,53.8,34,19.9,126,73.7,270
"North Stonington School District","=""1020011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",50,49,98.0,49,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",309
"Norwalk School District","=""1030011""","Y",505,502,99.4,502,87,17.3,92,18.3,137,27.3,158,31.5,28,5.6,186,37.1,230
"Norwalk School District","=""1030011""","N",319,319,100.0,319,"*","*","*","*",52,16.3,146,45.8,103,32.3,249,78.1,277
"Norwich School District","=""1040011""","Y",293,286,97.6,285,58,20.4,50,17.5,78,27.4,85,29.8,14,4.9,99,34.7,226
"Norwich School District","=""1040011""","N",67,67,100.0,67,"*","*","*","*",13,19.4,30,44.8,17,25.4,47,70.1,267
"Odyssey Community School District","=""2630013""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Old Saybrook School District","=""1060011""","Y",22,22,100.0,22,"*","*","*","*","*","*",8,36.4,"*","*","*","*",241
"Old Saybrook School District","=""1060011""","N",68,68,100.0,68,0,0.0,"*","*","*","*",41,60.3,"*","*","*","*",282
"Orange School District","=""1070011""","Y",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",242
"Orange School District","=""1070011""","N",150,149,99.3,149,"*","*","*","*",9,6.0,79,53.0,58,38.9,137,91.9,291
"Oxford School District","=""1080011""","Y",41,41,100.0,41,"*","*","*","*",10,24.4,17,41.5,6,14.6,23,56.1,258
"Oxford School District","=""1080011""","N",133,133,100.0,133,0,0.0,"*","*","*","*",65,48.9,50,37.6,115,86.5,288
"Park City Prep Charter School District","=""2830013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",93,92,98.9,92,13,14.1,"*","*",25,27.2,29,31.5,"*","*","*","*",236
"Plainfield School District","=""1090011""","N",70,70,100.0,70,0,0.0,"*","*",18,25.7,41,58.6,"*","*","*","*",266
"Plainville School District","=""1100011""","Y",66,66,100.0,66,"*","*",12,18.2,15,22.7,28,42.4,"*","*","*","*",243
"Plainville School District","=""1100011""","N",102,102,100.0,102,"*","*","*","*",14,13.7,62,60.8,21,20.6,83,81.4,272
"Plymouth School District","=""1110011""","Y",38,38,100.0,38,"*","*","*","*",12,31.6,12,31.6,7,18.4,19,50.0,252
"Plymouth School District","=""1110011""","N",68,68,100.0,68,"*","*","*","*",9,13.2,39,57.4,15,22.1,54,79.4,271
"Pomfret School District","=""1120011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",36,36,100.0,36,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",290
"Portland School District","=""1130011""","Y",33,32,97.0,32,"*","*","*","*",7,21.9,15,46.9,"*","*","*","*",247
