"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Free/Reduced Price Meal Eligibility ("

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Avon School District","=""0040011""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"N",261,258,98.9,258,"*","*","*","*","*","*","*","*","*","*","*","*",279
"Avon School District","=""0040011""",10,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",10,"N",272,270,99.3,269,"*","*","*","*","*","*","*","*","*","*","*","*",292
"Barkhamsted School District","=""0050011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"Y",34,34,100.0,34,"*","*",8,23.5,9,26.5,14,41.2,"*","*","*","*",243
"Berlin School District","=""0070011""",05,"N",215,214,99.5,214,"*","*","*","*",40,18.7,106,49.5,55,25.7,161,75.2,273
"Berlin School District","=""0070011""",08,"Y",32,32,100.0,32,6,18.8,"*","*",8,25.0,14,43.8,"*","*","*","*",237
"Berlin School District","=""0070011""",08,"N",184,184,100.0,184,6,3.3,"*","*",19,10.3,97,52.7,"*","*","*","*",275
"Berlin School District","=""0070011""",10,"Y",34,33,97.1,33,"*","*","*","*",13,39.4,7,21.2,"*","*","*","*",248
"Berlin School District","=""0070011""",10,"N",181,179,98.9,179,"*","*","*","*",54,30.2,44,24.6,"*","*","*","*",275
"Bethany School District","=""0080011""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"N",53,50,94.3,50,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",291
"Bethel School District","=""0090011""",05,"Y",51,51,100.0,51,"*","*","*","*",11,21.6,21,41.2,13,25.5,34,66.7,264
"Bethel School District","=""0090011""",05,"N",162,161,99.4,161,"*","*","*","*",18,11.2,70,43.5,66,41.0,136,84.5,289
"Bethel School District","=""0090011""",08,"Y",56,55,98.2,55,6,10.9,0,0.0,14,25.5,29,52.7,6,10.9,35,63.6,254
"Bethel School District","=""0090011""",08,"N",160,159,99.4,159,"*","*","*","*",27,17.0,87,54.7,34,21.4,121,76.1,270
"Bethel School District","=""0090011""",10,"Y",37,36,97.3,36,"*","*","*","*",12,33.3,10,27.8,9,25.0,19,52.8,262
"Bethel School District","=""0090011""",10,"N",158,157,99.4,157,"*","*","*","*",40,25.5,37,23.6,67,42.7,104,66.2,283
"Bloomfield School District","=""0110011""",05,"Y",65,65,100.0,65,"*","*","*","*",23,35.4,17,26.2,0,0.0,17,26.2,222
"Bloomfield School District","=""0110011""",05,"N",59,59,100.0,59,"*","*",9,15.3,21,35.6,20,33.9,"*","*","*","*",237
"Bloomfield School District","=""0110011""",08,"Y",60,60,100.0,60,21,35.0,"*","*",12,20.0,18,30.0,"*","*","*","*",231
"Bloomfield School District","=""0110011""",08,"N",69,69,100.0,69,"*","*",8,11.6,20,29.0,30,43.5,"*","*","*","*",250
"Bloomfield School District","=""0110011""",10,"Y",72,68,94.4,67,16,23.9,14,20.9,26,38.8,"*","*","*","*",11,16.4,224
"Bloomfield School District","=""0110011""",10,"N",75,75,100.0,75,6,8.0,14,18.7,22,29.3,23,30.7,10,13.3,33,44.0,250
"Bolton School District","=""0120011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"N",59,57,96.6,57,"*","*","*","*","*","*",26,45.6,20,35.1,46,80.7,278
"Bolton School District","=""0120011""",08,"Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"N",39,39,100.0,39,0,0.0,"*","*","*","*",19,48.7,11,28.2,30,76.9,274
"Bolton School District","=""0120011""",10,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",10,"N",63,63,100.0,63,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Bozrah School District","=""0130011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N",23,23,100.0,23,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",281
"Bozrah School District","=""0130011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",05,"Y",60,60,100.0,60,"*","*",8,13.3,19,31.7,24,40.0,"*","*","*","*",243
"Branford School District","=""0140011""",05,"N",164,163,99.4,163,"*","*",13,8.0,31,19.0,82,50.3,"*","*","*","*",267
"Branford School District","=""0140011""",08,"Y",55,53,96.4,53,6,11.3,"*","*",9,17.0,30,56.6,"*","*","*","*",246
"Branford School District","=""0140011""",08,"N",186,185,99.5,185,10,5.4,11,5.9,25,13.5,99,53.5,40,21.6,139,75.1,270
"Branford School District","=""0140011""",10,"Y",54,51,94.4,51,"*","*","*","*",22,43.1,11,21.6,9,17.6,20,39.2,255
"Branford School District","=""0140011""",10,"N",164,158,96.3,158,7,4.4,10,6.3,51,32.3,38,24.1,52,32.9,90,57.0,271
"Bridgeport Achievement First District","=""2850013""",05,"Y",73,72,98.6,72,"*","*","*","*","*","*","*","*","*","*","*","*",210
"Bridgeport Achievement First District","=""2850013""",05,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",08,"Y",77,76,98.7,76,"*","*","*","*","*","*","*","*","*","*","*","*",230
"Bridgeport Achievement First District","=""2850013""",08,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",10,"Y",34,34,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*",201
"Bridgeport Achievement First District","=""2850013""",10,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",05,"Y",1566,1557,99.4,1557,454,29.2,407,26.1,391,25.1,268,17.2,37,2.4,305,19.6,210
"Bridgeport School District","=""0150011""",08,"Y",1451,1425,98.2,1425,"*","*","*","*","*","*","*","*","*","*","*","*",211
"Bridgeport School District","=""0150011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",10,"Y",1467,1274,86.8,1217,439,36.1,263,21.6,311,25.6,116,9.5,88,7.2,204,16.8,215
"Bristol School District","=""0170011""",05,"Y",311,310,99.7,310,30,9.7,46,14.8,76,24.5,130,41.9,28,9.0,158,51.0,245
"Bristol School District","=""0170011""",05,"N",335,334,99.7,334,13,3.9,33,9.9,55,16.5,168,50.3,65,19.5,233,69.8,264
"Bristol School District","=""0170011""",08,"Y",261,253,96.9,253,45,17.8,28,11.1,56,22.1,107,42.3,17,6.7,124,49.0,241
"Bristol School District","=""0170011""",08,"N",303,303,100.0,303,16,5.3,14,4.6,49,16.2,157,51.8,67,22.1,224,73.9,269
"Bristol School District","=""0170011""",10,"Y",208,197,94.7,197,36,18.3,39,19.8,72,36.5,27,13.7,23,11.7,50,25.4,234
"Bristol School District","=""0170011""",10,"N",352,344,97.7,344,19,5.5,24,7.0,125,36.3,89,25.9,87,25.3,176,51.2,266
"Brookfield School District","=""0180011""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",05,"N",174,171,98.3,171,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Brookfield School District","=""0180011""",08,"Y",24,24,100.0,24,"*","*",0,0.0,"*","*",14,58.3,"*","*","*","*",263
"Brookfield School District","=""0180011""",08,"N",177,175,98.9,175,"*","*",8,4.6,"*","*",79,45.1,"*","*","*","*",279
"Brookfield School District","=""0180011""",10,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",10,"N",206,202,98.1,201,0,0.0,"*","*","*","*","*","*","*","*","*","*",286
"Brooklyn School District","=""0190011""",05,"Y",24,24,100.0,24,"*","*","*","*","*","*",11,45.8,"*","*","*","*",261
"Brooklyn School District","=""0190011""",05,"N",78,78,100.0,78,0,0.0,"*","*","*","*",36,46.2,"*","*","*","*",281
"Brooklyn School District","=""0190011""",08,"Y",37,35,94.6,35,"*","*","*","*","*","*",20,57.1,7,20.0,27,77.1,265
"Brooklyn School District","=""0190011""",08,"N",71,71,100.0,71,"*","*","*","*","*","*",44,62.0,17,23.9,61,85.9,278
"Brooklyn School District","=""0190011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",05,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",05,"N",35,34,97.1,34,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Canterbury School District","=""0220011""",08,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",08,"N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Canton School District","=""0230011""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",05,"N",123,123,100.0,123,"*","*","*","*","*","*","*","*","*","*","*","*",290
"Canton School District","=""0230011""",08,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",08,"N",123,123,100.0,123,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Canton School District","=""0230011""",10,"Y",18,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",10,"N",108,107,99.1,107,"*","*","*","*","*","*","*","*","*","*","*","*",300
"Capital Preparatory Harbor School Inc. District","=""2970013""",08,"Y",21,21,100.0,21,"*","*","*","*","*","*","*","*",0,0.0,"*","*",219
"Capital Preparatory Harbor School Inc. District","=""2970013""",08,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""",10,"Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""",10,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""",05,"Y",170,169,99.4,169,"*","*",37,21.9,50,29.6,48,28.4,"*","*","*","*",225
"Capitol Region Education Council","=""2410014""",05,"N",149,145,97.3,145,"*","*","*","*",25,17.2,69,47.6,34,23.4,103,71.0,267
"Capitol Region Education Council","=""2410014""",08,"Y",319,316,99.1,316,83,26.3,44,13.9,66,20.9,110,34.8,13,4.1,123,38.9,231
"Capitol Region Education Council","=""2410014""",08,"N",330,328,99.4,328,14,4.3,26,7.9,46,14.0,150,45.7,92,28.0,242,73.8,271
"Capitol Region Education Council","=""2410014""",10,"Y",387,370,95.6,365,88,24.1,87,23.8,126,34.5,38,10.4,26,7.1,64,17.5,223
"Capitol Region Education Council","=""2410014""",10,"N",246,235,95.5,233,19,8.2,42,18.0,64,27.5,45,19.3,63,27.0,108,46.4,261
"Chaplin School District","=""0240011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",05,"N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""",05,"Y",29,29,100.0,29,"*","*","*","*",7,24.1,9,31.0,7,24.1,16,55.2,256
"Cheshire School District","=""0250011""",05,"N",318,317,99.7,317,"*","*","*","*",35,11.0,151,47.6,121,38.2,272,85.8,288
"Cheshire School District","=""0250011""",08,"Y",25,25,100.0,25,"*","*",6,24.0,"*","*",12,48.0,"*","*","*","*",245
"Cheshire School District","=""0250011""",08,"N",330,327,99.1,327,"*","*",11,3.4,"*","*",176,53.8,"*","*","*","*",279
"Cheshire School District","=""0250011""",10,"Y",38,36,94.7,36,"*","*","*","*",13,36.1,11,30.6,7,19.4,18,50.0,262
"Cheshire School District","=""0250011""",10,"N",307,304,99.0,301,"*","*","*","*",76,25.2,97,32.2,116,38.5,213,70.8,286
"Chester School District","=""0260011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""",05,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""",05,"Y",25,25,100.0,25,"*","*","*","*",11,44.0,8,32.0,"*","*","*","*",241
"Clinton School District","=""0270011""",05,"N",151,151,100.0,151,"*","*","*","*",24,15.9,74,49.0,"*","*","*","*",276
"Clinton School District","=""0270011""",08,"Y",35,35,100.0,35,"*","*","*","*",12,34.3,13,37.1,"*","*","*","*",247
"Clinton School District","=""0270011""",08,"N",125,124,99.2,124,"*","*","*","*",11,8.9,65,52.4,"*","*","*","*",277
"Clinton School District","=""0270011""",10,"Y",27,24,88.9,24,"*","*","*","*","*","*","*","*","*","*","*","*",215
"Clinton School District","=""0270011""",10,"N",105,104,99.0,104,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Colchester School District","=""0280011""",05,"Y",36,36,100.0,36,"*","*","*","*",7,19.4,21,58.3,"*","*","*","*",258
"Colchester School District","=""0280011""",05,"N",166,165,99.4,165,"*","*","*","*",26,15.8,84,50.9,"*","*","*","*",283
"Colchester School District","=""0280011""",08,"Y",40,40,100.0,40,"*","*","*","*",8,20.0,22,55.0,"*","*","*","*",260
"Colchester School District","=""0280011""",08,"N",152,151,99.3,151,"*","*","*","*",16,10.6,79,52.3,46,30.5,125,82.8,280
"Colchester School District","=""0280011""",10,"Y",37,36,97.3,36,"*","*",8,22.2,13,36.1,"*","*",7,19.4,"*","*",248
"Colchester School District","=""0280011""",10,"N",184,182,98.9,181,"*","*","*","*",44,24.3,44,24.3,80,44.2,124,68.5,283
"Colebrook School District","=""0290011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""",05,"N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Columbia School District","=""0300011""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""",08,"N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Columbia School District","=""0300011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""",10,"Y",22,22,100.0,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",224
"Common Ground High School District","=""2680013""",10,"N",28,24,85.7,24,"*","*","*","*","*","*","*","*",7,29.2,"*","*",260
"Connecticut Technical High School System","=""9000016""",10,"Y",1299,1295,99.7,1294,145,11.2,285,22.0,593,45.8,158,12.2,113,8.7,271,20.9,234
"Connecticut Technical High School System","=""9000016""",10,"N",1387,1385,99.9,1383,60,4.3,169,12.2,639,46.2,297,21.5,218,15.8,515,37.2,254
"Cooperative Educational Services","=""2430014""",05,"Y",21,21,100.0,21,9,42.9,"*","*","*","*",6,28.6,"*","*","*","*",216
"Cooperative Educational Services","=""2430014""",05,"N",31,31,100.0,31,"*","*","*","*","*","*",14,45.2,8,25.8,22,71.0,264
"Cooperative Educational Services","=""2430014""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""",08,"N",35,35,100.0,35,"*","*","*","*",9,25.7,16,45.7,"*","*","*","*",247
"Cooperative Educational Services","=""2430014""",10,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""",10,"N",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",05,"N",98,97,99.0,97,0,0.0,"*","*","*","*","*","*","*","*","*","*",286
"Coventry School District","=""0320011""",08,"Y",27,26,96.3,26,"*","*","*","*","*","*",17,65.4,"*","*","*","*",272
"Coventry School District","=""0320011""",08,"N",111,110,99.1,110,0,0.0,"*","*","*","*",69,62.7,"*","*","*","*",276
"Coventry School District","=""0320011""",10,"Y",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",10,"N",101,100,99.0,100,"*","*","*","*",24,24.0,17,17.0,48,48.0,65,65.0,287
"Cromwell School District","=""0330011""",05,"Y",34,34,100.0,34,"*","*",6,17.6,9,26.5,13,38.2,"*","*","*","*",242
"Cromwell School District","=""0330011""",05,"N",142,142,100.0,142,"*","*","*","*",33,23.2,60,42.3,34,23.9,94,66.2,266
"Cromwell School District","=""0330011""",08,"Y",27,27,100.0,27,"*","*","*","*",8,29.6,14,51.9,0,0.0,14,51.9,250
"Cromwell School District","=""0330011""",08,"N",116,115,99.1,115,"*","*","*","*",21,18.3,57,49.6,26,22.6,83,72.2,268
"Cromwell School District","=""0330011""",10,"Y",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",221
"Cromwell School District","=""0330011""",10,"N",126,125,99.2,125,"*","*","*","*",49,39.2,"*","*","*","*","*","*",272
"Danbury School District","=""0340011""",05,"Y",501,497,99.2,497,77,15.5,118,23.7,146,29.4,128,25.8,28,5.6,156,31.4,227
"Danbury School District","=""0340011""",05,"N",366,362,98.9,362,23,6.4,41,11.3,75,20.7,167,46.1,56,15.5,223,61.6,255
"Danbury School District","=""0340011""",08,"Y",420,419,99.8,419,104,24.8,64,15.3,106,25.3,139,33.2,6,1.4,145,34.6,227
"Danbury School District","=""0340011""",08,"N",385,381,99.0,381,56,14.7,34,8.9,77,20.2,174,45.7,40,10.5,214,56.2,248
"Danbury School District","=""0340011""",10,"Y",330,326,98.8,325,90,27.7,69,21.2,115,35.4,40,12.3,11,3.4,51,15.7,218
"Danbury School District","=""0340011""",10,"N",399,389,97.5,389,65,16.7,63,16.2,125,32.1,81,20.8,55,14.1,136,35.0,242
"Darien School District","=""0350011""",05,"Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",05,"N",345,344,99.7,344,"*","*","*","*",42,12.2,151,43.9,139,40.4,290,84.3,287
"Darien School District","=""0350011""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",08,"N",365,361,98.9,361,"*","*","*","*","*","*","*","*","*","*","*","*",294
"Darien School District","=""0350011""",10,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",10,"N",346,331,95.7,330,"*","*","*","*","*","*","*","*","*","*","*","*",297
"Deep River School District","=""0360011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""",05,"N",38,38,100.0,38,0,0.0,"*","*","*","*","*","*","*","*","*","*",281
"Derby School District","=""0370011""",05,"Y",68,68,100.0,68,"*","*",16,23.5,17,25.0,24,35.3,"*","*","*","*",240
"Derby School District","=""0370011""",05,"N",40,40,100.0,40,"*","*","*","*",13,32.5,15,37.5,"*","*","*","*",246
"Derby School District","=""0370011""",08,"Y",56,56,100.0,56,15,26.8,11,19.6,"*","*",17,30.4,"*","*","*","*",230
"Derby School District","=""0370011""",08,"N",43,42,97.7,42,10,23.8,11,26.2,"*","*",10,23.8,"*","*","*","*",229
"Derby School District","=""0370011""",10,"Y",36,36,100.0,36,"*","*",7,19.4,14,38.9,"*","*","*","*","*","*",222
"Derby School District","=""0370011""",10,"N",44,42,95.5,42,"*","*",8,19.0,10,23.8,"*","*","*","*","*","*",251
"East Granby School District","=""0400011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""",05,"N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",290
"East Granby School District","=""0400011""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""",08,"N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Granby School District","=""0400011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""",10,"N",57,56,98.2,56,"*","*","*","*","*","*","*","*","*","*","*","*",292
"East Haddam School District","=""0410011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",05,"N",63,63,100.0,63,"*","*","*","*","*","*","*","*","*","*","*","*",287
"East Haddam School District","=""0410011""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",08,"N",89,86,96.6,86,"*","*","*","*","*","*","*","*","*","*","*","*",262
"East Haddam School District","=""0410011""",10,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",10,"N",74,72,97.3,72,"*","*","*","*","*","*","*","*","*","*","*","*",268
"East Hampton School District","=""0420011""",05,"Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""",05,"N",115,113,98.3,113,"*","*","*","*","*","*","*","*","*","*","*","*",272
"East Hampton School District","=""0420011""",08,"Y",20,20,100.0,20,"*","*","*","*","*","*",10,50.0,"*","*","*","*",258
"East Hampton School District","=""0420011""",08,"N",128,126,98.4,126,"*","*","*","*","*","*",62,49.2,"*","*","*","*",273
"East Hampton School District","=""0420011""",10,"Y",20,20,100.0,20,"*","*","*","*",9,45.0,"*","*","*","*","*","*",245
"East Hampton School District","=""0420011""",10,"N",89,88,98.9,87,"*","*","*","*",22,25.3,"*","*","*","*","*","*",287
"East Hartford School District","=""0430011""",05,"Y",318,318,100.0,318,72,22.6,69,21.7,98,30.8,68,21.4,11,3.5,79,24.8,219
"East Hartford School District","=""0430011""",05,"N",197,197,100.0,197,20,10.2,25,12.7,61,31.0,76,38.6,15,7.6,91,46.2,242
"East Hartford School District","=""0430011""",08,"Y",341,335,98.2,335,137,40.9,51,15.2,59,17.6,73,21.8,15,4.5,88,26.3,220
