"Four-Year Graduation Rates, 2012-13"
"All Districts, All Students"

"",,,"Graduates",
"North Branford School District","=""0990011""",170,163,95.9
"North Haven School District","=""1010011""",314,275,87.6
"North Stonington School District","=""1020011""",48,"*","*"
"Norwalk School District","=""1030011""",780,661,84.7
"Norwich Free Academy District","=""9010022""",615,499,81.1
"Old Saybrook School District","=""1060011""",139,132,95.0
"Oxford School District","=""1080011""",155,151,97.4
"Plainfield School District","=""1090011""",203,172,84.7
"Plainville School District","=""1100011""",206,183,88.8
"Plymouth School District","=""1110011""",128,109,85.2
"Portland School District","=""1130011""",93,80,86.0
"Putnam School District","=""1160011""",96,74,77.1
"Regional School District 01","=""2010012""",109,99,90.8
"Regional School District 04","=""2040012""",163,155,95.1
"Regional School District 05","=""2050012""",396,380,96.0
"Regional School District 06","=""2060012""",97,"*","*"
"Regional School District 07","=""2070012""",194,184,94.8
"Regional School District 08","=""2080012""",285,262,91.9
"Regional School District 09","=""2090012""",240,226,94.2
"Regional School District 10","=""2100012""",198,183,92.4
"Regional School District 11","=""2110012""",44,38,86.4
"Regional School District 12","=""2120012""",91,78,85.7
"Regional School District 13","=""2130012""",153,144,94.1
"Regional School District 14","=""2140012""",201,187,93.0
"Regional School District 15","=""2150012""",320,302,94.4
"Regional School District 16","=""2160012""",186,166,89.2
"Regional School District 17","=""2170012""",164,158,96.3
"Regional School District 18","=""2180012""",114,108,94.7
"Regional School District 19","=""2190012""",316,277,87.7
"Ridgefield School District","=""1180011""",414,398,96.1
"Rocky Hill School District","=""1190011""",177,159,89.8
"Seymour School District","=""1240011""",181,155,85.6
"Shelton School District","=""1260011""",394,355,90.1
"Simsbury School District","=""1280011""",400,389,97.3
"Somers School District","=""1290011""",146,141,96.6
"South Windsor School District","=""1320011""",386,364,94.3
"Southington School District","=""1310011""",490,446,91.0
"Stafford School District","=""1340011""",129,112,86.8
"Stamford Academy District","=""2820013""",37,10,27.0
"Stamford School District","=""1350011""",1218,1083,88.9
"Stonington School District","=""1370011""",202,192,95.0
"Stratford School District","=""1380011""",569,504,88.6
"Suffield School District","=""1390011""",220,204,92.7
"The Bridge Academy District","=""2690013""",36,32,88.9
"The Gilbert School District","=""9020022""",94,71,75.5
"Thomaston School District","=""1400011""",80,73,91.3
"Thompson School District","=""1410011""",87,78,89.7
"Tolland School District","=""1420011""",244,229,93.9
"Torrington School District","=""1430011""",278,235,84.5
"Trumbull School District","=""1440011""",550,538,97.8
"Unified School District #1","=""3360015""",372,"*","*"
"Unified School District #2","=""3470015""",63,12,19.0
"Vernon School District","=""1460011""",242,197,81.4
"Wallingford School District","=""1480011""",535,486,90.8
"Waterbury School District","=""1510011""",1300,864,66.5
"Waterford School District","=""1520011""",243,222,91.4
"Watertown School District","=""1530011""",272,236,86.8
"West Hartford School District","=""1550011""",835,778,93.2
"West Haven School District","=""1560011""",439,306,69.7
"Westbrook School District","=""1540011""",78,"*","*"
"Weston School District","=""1570011""",208,"*","*"
"Westport School District","=""1580011""",466,460,98.7
"Wethersfield School District","=""1590011""",270,244,90.4
"Wilton School District","=""1610011""",326,313,96.0
"Windham School District","=""1630011""",198,149,75.3
"Windsor Locks School District","=""1650011""",140,127,90.7
"Windsor School District","=""1640011""",355,289,81.4
"Wolcott School District","=""1660011""",221,208,94.1
"Woodstock Academy District","=""9030022""",284,270,95.1

