"Four-Year Graduation Rates, 2014-15"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",63,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",9,"*","*"
"Ellington School District","=""0480011""","Non-Special Education",171,171,100.0
"Ellington School District","=""0480011""","Special Education",35,29,82.9
"Elm City College Preparatory School District","=""2890013""","Non-Special Education","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Special Education","*","*","*"
"Enfield School District","=""0490011""","Non-Special Education",338,304,89.9
"Enfield School District","=""0490011""","Special Education",54,36,66.7
"Explorations District","=""2720013""","Non-Special Education",13,"*","*"
"Explorations District","=""2720013""","Special Education",10,"*","*"
"Fairfield School District","=""0510011""","Non-Special Education",624,609,97.6
"Fairfield School District","=""0510011""","Special Education",93,66,71.0
"Farmington School District","=""0520011""","Non-Special Education",295,291,98.6
"Farmington School District","=""0520011""","Special Education",40,30,75.0
"Glastonbury School District","=""0540011""","Non-Special Education",469,465,99.1
"Glastonbury School District","=""0540011""","Special Education",55,47,85.5
"Granby School District","=""0560011""","Non-Special Education",149,"*","*"
"Granby School District","=""0560011""","Special Education",16,"*","*"
"Greenwich School District","=""0570011""","Non-Special Education",558,544,97.5
"Greenwich School District","=""0570011""","Special Education",89,72,80.9
"Griswold School District","=""0580011""","Non-Special Education",123,116,94.3
"Griswold School District","=""0580011""","Special Education",25,15,60.0
"Groton School District","=""0590011""","Non-Special Education",239,218,91.2
"Groton School District","=""0590011""","Special Education",33,20,60.6
"Guilford School District","=""0600011""","Non-Special Education",242,236,97.5
"Guilford School District","=""0600011""","Special Education",32,24,75.0
"Hamden School District","=""0620011""","Non-Special Education",385,358,93.0
"Hamden School District","=""0620011""","Special Education",80,53,66.3
"Hartford School District","=""0640011""","Non-Special Education",1215,902,74.2
"Hartford School District","=""0640011""","Special Education",269,139,51.7
"Killingly School District","=""0690011""","Non-Special Education",170,142,83.5
"Killingly School District","=""0690011""","Special Education",33,14,42.4
"Learn","=""2450014""","Non-Special Education",150,136,90.7
"Learn","=""2450014""","Special Education",26,21,80.8
"Lebanon School District","=""0710011""","Non-Special Education",80,"*","*"
"Lebanon School District","=""0710011""","Special Education",15,"*","*"
"Ledyard School District","=""0720011""","Non-Special Education",199,195,98.0
"Ledyard School District","=""0720011""","Special Education",34,21,61.8
"Litchfield School District","=""0740011""","Non-Special Education",59,59,100.0
"Litchfield School District","=""0740011""","Special Education",11,11,"*"
"Madison School District","=""0760011""","Non-Special Education",268,"*","*"
"Madison School District","=""0760011""","Special Education",41,"*","*"
"Manchester School District","=""0770011""","Non-Special Education",372,322,86.6
"Manchester School District","=""0770011""","Special Education",82,45,54.9
"Meriden School District","=""0800011""","Non-Special Education",509,406,79.8
"Meriden School District","=""0800011""","Special Education",117,57,48.7
"Middletown School District","=""0830011""","Non-Special Education",267,253,94.8
"Middletown School District","=""0830011""","Special Education",48,25,52.1
"Milford School District","=""0840011""","Non-Special Education",384,361,94.0
"Milford School District","=""0840011""","Special Education",75,56,74.7
"Monroe School District","=""0850011""","Non-Special Education",294,"*","*"
"Monroe School District","=""0850011""","Special Education",27,"*","*"
"Montville School District","=""0860011""","Non-Special Education",162,156,96.3
"Montville School District","=""0860011""","Special Education",17,11,"*"
"Naugatuck School District","=""0880011""","Non-Special Education",283,251,88.7
"Naugatuck School District","=""0880011""","Special Education",54,37,68.5
"New Britain School District","=""0890011""","Non-Special Education",524,386,73.7
"New Britain School District","=""0890011""","Special Education",136,67,49.3
"New Canaan School District","=""0900011""","Non-Special Education",269,"*","*"
"New Canaan School District","=""0900011""","Special Education",38,"*","*"
"New Fairfield School District","=""0910011""","Non-Special Education",240,"*","*"
"New Fairfield School District","=""0910011""","Special Education",24,"*","*"
"New Haven School District","=""0930011""","Non-Special Education",1277,995,77.9
"New Haven School District","=""0930011""","Special Education",208,120,57.7
"New London School District","=""0950011""","Non-Special Education",154,123,79.9
"New London School District","=""0950011""","Special Education",48,26,54.2
"New Milford School District","=""0960011""","Non-Special Education",305,294,96.4
"New Milford School District","=""0960011""","Special Education",66,41,62.1
"Newington School District","=""0940011""","Non-Special Education",308,290,94.2
"Newington School District","=""0940011""","Special Education",50,42,84.0
"Newtown School District","=""0970011""","Non-Special Education",414,409,98.8
"Newtown School District","=""0970011""","Special Education",39,23,59.0
"North Branford School District","=""0990011""","Non-Special Education",141,"*","*"
"North Branford School District","=""0990011""","Special Education",25,"*","*"
"North Haven School District","=""1010011""","Non-Special Education",256,246,96.1
"North Haven School District","=""1010011""","Special Education",40,24,60.0
"North Stonington School District","=""1020011""","Non-Special Education",45,"*","*"
"North Stonington School District","=""1020011""","Special Education",6,"*","*"
"Norwalk School District","=""1030011""","Non-Special Education",773,713,92.2
"Norwalk School District","=""1030011""","Special Education",103,72,69.9
"Norwich Free Academy District","=""9010022""","Non-Special Education",513,467,91.0
"Norwich Free Academy District","=""9010022""","Special Education",77,50,64.9
"Old Saybrook School District","=""1060011""","Non-Special Education",106,"*","*"
"Old Saybrook School District","=""1060011""","Special Education",20,"*","*"
"Oxford School District","=""1080011""","Non-Special Education",114,109,95.6
"Oxford School District","=""1080011""","Special Education",11,7,"*"
"Plainfield School District","=""1090011""","Non-Special Education",140,122,87.1
"Plainfield School District","=""1090011""","Special Education",28,15,53.6
"Plainville School District","=""1100011""","Non-Special Education",155,144,92.9
"Plainville School District","=""1100011""","Special Education",27,18,66.7
"Plymouth School District","=""1110011""","Non-Special Education",100,94,94.0
"Plymouth School District","=""1110011""","Special Education",21,12,57.1
"Portland School District","=""1130011""","Non-Special Education",82,"*","*"
"Portland School District","=""1130011""","Special Education",10,"*","*"
"Putnam School District","=""1160011""","Non-Special Education",52,"*","*"
"Putnam School District","=""1160011""","Special Education",13,"*","*"
"Regional School District 01","=""2010012""","Non-Special Education",75,"*","*"
"Regional School District 01","=""2010012""","Special Education",12,"*","*"
"Regional School District 04","=""2040012""","Non-Special Education",155,"*","*"
"Regional School District 04","=""2040012""","Special Education",27,"*","*"
"Regional School District 05","=""2050012""","Non-Special Education",376,368,97.9
"Regional School District 05","=""2050012""","Special Education",41,34,82.9
"Regional School District 06","=""2060012""","Non-Special Education",76,"*","*"
"Regional School District 06","=""2060012""","Special Education",11,"*","*"
"Regional School District 07","=""2070012""","Non-Special Education",125,"*","*"
"Regional School District 07","=""2070012""","Special Education",18,"*","*"
"Regional School District 08","=""2080012""","Non-Special Education",234,225,96.2
"Regional School District 08","=""2080012""","Special Education",35,24,68.6
"Regional School District 09","=""2090012""","Non-Special Education",229,225,98.3
"Regional School District 09","=""2090012""","Special Education",27,21,77.8
"Regional School District 10","=""2100012""","Non-Special Education",168,"*","*"
"Regional School District 10","=""2100012""","Special Education",23,"*","*"
"Regional School District 11","=""2110012""","Non-Special Education",38,"*","*"
"Regional School District 11","=""2110012""","Special Education",13,"*","*"
"Regional School District 12","=""2120012""","Non-Special Education",56,54,96.4
"Regional School District 12","=""2120012""","Special Education",16,16,"*"
"Regional School District 13","=""2130012""","Non-Special Education",120,120,100.0
"Regional School District 13","=""2130012""","Special Education",34,21,61.8
"Regional School District 14","=""2140012""","Non-Special Education",165,"*","*"
"Regional School District 14","=""2140012""","Special Education",24,"*","*"
"Regional School District 15","=""2150012""","Non-Special Education",260,251,96.5
"Regional School District 15","=""2150012""","Special Education",33,27,81.8
"Regional School District 16","=""2160012""","Non-Special Education",157,"*","*"
"Regional School District 16","=""2160012""","Special Education",10,"*","*"
"Regional School District 17","=""2170012""","Non-Special Education",147,147,100.0
"Regional School District 17","=""2170012""","Special Education",21,15,71.4
"Regional School District 18","=""2180012""","Non-Special Education",78,"*","*"
"Regional School District 18","=""2180012""","Special Education",11,"*","*"
"Regional School District 19","=""2190012""","Non-Special Education",251,239,95.2
"Regional School District 19","=""2190012""","Special Education",41,28,68.3
"Ridgefield School District","=""1180011""","Non-Special Education",387,381,98.4
"Ridgefield School District","=""1180011""","Special Education",59,48,81.4
"Rocky Hill School District","=""1190011""","Non-Special Education",174,165,94.8
"Rocky Hill School District","=""1190011""","Special Education",22,16,72.7
"Seymour School District","=""1240011""","Non-Special Education",131,122,93.1
"Seymour School District","=""1240011""","Special Education",17,10,"*"
"Shelton School District","=""1260011""","Non-Special Education",328,321,97.9
"Shelton School District","=""1260011""","Special Education",42,27,64.3
"Simsbury School District","=""1280011""","Non-Special Education",328,322,98.2
"Simsbury School District","=""1280011""","Special Education",54,42,77.8
"Somers School District","=""1290011""","Non-Special Education",117,113,96.6
"Somers School District","=""1290011""","Special Education",13,9,"*"
"South Windsor School District","=""1320011""","Non-Special Education",303,294,97.0
"South Windsor School District","=""1320011""","Special Education",52,34,65.4
"Southington School District","=""1310011""","Non-Special Education",437,421,96.3
"Southington School District","=""1310011""","Special Education",82,61,74.4
"Stafford School District","=""1340011""","Non-Special Education",75,72,96.0
"Stafford School District","=""1340011""","Special Education",17,13,"*"
"Stamford Academy District","=""2820013""","Non-Special Education",40,"*","*"
"Stamford Academy District","=""2820013""","Special Education",8,"*","*"
"Stamford School District","=""1350011""","Non-Special Education",1046,943,90.2
"Stamford School District","=""1350011""","Special Education",171,121,70.8
"Stonington School District","=""1370011""","Non-Special Education",179,169,94.4
"Stonington School District","=""1370011""","Special Education",21,12,57.1
"Stratford School District","=""1380011""","Non-Special Education",493,463,93.9
"Stratford School District","=""1380011""","Special Education",42,27,64.3
"Suffield School District","=""1390011""","Non-Special Education",185,"*","*"
"Suffield School District","=""1390011""","Special Education",27,"*","*"
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",74,69,93.2
"The Gilbert School District","=""9020022""","Special Education",16,12,"*"
"Thomaston School District","=""1400011""","Non-Special Education",55,55,100.0
"Thomaston School District","=""1400011""","Special Education",8,6,"*"
"Thompson School District","=""1410011""","Non-Special Education",61,"*","*"
"Thompson School District","=""1410011""","Special Education",9,"*","*"
"Tolland School District","=""1420011""","Non-Special Education",193,"*","*"
"Tolland School District","=""1420011""","Special Education",19,"*","*"
"Torrington School District","=""1430011""","Non-Special Education",214,193,90.2
"Torrington School District","=""1430011""","Special Education",68,43,63.2
"Trumbull School District","=""1440011""","Non-Special Education",487,"*","*"
"Trumbull School District","=""1440011""","Special Education",47,"*","*"
"Unified School District #1","=""3360015""","Non-Special Education",240,"*","*"
"Unified School District #1","=""3360015""","Special Education",172,"*","*"
"Unified School District #2","=""3470015""","Non-Special Education",12,"*","*"
"Unified School District #2","=""3470015""","Special Education",30,"*","*"
"Vernon School District","=""1460011""","Non-Special Education",198,178,89.9
"Vernon School District","=""1460011""","Special Education",46,28,60.9
"Wallingford School District","=""1480011""","Non-Special Education",431,412,95.6
"Wallingford School District","=""1480011""","Special Education",71,56,78.9
"Waterbury School District","=""1510011""","Non-Special Education",1096,820,74.8
"Waterbury School District","=""1510011""","Special Education",248,110,44.4
"Waterford School District","=""1520011""","Non-Special Education",181,"*","*"
"Waterford School District","=""1520011""","Special Education",35,"*","*"
"Watertown School District","=""1530011""","Non-Special Education",173,163,94.2
"Watertown School District","=""1530011""","Special Education",32,18,56.3
"West Hartford School District","=""1550011""","Non-Special Education",631,616,97.6
"West Hartford School District","=""1550011""","Special Education",107,72,67.3
"West Haven School District","=""1560011""","Non-Special Education",377,302,80.1
"West Haven School District","=""1560011""","Special Education",47,27,57.4
"Westbrook School District","=""1540011""","Non-Special Education",72,"*","*"
"Westbrook School District","=""1540011""","Special Education",6,"*","*"
"Weston School District","=""1570011""","Non-Special Education",143,"*","*"
"Weston School District","=""1570011""","Special Education",24,"*","*"
"Westport School District","=""1580011""","Non-Special Education",412,"*","*"
"Westport School District","=""1580011""","Special Education",50,"*","*"
"Wethersfield School District","=""1590011""","Non-Special Education",252,241,95.6
"Wethersfield School District","=""1590011""","Special Education",32,17,53.1
"Wilton School District","=""1610011""","Non-Special Education",279,276,98.9
"Wilton School District","=""1610011""","Special Education",51,41,80.4
"Windham School District","=""1630011""","Non-Special Education",100,87,87.0
"Windham School District","=""1630011""","Special Education",30,18,60.0
"Windsor Locks School District","=""1650011""","Non-Special Education",112,102,91.1
"Windsor Locks School District","=""1650011""","Special Education",19,12,"*"
"Windsor School District","=""1640011""","Non-Special Education",251,235,93.6
"Windsor School District","=""1640011""","Special Education",59,38,64.4
"Wolcott School District","=""1660011""","Non-Special Education",156,"*","*"
"Wolcott School District","=""1660011""","Special Education",24,"*","*"
"Woodstock Academy District","=""9030022""","Non-Special Education",268,"*","*"
"Woodstock Academy District","=""9030022""","Special Education",18,"*","*"

