"Four-Year Graduation Rates, 2011-12"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL",19,"*","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Non-ELL",28,0,0.0,12,42.9
"Fairfield School District","=""0510011""","Non-ELL",677,22,3.2,"*","*"
"Fairfield School District","=""0510011""","ELL",13,0,"*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*","*","*"
"Farmington School District","=""0520011""","ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*","*","*"
"Granby School District","=""0560011""","Non-ELL",189,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-ELL",616,"*","*","*","*"
"Greenwich School District","=""0570011""","ELL",30,"*","*","*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*","*","*","*"
"Griswold School District","=""0580011""","ELL","*","*","*","*","*"
"Groton School District","=""0590011""","Non-ELL",334,13,3.9,"*","*"
"Groton School District","=""0590011""","ELL",11,0,"*","*","*"
"Guilford School District","=""0600011""","Non-ELL",287,"*","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",510,"*","*","*","*"
"Hamden School District","=""0620011""","ELL",13,"*","*","*","*"
"Hartford School District","=""0640011""","Non-ELL",1195,193,16.2,193,16.2
"Hartford School District","=""0640011""","ELL",201,51,25.4,57,28.4
"Killingly School District","=""0690011""","Non-ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL",132,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*","*","*"
"Lisbon School District","=""0730011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL",103,"*","*","*","*"
"Madison School District","=""0760011""","Non-ELL","*","*","*","*","*"
"Madison School District","=""0760011""","ELL","*","*","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",502,"*","*",89,17.7
"Manchester School District","=""0770011""","ELL",16,"*","*",0,"*"
"Meriden School District","=""0800011""","Non-ELL",554,39,7.0,116,20.9
"Meriden School District","=""0800011""","ELL",73,12,16.4,24,32.9
"Middletown School District","=""0830011""","Non-ELL","*","*","*","*","*"
"Middletown School District","=""0830011""","ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Non-ELL",507,"*","*",26,5.1
"Milford School District","=""0840011""","ELL",8,"*","*",0,"*"
"Monroe School District","=""0850011""","Non-ELL",339,"*","*",0,0.0
"Montville School District","=""0860011""","Non-ELL",213,"*","*","*","*"
"Montville School District","=""0860011""","ELL",10,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Non-ELL",361,"*","*",42,11.6
"Naugatuck School District","=""0880011""","ELL",7,"*","*",0,"*"
"New Britain School District","=""0890011""","Non-ELL",544,74,13.6,122,22.4
"New Britain School District","=""0890011""","ELL",120,18,15.0,48,40.0
"New Canaan School District","=""0900011""","Non-ELL","*","*","*","*","*"
"New Canaan School District","=""0900011""","ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Non-ELL",1186,103,8.7,230,19.4
"New Haven School District","=""0930011""","ELL",146,9,6.2,46,31.5
"New London School District","=""0950011""","Non-ELL",186,29,15.6,41,22.0
"New London School District","=""0950011""","ELL",53,8,15.1,13,24.5
"New Milford School District","=""0960011""","Non-ELL","*","*","*","*","*"
"New Milford School District","=""0960011""","ELL","*","*","*","*","*"
"Newington School District","=""0940011""","Non-ELL",329,17,5.2,"*","*"
"Newington School District","=""0940011""","ELL",9,0,"*","*","*"
"Newtown School District","=""0970011""","Non-ELL","*","*","*","*","*"
"Newtown School District","=""0970011""","ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","Non-ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","Non-ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","ELL","*","*","*","*","*"
"North Stonington School District","=""1020011""","Non-ELL",54,"*","*","*","*"
"Norwalk School District","=""1030011""","Non-ELL",792,25,3.2,78,9.8
"Norwalk School District","=""1030011""","ELL",81,11,13.6,18,22.2
"Norwich Free Academy District","=""9010022""","Non-ELL",615,8,1.3,70,11.4
"Norwich Free Academy District","=""9010022""","ELL",30,0,0.0,11,36.7
"Norwich School District","=""1040011""","Non-ELL",67,18,26.9,34,50.7
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Non-ELL",146,0,0.0,12,8.2
"Plainfield School District","=""1090011""","Non-ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","Non-ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL",139,11,7.9,11,7.9
"Portland School District","=""1130011""","Non-ELL","*","*","*","*","*"
"Portland School District","=""1130011""","ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","Non-ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","ELL","*","*","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL",140,"*","*","*","*"
"Regional School District 04","=""2040012""","Non-ELL","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","Non-ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELL","*","*","*","*","*"
"Regional School District 08","=""2080012""","Non-ELL","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","Non-ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELL","*","*","*","*","*"
"Regional School District 10","=""2100012""","Non-ELL",230,"*","*","*","*"
"Regional School District 11","=""2110012""","Non-ELL",42,"*","*","*","*"
"Regional School District 12","=""2120012""","Non-ELL","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELL","*","*","*","*","*"
"Regional School District 13","=""2130012""","Non-ELL",142,"*","*","*","*"
"Regional School District 14","=""2140012""","Non-ELL","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","Non-ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","Non-ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","ELL","*","*","*","*","*"
"Regional School District 17","=""2170012""","Non-ELL",190,"*","*","*","*"
"Regional School District 18","=""2180012""","Non-ELL",104,"*","*","*","*"
"Regional School District 19","=""2190012""","Non-ELL","*","*","*","*","*"
"Regional School District 19","=""2190012""","ELL","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Non-ELL",443,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Non-ELL","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","ELL","*","*","*","*","*"
"Seymour School District","=""1240011""","Non-ELL","*","*","*","*","*"
"Seymour School District","=""1240011""","ELL","*","*","*","*","*"
"Shelton School District","=""1260011""","Non-ELL",422,"*","*",22,5.2
"Shelton School District","=""1260011""","ELL",6,"*","*",0,"*"
"Simsbury School District","=""1280011""","Non-ELL","*","*","*","*","*"
"Simsbury School District","=""1280011""","ELL","*","*","*","*","*"
"Somers School District","=""1290011""","Non-ELL","*","*","*","*","*"
"Somers School District","=""1290011""","ELL","*","*","*","*","*"
"South Windsor School District","=""1320011""","Non-ELL",380,"*","*",7,1.8
"South Windsor School District","=""1320011""","ELL",6,"*","*",0,"*"
"Southington School District","=""1310011""","Non-ELL",491,"*","*",13,2.6
"Southington School District","=""1310011""","ELL",7,"*","*",0,"*"
"Stafford School District","=""1340011""","Non-ELL",142,"*","*","*","*"
"Stamford Academy District","=""2820013""","Non-ELL","*","*","*","*","*"
"Stamford Academy District","=""2820013""","ELL","*","*","*","*","*"
"Stamford School District","=""1350011""","Non-ELL",1033,50,4.8,69,6.7
"Stamford School District","=""1350011""","ELL",153,19,12.4,37,24.2
"Stonington School District","=""1370011""","Non-ELL",182,"*","*","*","*"
"Stratford School District","=""1380011""","Non-ELL",563,"*","*","*","*"
"Stratford School District","=""1380011""","ELL",22,"*","*","*","*"
"Suffield School District","=""1390011""","Non-ELL",207,6,2.9,13,6.3
"The Bridge Academy District","=""2690013""","Non-ELL",42,"*","*","*","*"
"The Gilbert School District","=""9020022""","Non-ELL","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELL","*","*","*","*","*"
"Thomaston School District","=""1400011""","Non-ELL","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELL","*","*","*","*","*"
"Thompson School District","=""1410011""","Non-ELL",101,"*","*","*","*"
"Tolland School District","=""1420011""","Non-ELL",230,"*","*","*","*"
"Torrington School District","=""1430011""","Non-ELL",288,"*","*","*","*"
"Torrington School District","=""1430011""","ELL",13,"*","*","*","*"
"Trumbull School District","=""1440011""","Non-ELL",534,6,1.1,"*","*"
"Trumbull School District","=""1440011""","ELL",9,0,"*","*","*"
"Unified School District #1","=""3360015""","Non-ELL",512,"*","*",361,70.5
"Unified School District #1","=""3360015""","ELL",19,"*","*",12,"*"
"Unified School District #2","=""3470015""","Non-ELL",59,8,13.6,39,66.1
"Vernon School District","=""1460011""","Non-ELL",254,16,6.3,"*","*"
"Vernon School District","=""1460011""","ELL",12,0,"*","*","*"
"Wallingford School District","=""1480011""","Non-ELL",519,17,3.3,"*","*"
"Wallingford School District","=""1480011""","ELL",18,0,"*","*","*"
"Waterbury School District","=""1510011""","Non-ELL",1113,62,5.6,338,30.4
"Waterbury School District","=""1510011""","ELL",163,10,6.1,67,41.1
"Waterford School District","=""1520011""","Non-ELL","*","*","*","*","*"
"Waterford School District","=""1520011""","ELL","*","*","*","*","*"
"Watertown School District","=""1530011""","Non-ELL","*","*","*","*","*"
"Watertown School District","=""1530011""","ELL","*","*","*","*","*"
"West Hartford School District","=""1550011""","Non-ELL",717,"*","*","*","*"
"West Hartford School District","=""1550011""","ELL",36,"*","*","*","*"
"West Haven School District","=""1560011""","Non-ELL",367,17,4.6,86,23.4
"West Haven School District","=""1560011""","ELL",24,0,0.0,6,25.0
"Westbrook School District","=""1540011""","Non-ELL",82,"*","*","*","*"
"Weston School District","=""1570011""","Non-ELL",191,"*","*",0,0.0
"Westport School District","=""1580011""","Non-ELL","*","*","*","*","*"
"Westport School District","=""1580011""","ELL","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Non-ELL",281,12,4.3,"*","*"
"Wethersfield School District","=""1590011""","ELL",11,0,"*","*","*"
"Wilton School District","=""1610011""","Non-ELL","*","*","*","*","*"
"Wilton School District","=""1610011""","ELL","*","*","*","*","*"
"Windham School District","=""1630011""","Non-ELL",136,10,7.4,25,18.4
"Windham School District","=""1630011""","ELL",45,9,20.0,10,22.2
"Windsor Locks School District","=""1650011""","Non-ELL","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","ELL","*","*","*","*","*"
"Windsor School District","=""1640011""","Non-ELL",315,20,6.3,"*","*"
"Windsor School District","=""1640011""","ELL",6,0,"*","*","*"
"Wolcott School District","=""1660011""","Non-ELL",219,7,3.2,7,3.2
"Woodstock Academy District","=""9030022""","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","ELL","*","*","*","*","*"

