"Four-Year Graduation Rates, 2010-11"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"Derby School District","=""0370011""","Non-High Needs",69,6,8.7,8,11.6
"East Granby School District","=""0400011""","High Needs",7,0,"*","*","*"
"East Granby School District","=""0400011""","Non-High Needs",69,"*","*","*","*"
"East Haddam School District","=""0410011""","High Needs",12,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-High Needs",85,0,0.0,"*","*"
"East Hampton School District","=""0420011""","High Needs",20,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",119,"*","*","*","*"
"East Hartford School District","=""0430011""","High Needs",356,44,12.4,45,12.6
"East Hartford School District","=""0430011""","Non-High Needs",242,8,3.3,25,10.3
"East Haven School District","=""0440011""","High Needs",97,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",203,"*","*","*","*"
"East Lyme School District","=""0450011""","High Needs",45,"*","*",0,0.0
"East Lyme School District","=""0450011""","Non-High Needs",280,"*","*","*","*"
"East Windsor School District","=""0470011""","High Needs",37,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-High Needs",56,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",19,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",40,"*","*","*","*"
"Ellington School District","=""0480011""","High Needs",26,"*","*","*","*"
"Ellington School District","=""0480011""","Non-High Needs",156,"*","*","*","*"
"Enfield School District","=""0490011""","High Needs",131,23,17.6,28,21.4
"Enfield School District","=""0490011""","Non-High Needs",394,23,5.8,24,6.1
"Explorations District","=""2720013""","High Needs",18,"*","*","*","*"
"Explorations District","=""2720013""","Non-High Needs",16,"*","*","*","*"
"Fairfield School District","=""0510011""","High Needs",102,"*","*","*","*"
"Fairfield School District","=""0510011""","Non-High Needs",554,"*","*","*","*"
"Farmington School District","=""0520011""","High Needs",52,"*","*","*","*"
"Farmington School District","=""0520011""","Non-High Needs",286,0,0.0,"*","*"
"Glastonbury School District","=""0540011""","High Needs",92,"*","*","*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",459,"*","*","*","*"
"Granby School District","=""0560011""","High Needs",19,"*","*","*","*"
"Granby School District","=""0560011""","Non-High Needs",175,"*","*","*","*"
"Greenwich School District","=""0570011""","High Needs",136,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-High Needs",496,"*","*","*","*"
"Griswold School District","=""0580011""","High Needs",50,8,16.0,15,30.0
"Griswold School District","=""0580011""","Non-High Needs",150,6,4.0,9,6.0
"Groton School District","=""0590011""","High Needs",122,"*","*","*","*"
"Groton School District","=""0590011""","Non-High Needs",214,"*","*","*","*"
"Guilford School District","=""0600011""","High Needs",39,"*","*","*","*"
"Guilford School District","=""0600011""","Non-High Needs",232,"*","*","*","*"
"Hamden School District","=""0620011""","High Needs",197,29,14.7,33,16.8
"Hamden School District","=""0620011""","Non-High Needs",389,14,3.6,22,5.7
"Hartford School District","=""0640011""","High Needs",1456,175,12.0,393,27.0
"Hartford School District","=""0640011""","Non-High Needs",147,8,5.4,13,8.8
"Killingly School District","=""0690011""","High Needs",72,"*","*","*","*"
"Killingly School District","=""0690011""","Non-High Needs",126,"*","*","*","*"
"Lebanon School District","=""0710011""","High Needs",32,"*","*","*","*"
"Lebanon School District","=""0710011""","Non-High Needs",128,"*","*","*","*"
"Ledyard School District","=""0720011""","High Needs",57,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-High Needs",178,"*","*","*","*"
"Lisbon School District","=""0730011""","High Needs","*","*","*","*","*"
"Litchfield School District","=""0740011""","High Needs",13,"*","*","*","*"
"Litchfield School District","=""0740011""","Non-High Needs",82,"*","*","*","*"
"Madison School District","=""0760011""","High Needs",37,"*","*","*","*"
"Madison School District","=""0760011""","Non-High Needs",280,0,0.0,"*","*"
"Manchester School District","=""0770011""","High Needs",247,43,17.4,70,28.3
"Manchester School District","=""0770011""","Non-High Needs",287,17,5.9,24,8.4
"Meriden School District","=""0800011""","High Needs",384,"*","*","*","*"
"Meriden School District","=""0800011""","Non-High Needs",246,"*","*","*","*"
"Middletown School District","=""0830011""","High Needs",140,26,18.6,32,22.9
"Middletown School District","=""0830011""","Non-High Needs",210,11,5.2,12,5.7
"Milford School District","=""0840011""","High Needs",128,23,18.0,10,7.8
"Milford School District","=""0840011""","Non-High Needs",364,17,4.7,10,2.7
"Monroe School District","=""0850011""","High Needs",37,"*","*",0,0.0
"Monroe School District","=""0850011""","Non-High Needs",330,"*","*",0,0.0
"Montville School District","=""0860011""","High Needs",57,"*","*","*","*"
"Montville School District","=""0860011""","Non-High Needs",148,"*","*","*","*"
"Naugatuck School District","=""0880011""","High Needs",150,16,10.7,28,18.7
"Naugatuck School District","=""0880011""","Non-High Needs",220,6,2.7,14,6.4
"New Britain School District","=""0890011""","High Needs",553,118,21.3,179,32.4
"New Britain School District","=""0890011""","Non-High Needs",205,27,13.2,45,22.0
"New Canaan School District","=""0900011""","High Needs",33,"*","*",0,0.0
"New Canaan School District","=""0900011""","Non-High Needs",278,"*","*","*","*"
"New Fairfield School District","=""0910011""","High Needs",33,"*","*","*","*"
"New Fairfield School District","=""0910011""","Non-High Needs",208,"*","*","*","*"
"New Haven School District","=""0930011""","High Needs",1096,142,13.0,295,26.9
"New Haven School District","=""0930011""","Non-High Needs",354,17,4.8,69,19.5
"New London School District","=""0950011""","High Needs",189,"*","*","*","*"
"New London School District","=""0950011""","Non-High Needs",73,"*","*","*","*"
"New Milford School District","=""0960011""","High Needs",88,"*","*","*","*"
"New Milford School District","=""0960011""","Non-High Needs",315,"*","*","*","*"
"Newington School District","=""0940011""","High Needs",98,22,22.4,12,12.2
"Newington School District","=""0940011""","Non-High Needs",315,19,6.0,14,4.4
"Newtown School District","=""0970011""","High Needs",57,"*","*","*","*"
"Newtown School District","=""0970011""","Non-High Needs",389,"*","*","*","*"
"North Branford School District","=""0990011""","High Needs",42,"*","*","*","*"
"North Branford School District","=""0990011""","Non-High Needs",153,0,0.0,"*","*"
"North Haven School District","=""1010011""","High Needs",61,"*","*","*","*"
"North Haven School District","=""1010011""","Non-High Needs",245,"*","*","*","*"
"North Stonington School District","=""1020011""","High Needs",18,"*","*","*","*"
"North Stonington School District","=""1020011""","Non-High Needs",49,0,0.0,"*","*"
"Norwalk School District","=""1030011""","High Needs",372,45,12.1,45,12.1
"Norwalk School District","=""1030011""","Non-High Needs",527,13,2.5,39,7.4
"Norwich Free Academy District","=""9010022""","High Needs",237,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Non-High Needs",400,"*","*","*","*"
"Norwich School District","=""1040011""","High Needs",20,"*","*","*","*"
"Norwich School District","=""1040011""","Non-High Needs",9,"*","*","*","*"
"Old Saybrook School District","=""1060011""","High Needs",17,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Non-High Needs",106,"*","*","*","*"
"Oxford School District","=""1080011""","High Needs",16,"*","*","*","*"
"Oxford School District","=""1080011""","Non-High Needs",139,"*","*","*","*"
"Plainfield School District","=""1090011""","High Needs",71,"*","*","*","*"
"Plainfield School District","=""1090011""","Non-High Needs",159,"*","*","*","*"
"Plainville School District","=""1100011""","High Needs",55,"*","*","*","*"
"Plainville School District","=""1100011""","Non-High Needs",180,"*","*","*","*"
"Plymouth School District","=""1110011""","High Needs",26,"*","*","*","*"
"Plymouth School District","=""1110011""","Non-High Needs",114,"*","*","*","*"
"Portland School District","=""1130011""","High Needs",19,"*","*","*","*"
"Portland School District","=""1130011""","Non-High Needs",78,0,0.0,"*","*"
"Putnam School District","=""1160011""","High Needs",38,"*","*","*","*"
"Putnam School District","=""1160011""","Non-High Needs",37,"*","*","*","*"
"Regional School District 01","=""2010012""","High Needs",31,"*","*","*","*"
"Regional School District 01","=""2010012""","Non-High Needs",107,"*","*","*","*"
"Regional School District 04","=""2040012""","High Needs",34,"*","*","*","*"
"Regional School District 04","=""2040012""","Non-High Needs",137,"*","*","*","*"
"Regional School District 05","=""2050012""","High Needs",57,"*","*","*","*"
"Regional School District 05","=""2050012""","Non-High Needs",352,"*","*","*","*"
"Regional School District 06","=""2060012""","High Needs",26,"*","*","*","*"
"Regional School District 06","=""2060012""","Non-High Needs",78,"*","*","*","*"
"Regional School District 07","=""2070012""","High Needs",40,"*","*","*","*"
"Regional School District 07","=""2070012""","Non-High Needs",168,"*","*","*","*"
"Regional School District 08","=""2080012""","High Needs",36,10,27.8,6,16.7
"Regional School District 08","=""2080012""","Non-High Needs",231,11,4.8,14,6.1
"Regional School District 09","=""2090012""","High Needs",39,"*","*",0,0.0
"Regional School District 09","=""2090012""","Non-High Needs",181,"*","*",0,0.0
"Regional School District 10","=""2100012""","High Needs",23,"*","*","*","*"
"Regional School District 10","=""2100012""","Non-High Needs",154,"*","*","*","*"
"Regional School District 11","=""2110012""","High Needs",9,"*","*","*","*"
"Regional School District 11","=""2110012""","Non-High Needs",29,0,0.0,"*","*"
"Regional School District 12","=""2120012""","High Needs",14,"*","*","*","*"
"Regional School District 12","=""2120012""","Non-High Needs",79,"*","*","*","*"
"Regional School District 13","=""2130012""","High Needs",21,"*","*","*","*"
"Regional School District 13","=""2130012""","Non-High Needs",120,"*","*","*","*"
"Regional School District 14","=""2140012""","High Needs",34,"*","*","*","*"
"Regional School District 14","=""2140012""","Non-High Needs",184,"*","*","*","*"
"Regional School District 15","=""2150012""","High Needs",55,"*","*","*","*"
"Regional School District 15","=""2150012""","Non-High Needs",335,"*","*","*","*"
"Regional School District 16","=""2160012""","High Needs",35,"*","*","*","*"
"Regional School District 16","=""2160012""","Non-High Needs",161,"*","*","*","*"
"Regional School District 17","=""2170012""","High Needs",25,0,0.0,"*","*"
"Regional School District 17","=""2170012""","Non-High Needs",156,"*","*","*","*"
"Regional School District 18","=""2180012""","High Needs",18,"*","*",0,"*"
"Regional School District 18","=""2180012""","Non-High Needs",117,"*","*",0,0.0
"Regional School District 19","=""2190012""","High Needs",53,17,32.1,6,11.3
"Regional School District 19","=""2190012""","Non-High Needs",231,9,3.9,17,7.4
"Ridgefield School District","=""1180011""","High Needs",56,"*","*","*","*"
"Ridgefield School District","=""1180011""","Non-High Needs",378,"*","*","*","*"
"Rocky Hill School District","=""1190011""","High Needs",18,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Non-High Needs",159,"*","*","*","*"
"Seymour School District","=""1240011""","High Needs",46,"*","*","*","*"
"Seymour School District","=""1240011""","Non-High Needs",143,"*","*","*","*"
"Shelton School District","=""1260011""","High Needs",89,16,18.0,10,11.2
"Shelton School District","=""1260011""","Non-High Needs",312,9,2.9,14,4.5
"Simsbury School District","=""1280011""","High Needs",51,"*","*","*","*"
"Simsbury School District","=""1280011""","Non-High Needs",307,"*","*","*","*"
"Somers School District","=""1290011""","High Needs",18,"*","*","*","*"
"Somers School District","=""1290011""","Non-High Needs",127,"*","*","*","*"
"South Windsor School District","=""1320011""","High Needs",72,9,12.5,10,13.9
"South Windsor School District","=""1320011""","Non-High Needs",353,7,2.0,13,3.7
"Southington School District","=""1310011""","High Needs",96,"*","*","*","*"
"Southington School District","=""1310011""","Non-High Needs",451,"*","*","*","*"
"Stafford School District","=""1340011""","High Needs",33,7,21.2,7,21.2
"Stafford School District","=""1340011""","Non-High Needs",102,9,8.8,10,9.8
"Stamford Academy District","=""2820013""","High Needs",46,"*","*","*","*"
"Stamford Academy District","=""2820013""","Non-High Needs",9,"*","*","*","*"
"Stamford School District","=""1350011""","High Needs",573,73,12.7,52,9.1
"Stamford School District","=""1350011""","Non-High Needs",616,19,3.1,31,5.0
"Stonington School District","=""1370011""","High Needs",43,"*","*","*","*"
"Stonington School District","=""1370011""","Non-High Needs",169,0,0.0,"*","*"
"Stratford School District","=""1380011""","High Needs",226,"*","*","*","*"
"Stratford School District","=""1380011""","Non-High Needs",355,"*","*","*","*"
"Suffield School District","=""1390011""","High Needs",23,"*","*","*","*"
"Suffield School District","=""1390011""","Non-High Needs",192,"*","*","*","*"
"The Bridge Academy District","=""2690013""","High Needs","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Non-High Needs","*","*","*","*","*"
"The Gilbert School District","=""9020022""","High Needs",28,"*","*","*","*"
"The Gilbert School District","=""9020022""","Non-High Needs",47,"*","*","*","*"
"Thomaston School District","=""1400011""","High Needs",35,"*","*","*","*"
"Thomaston School District","=""1400011""","Non-High Needs",70,"*","*","*","*"
"Thompson School District","=""1410011""","High Needs",20,0,0.0,"*","*"
"Thompson School District","=""1410011""","Non-High Needs",75,"*","*","*","*"
"Tolland School District","=""1420011""","High Needs",18,"*","*",0,"*"
"Tolland School District","=""1420011""","Non-High Needs",206,"*","*","*","*"
"Torrington School District","=""1430011""","High Needs",95,"*","*","*","*"
"Torrington School District","=""1430011""","Non-High Needs",188,"*","*","*","*"
"Trumbull School District","=""1440011""","High Needs",58,"*","*",0,0.0
"Trumbull School District","=""1440011""","Non-High Needs",445,"*","*","*","*"
"Unified School District #1","=""3360015""","High Needs",492,"*","*",323,65.7
"Unified School District #1","=""3360015""","Non-High Needs",63,"*","*",39,61.9
"Unified School District #2","=""3470015""","High Needs","*","*","*","*","*"
"Unified School District #2","=""3470015""","Non-High Needs","*","*","*","*","*"
"Vernon School District","=""1460011""","High Needs",87,12,13.8,19,21.8
"Vernon School District","=""1460011""","Non-High Needs",203,7,3.4,15,7.4
"Wallingford School District","=""1480011""","High Needs",113,17,15.0,15,13.3
"Wallingford School District","=""1480011""","Non-High Needs",448,12,2.7,29,6.5
"Waterbury School District","=""1510011""","High Needs",963,55,5.7,318,33.0
"Waterbury School District","=""1510011""","Non-High Needs",346,8,2.3,68,19.7
"Waterford School District","=""1520011""","High Needs",35,"*","*","*","*"
"Waterford School District","=""1520011""","Non-High Needs",237,"*","*","*","*"
"Watertown School District","=""1530011""","High Needs",53,11,20.8,6,11.3
"Watertown School District","=""1530011""","Non-High Needs",195,6,3.1,8,4.1
"West Hartford School District","=""1550011""","High Needs",218,"*","*","*","*"
"West Hartford School District","=""1550011""","Non-High Needs",611,"*","*","*","*"
"West Haven School District","=""1560011""","High Needs",232,23,9.9,75,32.3
"West Haven School District","=""1560011""","Non-High Needs",228,9,3.9,40,17.5
"Westbrook School District","=""1540011""","High Needs",10,"*","*","*","*"
"Westbrook School District","=""1540011""","Non-High Needs",65,0,0.0,"*","*"
"Weston School District","=""1570011""","High Needs",14,"*","*",0,"*"
"Weston School District","=""1570011""","Non-High Needs",181,"*","*",0,0.0
"Westport School District","=""1580011""","High Needs",64,"*","*","*","*"
"Westport School District","=""1580011""","Non-High Needs",411,"*","*","*","*"
"Wethersfield School District","=""1590011""","High Needs",63,"*","*","*","*"
"Wethersfield School District","=""1590011""","Non-High Needs",242,"*","*","*","*"
"Wilton School District","=""1610011""","High Needs",30,"*","*","*","*"
"Wilton School District","=""1610011""","Non-High Needs",276,"*","*",0,0.0
"Windham School District","=""1630011""","High Needs",169,"*","*","*","*"
"Windham School District","=""1630011""","Non-High Needs",98,"*","*","*","*"
"Windsor Locks School District","=""1650011""","High Needs",35,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Non-High Needs",100,"*","*","*","*"
"Windsor School District","=""1640011""","High Needs",125,20,16.0,15,12.0
"Windsor School District","=""1640011""","Non-High Needs",228,8,3.5,17,7.5
"Wolcott School District","=""1660011""","High Needs",52,"*","*","*","*"
"Wolcott School District","=""1660011""","Non-High Needs",174,"*","*","*","*"
"Woodstock Academy District","=""9030022""","High Needs",35,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Non-High Needs",264,"*","*","*","*"

