"Four-Year Graduation Rates, 2011-12"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"East Haddam School District","=""0410011""","Non-Special Education",91,"*","*","*","*"
"East Haddam School District","=""0410011""","Special Education",11,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-Special Education",154,"*","*","*","*"
"East Hampton School District","=""0420011""","Special Education",11,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-Special Education",487,28,5.7,64,13.1
"East Hartford School District","=""0430011""","Special Education",104,29,27.9,17,16.3
"East Haven School District","=""0440011""","Non-Special Education",194,11,5.7,34,17.5
"East Haven School District","=""0440011""","Special Education",36,8,22.2,11,30.6
"East Lyme School District","=""0450011""","Non-Special Education",251,0,0.0,"*","*"
"East Lyme School District","=""0450011""","Special Education",52,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-Special Education",77,"*","*","*","*"
"East Windsor School District","=""0470011""","Special Education",12,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",65,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",21,"*","*","*","*"
"Ellington School District","=""0480011""","Non-Special Education",181,"*","*","*","*"
"Ellington School District","=""0480011""","Special Education",22,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Special Education","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-Special Education",426,12,2.8,30,7.0
"Enfield School District","=""0490011""","Special Education",86,18,20.9,16,18.6
"Explorations District","=""2720013""","Non-Special Education",20,0,0.0,"*","*"
"Explorations District","=""2720013""","Special Education",8,0,"*","*","*"
"Fairfield School District","=""0510011""","Non-Special Education",597,"*","*","*","*"
"Fairfield School District","=""0510011""","Special Education",93,"*","*","*","*"
"Farmington School District","=""0520011""","Non-Special Education",274,"*","*","*","*"
"Farmington School District","=""0520011""","Special Education",30,"*","*","*","*"
"Glastonbury School District","=""0540011""","Non-Special Education",453,"*","*","*","*"
"Glastonbury School District","=""0540011""","Special Education",59,"*","*","*","*"
"Granby School District","=""0560011""","Non-Special Education",167,"*","*","*","*"
"Granby School District","=""0560011""","Special Education",22,"*","*",0,0.0
"Greenwich School District","=""0570011""","Non-Special Education",551,"*","*","*","*"
"Greenwich School District","=""0570011""","Special Education",95,"*","*","*","*"
"Griswold School District","=""0580011""","Non-Special Education",157,"*","*","*","*"
"Griswold School District","=""0580011""","Special Education",27,"*","*","*","*"
"Groton School District","=""0590011""","Non-Special Education",303,0,0.0,44,14.5
"Groton School District","=""0590011""","Special Education",42,13,31.0,6,14.3
"Guilford School District","=""0600011""","Non-Special Education",251,"*","*",0,0.0
"Guilford School District","=""0600011""","Special Education",36,"*","*","*","*"
"Hamden School District","=""0620011""","Non-Special Education",435,21,4.8,30,6.9
"Hamden School District","=""0620011""","Special Education",88,16,18.2,15,17.0
"Hartford School District","=""0640011""","Non-Special Education",1127,152,13.5,187,16.6
"Hartford School District","=""0640011""","Special Education",269,92,34.2,63,23.4
"Killingly School District","=""0690011""","Non-Special Education",159,8,5.0,22,13.8
"Killingly School District","=""0690011""","Special Education",32,7,21.9,7,21.9
"Lebanon School District","=""0710011""","Non-Special Education",116,"*","*","*","*"
"Lebanon School District","=""0710011""","Special Education",16,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-Special Education",185,"*","*","*","*"
"Ledyard School District","=""0720011""","Special Education",27,"*","*","*","*"
"Lisbon School District","=""0730011""","Non-Special Education","*","*","*","*","*"
"Lisbon School District","=""0730011""","Special Education","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-Special Education","*","*","*","*","*"
"Litchfield School District","=""0740011""","Special Education","*","*","*","*","*"
"Madison School District","=""0760011""","Non-Special Education",288,"*","*","*","*"
"Madison School District","=""0760011""","Special Education",47,"*","*","*","*"
"Manchester School District","=""0770011""","Non-Special Education",419,24,5.7,68,16.2
"Manchester School District","=""0770011""","Special Education",99,26,26.3,21,21.2
"Meriden School District","=""0800011""","Non-Special Education",521,25,4.8,108,20.7
"Meriden School District","=""0800011""","Special Education",106,26,24.5,32,30.2
"Middletown School District","=""0830011""","Non-Special Education",288,18,6.3,37,12.8
"Middletown School District","=""0830011""","Special Education",59,15,25.4,13,22.0
"Milford School District","=""0840011""","Non-Special Education",430,26,6.0,17,4.0
"Milford School District","=""0840011""","Special Education",85,20,23.5,9,10.6
"Monroe School District","=""0850011""","Non-Special Education",322,"*","*",0,0.0
"Monroe School District","=""0850011""","Special Education",17,"*","*",0,"*"
"Montville School District","=""0860011""","Non-Special Education",185,0,0.0,"*","*"
"Montville School District","=""0860011""","Special Education",38,"*","*","*","*"
"Naugatuck School District","=""0880011""","Non-Special Education",317,6,1.9,36,11.4
"Naugatuck School District","=""0880011""","Special Education",51,10,19.6,6,11.8
"New Britain School District","=""0890011""","Non-Special Education",550,55,10.0,135,24.5
"New Britain School District","=""0890011""","Special Education",114,37,32.5,35,30.7
"New Canaan School District","=""0900011""","Non-Special Education",283,"*","*",0,0.0
"New Canaan School District","=""0900011""","Special Education",46,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Non-Special Education",209,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","Special Education",23,"*","*","*","*"
"New Haven School District","=""0930011""","Non-Special Education",1163,61,5.2,246,21.2
"New Haven School District","=""0930011""","Special Education",169,51,30.2,30,17.8
"New London School District","=""0950011""","Non-Special Education",182,17,9.3,41,22.5
"New London School District","=""0950011""","Special Education",57,20,35.1,13,22.8
"New Milford School District","=""0960011""","Non-Special Education",332,"*","*","*","*"
"New Milford School District","=""0960011""","Special Education",58,"*","*","*","*"
"Newington School District","=""0940011""","Non-Special Education",294,"*","*","*","*"
"Newington School District","=""0940011""","Special Education",44,"*","*","*","*"
"Newtown School District","=""0970011""","Non-Special Education",368,"*","*","*","*"
"Newtown School District","=""0970011""","Special Education",38,"*","*","*","*"
"North Branford School District","=""0990011""","Non-Special Education",146,0,0.0,"*","*"
"North Branford School District","=""0990011""","Special Education",16,"*","*","*","*"
"North Haven School District","=""1010011""","Non-Special Education",261,"*","*","*","*"
"North Haven School District","=""1010011""","Special Education",31,"*","*","*","*"
"North Stonington School District","=""1020011""","Non-Special Education",48,"*","*","*","*"
"North Stonington School District","=""1020011""","Special Education",6,"*","*",0,"*"
"Norwalk School District","=""1030011""","Non-Special Education",768,23,3.0,82,10.7
"Norwalk School District","=""1030011""","Special Education",105,13,12.4,14,13.3
"Norwich Free Academy District","=""9010022""","Non-Special Education",548,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Special Education",97,"*","*","*","*"
"Norwich School District","=""1040011""","Non-Special Education",29,"*","*",22,75.9
"Norwich School District","=""1040011""","Special Education",38,"*","*",12,31.6
"Old Saybrook School District","=""1060011""","Non-Special Education",126,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Special Education",18,"*","*","*","*"
"Oxford School District","=""1080011""","Non-Special Education",137,0,0.0,"*","*"
"Oxford School District","=""1080011""","Special Education",9,0,"*","*","*"
"Plainfield School District","=""1090011""","Non-Special Education",158,"*","*","*","*"
"Plainfield School District","=""1090011""","Special Education",45,"*","*","*","*"
"Plainville School District","=""1100011""","Non-Special Education",178,0,0.0,"*","*"
"Plainville School District","=""1100011""","Special Education",29,"*","*","*","*"
"Plymouth School District","=""1110011""","Non-Special Education",122,"*","*","*","*"
"Plymouth School District","=""1110011""","Special Education",17,"*","*","*","*"
"Portland School District","=""1130011""","Non-Special Education",85,0,0.0,"*","*"
"Portland School District","=""1130011""","Special Education",7,0,"*","*","*"
"Putnam School District","=""1160011""","Non-Special Education",54,"*","*","*","*"
"Putnam School District","=""1160011""","Special Education",11,"*","*","*","*"
"Regional School District 01","=""2010012""","Non-Special Education",114,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Special Education",26,"*","*","*","*"
"Regional School District 04","=""2040012""","Non-Special Education",136,"*","*","*","*"
"Regional School District 04","=""2040012""","Special Education",24,"*","*","*","*"
"Regional School District 05","=""2050012""","Non-Special Education",389,"*","*","*","*"
"Regional School District 05","=""2050012""","Special Education",45,"*","*","*","*"
"Regional School District 06","=""2060012""","Non-Special Education",76,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Special Education",11,0,"*",0,"*"
"Regional School District 07","=""2070012""","Non-Special Education",168,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Special Education",37,"*","*","*","*"
"Regional School District 08","=""2080012""","Non-Special Education",259,"*","*","*","*"
"Regional School District 08","=""2080012""","Special Education",37,"*","*","*","*"
"Regional School District 09","=""2090012""","Non-Special Education",213,0,0.0,"*","*"
"Regional School District 09","=""2090012""","Special Education",25,"*","*","*","*"
"Regional School District 10","=""2100012""","Non-Special Education",205,"*","*","*","*"
"Regional School District 10","=""2100012""","Special Education",25,"*","*","*","*"
"Regional School District 11","=""2110012""","Non-Special Education",31,"*","*","*","*"
"Regional School District 11","=""2110012""","Special Education",11,0,"*",0,"*"
"Regional School District 12","=""2120012""","Non-Special Education",65,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Special Education",9,"*","*","*","*"
"Regional School District 13","=""2130012""","Non-Special Education",119,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Special Education",23,"*","*","*","*"
"Regional School District 14","=""2140012""","Non-Special Education",174,"*","*","*","*"
"Regional School District 14","=""2140012""","Special Education",21,"*","*",0,0.0
"Regional School District 15","=""2150012""","Non-Special Education",284,"*","*","*","*"
"Regional School District 15","=""2150012""","Special Education",45,"*","*","*","*"
"Regional School District 16","=""2160012""","Non-Special Education",176,"*","*","*","*"
"Regional School District 16","=""2160012""","Special Education",21,"*","*","*","*"
"Regional School District 17","=""2170012""","Non-Special Education",165,"*","*","*","*"
"Regional School District 17","=""2170012""","Special Education",25,0,0.0,"*","*"
"Regional School District 18","=""2180012""","Non-Special Education",91,0,0.0,"*","*"
"Regional School District 18","=""2180012""","Special Education",13,"*","*","*","*"
"Regional School District 19","=""2190012""","Non-Special Education",240,"*","*","*","*"
"Regional School District 19","=""2190012""","Special Education",58,"*","*","*","*"
"Ridgefield School District","=""1180011""","Non-Special Education",391,"*","*","*","*"
"Ridgefield School District","=""1180011""","Special Education",52,"*","*",0,0.0
"Rocky Hill School District","=""1190011""","Non-Special Education",187,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Special Education",21,"*","*","*","*"
"Seymour School District","=""1240011""","Non-Special Education",138,"*","*","*","*"
"Seymour School District","=""1240011""","Special Education",16,"*","*","*","*"
"Shelton School District","=""1260011""","Non-Special Education",396,"*","*","*","*"
"Shelton School District","=""1260011""","Special Education",32,"*","*","*","*"
"Simsbury School District","=""1280011""","Non-Special Education",359,"*","*","*","*"
"Simsbury School District","=""1280011""","Special Education",48,"*","*","*","*"
"Somers School District","=""1290011""","Non-Special Education",131,0,0.0,"*","*"
"Somers School District","=""1290011""","Special Education",11,"*","*","*","*"
"South Windsor School District","=""1320011""","Non-Special Education",331,"*","*","*","*"
"South Windsor School District","=""1320011""","Special Education",55,"*","*","*","*"
"Southington School District","=""1310011""","Non-Special Education",429,"*","*","*","*"
"Southington School District","=""1310011""","Special Education",69,"*","*","*","*"
"Stafford School District","=""1340011""","Non-Special Education",127,"*","*","*","*"
"Stafford School District","=""1340011""","Special Education",15,"*","*","*","*"
"Stamford Academy District","=""2820013""","Non-Special Education",26,"*","*",8,30.8
"Stamford Academy District","=""2820013""","Special Education",10,"*","*",0,"*"
"Stamford School District","=""1350011""","Non-Special Education",1043,45,4.3,94,9.0
"Stamford School District","=""1350011""","Special Education",143,24,16.8,12,8.4
"Stonington School District","=""1370011""","Non-Special Education",161,"*","*","*","*"
"Stonington School District","=""1370011""","Special Education",21,"*","*","*","*"
"Stratford School District","=""1380011""","Non-Special Education",529,15,2.8,38,7.2
"Stratford School District","=""1380011""","Special Education",56,14,25.0,12,21.4
"Suffield School District","=""1390011""","Non-Special Education",185,"*","*","*","*"
"Suffield School District","=""1390011""","Special Education",22,"*","*","*","*"
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",85,"*","*","*","*"
"The Gilbert School District","=""9020022""","Special Education",6,0,"*","*","*"
"Thomaston School District","=""1400011""","Non-Special Education",73,"*","*","*","*"
"Thomaston School District","=""1400011""","Special Education",19,"*","*","*","*"
"Thompson School District","=""1410011""","Non-Special Education",90,"*","*","*","*"
"Thompson School District","=""1410011""","Special Education",11,0,"*","*","*"
"Tolland School District","=""1420011""","Non-Special Education",207,"*","*","*","*"
"Tolland School District","=""1420011""","Special Education",23,"*","*","*","*"
"Torrington School District","=""1430011""","Non-Special Education",255,"*","*","*","*"
"Torrington School District","=""1430011""","Special Education",46,"*","*","*","*"
"Trumbull School District","=""1440011""","Non-Special Education",499,"*","*","*","*"
"Trumbull School District","=""1440011""","Special Education",44,"*","*","*","*"
"Unified School District #1","=""3360015""","Non-Special Education",332,"*","*",260,78.3
"Unified School District #1","=""3360015""","Special Education",199,"*","*",113,56.8
"Unified School District #2","=""3470015""","Non-Special Education",19,"*","*",13,"*"
"Unified School District #2","=""3470015""","Special Education",40,"*","*",26,65.0
"Vernon School District","=""1460011""","Non-Special Education",239,10,4.2,26,10.9
"Vernon School District","=""1460011""","Special Education",27,6,22.2,6,22.2
"Wallingford School District","=""1480011""","Non-Special Education",468,"*","*","*","*"
"Wallingford School District","=""1480011""","Special Education",69,"*","*","*","*"
"Waterbury School District","=""1510011""","Non-Special Education",1098,29,2.6,341,31.1
"Waterbury School District","=""1510011""","Special Education",178,43,24.2,64,36.0
"Waterford School District","=""1520011""","Non-Special Education",210,"*","*","*","*"
"Waterford School District","=""1520011""","Special Education",31,"*","*","*","*"
"Watertown School District","=""1530011""","Non-Special Education",204,"*","*","*","*"
"Watertown School District","=""1530011""","Special Education",28,"*","*",0,0.0
"West Hartford School District","=""1550011""","Non-Special Education",661,13,2.0,21,3.2
"West Hartford School District","=""1550011""","Special Education",92,15,16.3,6,6.5
"West Haven School District","=""1560011""","Non-Special Education",342,7,2.0,77,22.5
"West Haven School District","=""1560011""","Special Education",49,10,20.4,15,30.6
"Westbrook School District","=""1540011""","Non-Special Education",76,"*","*","*","*"
"Westbrook School District","=""1540011""","Special Education",6,"*","*",0,"*"
"Weston School District","=""1570011""","Non-Special Education",170,0,0.0,0,0.0
"Weston School District","=""1570011""","Special Education",21,"*","*",0,0.0
"Westport School District","=""1580011""","Non-Special Education",367,"*","*","*","*"
"Westport School District","=""1580011""","Special Education",62,"*","*","*","*"
"Wethersfield School District","=""1590011""","Non-Special Education",266,"*","*","*","*"
"Wethersfield School District","=""1590011""","Special Education",26,"*","*","*","*"
"Wilton School District","=""1610011""","Non-Special Education",281,"*","*",0,0.0
"Wilton School District","=""1610011""","Special Education",32,"*","*","*","*"
"Windham School District","=""1630011""","Non-Special Education",134,11,8.2,22,16.4
"Windham School District","=""1630011""","Special Education",47,8,17.0,13,27.7
"Windsor Locks School District","=""1650011""","Non-Special Education",136,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Special Education",12,"*","*",0,"*"
"Windsor School District","=""1640011""","Non-Special Education",282,13,4.6,22,7.8
"Windsor School District","=""1640011""","Special Education",39,7,17.9,6,15.4
"Wolcott School District","=""1660011""","Non-Special Education",193,"*","*","*","*"
"Wolcott School District","=""1660011""","Special Education",26,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Non-Special Education",268,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Special Education",17,"*","*","*","*"

