"Four-Year Graduation Rates, 2014-15"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"Groton School District","=""0590011""","Non-High Needs",128,0,0.0,"*","*"
"Guilford School District","=""0600011""","High Needs",64,"*","*","*","*"
"Guilford School District","=""0600011""","Non-High Needs",210,0,0.0,"*","*"
"Hamden School District","=""0620011""","High Needs",262,23,8.8,"*","*"
"Hamden School District","=""0620011""","Non-High Needs",203,0,0.0,"*","*"
"Hartford School District","=""0640011""","High Needs",1323,"*","*","*","*"
"Hartford School District","=""0640011""","Non-High Needs",161,"*","*","*","*"
"Killingly School District","=""0690011""","High Needs",108,21,19.4,"*","*"
"Killingly School District","=""0690011""","Non-High Needs",95,0,0.0,"*","*"
"Learn","=""2450014""","High Needs",110,"*","*","*","*"
"Learn","=""2450014""","Non-High Needs",66,"*","*","*","*"
"Lebanon School District","=""0710011""","High Needs",27,"*","*","*","*"
"Lebanon School District","=""0710011""","Non-High Needs",68,0,0.0,"*","*"
"Ledyard School District","=""0720011""","High Needs",86,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-High Needs",147,"*","*",0,0.0
"Litchfield School District","=""0740011""","High Needs",21,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Non-High Needs",49,0,0.0,0,0.0
"Madison School District","=""0760011""","High Needs",55,"*","*",0,0.0
"Madison School District","=""0760011""","Non-High Needs",254,0,0.0,"*","*"
"Manchester School District","=""0770011""","High Needs",303,"*","*","*","*"
"Manchester School District","=""0770011""","Non-High Needs",151,"*","*","*","*"
"Meriden School District","=""0800011""","High Needs",483,"*","*","*","*"
"Meriden School District","=""0800011""","Non-High Needs",143,"*","*","*","*"
"Middletown School District","=""0830011""","High Needs",180,"*","*","*","*"
"Middletown School District","=""0830011""","Non-High Needs",135,"*","*","*","*"
"Milford School District","=""0840011""","High Needs",177,"*","*","*","*"
"Milford School District","=""0840011""","Non-High Needs",282,"*","*","*","*"
"Monroe School District","=""0850011""","High Needs",61,"*","*","*","*"
"Monroe School District","=""0850011""","Non-High Needs",260,0,0.0,0,0.0
"Montville School District","=""0860011""","High Needs",71,"*","*","*","*"
"Montville School District","=""0860011""","Non-High Needs",108,0,0.0,0,0.0
"Naugatuck School District","=""0880011""","High Needs",221,"*","*","*","*"
"Naugatuck School District","=""0880011""","Non-High Needs",116,"*","*","*","*"
"New Britain School District","=""0890011""","High Needs",579,"*","*","*","*"
"New Britain School District","=""0890011""","Non-High Needs",81,"*","*","*","*"
"New Canaan School District","=""0900011""","High Needs",40,"*","*",0,0.0
"New Canaan School District","=""0900011""","Non-High Needs",267,0,0.0,0,0.0
"New Fairfield School District","=""0910011""","High Needs",56,"*","*","*","*"
"New Fairfield School District","=""0910011""","Non-High Needs",208,0,0.0,"*","*"
"New Haven School District","=""0930011""","High Needs",1297,"*","*","*","*"
"New Haven School District","=""0930011""","Non-High Needs",188,"*","*","*","*"
"New London School District","=""0950011""","High Needs",196,"*","*","*","*"
"New London School District","=""0950011""","Non-High Needs",6,"*","*","*","*"
"New Milford School District","=""0960011""","High Needs",121,13,10.7,"*","*"
"New Milford School District","=""0960011""","Non-High Needs",250,0,0.0,"*","*"
"Newington School District","=""0940011""","High Needs",135,"*","*","*","*"
"Newington School District","=""0940011""","Non-High Needs",223,"*","*","*","*"
"Newtown School District","=""0970011""","High Needs",74,"*","*","*","*"
"Newtown School District","=""0970011""","Non-High Needs",379,"*","*","*","*"
"North Branford School District","=""0990011""","High Needs",57,"*","*","*","*"
"North Branford School District","=""0990011""","Non-High Needs",109,0,0.0,"*","*"
"North Haven School District","=""1010011""","High Needs",85,"*","*","*","*"
"North Haven School District","=""1010011""","Non-High Needs",211,"*","*","*","*"
"North Stonington School District","=""1020011""","High Needs",14,"*","*","*","*"
"North Stonington School District","=""1020011""","Non-High Needs",37,0,0.0,"*","*"
"Norwalk School District","=""1030011""","High Needs",474,"*","*","*","*"
"Norwalk School District","=""1030011""","Non-High Needs",402,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","High Needs",312,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Non-High Needs",278,"*","*","*","*"
"Old Saybrook School District","=""1060011""","High Needs",30,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Non-High Needs",96,0,0.0,"*","*"
"Oxford School District","=""1080011""","High Needs",23,"*","*","*","*"
"Oxford School District","=""1080011""","Non-High Needs",102,"*","*","*","*"
"Plainfield School District","=""1090011""","High Needs",96,13,13.5,"*","*"
"Plainfield School District","=""1090011""","Non-High Needs",72,0,0.0,"*","*"
"Plainville School District","=""1100011""","High Needs",86,"*","*","*","*"
"Plainville School District","=""1100011""","Non-High Needs",96,0,0.0,"*","*"
"Plymouth School District","=""1110011""","High Needs",54,"*","*","*","*"
"Plymouth School District","=""1110011""","Non-High Needs",67,"*","*","*","*"
"Portland School District","=""1130011""","High Needs",30,"*","*","*","*"
"Portland School District","=""1130011""","Non-High Needs",62,"*","*",0,0.0
"Putnam School District","=""1160011""","High Needs",47,"*","*","*","*"
"Putnam School District","=""1160011""","Non-High Needs",18,0,"*","*","*"
"Regional School District 01","=""2010012""","High Needs",33,"*","*","*","*"
"Regional School District 01","=""2010012""","Non-High Needs",54,"*","*","*","*"
"Regional School District 04","=""2040012""","High Needs",41,"*","*","*","*"
"Regional School District 04","=""2040012""","Non-High Needs",141,0,0.0,"*","*"
"Regional School District 05","=""2050012""","High Needs",66,"*","*","*","*"
"Regional School District 05","=""2050012""","Non-High Needs",351,"*","*","*","*"
"Regional School District 06","=""2060012""","High Needs",19,"*","*","*","*"
"Regional School District 06","=""2060012""","Non-High Needs",68,0,0.0,"*","*"
"Regional School District 07","=""2070012""","High Needs",32,"*","*","*","*"
"Regional School District 07","=""2070012""","Non-High Needs",111,0,0.0,0,0.0
"Regional School District 08","=""2080012""","High Needs",56,"*","*","*","*"
"Regional School District 08","=""2080012""","Non-High Needs",213,"*","*","*","*"
"Regional School District 09","=""2090012""","High Needs",40,"*","*",0,0.0
"Regional School District 09","=""2090012""","Non-High Needs",216,"*","*","*","*"
"Regional School District 10","=""2100012""","High Needs",31,"*","*","*","*"
"Regional School District 10","=""2100012""","Non-High Needs",160,0,0.0,"*","*"
"Regional School District 11","=""2110012""","High Needs",23,"*","*",0,0.0
"Regional School District 11","=""2110012""","Non-High Needs",28,0,0.0,0,0.0
"Regional School District 12","=""2120012""","High Needs",19,"*","*","*","*"
"Regional School District 12","=""2120012""","Non-High Needs",53,0,0.0,0,0.0
"Regional School District 13","=""2130012""","High Needs",45,13,28.9,0,0.0
"Regional School District 13","=""2130012""","Non-High Needs",109,0,0.0,0,0.0
"Regional School District 14","=""2140012""","High Needs",42,"*","*","*","*"
"Regional School District 14","=""2140012""","Non-High Needs",147,0,0.0,"*","*"
"Regional School District 15","=""2150012""","High Needs",51,"*","*","*","*"
"Regional School District 15","=""2150012""","Non-High Needs",242,"*","*","*","*"
"Regional School District 16","=""2160012""","High Needs",32,"*","*",0,0.0
"Regional School District 16","=""2160012""","Non-High Needs",135,"*","*","*","*"
"Regional School District 17","=""2170012""","High Needs",35,"*","*","*","*"
"Regional School District 17","=""2170012""","Non-High Needs",133,0,0.0,0,0.0
"Regional School District 18","=""2180012""","High Needs",20,"*","*","*","*"
"Regional School District 18","=""2180012""","Non-High Needs",69,0,0.0,"*","*"
"Regional School District 19","=""2190012""","High Needs",83,"*","*","*","*"
"Regional School District 19","=""2190012""","Non-High Needs",209,"*","*","*","*"
"Ridgefield School District","=""1180011""","High Needs",77,"*","*","*","*"
"Ridgefield School District","=""1180011""","Non-High Needs",369,"*","*","*","*"
"Rocky Hill School District","=""1190011""","High Needs",53,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Non-High Needs",143,"*","*","*","*"
"Seymour School District","=""1240011""","High Needs",60,"*","*","*","*"
"Seymour School District","=""1240011""","Non-High Needs",88,"*","*","*","*"
"Shelton School District","=""1260011""","High Needs",136,11,8.1,"*","*"
"Shelton School District","=""1260011""","Non-High Needs",234,0,0.0,"*","*"
"Simsbury School District","=""1280011""","High Needs",91,"*","*","*","*"
"Simsbury School District","=""1280011""","Non-High Needs",291,"*","*","*","*"
"Somers School District","=""1290011""","High Needs",22,"*","*","*","*"
"Somers School District","=""1290011""","Non-High Needs",108,"*","*","*","*"
"South Windsor School District","=""1320011""","High Needs",90,12,13.3,9,10.0
"South Windsor School District","=""1320011""","Non-High Needs",265,0,0.0,6,2.3
"Southington School District","=""1310011""","High Needs",158,21,13.3,10,6.3
"Southington School District","=""1310011""","Non-High Needs",361,0,0.0,6,1.7
"Stafford School District","=""1340011""","High Needs",32,"*","*","*","*"
"Stafford School District","=""1340011""","Non-High Needs",60,"*","*","*","*"
"Stamford Academy District","=""2820013""","High Needs",48,15,31.3,17,35.4
"Stamford Academy District","=""2820013""","Non-High Needs","N/A","N/A","N/A","N/A","N/A"
"Stamford School District","=""1350011""","High Needs",769,66,8.6,71,9.2
"Stamford School District","=""1350011""","Non-High Needs",448,0,0.0,14,3.1
"Stonington School District","=""1370011""","High Needs",66,"*","*","*","*"
"Stonington School District","=""1370011""","Non-High Needs",134,0,0.0,"*","*"
"Stratford School District","=""1380011""","High Needs",301,21,7.0,"*","*"
"Stratford School District","=""1380011""","Non-High Needs",234,0,0.0,"*","*"
"Suffield School District","=""1390011""","High Needs",55,"*","*","*","*"
"Suffield School District","=""1390011""","Non-High Needs",157,0,0.0,"*","*"
"The Bridge Academy District","=""2690013""","High Needs","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Non-High Needs","*","*","*","*","*"
"The Gilbert School District","=""9020022""","High Needs",48,"*","*","*","*"
"The Gilbert School District","=""9020022""","Non-High Needs",42,"*","*",0,0.0
"Thomaston School District","=""1400011""","High Needs",16,"*","*","*","*"
"Thomaston School District","=""1400011""","Non-High Needs",47,0,0.0,0,0.0
"Thompson School District","=""1410011""","High Needs",25,0,0.0,"*","*"
"Thompson School District","=""1410011""","Non-High Needs",45,0,0.0,"*","*"
"Tolland School District","=""1420011""","High Needs",43,"*","*","*","*"
"Tolland School District","=""1420011""","Non-High Needs",169,0,0.0,"*","*"
"Torrington School District","=""1430011""","High Needs",151,"*","*","*","*"
"Torrington School District","=""1430011""","Non-High Needs",131,"*","*","*","*"
"Trumbull School District","=""1440011""","High Needs",105,"*","*","*","*"
"Trumbull School District","=""1440011""","Non-High Needs",429,0,0.0,0,0.0
"Unified School District #1","=""3360015""","High Needs","*","*","*","*","*"
"Unified School District #1","=""3360015""","Non-High Needs","*","*","*","*","*"
"Unified School District #2","=""3470015""","High Needs",42,"*","*",28,66.7
"Unified School District #2","=""3470015""","Non-High Needs","N/A","N/A","N/A","N/A","N/A"
"Vernon School District","=""1460011""","High Needs",119,"*","*","*","*"
"Vernon School District","=""1460011""","Non-High Needs",125,"*","*","*","*"
"Wallingford School District","=""1480011""","High Needs",167,12,7.2,"*","*"
"Wallingford School District","=""1480011""","Non-High Needs",335,0,0.0,"*","*"
"Waterbury School District","=""1510011""","High Needs",1175,"*","*","*","*"
"Waterbury School District","=""1510011""","Non-High Needs",169,"*","*","*","*"
"Waterford School District","=""1520011""","High Needs",60,"*","*","*","*"
"Waterford School District","=""1520011""","Non-High Needs",156,0,0.0,"*","*"
"Watertown School District","=""1530011""","High Needs",71,13,18.3,"*","*"
"Watertown School District","=""1530011""","Non-High Needs",134,0,0.0,"*","*"
"West Hartford School District","=""1550011""","High Needs",282,"*","*","*","*"
"West Hartford School District","=""1550011""","Non-High Needs",456,"*","*","*","*"
"West Haven School District","=""1560011""","High Needs",304,"*","*","*","*"
"West Haven School District","=""1560011""","Non-High Needs",120,"*","*","*","*"
"Westbrook School District","=""1540011""","High Needs",14,"*","*",0,"*"
"Westbrook School District","=""1540011""","Non-High Needs",64,"*","*",0,0.0
"Weston School District","=""1570011""","High Needs",30,"*","*","*","*"
"Weston School District","=""1570011""","Non-High Needs",137,0,0.0,"*","*"
"Westport School District","=""1580011""","High Needs",70,"*","*","*","*"
"Westport School District","=""1580011""","Non-High Needs",392,"*","*",0,0.0
"Wethersfield School District","=""1590011""","High Needs",104,"*","*","*","*"
"Wethersfield School District","=""1590011""","Non-High Needs",180,"*","*","*","*"
"Wilton School District","=""1610011""","High Needs",62,"*","*",0,0.0
"Wilton School District","=""1610011""","Non-High Needs",268,"*","*","*","*"
"Windham School District","=""1630011""","High Needs",100,9,9.0,"*","*"
"Windham School District","=""1630011""","Non-High Needs",30,0,0.0,"*","*"
"Windsor Locks School District","=""1650011""","High Needs",64,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Non-High Needs",67,"*","*","*","*"
"Windsor School District","=""1640011""","High Needs",144,"*","*","*","*"
"Windsor School District","=""1640011""","Non-High Needs",166,"*","*","*","*"
"Wolcott School District","=""1660011""","High Needs",56,"*","*","*","*"
"Wolcott School District","=""1660011""","Non-High Needs",124,0,0.0,"*","*"
"Woodstock Academy District","=""9030022""","High Needs",31,"*","*",0,0.0
"Woodstock Academy District","=""9030022""","Non-High Needs",255,"*","*","*","*"

