"Four-Year Graduation Rates, 2010-11"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"Lisbon School District","=""0730011""","*","*","*","*","*"
"Litchfield School District","=""0740011""",95,"*","*","*","*"
"Madison School District","=""0760011""",317,"*","*","*","*"
"Manchester School District","=""0770011""",534,60,11.2,94,17.6
"Meriden School District","=""0800011""",630,54,8.6,136,21.6
"Middletown School District","=""0830011""",350,37,10.6,44,12.6
"Milford School District","=""0840011""",492,40,8.1,20,4.1
"Monroe School District","=""0850011""",367,11,3.0,0,0.0
"Montville School District","=""0860011""",205,8,3.9,23,11.2
"Naugatuck School District","=""0880011""",370,22,5.9,42,11.4
"New Britain School District","=""0890011""",758,145,19.1,224,29.6
"New Canaan School District","=""0900011""",311,"*","*","*","*"
"New Fairfield School District","=""0910011""",241,12,5.0,9,3.7
"New Haven School District","=""0930011""",1450,159,11.0,364,25.1
"New London School District","=""0950011""",262,48,18.3,50,19.1
"New Milford School District","=""0960011""",403,16,4.0,36,8.9
"Newington School District","=""0940011""",413,41,9.9,26,6.3
"Newtown School District","=""0970011""",446,11,2.5,17,3.8
"North Branford School District","=""0990011""",195,"*","*","*","*"
"North Haven School District","=""1010011""",306,14,4.6,24,7.8
"North Stonington School District","=""1020011""",67,"*","*","*","*"
"Norwalk School District","=""1030011""",899,58,6.5,84,9.3
"Norwich Free Academy District","=""9010022""",637,24,3.8,95,14.9
"Norwich School District","=""1040011""",29,9,31.0,13,44.8
"Old Saybrook School District","=""1060011""",123,"*","*","*","*"
"Oxford School District","=""1080011""",155,"*","*","*","*"
"Plainfield School District","=""1090011""",230,13,5.7,20,8.7
"Plainville School District","=""1100011""",235,7,3.0,21,8.9
"Plymouth School District","=""1110011""",140,"*","*","*","*"
"Portland School District","=""1130011""",97,"*","*","*","*"
"Putnam School District","=""1160011""",75,8,10.7,8,10.7
"Regional School District 01","=""2010012""",138,8,5.8,15,10.9
"Regional School District 04","=""2040012""",171,"*","*","*","*"
"Regional School District 05","=""2050012""",409,14,3.4,17,4.2
"Regional School District 06","=""2060012""",104,"*","*","*","*"
"Regional School District 07","=""2070012""",208,"*","*","*","*"
"Regional School District 08","=""2080012""",267,21,7.9,20,7.5
"Regional School District 09","=""2090012""",220,10,4.5,0,0.0
"Regional School District 10","=""2100012""",177,"*","*","*","*"
"Regional School District 11","=""2110012""",38,"*","*","*","*"
"Regional School District 12","=""2120012""",93,"*","*","*","*"
"Regional School District 13","=""2130012""",141,"*","*","*","*"
"Regional School District 14","=""2140012""",218,"*","*","*","*"
"Regional School District 15","=""2150012""",390,16,4.1,16,4.1
"Regional School District 16","=""2160012""",196,11,5.6,12,6.1
"Regional School District 17","=""2170012""",181,"*","*","*","*"
"Regional School District 18","=""2180012""",135,"*","*",0,0.0
"Regional School District 19","=""2190012""",284,26,9.2,23,8.1
"Ridgefield School District","=""1180011""",434,11,2.5,6,1.4
"Rocky Hill School District","=""1190011""",177,"*","*","*","*"
"Seymour School District","=""1240011""",189,10,5.3,22,11.6
"Shelton School District","=""1260011""",401,25,6.2,24,6.0
"Simsbury School District","=""1280011""",358,11,3.1,7,2.0
"Somers School District","=""1290011""",145,"*","*","*","*"
"South Windsor School District","=""1320011""",425,16,3.8,23,5.4
"Southington School District","=""1310011""",547,33,6.0,19,3.5
"Stafford School District","=""1340011""",135,16,11.9,17,12.6
"Stamford Academy District","=""2820013""",55,23,41.8,12,21.8
"Stamford School District","=""1350011""",1189,92,7.7,83,7.0
"Stonington School District","=""1370011""",212,7,3.3,7,3.3
"Stratford School District","=""1380011""",581,26,4.5,43,7.4
"Suffield School District","=""1390011""",215,"*","*","*","*"
"The Bridge Academy District","=""2690013""",28,"*","*","*","*"
"The Gilbert School District","=""9020022""",75,8,10.7,9,12.0
"Thomaston School District","=""1400011""",105,"*","*","*","*"
"Thompson School District","=""1410011""",95,"*","*","*","*"
"Tolland School District","=""1420011""",224,"*","*","*","*"
"Torrington School District","=""1430011""",283,20,7.1,44,15.5
"Trumbull School District","=""1440011""",503,"*","*","*","*"
"Unified School District #1","=""3360015""",555,174,31.4,362,65.2
"Unified School District #2","=""3470015""",50,20,40.0,15,30.0
"Vernon School District","=""1460011""",290,19,6.6,34,11.7
"Wallingford School District","=""1480011""",561,29,5.2,44,7.8
"Waterbury School District","=""1510011""",1309,63,4.8,386,29.5
"Waterford School District","=""1520011""",272,7,2.6,17,6.3
"Watertown School District","=""1530011""",248,17,6.9,14,5.6
"West Hartford School District","=""1550011""",829,40,4.8,40,4.8
"West Haven School District","=""1560011""",460,32,7.0,115,25.0
"Westbrook School District","=""1540011""",75,"*","*","*","*"
"Weston School District","=""1570011""",195,"*","*",0,0.0
"Westport School District","=""1580011""",475,10,2.1,6,1.3
"Wethersfield School District","=""1590011""",305,12,3.9,15,4.9
"Wilton School District","=""1610011""",306,"*","*","*","*"
"Windham School District","=""1630011""",267,46,17.2,58,21.7
"Windsor Locks School District","=""1650011""",135,12,8.9,8,5.9
"Windsor School District","=""1640011""",353,28,7.9,32,9.1
"Wolcott School District","=""1660011""",226,8,3.5,9,4.0
"Woodstock Academy District","=""9030022""",299,"*","*","*","*"

