"Four-Year Graduation Rates, 2010-11"
"All Districts, High Needs Status"

"",,,,"Graduates",
"Litchfield School District","=""0740011""","High Needs",13,10,"*"
"Litchfield School District","=""0740011""","Non-High Needs",82,79,96.3
"Madison School District","=""0760011""","High Needs",37,"*","*"
"Madison School District","=""0760011""","Non-High Needs",280,"*","*"
"Manchester School District","=""0770011""","High Needs",247,134,54.3
"Manchester School District","=""0770011""","Non-High Needs",287,246,85.7
"Meriden School District","=""0800011""","High Needs",384,223,58.1
"Meriden School District","=""0800011""","Non-High Needs",246,217,88.2
"Middletown School District","=""0830011""","High Needs",140,82,58.6
"Middletown School District","=""0830011""","Non-High Needs",210,187,89.0
"Milford School District","=""0840011""","High Needs",128,95,74.2
"Milford School District","=""0840011""","Non-High Needs",364,337,92.6
"Monroe School District","=""0850011""","High Needs",37,"*","*"
"Monroe School District","=""0850011""","Non-High Needs",330,"*","*"
"Montville School District","=""0860011""","High Needs",57,45,78.9
"Montville School District","=""0860011""","Non-High Needs",148,129,87.2
"Naugatuck School District","=""0880011""","High Needs",150,106,70.7
"Naugatuck School District","=""0880011""","Non-High Needs",220,200,90.9
"New Britain School District","=""0890011""","High Needs",553,256,46.3
"New Britain School District","=""0890011""","Non-High Needs",205,133,64.9
"New Canaan School District","=""0900011""","High Needs",33,"*","*"
"New Canaan School District","=""0900011""","Non-High Needs",278,"*","*"
"New Fairfield School District","=""0910011""","High Needs",33,25,75.8
"New Fairfield School District","=""0910011""","Non-High Needs",208,194,93.3
"New Haven School District","=""0930011""","High Needs",1096,659,60.1
"New Haven School District","=""0930011""","Non-High Needs",354,268,75.7
"New London School District","=""0950011""","High Needs",189,105,55.6
"New London School District","=""0950011""","Non-High Needs",73,59,80.8
"New Milford School District","=""0960011""","High Needs",88,59,67.0
"New Milford School District","=""0960011""","Non-High Needs",315,292,92.7
"Newington School District","=""0940011""","High Needs",98,64,65.3
"Newington School District","=""0940011""","Non-High Needs",315,282,89.5
"Newtown School District","=""0970011""","High Needs",57,47,82.5
"Newtown School District","=""0970011""","Non-High Needs",389,371,95.4
"North Branford School District","=""0990011""","High Needs",42,"*","*"
"North Branford School District","=""0990011""","Non-High Needs",153,"*","*"
"North Haven School District","=""1010011""","High Needs",61,50,82.0
"North Haven School District","=""1010011""","Non-High Needs",245,218,89.0
"North Stonington School District","=""1020011""","High Needs",18,"*","*"
"North Stonington School District","=""1020011""","Non-High Needs",49,"*","*"
"Norwalk School District","=""1030011""","High Needs",372,282,75.8
"Norwalk School District","=""1030011""","Non-High Needs",527,475,90.1
"Norwich Free Academy District","=""9010022""","High Needs",237,168,70.9
"Norwich Free Academy District","=""9010022""","Non-High Needs",400,350,87.5
"Norwich School District","=""1040011""","High Needs",20,"*","*"
"Norwich School District","=""1040011""","Non-High Needs",9,"*","*"
"Old Saybrook School District","=""1060011""","High Needs",17,11,"*"
"Old Saybrook School District","=""1060011""","Non-High Needs",106,103,97.2
"Oxford School District","=""1080011""","High Needs",16,13,"*"
"Oxford School District","=""1080011""","Non-High Needs",139,134,96.4
"Plainfield School District","=""1090011""","High Needs",71,51,71.8
"Plainfield School District","=""1090011""","Non-High Needs",159,146,91.8
"Plainville School District","=""1100011""","High Needs",55,41,74.5
"Plainville School District","=""1100011""","Non-High Needs",180,166,92.2
"Plymouth School District","=""1110011""","High Needs",26,18,69.2
"Plymouth School District","=""1110011""","Non-High Needs",114,108,94.7
"Portland School District","=""1130011""","High Needs",19,12,"*"
"Portland School District","=""1130011""","Non-High Needs",78,69,88.5
"Putnam School District","=""1160011""","High Needs",38,27,71.1
"Putnam School District","=""1160011""","Non-High Needs",37,32,86.5
"Regional School District 01","=""2010012""","High Needs",31,23,74.2
"Regional School District 01","=""2010012""","Non-High Needs",107,92,86.0
"Regional School District 04","=""2040012""","High Needs",34,22,64.7
"Regional School District 04","=""2040012""","Non-High Needs",137,129,94.2
"Regional School District 05","=""2050012""","High Needs",57,44,77.2
"Regional School District 05","=""2050012""","Non-High Needs",352,334,94.9
"Regional School District 06","=""2060012""","High Needs",26,23,88.5
"Regional School District 06","=""2060012""","Non-High Needs",78,69,88.5
"Regional School District 07","=""2070012""","High Needs",40,31,77.5
"Regional School District 07","=""2070012""","Non-High Needs",168,164,97.6
"Regional School District 08","=""2080012""","High Needs",36,20,55.6
"Regional School District 08","=""2080012""","Non-High Needs",231,206,89.2
"Regional School District 09","=""2090012""","High Needs",39,"*","*"
"Regional School District 09","=""2090012""","Non-High Needs",181,"*","*"
"Regional School District 10","=""2100012""","High Needs",23,17,73.9
"Regional School District 10","=""2100012""","Non-High Needs",154,152,98.7
"Regional School District 11","=""2110012""","High Needs",9,"*","*"
"Regional School District 11","=""2110012""","Non-High Needs",29,"*","*"
"Regional School District 12","=""2120012""","High Needs",14,12,"*"
"Regional School District 12","=""2120012""","Non-High Needs",79,68,86.1
"Regional School District 13","=""2130012""","High Needs",21,16,76.2
"Regional School District 13","=""2130012""","Non-High Needs",120,115,95.8
"Regional School District 14","=""2140012""","High Needs",34,29,85.3
"Regional School District 14","=""2140012""","Non-High Needs",184,178,96.7
"Regional School District 15","=""2150012""","High Needs",55,41,74.5
"Regional School District 15","=""2150012""","Non-High Needs",335,316,94.3
"Regional School District 16","=""2160012""","High Needs",35,23,65.7
"Regional School District 16","=""2160012""","Non-High Needs",161,150,93.2
"Regional School District 17","=""2170012""","High Needs",25,"*","*"
"Regional School District 17","=""2170012""","Non-High Needs",156,"*","*"
"Regional School District 18","=""2180012""","High Needs",18,"*","*"
"Regional School District 18","=""2180012""","Non-High Needs",117,"*","*"
"Regional School District 19","=""2190012""","High Needs",53,30,56.6
"Regional School District 19","=""2190012""","Non-High Needs",231,205,88.7
"Ridgefield School District","=""1180011""","High Needs",56,49,87.5
"Ridgefield School District","=""1180011""","Non-High Needs",378,368,97.4
"Rocky Hill School District","=""1190011""","High Needs",18,16,"*"
"Rocky Hill School District","=""1190011""","Non-High Needs",159,145,91.2
"Seymour School District","=""1240011""","High Needs",46,28,60.9
"Seymour School District","=""1240011""","Non-High Needs",143,129,90.2
"Shelton School District","=""1260011""","High Needs",89,63,70.8
"Shelton School District","=""1260011""","Non-High Needs",312,289,92.6
"Simsbury School District","=""1280011""","High Needs",51,45,88.2
"Simsbury School District","=""1280011""","Non-High Needs",307,295,96.1
"Somers School District","=""1290011""","High Needs",18,14,"*"
"Somers School District","=""1290011""","Non-High Needs",127,123,96.9
"South Windsor School District","=""1320011""","High Needs",72,53,73.6
"South Windsor School District","=""1320011""","Non-High Needs",353,333,94.3
"Southington School District","=""1310011""","High Needs",96,73,76.0
"Southington School District","=""1310011""","Non-High Needs",451,422,93.6
"Stafford School District","=""1340011""","High Needs",33,19,57.6
"Stafford School District","=""1340011""","Non-High Needs",102,83,81.4
"Stamford Academy District","=""2820013""","High Needs",46,"*","*"
"Stamford Academy District","=""2820013""","Non-High Needs",9,"*","*"
"Stamford School District","=""1350011""","High Needs",573,448,78.2
"Stamford School District","=""1350011""","Non-High Needs",616,566,91.9
"Stonington School District","=""1370011""","High Needs",43,"*","*"
"Stonington School District","=""1370011""","Non-High Needs",169,"*","*"
"Stratford School District","=""1380011""","High Needs",226,182,80.5
"Stratford School District","=""1380011""","Non-High Needs",355,330,93.0
"Suffield School District","=""1390011""","High Needs",23,20,87.0
"Suffield School District","=""1390011""","Non-High Needs",192,184,95.8
"The Bridge Academy District","=""2690013""","High Needs","*","*","*"
"The Bridge Academy District","=""2690013""","Non-High Needs","*","*","*"
"The Gilbert School District","=""9020022""","High Needs",28,16,57.1
"The Gilbert School District","=""9020022""","Non-High Needs",47,42,89.4
"Thomaston School District","=""1400011""","High Needs",35,29,82.9
"Thomaston School District","=""1400011""","Non-High Needs",70,67,95.7
"Thompson School District","=""1410011""","High Needs",20,13,65.0
"Thompson School District","=""1410011""","Non-High Needs",75,71,94.7
"Tolland School District","=""1420011""","High Needs",18,"*","*"
"Tolland School District","=""1420011""","Non-High Needs",206,"*","*"
"Torrington School District","=""1430011""","High Needs",95,52,54.7
"Torrington School District","=""1430011""","Non-High Needs",188,167,88.8
"Trumbull School District","=""1440011""","High Needs",58,"*","*"
"Trumbull School District","=""1440011""","Non-High Needs",445,"*","*"
"Unified School District #1","=""3360015""","High Needs",492,"*","*"
"Unified School District #1","=""3360015""","Non-High Needs",63,"*","*"
"Unified School District #2","=""3470015""","High Needs","*","*","*"
"Unified School District #2","=""3470015""","Non-High Needs","*","*","*"
"Vernon School District","=""1460011""","High Needs",87,56,64.4
"Vernon School District","=""1460011""","Non-High Needs",203,181,89.2
"Wallingford School District","=""1480011""","High Needs",113,81,71.7
"Wallingford School District","=""1480011""","Non-High Needs",448,407,90.8
"Waterbury School District","=""1510011""","High Needs",963,590,61.3
"Waterbury School District","=""1510011""","Non-High Needs",346,270,78.0
"Waterford School District","=""1520011""","High Needs",35,27,77.1
"Waterford School District","=""1520011""","Non-High Needs",237,221,93.2
"Watertown School District","=""1530011""","High Needs",53,36,67.9
"Watertown School District","=""1530011""","Non-High Needs",195,181,92.8
"West Hartford School District","=""1550011""","High Needs",218,158,72.5
"West Hartford School District","=""1550011""","Non-High Needs",611,591,96.7
"West Haven School District","=""1560011""","High Needs",232,134,57.8
"West Haven School District","=""1560011""","Non-High Needs",228,179,78.5
"Westbrook School District","=""1540011""","High Needs",10,"*","*"
"Westbrook School District","=""1540011""","Non-High Needs",65,"*","*"
"Weston School District","=""1570011""","High Needs",14,"*","*"
"Weston School District","=""1570011""","Non-High Needs",181,"*","*"
"Westport School District","=""1580011""","High Needs",64,54,84.4
"Westport School District","=""1580011""","Non-High Needs",411,405,98.5
"Wethersfield School District","=""1590011""","High Needs",63,46,73.0
"Wethersfield School District","=""1590011""","Non-High Needs",242,232,95.9
"Wilton School District","=""1610011""","High Needs",30,"*","*"
"Wilton School District","=""1610011""","Non-High Needs",276,"*","*"
"Windham School District","=""1630011""","High Needs",169,78,46.2
"Windham School District","=""1630011""","Non-High Needs",98,85,86.7
"Windsor Locks School District","=""1650011""","High Needs",35,24,68.6
"Windsor Locks School District","=""1650011""","Non-High Needs",100,91,91.0
"Windsor School District","=""1640011""","High Needs",125,90,72.0
"Windsor School District","=""1640011""","Non-High Needs",228,203,89.0
"Wolcott School District","=""1660011""","High Needs",52,41,78.8
"Wolcott School District","=""1660011""","Non-High Needs",174,168,96.6
"Woodstock Academy District","=""9030022""","High Needs",35,33,94.3
"Woodstock Academy District","=""9030022""","Non-High Needs",264,249,94.3

